GEN | [activate_my_card] | Orig: If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds. -> Aug: Once you access your account, click on the "Activate" button and follow the prompts to complete the activation process within a few seconds.
GEN | [automatic_top_up] | Orig: I am inquiring about your auto top up feature. -> Aug: I'd like to know more about your automatic top-up service.
GEN | [exchange_via_app] | Orig: Can you  tell me how to get AUD not GBP? -> Aug: Can you guide me on how to exchange currency for Australian dollars instead of British pounds?
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
GEN | [edit_personal_details] | Orig: Am I able to modify my account details? -> Aug: Can I make changes to my personal information?
GEN | [edit_personal_details] | Orig: Where do I go to change my account details? -> Aug: How can I modify my personal information associated with my account?
GEN | [compromised_card] | Orig: My card must have used my card as there are some transactions that I haven't done myself.. -> Aug: Someone else must have used my compromised card, as there are transactions that I didn't authorize myself.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn. -> Aug: I'm experiencing an issue with the exchange rate for a cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect rate, otherwise I wouldn't have proceeded with the transaction.
GEN | [card_swallowed] | Orig: The ATM didnt return my card! -> Aug: The ATM swallowed my card!
GEN | [topping_up_by_card] | Orig: I don't see me 'top up' in my wallet -> Aug: I'm unable to locate my card top-up transaction in my digital wallet.
GEN | [declined_cash_withdrawal] | Orig: When I tried to access my cash, I wasn't allowed! -> Aug: Unfortunately, I was unable to withdraw cash from my account.
GEN | [cash_withdrawal_charge] | Orig: Could you explain your rules for ATM fees? -> Aug: What are the charges for withdrawing cash from an ATM?
GEN | [supported_cards_and_currencies] | Orig: I have another card from the U.S. Will you be able to accept that one? -> Aug: I'd like to know if you support cards issued in the United States.
GEN | [get_physical_card] | Orig: Is my PIN sent separably? -> Aug: Can I obtain my physical card separately?
GEN | [cash_withdrawal_not_recognised] | Orig: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! -> Aug: I'm concerned that my card has been compromised and someone is attempting to make unauthorized cash withdrawals. Can you assist me in suspending my card's activity or canceling it altogether?
GEN | [top_up_reverted] | Orig: Do you support top ups? -> Aug: Can you facilitate additional deposits?
GEN | [transfer_fee_charged] | Orig: Should I be seeing a fee applied for my money transfer? -> Aug: Am I supposed to be charged a fee for the transfer of funds?
GEN | [top_up_by_cash_or_cheque] | Orig: Can I only top-up digitally? Or could I use cash? -> Aug: Can I make a digital payment or is it possible to use cash to top up my account?
GEN | [top_up_failed] | Orig: How can correct Top up with the app to work correctly? -> Aug: Why is the top-up process not functioning properly when attempting to use the app?
GEN | [card_payment_fee_charged] | Orig: What can i pay with out  fees -> Aug: How can I make a payment without incurring any charges?
GEN | [declined_cash_withdrawal] | Orig: I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong? -> Aug: I attempted to withdraw cash using my ATM card at your Notting Hill branch, but it was unsuccessful. Is there an issue with my card or the machine?
GEN | [cash_withdrawal_charge] | Orig: I hate this ATM, it charged me an extra fee, Why did it charge? -> Aug: I'm really frustrated with this ATM, it slapped me with an unexpected fee, Can you tell me why it did that?
GEN | [transfer_not_received_by_recipient] | Orig: I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already. -> Aug: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Could you look into this and let me know what's causing the delay, as I've double-checked the account number to ensure it's correct.
GEN | [pending_top_up] | Orig: Where to check top ups pending? -> Aug: How can I view my pending top-up transactions?
GEN | [transfer_timing] | Orig: How fast are transfers from Europe? -> Aug: What is the typical processing speed for international transfers from Europe?
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Could you look into this for me? I've double-checked the account number to ensure it's correct.
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening. -> Aug: I'm confused, I've been making transfers without any issues, but just now, when I tried to make another one, it got declined. I've tried a few times, but the result is the same. Can you help me figure out what's going on?
GEN | [get_physical_card] | Orig: In regards to the PIN of the card? -> Aug: Regarding the physical card's PIN information?
GEN | [card_payment_fee_charged] | Orig: I was charged and shouldn't have been charged when using my card! -> Aug: I was unexpectedly billed a fee for using my card, which I believe was an error.
GEN | [top_up_by_cash_or_cheque] | Orig: Help me please, I need to top up cash. -> Aug: Can you assist me in replenishing my account balance using cash?
GEN | [apple_pay_or_google_pay] | Orig: I can't get google pay to work right. -> Aug: I'm having trouble with Google Pay functioning properly.
GEN | [topping_up_by_card] | Orig: Can anyone else top-up for me? -> Aug: Can someone else make a card payment on my behalf?
GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: Can you please inform me about the payment methods you accept, specifically the cards you support?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds. | Augmented: Once you access your account, click on the "Activate" button and follow the prompts to complete the activation process within a few seconds.
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: I am inquiring about your auto top up feature. | Augmented: I'd like to know more about your automatic top-up service.
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: Can you  tell me how to get AUD not GBP? | Augmented: Can you guide me on how to exchange currency for Australian dollars instead of British pounds?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? | Augmented: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: Am I able to modify my account details? | Augmented: Can I make changes to my personal information?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: Where do I go to change my account details? | Augmented: How can I modify my personal information associated with my account?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: My card must have used my card as there are some transactions that I haven't done myself.. | Augmented: Someone else must have used my compromised card, as there are transactions that I didn't authorize myself.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: The augmented text preserves the same banking intent by highlighting the overcharging due to an incorrect exchange rate during a cash withdrawal, which aligns with the original intent. The text does not introduce any contradictory information or unsupported details. | Original: Hello, in these holidays i have been overcharged on the amount i have withdrawn on one of your ATMs. I did not had any clue about the horrible charges otherwise i would not have withdrawn. | Augmented: I'm experiencing an issue with the exchange rate for a cash withdrawal I made at one of your ATMs during the holidays. I was unaware of the incorrect rate, otherwise I wouldn't have proceeded with the transaction.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: The ATM didnt return my card! | Augmented: The ATM swallowed my card!
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I don't see me 'top up' in my wallet | Augmented: I'm unable to locate my card top-up transaction in my digital wallet.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: When I tried to access my cash, I wasn't allowed! | Augmented: Unfortunately, I was unable to withdraw cash from my account.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: Could you explain your rules for ATM fees? | Augmented: What are the charges for withdrawing cash from an ATM?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: I have another card from the U.S. Will you be able to accept that one? | Augmented: I'd like to know if you support cards issued in the United States.
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: Is my PIN sent separably? | Augmented: Can I obtain my physical card separately?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! | Augmented: I'm concerned that my card has been compromised and someone is attempting to make unauthorized cash withdrawals. Can you assist me in suspending my card's activity or canceling it altogether?
VAL | [top_up_reverted] | UNKNOWN | Reason: N/A | Original: Do you support top ups? | Augmented: Can you facilitate additional deposits?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Should I be seeing a fee applied for my money transfer? | Augmented: Am I supposed to be charged a fee for the transfer of funds?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Can I only top-up digitally? Or could I use cash? | Augmented: Can I make a digital payment or is it possible to use cash to top up my account?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: How can correct Top up with the app to work correctly? | Augmented: Why is the top-up process not functioning properly when attempting to use the app?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: What can i pay with out  fees | Augmented: How can I make a payment without incurring any charges?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong? | Augmented: I attempted to withdraw cash using my ATM card at your Notting Hill branch, but it was unsuccessful. Is there an issue with my card or the machine?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I hate this ATM, it charged me an extra fee, Why did it charge? | Augmented: I'm really frustrated with this ATM, it slapped me with an unexpected fee, Can you tell me why it did that?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already. | Augmented: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Could you look into this and let me know what's causing the delay, as I've double-checked the account number to ensure it's correct.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Where to check top ups pending? | Augmented: How can I view my pending top-up transactions?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How fast are transfers from Europe? | Augmented: What is the typical processing speed for international transfers from Europe?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I already paid to top-up but the funds aren't available yet, where are they? | Augmented: I made a payment to top up my account, but the funds are still pending, can you tell me what's going on?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. | Augmented: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Could you look into this for me? I've double-checked the account number to ensure it's correct.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening. | Augmented: I'm confused, I've been making transfers without any issues, but just now, when I tried to make another one, it got declined. I've tried a few times, but the result is the same. Can you help me figure out what's going on?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: In regards to the PIN of the card? | Augmented: Regarding the physical card's PIN information?
