GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you tell me more about the disposable card limits your friend mentioned? What would I need to do to activate that feature for my own account?
GEN | [visa_or_mastercard] | Orig: If I can't choose my card type will I be able to use it everywhere? -> Aug: If I'm unable to select my preferred payment method, will I still be able to make purchases with my Visa or Mastercard at any merchant?
GEN | [why_verify_identity] | Orig: Do you need my birthdate? -> Aug: Can you confirm your date of birth with me?
GEN | [order_physical_card] | Orig: can i order cards on the app -> Aug: can I place a physical card order through the mobile app?
GEN | [card_acceptance] | Orig: Where do I pay with my card? -> Aug: How can I use my card for payment?
GEN | [why_verify_identity] | Orig: I am not comfortable verifying my indentity. -> Aug: I'm hesitant to confirm my identity.
GEN | [verify_my_identity] | Orig: Let me know what the steps for the identity checks are -> Aug: Can you walk me through the process of verifying my identity?
GEN | [receiving_money] | Orig: Do I need to add my salary? -> Aug: Must I include my income?
GEN | [pin_blocked] | Orig: I enetered the wrong information, I need my account unblocked How do I do that? -> Aug: I mistakenly entered incorrect details, please help me resolve the issue and unblock my account.
GEN | [card_acceptance] | Orig: Is there a list of where I can use my card? -> Aug: Can you provide me with a list of locations where I can use my card for transactions?
GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: Where can I use my card?
GEN | [transaction_charged_twice] | Orig: I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back. -> Aug: I've found that I've been charged twice for a few transactions recently. Could you please investigate and reverse the duplicate charges?
GEN | [supported_cards_and_currencies] | Orig: I only have a card from the US is that okay? -> Aug: I'm wondering if it's acceptable to use a US-issued card?
GEN | [failed_transfer] | Orig: My card couldn't complete a transfer, why? -> Aug: The transfer I initiated with my card was unsuccessful, what happened?
GEN | [verify_my_identity] | Orig: What type of ID do you accept? -> Aug: We accept various forms of identification. Which one would you like to provide?
GEN | [order_physical_card] | Orig: IS there anywhere that a card cannot be delivered? -> Aug: Are there any specific locations or areas where a physical card cannot be delivered?
GEN | [beneficiary_not_allowed] | Orig: I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. -> Aug: I've been attempting to transfer funds to my mother, but I keep encountering error messages despite multiple attempts.
GEN | [activate_my_card] | Orig: What do I need to do in order to use my card I just got? -> Aug: How can I activate my new card so I can start using it?
GEN | [card_linking] | Orig: Can I add a card to back into the app? -> Aug: Can I link a card to my account within the app?
GEN | [reverted_card_payment?] | Orig: Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying. -> Aug: Why is my card not allowing me to make online transactions? I've been trying for two weeks now.
GEN | [activate_my_card] | Orig: Can I use my new card? -> Aug: Is my new card ready for use?
GEN | [pin_blocked] | Orig: I used my pin too many times. -> Aug: I've exceeded the allowed attempts to enter my PIN.
GEN | [declined_transfer] | Orig: I wanted to know why my transaction didn't go through. -> Aug: I'm curious about the reason behind the failed transfer.
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been waiting for an hour now, and I urgently need the funds to be credited to my account.
GEN | [verify_my_identity] | Orig: Can I get a full list of instructions for identity checks? -> Aug: Could you please provide me with a comprehensive guide on how to verify my identity?
GEN | [lost_or_stolen_card] | Orig: I lost my card n need a new one. -> Aug: I misplaced my card and require a replacement.
GEN | [pending_top_up] | Orig: How long do top-ups take to go through -> Aug: How long does it typically take for pending top-ups to be processed?
GEN | [failed_transfer] | Orig: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? -> Aug: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
GEN | [extra_charge_on_statement] | Orig: There is an extra small charge on my card! What do I do? -> Aug: I noticed an additional fee on my statement. Can you help me understand what it's for?
GEN | [card_arrival] | Orig: Where is my credit card that was to be mailed? -> Aug: When can I expect to receive my credit card, which was supposed to be sent to me?
GEN | [atm_support] | Orig: I need to know where I can withdraw money. -> Aug: I'm looking for an ATM location where I can withdraw cash.
GEN | [failed_transfer] | Orig: Why was my transaction not approved? -> Aug: Why was my transfer not processed successfully?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will there be a charge when money is added to my account? -> Aug: Will I be charged a fee when I top up my account using a bank transfer?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? | Augmented: Can you tell me more about the disposable card limits your friend mentioned? What would I need to do to activate that feature for my own account?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: If I can't choose my card type will I be able to use it everywhere? | Augmented: If I'm unable to select my preferred payment method, will I still be able to make purchases with my Visa or Mastercard at any merchant?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Do you need my birthdate? | Augmented: Can you confirm your date of birth with me?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: can i order cards on the app | Augmented: can I place a physical card order through the mobile app?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Where do I pay with my card? | Augmented: How can I use my card for payment?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I am not comfortable verifying my indentity. | Augmented: I'm hesitant to confirm my identity.
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: Let me know what the steps for the identity checks are | Augmented: Can you walk me through the process of verifying my identity?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do I need to add my salary? | Augmented: Must I include my income?
VAL | [pin_blocked] | ACCEPT | Reason: ... | Original: I enetered the wrong information, I need my account unblocked How do I do that? | Augmented: I mistakenly entered incorrect details, please help me resolve the issue and unblock my account.
VAL | [card_acceptance] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original question to ask for a list of locations where the card can be used for transactions. | Original: Is there a list of where I can use my card? | Augmented: Can you provide me with a list of locations where I can use my card for transactions?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: How do I know where I can use my card? | Augmented: Where can I use my card?
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back. | Augmented: I've found that I've been charged twice for a few transactions recently. Could you please investigate and reverse the duplicate charges?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: I only have a card from the US is that okay? | Augmented: I'm wondering if it's acceptable to use a US-issued card?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: My card couldn't complete a transfer, why? | Augmented: The transfer I initiated with my card was unsuccessful, what happened?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: What type of ID do you accept? | Augmented: We accept various forms of identification. Which one would you like to provide?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: IS there anywhere that a card cannot be delivered? | Augmented: Are there any specific locations or areas where a physical card cannot be delivered?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. | Augmented: I've been attempting to transfer funds to my mother, but I keep encountering error messages despite multiple attempts.
VAL | [activate_my_card] | ACCEPT | Reason: The augmented text preserves the same banking intent of activating a new card to enable its usage. It does not introduce any contradictions or unsupported information. | Original: What do I need to do in order to use my card I just got? | Augmented: How can I activate my new card so I can start using it?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Can I add a card to back into the app? | Augmented: Can I link a card to my account within the app?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying. | Augmented: Why is my card not allowing me to make online transactions? I've been trying for two weeks now.
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: Can I use my new card? | Augmented: Is my new card ready for use?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I used my pin too many times. | Augmented: I've exceeded the allowed attempts to enter my PIN.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I wanted to know why my transaction didn't go through. | Augmented: I'm curious about the reason behind the failed transfer.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money | Augmented: Can you expedite the processing of my pending top-up? It's been waiting for an hour now, and I urgently need the funds to be credited to my account.
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: Can I get a full list of instructions for identity checks? | Augmented: Could you please provide me with a comprehensive guide on how to verify my identity?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: I lost my card n need a new one. | Augmented: I misplaced my card and require a replacement.
VAL | [pending_top_up] | ACCEPT | Reason: The augmented text preserves the core question about the processing time of top-ups, and the addition of "pending" clarifies the state of the top-up, making it more specific but not changing the intent. | Original: How long do top-ups take to go through | Augmented: How long does it typically take for pending top-ups to be processed?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? | Augmented: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
