GEN | [request_refund] | Orig: How do I reverse a transaction on my account? -> Aug: I'd like to initiate a refund for a recent transaction on my account.
GEN | [cancel_transfer] | Orig: There was a transaction this morning that I'd like to reverse. -> Aug: I'd like to cancel a transaction that occurred earlier today.
GEN | [card_payment_not_recognised] | Orig: I do not recongize a payment in my account. -> Aug: I'm unable to locate a payment in my account records.
GEN | [wrong_amount_of_cash_received] | Orig: my atm transaction was wrong -> Aug: the amount I received from my ATM transaction was incorrect
GEN | [lost_or_stolen_phone] | Orig: Is it possible to access my phone from the hotel/ -> Aug: Can I still access my phone from the hotel?
GEN | [get_disposable_virtual_card] | Orig: Will you tell me how I am supposed to use the disposable cards? -> Aug: Can you explain the process for utilizing the virtual disposable cards?
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction. I'm attempting to buy some cryptocurrency, but the app is preventing me from doing so. Can you help me understand what's blocking this process?
GEN | [direct_debit_payment_not_recognised] | Orig: This debit is not my transcation. How do I get my money out back? -> Aug: This direct debit payment is not recognized as my transaction. How can I retrieve my funds?
GEN | [transaction_charged_twice] | Orig: I need a transaction reversed from my account. -> Aug: I'd like to have a duplicate charge removed from my account.
GEN | [direct_debit_payment_not_recognised] | Orig: I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money? -> Aug: I'm concerned that someone has unauthorized access to my account. I've checked my card activity and found an unexplained transaction. Can you investigate and cancel the charge, then refund the amount to my account?
GEN | [reverted_card_payment?] | Orig: I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening? -> Aug: Why haven't any of my recent online transactions been processed using my card, despite multiple attempts over the past two weeks?
GEN | [transfer_into_account] | Orig: I need more money in my account. Can I add more by transferring? -> Aug: I'd like to increase my account balance by transferring funds into my account.
GEN | [pending_card_payment] | Orig: Why are the things I bought earlier today still showing as pending? -> Aug: Why are the purchases I made earlier today still pending for payment?
GEN | [cancel_transfer] | Orig: I need to reverse a transaction -> Aug: I'd like to cancel a transfer
GEN | [card_linking] | Orig: I found my card that I thought I had lost, I need to reactive it, please help. -> Aug: I've rediscovered my card that I previously thought was missing, and I'd like to reactivate it, if you could assist me.
GEN | [card_linking] | Orig: Can you please reactivate my card? -> Aug: May I assist you in reactivating your card?
GEN | [order_physical_card] | Orig: Card delivery services? Where? -> Aug: How do I get my physical card delivered?
GEN | [visa_or_mastercard] | Orig: I need a Visa card -> Aug: I require a Mastercard
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
GEN | [order_physical_card] | Orig: Do you ship your cards anywhere? -> Aug: Can you deliver your physical cards to any location?
GEN | [exchange_charge] | Orig: Is there any cost to change foreign money to local? -> Aug: Are there any fees associated with exchanging foreign currency for local currency?
GEN | [transfer_into_account] | Orig: I'd like to know how transferring my money into my account works. -> Aug: I'd like to understand the process of moving funds into my account.
GEN | [transaction_charged_twice] | Orig: My card was declined but it shows as multiple charges? -> Aug: I made a purchase, but it looks like I've been charged twice, even though my card was declined.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am still awaiting the money I put into my account this morning. -> Aug: I'm still waiting for the funds I deposited into my account earlier today to reflect in my balance.
GEN | [topping_up_by_card] | Orig: Is it simple to transfer money using my credit card? -> Aug: Can I easily fund my account using my credit card?
GEN | [wrong_amount_of_cash_received] | Orig: my cash balance less than what I thought -> Aug: my account shows a lower balance than I expected
GEN | [transfer_into_account] | Orig: I was wondering about transferring money into my account and how it works.  Can you tell me about that? -> Aug: I'd like to know more about the process of moving funds into my account. Can you provide information on how it's done?
GEN | [top_up_reverted] | Orig: I got an cancellation error when I was topping up. -> Aug: I encountered an error while attempting to make a top-up, and it was cancelled.
GEN | [card_acceptance] | Orig: Are there businesses that don't accept this card? -> Aug: Can you tell me if there are any merchants that don't accept this particular card?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a transfer to receive the funds I'm expecting?
GEN | [transfer_fee_charged] | Orig: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? -> Aug: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
GEN | [transfer_into_account] | Orig: Please provide details on how to top up my account using transfer option -> Aug: Please provide instructions on how to deposit funds into my account using the transfer feature
GEN | [cancel_transfer] | Orig: I am trying to revert a transcation I did this morning -> Aug: I'm attempting to reverse a transfer I initiated earlier today
GEN | [receiving_money] | Orig: My salary is in GBP, do I need to exchange it before putting it into my account? -> Aug: Is my British pound salary eligible for direct deposit into my account without conversion?
GEN | [beneficiary_not_allowed] | Orig: Why is my beneficiary not working? -> Aug: Why is my designated recipient not functioning properly?
GEN | [card_payment_fee_charged] | Orig: I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before. -> Aug: I'd like to be informed when an extra charge is applied to my payment. I recently checked the app and noticed an additional fee associated with one of the transactions. I was not notified about this beforehand.
GEN | [failed_transfer] | Orig: How is this transfer supposed to work? It's not working for me. -> Aug: What's going on with this transfer? It's not processing as expected.
GEN | [pending_card_payment] | Orig: Why are my purchases from this morning still pending? -> Aug: Why are my transactions from this morning still awaiting processing?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: How do I reverse a transaction on my account? | Augmented: I'd like to initiate a refund for a recent transaction on my account.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: There was a transaction this morning that I'd like to reverse. | Augmented: I'd like to cancel a transaction that occurred earlier today.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I do not recongize a payment in my account. | Augmented: I'm unable to locate a payment in my account records.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: my atm transaction was wrong | Augmented: the amount I received from my ATM transaction was incorrect
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: Is it possible to access my phone from the hotel/ | Augmented: Can I still access my phone from the hotel?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: Will you tell me how I am supposed to use the disposable cards? | Augmented: Can you explain the process for utilizing the virtual disposable cards?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? | Augmented: I'm having trouble finalizing a transaction. I'm attempting to buy some cryptocurrency, but the app is preventing me from doing so. Can you help me understand what's blocking this process?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: This debit is not my transcation. How do I get my money out back? | Augmented: This direct debit payment is not recognized as my transaction. How can I retrieve my funds?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I need a transaction reversed from my account. | Augmented: I'd like to have a duplicate charge removed from my account.
VAL | [direct_debit_payment_not_recognised] | UNKNOWN | Reason: N/A | Original: I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money? | Augmented: I'm concerned that someone has unauthorized access to my account. I've checked my card activity and found an unexplained transaction. Can you investigate and cancel the charge, then refund the amount to my account?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I am not able to purchase anything online! I have been using my card on multiple sites over a period of two weeks and none of the payments have gone through. Why is this happening? | Augmented: Why haven't any of my recent online transactions been processed using my card, despite multiple attempts over the past two weeks?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I need more money in my account. Can I add more by transferring? | Augmented: I'd like to increase my account balance by transferring funds into my account.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why are the things I bought earlier today still showing as pending? | Augmented: Why are the purchases I made earlier today still pending for payment?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I need to reverse a transaction | Augmented: I'd like to cancel a transfer
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I found my card that I thought I had lost, I need to reactive it, please help. | Augmented: I've rediscovered my card that I previously thought was missing, and I'd like to reactivate it, if you could assist me.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Can you please reactivate my card? | Augmented: May I assist you in reactivating your card?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Card delivery services? Where? | Augmented: How do I get my physical card delivered?
VAL | [visa_or_mastercard] | REVIEW | Reason: N/A | Original: I need a Visa card | Augmented: I require a Mastercard
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! | Augmented: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Do you ship your cards anywhere? | Augmented: Can you deliver your physical cards to any location?
VAL | [exchange_charge] | ACCEPT | Reason: Both texts are asking about the cost of converting one currency to another, which is a clear example of an exchange charge. | Original: Is there any cost to change foreign money to local? | Augmented: Are there any fees associated with exchanging foreign currency for local currency?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I'd like to know how transferring my money into my account works. | Augmented: I'd like to understand the process of moving funds into my account.
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: My card was declined but it shows as multiple charges? | Augmented: I made a purchase, but it looks like I've been charged twice, even though my card was declined.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I put some money in my account the other day and it's not gone in yet, can you help with this? | Augmented: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I am still awaiting the money I put into my account this morning. | Augmented: I'm still waiting for the funds I deposited into my account earlier today to reflect in my balance.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Is it simple to transfer money using my credit card? | Augmented: Can I easily fund my account using my credit card?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: my cash balance less than what I thought | Augmented: my account shows a lower balance than I expected
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I was wondering about transferring money into my account and how it works.  Can you tell me about that? | Augmented: I'd like to know more about the process of moving funds into my account. Can you provide information on how it's done?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I got an cancellation error when I was topping up. | Augmented: I encountered an error while attempting to make a top-up, and it was cancelled.
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Are there businesses that don't accept this card? | Augmented: Can you tell me if there are any merchants that don't accept this particular card?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can I use a transfer to receive my transfer? | Augmented: Can I use a transfer to receive the funds I'm expecting?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? | Augmented: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Please provide details on how to top up my account using transfer option | Augmented: Please provide instructions on how to deposit funds into my account using the transfer feature
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I am trying to revert a transcation I did this morning | Augmented: I'm attempting to reverse a transfer I initiated earlier today
