GEN | [topping_up_by_card] | Orig: My money I had was gone and I could not get gas! -> Aug: I was left with no funds and couldn't afford to fill up my tank.
GEN | [cash_withdrawal_charge] | Orig: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? -> Aug: I'm concerned about a recent transaction on my account that seems to be related to a cash withdrawal I made at a location outside of Nandos in Leeds. Can you help me understand what this charge is for? Is it a legitimate transaction or could it be a case of fraud?
GEN | [beneficiary_not_allowed] | Orig: Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong? -> Aug: I'm having trouble buying cryptocurrency through the app. The transaction won't process. Can you help me figure out what's preventing it from going through?
GEN | [pending_transfer] | Orig: As I double checked that I have the correct account details that i submitted , they're right for sure. Transfer is still pending so far. -> Aug: Upon re-verifying the account information I provided, I'm confident it's accurate. The transfer remains in a pending state at this time.
GEN | [transfer_not_received_by_recipient] | Orig: I do not know where the transaction is. -> Aug: I'm not aware of the status of the transfer.
GEN | [pending_transfer] | Orig: I have an outgoing transfer -> Aug: I have a pending outgoing transaction
GEN | [balance_not_updated_after_bank_transfer] | Orig: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. -> Aug: I'm planning to initiate a transfer from a UK account, but I'm concerned that my account balance won't be updated immediately. Can you confirm if the transfer will be processed quickly, or will it take an extended period of time?
GEN | [topping_up_by_card] | Orig: Is my account able to be topped up by my friends? -> Aug: Can I use my card to add funds to my account from someone else's account?
GEN | [virtual_card_not_working] | Orig: Can I use my virtual card for recurring monthly payments? -> Aug: Is my virtual card suitable for regular, automatic monthly transactions?
GEN | [transfer_fee_charged] | Orig: I have a fee listed for a transfer. -> Aug: A charge is showing for a transfer transaction.
GEN | [topping_up_by_card] | Orig: I cannot tell what my top up currently is. -> Aug: I'm not sure what my card balance is after the recent top-up.
GEN | [topping_up_by_card] | Orig: How do I to up by card? -> Aug: How can I add funds to my account using my card?
GEN | [unable_to_verify_identity] | Orig: The app does not believe that I am myself -> Aug: The system is unable to confirm that the information provided matches your identity.
GEN | [cash_withdrawal_not_recognised] | Orig: Why is there extra cash in my account? -> Aug: We're showing an unexpected cash balance in your account. Can you help us understand why this is happening?
GEN | [reverted_card_payment?] | Orig: How come the money from the merchant appeared back into my account? -> Aug: Why did the payment from the merchant get reversed and credited back to my account?
GEN | [top_up_limits] | Orig: Whats the limit on my top up -> Aug: What's the maximum amount I can top up?
GEN | [reverted_card_payment?] | Orig: I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. -> Aug: I'm concerned about a payment I made that was initially deducted from my account, but then reversed. The seller has informed me that they didn't receive the payment. Can you look into this and resolve the issue as soon as possible?
GEN | [top_up_failed] | Orig: It does not appear that my message went through. -> Aug: It seems that my request to top up was unsuccessful.
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . -> Aug: I'm confused, I've always been able to make transfers without any issues, but when I tried to make a recent purchase, my card was declined. I've tried a few times, but the result is the same - my transfer is being declined.
GEN | [reverted_card_payment?] | Orig: I've got a weird problem: I purchased something a week or maybe it was two weeks ago, and the funds have come back into my account! Can you explain this? -> Aug: I'm experiencing a strange issue: I made a purchase a while back, and the payment has been reversed, putting the funds back into my account. Can you help me understand what's going on?
GEN | [cash_withdrawal_charge] | Orig: Is there a charge for getting cash? -> Aug: Are there any fees associated with withdrawing cash?
GEN | [card_arrival] | Orig: Can the card was sen to me be tracked? -> Aug: Can I track the card that was sent to me?
GEN | [top_up_limits] | Orig: How many top-ups am I allowed to do? -> Aug: How many times can I increase my limits through top-ups?
GEN | [pending_cash_withdrawal] | Orig: The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why? -> Aug: The ATM wasn't functioning properly when I tried to withdraw cash, and now my account shows a pending transaction. Can you help me understand why it's still processing?
GEN | [receiving_money] | Orig: What are the steps for getting money from a friend? -> Aug: How do I receive money from a friend?
GEN | [verify_source_of_funds] | Orig: where are the transfers originating -> Aug: what is the source of the funds being transferred
GEN | [topping_up_by_card] | Orig: My top up isn't in my wallet. -> Aug: My card balance isn't showing the recent top-up.
GEN | [top_up_limits] | Orig: Tell me if there is a top-up limit. -> Aug: What's the maximum amount I can top up my account?
GEN | [declined_cash_withdrawal] | Orig: Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined. -> Aug: Hello, could you please verify my card details? I've never experienced any issues with cash withdrawals before, but this morning, my attempt to withdraw cash was unexpectedly declined.
GEN | [get_physical_card] | Orig: How long do I wait for my PIN -> Aug: How soon can I obtain my physical card?
GEN | [why_verify_identity] | Orig: If my identy verifacation hasn't gone through can I use my account? -> Aug: If my identity verification process hasn't been completed, can I still access my account?
GEN | [card_acceptance] | Orig: Is the card welcomed by everybody? -> Aug: Is the card accepted by all parties involved?
GEN | [get_physical_card] | Orig: I am yet to receive my pin. -> Aug: I still haven't received my physical card.
GEN | [get_physical_card] | Orig: I haven't received my PIN yet. Do I need to get it from you? -> Aug: I'm still waiting for my physical card. Can I obtain it from your end?
GEN | [get_physical_card] | Orig: do i need to wait for my card before i get pin -> Aug: Do I need to wait for my physical card before I obtain my PIN?
GEN | [receiving_money] | Orig: how do i find out about transfers -> Aug: how can I learn about incoming transactions?
GEN | [unable_to_verify_identity] | Orig: The app does not know it is me. -> Aug: The system is unable to confirm your identity.
GEN | [declined_cash_withdrawal] | Orig: I can't get any money from my account. -> Aug: I'm unable to access my account funds.
GEN | [reverted_card_payment?] | Orig: I purchased something and already received it, why hasn't the money taken out? -> Aug: I made a purchase and got the item, but the payment hasn't been deducted from my account yet?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My money I had was gone and I could not get gas! | Augmented: I was left with no funds and couldn't afford to fill up my tank.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? | Augmented: I'm concerned about a recent transaction on my account that seems to be related to a cash withdrawal I made at a location outside of Nandos in Leeds. Can you help me understand what this charge is for? Is it a legitimate transaction or could it be a case of fraud?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong? | Augmented: I'm having trouble buying cryptocurrency through the app. The transaction won't process. Can you help me figure out what's preventing it from going through?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: As I double checked that I have the correct account details that i submitted , they're right for sure. Transfer is still pending so far. | Augmented: Upon re-verifying the account information I provided, I'm confident it's accurate. The transfer remains in a pending state at this time.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I do not know where the transaction is. | Augmented: I'm not aware of the status of the transfer.
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I have an outgoing transfer | Augmented: I have a pending outgoing transaction
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. | Augmented: I'm planning to initiate a transfer from a UK account, but I'm concerned that my account balance won't be updated immediately. Can you confirm if the transfer will be processed quickly, or will it take an extended period of time?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Is my account able to be topped up by my friends? | Augmented: Can I use my card to add funds to my account from someone else's account?
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: Can I use my virtual card for recurring monthly payments? | Augmented: Is my virtual card suitable for regular, automatic monthly transactions?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I have a fee listed for a transfer. | Augmented: A charge is showing for a transfer transaction.
VAL | [topping_up_by_card] | UNKNOWN | Reason: N/A | Original: I cannot tell what my top up currently is. | Augmented: I'm not sure what my card balance is after the recent top-up.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: How do I to up by card? | Augmented: How can I add funds to my account using my card?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app does not believe that I am myself | Augmented: The system is unable to confirm that the information provided matches your identity.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: Why is there extra cash in my account? | Augmented: We're showing an unexpected cash balance in your account. Can you help us understand why this is happening?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: How come the money from the merchant appeared back into my account? | Augmented: Why did the payment from the merchant get reversed and credited back to my account?
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: Whats the limit on my top up | Augmented: What's the maximum amount I can top up?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I was just contacted by a seller that let me know they didn't get my money even though I'm very sure it was removed from my account. Now it's back in my account. Get this resolved quickly. | Augmented: I'm concerned about a payment I made that was initially deducted from my account, but then reversed. The seller has informed me that they didn't receive the payment. Can you look into this and resolve the issue as soon as possible?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: It does not appear that my message went through. | Augmented: It seems that my request to top up was unsuccessful.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined . I tried couple of times already  but same thing is happening . | Augmented: I'm confused, I've always been able to make transfers without any issues, but when I tried to make a recent purchase, my card was declined. I've tried a few times, but the result is the same - my transfer is being declined.
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text preserves the same banking intent as the original text. It does not add any unsupported information or become ambiguous. The wording is slightly different but the core intent remains the same. | Original: I've got a weird problem: I purchased something a week or maybe it was two weeks ago, and the funds have come back into my account! Can you explain this? | Augmented: I'm experiencing a strange issue: I made a purchase a while back, and the payment has been reversed, putting the funds back into my account. Can you help me understand what's going on?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Is there a charge for getting cash? | Augmented: Are there any fees associated with withdrawing cash?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: Can the card was sen to me be tracked? | Augmented: Can I track the card that was sent to me?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: How many top-ups am I allowed to do? | Augmented: How many times can I increase my limits through top-ups?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why? | Augmented: The ATM wasn't functioning properly when I tried to withdraw cash, and now my account shows a pending transaction. Can you help me understand why it's still processing?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: What are the steps for getting money from a friend? | Augmented: How do I receive money from a friend?
VAL | [verify_source_of_funds] | ACCEPT | Reason: ... | Original: where are the transfers originating | Augmented: what is the source of the funds being transferred
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My top up isn't in my wallet. | Augmented: My card balance isn't showing the recent top-up.
VAL | [top_up_limits] | ACCEPT | Reason: Both texts are seeking information about the constraints on topping up an account. The original text uses the phrase "top-up limit," while the augmented text uses "maximum amount" to describe the same concept. | Original: Tell me if there is a top-up limit. | Augmented: What's the maximum amount I can top up my account?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined. | Augmented: Hello, could you please verify my card details? I've never experienced any issues with cash withdrawals before, but this morning, my attempt to withdraw cash was unexpectedly declined.
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: How long do I wait for my PIN | Augmented: How soon can I obtain my physical card?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: If my identy verifacation hasn't gone through can I use my account? | Augmented: If my identity verification process hasn't been completed, can I still access my account?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Is the card welcomed by everybody? | Augmented: Is the card accepted by all parties involved?
