GEN | [exchange_via_app] | Orig: What do I need to do to exchange my money? -> Aug: To initiate a currency exchange, what are the steps I need to take using the app?
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the fee for exchange change? -> Aug: Is the exchange rate fee subject to change?
GEN | [exchange_via_app] | Orig: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? -> Aug: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
GEN | [top_up_by_cash_or_cheque] | Orig: How can I put more money into my account? -> Aug: How can I add funds to my account using cash or cheque?
GEN | [transfer_into_account] | Orig: I need to deposit money to my account -> Aug: I'd like to transfer funds into my account.
GEN | [card_about_to_expire] | Orig: How do I go about ordering a new bank card? -> Aug: What steps can I take to get a replacement bank card before my current one expires?
GEN | [order_physical_card] | Orig: what steps do i do to get a real card -> Aug: How can I obtain a physical credit card?
GEN | [activate_my_card] | Orig: You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there. -> Aug: You can complete the process quickly. Simply navigate to your account, select the "Activate" option, and follow the prompts to finish.
GEN | [getting_spare_card] | Orig: I have left my card at my parents house. Can you send me a spare one please to use in the meantime? -> Aug: I've misplaced my card at my parents' residence. Could you kindly provide me with a replacement card until I can retrieve the original one?
GEN | [card_payment_fee_charged] | Orig: Why was the price higher when I paid with my card? -> Aug: Why was there an additional charge when I used my credit card to make the payment?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm unhappy with the exchange rate your cash transactions. -> Aug: I'm not satisfied with the exchange rate applied to my cash withdrawal.
GEN | [fiat_currency_support] | Orig: What kind of money can I hold? -> Aug: What types of fiat currencies can I store in my account?
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
GEN | [order_physical_card] | Orig: What do I owe for a new card? -> Aug: How much will I need to pay for a physical credit card?
GEN | [transfer_into_account] | Orig: I am out of money in my account and I was wondering if I could do a bank transfer is put more in it? -> Aug: I'm running low on funds in my account and I'd like to know if I can make a transfer to replenish it.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: An overseas cash transfer did not work correctly -> Aug: The exchange rate used for the cash withdrawal was incorrect.
GEN | [exchange_charge] | Orig: Will I have to pay extra to exchange money? -> Aug: Do I need to pay an additional fee to exchange currency?
GEN | [supported_cards_and_currencies] | Orig: Can I electronically transfer funds into my account from my American Express? -> Aug: Can I make an electronic transfer into my account using my American Express card?
GEN | [fiat_currency_support] | Orig: In the exchange and holding, what fiat is allowed? -> Aug: In what currencies can I exchange and hold my funds?
GEN | [card_payment_not_recognised] | Orig: I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?! -> Aug: I'm experiencing some issues with my account and I'd like some assistance. I've noticed some charges that I don't recognize, and I'm worried that my card is being used without my permission. Could you please look into this and either reverse the transactions or temporarily suspend my card to prevent further unauthorized charges?
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay extra because I paid with my card? -> Aug: Why was I charged an additional fee when I used my card to make the payment?
GEN | [automatic_top_up] | Orig: When traveling, is it possible for it to add money at specific time intervals? -> Aug: Can I set up automatic top-ups to add funds at regular intervals while I'm traveling?
GEN | [pending_top_up] | Orig: Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour. -> Aug: Could you expedite the processing of my pending top-up? I'm in urgent need of the funds and it's been pending for a while now.
GEN | [card_delivery_estimate] | Orig: I need my card immediately. -> Aug: I require my card as soon as possible.
GEN | [card_about_to_expire] | Orig: Are there restrictions on new cards in China? -> Aug: Are there any limitations on issuing new cards in China?
GEN | [card_payment_wrong_exchange_rate] | Orig: What is your exchange rate between UK pounds and Russian rubles for my last transaction -> Aug: What is the exchange rate used for converting UK pounds to Russian rubles in my recent transaction?
GEN | [exchange_rate] | Orig: If I need to cash foreign transfers, how does that work? -> Aug: What's the process for exchanging foreign currencies for cash transfers?
GEN | [exchange_rate] | Orig: Will my money be of equal value when I travel abroad? -> Aug: Will the value of my money remain the same when I travel internationally?
GEN | [wrong_amount_of_cash_received] | Orig: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. -> Aug: I made a withdrawal at an ATM, but the amount reflected in the app is not what I actually received.
GEN | [card_payment_fee_charged] | Orig: Do you have charges now when you pay with a card? -> Aug: Are there any fees associated with using a credit or debit card for payment?
GEN | [transaction_charged_twice] | Orig: Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me. -> Aug: I'm experiencing an issue with a duplicate charge on my card. I've reviewed my transactions and noticed that a recent charge from a restaurant I visited earlier this week appears to be duplicated. Could you assist me in correcting this and removing the extra charge?
GEN | [exchange_via_app] | Orig: Can i add a new currency to my account? -> Aug: Can I initiate a currency exchange through the app?
GEN | [card_linking] | Orig: Help me access the card I already got so I can information from it. -> Aug: Can you assist me in retrieving the card I already possess so I can access its information?
GEN | [extra_charge_on_statement] | Orig: There is some odd 1£ charge that appears as pending on my statement. What's that about? Pretty sure I haven't purchased anything for a pound there. -> Aug: I've noticed a mysterious £1 charge showing up as pending on my statement. Can you help me figure out what it's for? I'm certain I didn't make any purchases for that amount.
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: What do I need to do to exchange my money? | Augmented: To initiate a currency exchange, what are the steps I need to take using the app?
VAL | [card_payment_wrong_exchange_rate] | REVIEW | Reason: N/A | Original: Does the fee for exchange change? | Augmented: Is the exchange rate fee subject to change?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? | Augmented: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: How can I put more money into my account? | Augmented: How can I add funds to my account using cash or cheque?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: I need to deposit money to my account | Augmented: I'd like to transfer funds into my account.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: How do I go about ordering a new bank card? | Augmented: What steps can I take to get a replacement bank card before my current one expires?
VAL | [order_physical_card] | ACCEPT | Reason: Both texts are asking about the process of obtaining a physical card, which aligns with the target intent of 'order_physical_card'. The text is not contradictory and is specific enough. | Original: what steps do i do to get a real card | Augmented: How can I obtain a physical credit card?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there. | Augmented: You can complete the process quickly. Simply navigate to your account, select the "Activate" option, and follow the prompts to finish.
VAL | [getting_spare_card] | ACCEPT | Reason: The augmented text preserves the intent of requesting a spare card due to the loss of the original one. It uses slightly different wording but conveys the same request. | Original: I have left my card at my parents house. Can you send me a spare one please to use in the meantime? | Augmented: I've misplaced my card at my parents' residence. Could you kindly provide me with a replacement card until I can retrieve the original one?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Why was the price higher when I paid with my card? | Augmented: Why was there an additional charge when I used my credit card to make the payment?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: I'm unhappy with the exchange rate your cash transactions. | Augmented: I'm not satisfied with the exchange rate applied to my cash withdrawal.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What kind of money can I hold? | Augmented: What types of fiat currencies can I store in my account?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I need to get some Euros for my holiday. Am I able to exchange some of my money? | Augmented: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: What do I owe for a new card? | Augmented: How much will I need to pay for a physical credit card?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I am out of money in my account and I was wondering if I could do a bank transfer is put more in it? | Augmented: I'm running low on funds in my account and I'd like to know if I can make a transfer to replenish it.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: An overseas cash transfer did not work correctly | Augmented: The exchange rate used for the cash withdrawal was incorrect.
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Will I have to pay extra to exchange money? | Augmented: Do I need to pay an additional fee to exchange currency?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Can I electronically transfer funds into my account from my American Express? | Augmented: Can I make an electronic transfer into my account using my American Express card?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: In the exchange and holding, what fiat is allowed? | Augmented: In what currencies can I exchange and hold my funds?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: The augmented text maintains the core issue of unrecognized transactions and the need for assistance, which is consistent with the original intent. It does not change the intent, add unsupported information, or become ambiguous. | Original: I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?! | Augmented: I'm experiencing some issues with my account and I'd like some assistance. I've noticed some charges that I don't recognize, and I'm worried that my card is being used without my permission. Could you please look into this and either reverse the transactions or temporarily suspend my card to prevent further unauthorized charges?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Why did I have to pay extra because I paid with my card? | Augmented: Why was I charged an additional fee when I used my card to make the payment?
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: When traveling, is it possible for it to add money at specific time intervals? | Augmented: Can I set up automatic top-ups to add funds at regular intervals while I'm traveling?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Can you please sort out your top up? I need this to go through asap because I really need the money. It's already been pending for an hour. | Augmented: Could you expedite the processing of my pending top-up? I'm in urgent need of the funds and it's been pending for a while now.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: I need my card immediately. | Augmented: I require my card as soon as possible.
VAL | [card_about_to_expire] | REVIEW | Reason: N/A | Original: Are there restrictions on new cards in China? | Augmented: Are there any limitations on issuing new cards in China?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: What is your exchange rate between UK pounds and Russian rubles for my last transaction | Augmented: What is the exchange rate used for converting UK pounds to Russian rubles in my recent transaction?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: If I need to cash foreign transfers, how does that work? | Augmented: What's the process for exchanging foreign currencies for cash transfers?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: Will my money be of equal value when I travel abroad? | Augmented: Will the value of my money remain the same when I travel internationally?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. | Augmented: I made a withdrawal at an ATM, but the amount reflected in the app is not what I actually received.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: Do you have charges now when you pay with a card? | Augmented: Are there any fees associated with using a credit or debit card for payment?
