GEN | [edit_personal_details] | Orig: My address is incorrect on my file. -> Aug: My personal details, specifically my address, are inaccurate in your records.
GEN | [declined_cash_withdrawal] | Orig: My ATM transaction was cancelled. -> Aug: My cash withdrawal attempt was declined.
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is currently being processed.
GEN | [passcode_forgotten] | Orig: Can you lookup my password? -> Aug: Can you retrieve my forgotten passcode?
GEN | [transfer_timing] | Orig: How long does it take to get my money -> Aug: What's the typical timeframe for processing my transfer?
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
GEN | [atm_support] | Orig: how do I know where I can get money withdrawn? -> Aug: where can I find an ATM to withdraw cash?
GEN | [wrong_amount_of_cash_received] | Orig: I couldn't get the money I needed. -> Aug: I didn't receive the correct amount of cash.
GEN | [failed_transfer] | Orig: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! -> Aug: Why is the transfer to the other bank being rejected? Is my account balance not sufficient? I've tried initiating the transfer five times, but it keeps getting declined.
GEN | [card_not_working] | Orig: Can you tell me why I can't make any transactions? -> Aug: Why am I unable to complete any transactions with my card?
GEN | [change_pin] | Orig: I must change my PIN as soon as possible. -> Aug: I need to update my PIN immediately.
GEN | [exchange_rate] | Orig: Does this app have the same exchange rate as third parties? -> Aug: Is the exchange rate offered by this app identical to those provided by other third-party services?
GEN | [apple_pay_or_google_pay] | Orig: I am having a slight problem with my American express in apple play, can you help me fix the problem with top up? -> Aug: I'm experiencing an issue with my American Express account on Google Pay, could you assist me in resolving the issue with a top-up?
GEN | [transaction_charged_twice] | Orig: Transaction showing up many times. -> Aug: Duplicate transaction appearing on my account statement.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I was needing you to see if the exchange rate is correct from when i got cash -> Aug: I'd like to verify the exchange rate for the cash withdrawal I made earlier to ensure it's accurate.
GEN | [pending_cash_withdrawal] | Orig: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. -> Aug: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
GEN | [top_up_by_cash_or_cheque] | Orig: What are my payment options for topping off my account? -> Aug: You can replenish your account balance using either cash or cheque payment methods.
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I'm expecting my transfer to be received by the recipient.
GEN | [pending_transfer] | Orig: I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so. -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm surprised it hasn't been processed yet.
GEN | [declined_transfer] | Orig: How can I find a way to transfer money without it being rejected? -> Aug: I'm trying to make a transfer, but it keeps getting declined. Can you help me figure out why it's not going through?
GEN | [change_pin] | Orig: Do I have to go into the bank to change my PIN? -> Aug: Can I change my PIN at the bank or is there another way to do it?
GEN | [beneficiary_not_allowed] | Orig: is there something blocking me from making transfers -> Aug: is there a restriction preventing me from initiating transactions
GEN | [activate_my_card] | Orig: I would like to get help from someone in your customer service department with assisting me with activating my card. -> Aug: I need assistance from your customer service team to activate my card.
GEN | [direct_debit_payment_not_recognised] | Orig: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. -> Aug: Can I review a past transaction to identify who made a withdrawal from my account? I'm concerned about an unauthorized payment that occurred a few weeks ago and would like to verify who was responsible for the transaction.
GEN | [change_pin] | Orig: Do I have to go to an actual bank to change my PIN? -> Aug: Can I only change my PIN by visiting a physical bank location?
GEN | [change_pin] | Orig: I want to change my PIN - do I need to be in a bank? -> Aug: I'd like to modify my PIN - must I visit a bank branch to do so?
GEN | [card_linking] | Orig: I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card. -> Aug: I had mistakenly cancelled my card after thinking it was lost, but I've since found it in my jacket and would like to reactivate the card.
GEN | [cash_withdrawal_not_recognised] | Orig: I did not get the cash that is showing up in my app. -> Aug: The cash withdrawal I'm seeing on my app isn't reflecting in my actual account balance.
GEN | [apple_pay_or_google_pay] | Orig: Can you explain why my Google Pay Top isn't working? -> Aug: Why isn't my Apple Pay account functioning properly?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can you check the exchange rate on a cash transaction I did overseas -> Aug: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
GEN | [declined_cash_withdrawal] | Orig: Why can't I take money from my account? -> Aug: Why was my cash withdrawal request denied?
GEN | [top_up_failed] | Orig: I have the funds, why can I not use my top-up? -> Aug: I have sufficient funds, yet I'm unable to complete my top-up.
GEN | [atm_support] | Orig: Where should I withdraw money from? -> Aug: Where can I access cash from an ATM?
GEN | [wrong_amount_of_cash_received] | Orig: How can I get my money that I didn't get from the ATM? -> Aug: I'm trying to retrieve the cash I didn't receive from the ATM transaction.
GEN | [wrong_amount_of_cash_received] | Orig: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? -> Aug: I recently visited the ATM and didn't notice until now that I was shortchanged. I'm certain my account was debited for a larger amount, specifically 100, but I only received 80. Can you help me resolve this issue?
GEN | [top_up_failed] | Orig: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? -> Aug: I recently received my card, but I'm having trouble adding funds to it. I'm considering canceling my account due to this issue. Can you help me resolve this problem?
GEN | [fiat_currency_support] | Orig: What types of foreign money can be used with this service.? -> Aug: What currencies are accepted for international transactions with this service?
VAL | [edit_personal_details] | ACCEPT | Reason: The augmented text maintains the intent of correcting an error in personal details, specifically the address. | Original: My address is incorrect on my file. | Augmented: My personal details, specifically my address, are inaccurate in your records.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: My ATM transaction was cancelled. | Augmented: My cash withdrawal attempt was declined.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: There is a withdrawal waiting. | Augmented: A pending cash withdrawal is currently being processed.
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: Can you lookup my password? | Augmented: Can you retrieve my forgotten passcode?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take to get my money | Augmented: What's the typical timeframe for processing my transfer?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. | Augmented: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
VAL | [atm_support] | ACCEPT | Reason: Both texts are seeking information on locating an ATM for withdrawing money, which aligns with the 'atm_support' intent. | Original: how do I know where I can get money withdrawn? | Augmented: where can I find an ATM to withdraw cash?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I couldn't get the money I needed. | Augmented: I didn't receive the correct amount of cash.
VAL | [failed_transfer] | ACCEPT | Reason: N/A | Original: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! | Augmented: Why is the transfer to the other bank being rejected? Is my account balance not sufficient? I've tried initiating the transfer five times, but it keeps getting declined.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Can you tell me why I can't make any transactions? | Augmented: Why am I unable to complete any transactions with my card?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: I must change my PIN as soon as possible. | Augmented: I need to update my PIN immediately.
VAL | [exchange_rate] | ACCEPT | Reason: ... | Original: Does this app have the same exchange rate as third parties? | Augmented: Is the exchange rate offered by this app identical to those provided by other third-party services?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: I am having a slight problem with my American express in apple play, can you help me fix the problem with top up? | Augmented: I'm experiencing an issue with my American Express account on Google Pay, could you assist me in resolving the issue with a top-up?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: Transaction showing up many times. | Augmented: Duplicate transaction appearing on my account statement.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: I was needing you to see if the exchange rate is correct from when i got cash | Augmented: I'd like to verify the exchange rate for the cash withdrawal I made earlier to ensure it's accurate.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash. | Augmented: Please cancel the pending cash withdrawal from my card as it was declined earlier today and I did not receive the cash.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: What are my payment options for topping off my account? | Augmented: You can replenish your account balance using either cash or cheque payment methods.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I'm waiting for my transaction to complete. | Augmented: I'm expecting my transfer to be received by the recipient.
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so. | Augmented: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm surprised it hasn't been processed yet.
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: How can I find a way to transfer money without it being rejected? | Augmented: I'm trying to make a transfer, but it keeps getting declined. Can you help me figure out why it's not going through?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Do I have to go into the bank to change my PIN? | Augmented: Can I change my PIN at the bank or is there another way to do it?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: is there something blocking me from making transfers | Augmented: is there a restriction preventing me from initiating transactions
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: I would like to get help from someone in your customer service department with assisting me with activating my card. | Augmented: I need assistance from your customer service team to activate my card.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. | Augmented: Can I review a past transaction to identify who made a withdrawal from my account? I'm concerned about an unauthorized payment that occurred a few weeks ago and would like to verify who was responsible for the transaction.
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Do I have to go to an actual bank to change my PIN? | Augmented: Can I only change my PIN by visiting a physical bank location?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: I want to change my PIN - do I need to be in a bank? | Augmented: I'd like to modify my PIN - must I visit a bank branch to do so?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card. | Augmented: I had mistakenly cancelled my card after thinking it was lost, but I've since found it in my jacket and would like to reactivate the card.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I did not get the cash that is showing up in my app. | Augmented: The cash withdrawal I'm seeing on my app isn't reflecting in my actual account balance.
VAL | [apple_pay_or_google_pay] | REJECT | Reason: N/A | Original: Can you explain why my Google Pay Top isn't working? | Augmented: Why isn't my Apple Pay account functioning properly?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Can you check the exchange rate on a cash transaction I did overseas | Augmented: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why can't I take money from my account? | Augmented: Why was my cash withdrawal request denied?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I have the funds, why can I not use my top-up? | Augmented: I have sufficient funds, yet I'm unable to complete my top-up.
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Where should I withdraw money from? | Augmented: Where can I access cash from an ATM?
