GEN | [lost_or_stolen_phone] | Orig: What do I do if I cannot access the app? -> Aug: I'm having trouble accessing the app and need help recovering my phone.
GEN | [transaction_charged_twice] | Orig: Why is there are there two of the same transaction? -> Aug: How come I've been charged for the same transaction twice?
GEN | [top_up_failed] | Orig: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? -> Aug: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
GEN | [cash_withdrawal_not_recognised] | Orig: there is money in my account that i didnt put there -> Aug: I'm showing an unexpected cash withdrawal in my account, but I'm not sure where it came from.
GEN | [topping_up_by_card] | Orig: Can I get my friends to add money to my account? -> Aug: Can I have my friends use their cards to top up my account?
GEN | [top_up_failed] | Orig: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. -> Aug: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
GEN | [apple_pay_or_google_pay] | Orig: Can I deposit money using Apple Pay? -> Aug: Can I make a payment using Google Pay instead?
GEN | [atm_support] | Orig: How many ATMs will take this card? -> Aug: How many cash machines accept this card?
GEN | [failed_transfer] | Orig: I think my transfer failed. What do I do now? -> Aug: I'm concerned that my recent transfer didn't go through. Can you help me resolve the issue?
GEN | [failed_transfer] | Orig: Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there. -> Aug: I'm having trouble sending funds to another person's account. It seems illogical that I'm unable to do so, as I've double-checked all my details and the funds are available. Can you help me understand why the transfer keeps getting declined?
GEN | [cancel_transfer] | Orig: I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help? -> Aug: I mistakenly processed a payment for my rent yesterday and I urgently need to reverse it by tomorrow. Can you assist me with this?
GEN | [transaction_charged_twice] | Orig: My transaction is showing several times. -> Aug: My account shows duplicate transactions.
GEN | [direct_debit_payment_not_recognised] | Orig: Purchases I did not make are appearing in my bank statement? -> Aug: We've noticed some transactions on your bank statement that don't match any payments you've made.
GEN | [get_physical_card] | Orig: I'm looking in the App and can't find my PIN, where should I look? -> Aug: I'm having trouble locating my physical card details, could you guide me on where to find them?
GEN | [card_acceptance] | Orig: What are the limits to where my card will be accepted? -> Aug: What areas or locations can I use my card for transactions?
GEN | [transfer_into_account] | Orig: Whats the transfer process -> Aug: How do I initiate a transfer into an account?
GEN | [transaction_charged_twice] | Orig: I only made one transaction at this place, but it's appearing multiple times. -> Aug: I made a single transaction, yet it's been duplicated on my statement.
GEN | [cash_withdrawal_not_recognised] | Orig: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP -> Aug: I'M UNABLE TO FIND THE CASH WITHDRAWAL FROM MY BANK ACCOUNT AS SHOWN IN MY APP.
GEN | [reverted_card_payment?] | Orig: Why wasn't my payment accepted by the app -> Aug: Why was my payment rejected by the app?
GEN | [atm_support] | Orig: I need to withdraw money. Where can I do that? -> Aug: I'm looking to make a withdrawal. Can you tell me where I can access an ATM to do so?
GEN | [beneficiary_not_allowed] | Orig: I tried transferring to an account but it didn't go through. What happened? -> Aug: I attempted to make a transfer, but it was unsuccessful. Why was the transfer not processed?
GEN | [country_support] | Orig: Can I use this all over the world? -> Aug: Can I access this service globally or internationally?
GEN | [pending_transfer] | Orig: I wanted to know why there is a transfer of mine pending. -> Aug: I'm curious about the status of a transfer I initiated, which is currently pending.
GEN | [pending_transfer] | Orig: Why is the transaction not posting? -> Aug: Why is the transfer still pending?
GEN | [transaction_charged_twice] | Orig: I'm really concerned because I only made one transaction, but it's appearing multiple times. -> Aug: I'm worried because I only processed one transaction, but it's showing up on my statement multiple times.
GEN | [declined_card_payment] | Orig: My card payment wasn't declined -> Aug: My payment using my card was not accepted.
GEN | [order_physical_card] | Orig: What fees do you charge for the standard card? -> Aug: What are the charges for a standard physical card?
GEN | [lost_or_stolen_phone] | Orig: How can I stop someone from using my card after I lost it yesterday. -> Aug: How can I prevent someone from using my card after I misplaced it yesterday?
GEN | [wrong_amount_of_cash_received] | Orig: I did not receive all of my cash back -> Aug: I was shortchanged on my cash withdrawal
GEN | [transaction_charged_twice] | Orig: Who do I talk to for transactions debited twice? -> Aug: Who should I contact regarding transactions that have been mistakenly charged twice?
GEN | [pin_blocked] | Orig: I attempted to enter my pin to many times. -> Aug: I tried to enter my PIN multiple times.
GEN | [why_verify_identity] | Orig: Do you think you're asking for too much information about me? -> Aug: Are you feeling overwhelmed by the amount of personal details we're asking you to provide?
GEN | [top_up_reverted] | Orig: How come I can't put money in my top up account? -> Aug: Why am I unable to add funds to my top-up account?
GEN | [direct_debit_payment_not_recognised] | Orig: I didn't set up a direct debit payment on my account. -> Aug: We didn't find a direct debit payment arrangement linked to your account.
GEN | [automatic_top_up] | Orig: Can I add money to my card automatically during a trip? -> Aug: Can I set up automatic top-ups for my card while I'm traveling?
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I have my account replenished by my friends using their cards?
GEN | [transfer_not_received_by_recipient] | Orig: I sent a payment but it isn't showing up in the app -> Aug: I made a transfer, but the recipient hasn't received it yet.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: What do I do if I cannot access the app? | Augmented: I'm having trouble accessing the app and need help recovering my phone.
VAL | [transaction_charged_twice] | ACCEPT | Reason: Both texts are asking about a repeated charge for the same transaction, which aligns with the target intent of 'transaction_charged_twice'. There is no contradiction or ambiguity introduced. | Original: Why is there are there two of the same transaction? | Augmented: How come I've been charged for the same transaction twice?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? | Augmented: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: there is money in my account that i didnt put there | Augmented: I'm showing an unexpected cash withdrawal in my account, but I'm not sure where it came from.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can I get my friends to add money to my account? | Augmented: Can I have my friends use their cards to top up my account?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. | Augmented: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: Can I deposit money using Apple Pay? | Augmented: Can I make a payment using Google Pay instead?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: How many ATMs will take this card? | Augmented: How many cash machines accept this card?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I think my transfer failed. What do I do now? | Augmented: I'm concerned that my recent transfer didn't go through. Can you help me resolve the issue?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there. | Augmented: I'm having trouble sending funds to another person's account. It seems illogical that I'm unable to do so, as I've double-checked all my details and the funds are available. Can you help me understand why the transfer keeps getting declined?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help? | Augmented: I mistakenly processed a payment for my rent yesterday and I urgently need to reverse it by tomorrow. Can you assist me with this?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: My transaction is showing several times. | Augmented: My account shows duplicate transactions.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Purchases I did not make are appearing in my bank statement? | Augmented: We've noticed some transactions on your bank statement that don't match any payments you've made.
VAL | [get_physical_card] | REVIEW | Reason: N/A | Original: I'm looking in the App and can't find my PIN, where should I look? | Augmented: I'm having trouble locating my physical card details, could you guide me on where to find them?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: What are the limits to where my card will be accepted? | Augmented: What areas or locations can I use my card for transactions?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Whats the transfer process | Augmented: How do I initiate a transfer into an account?
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I only made one transaction at this place, but it's appearing multiple times. | Augmented: I made a single transaction, yet it's been duplicated on my statement.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text maintains the core issue of a missing cash withdrawal and does not introduce any new or contradictory information. | Original: I AM MISSING CASH FROM MY BANK ACCOUNT ACCORDING TO MY APP | Augmented: I'M UNABLE TO FIND THE CASH WITHDRAWAL FROM MY BANK ACCOUNT AS SHOWN IN MY APP.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Why wasn't my payment accepted by the app | Augmented: Why was my payment rejected by the app?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: I need to withdraw money. Where can I do that? | Augmented: I'm looking to make a withdrawal. Can you tell me where I can access an ATM to do so?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: ... | Original: I tried transferring to an account but it didn't go through. What happened? | Augmented: I attempted to make a transfer, but it was unsuccessful. Why was the transfer not processed?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Can I use this all over the world? | Augmented: Can I access this service globally or internationally?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I wanted to know why there is a transfer of mine pending. | Augmented: I'm curious about the status of a transfer I initiated, which is currently pending.
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: Why is the transaction not posting? | Augmented: Why is the transfer still pending?
VAL | [transaction_charged_twice] | ACCEPT | Reason: The augmented text maintains the same concern about a transaction being incorrectly charged multiple times, preserving the original intent without adding any unsupported information or becoming ambiguous. | Original: I'm really concerned because I only made one transaction, but it's appearing multiple times. | Augmented: I'm worried because I only processed one transaction, but it's showing up on my statement multiple times.
VAL | [declined_card_payment] | ACCEPT | Reason: N/A | Original: My card payment wasn't declined | Augmented: My payment using my card was not accepted.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: What fees do you charge for the standard card? | Augmented: What are the charges for a standard physical card?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: How can I stop someone from using my card after I lost it yesterday. | Augmented: How can I prevent someone from using my card after I misplaced it yesterday?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I did not receive all of my cash back | Augmented: I was shortchanged on my cash withdrawal
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: Who do I talk to for transactions debited twice? | Augmented: Who should I contact regarding transactions that have been mistakenly charged twice?
