GEN | [terminate_account] | Orig: do i have to talk to someone to close an account or can i in the app -> Aug: Can I close my account through the app or do I need to speak with a representative to terminate it?
GEN | [exchange_charge] | Orig: Do you offer a discount for those who perform frequent currency exchanges? -> Aug: Are there any special deals or promotions available for customers who regularly exchange currencies?
GEN | [card_not_working] | Orig: How do I check security settings on my card? -> Aug: What steps can I take to review the security settings on my card?
GEN | [direct_debit_payment_not_recognised] | Orig: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? -> Aug: We've noticed a direct debit payment that doesn't match your account records. Can you please let us know how long you'd like to dispute this transaction?
GEN | [card_swallowed] | Orig: I was removing a dollar amount from my account and now don't have access to my card. -> Aug: I was attempting to deduct a sum from my account and now my card is inaccessible.
GEN | [contactless_not_working] | Orig: Why wasn't my contactless accepted at the metro? -> Aug: Why did my contactless payment fail to work at the metro station?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I can still see money in my account after making a payment -> Aug: I can see the funds in my account, but the balance hasn't been updated after I made a transfer.
GEN | [pending_card_payment] | Orig: My card has been pending for a while, what should I do? -> Aug: My payment is still pending, what's the next step?
GEN | [disposable_card_limits] | Orig: Show me the amount of transactions I can do with a disposable card. -> Aug: What are the transaction limits for a disposable card?
GEN | [card_not_working] | Orig: Why won't the machine accept my card anymore? -> Aug: The card is not functioning properly and won't be recognized by the payment terminal.
GEN | [card_not_working] | Orig: What do I do now that I can't use this card? -> Aug: What should I do since my card is not functioning properly?
GEN | [virtual_card_not_working] | Orig: My throwaway virtual card won't work -> Aug: My temporary virtual card is not functioning properly.
GEN | [country_support] | Orig: As far as courtries go which ones are supported? -> Aug: We're happy to provide information on the countries we support.
GEN | [transfer_timing] | Orig: How do i transfer something faster than normal? -> Aug: Can you tell me about the quickest way to initiate a transfer?
GEN | [verify_top_up] | Orig: Help me verify the card used on a top-up. -> Aug: Can you assist me in confirming the card information used for a recent top-up transaction?
GEN | [pin_blocked] | Orig: I must have entered my PIN wrong. -> Aug: I must have keyed in my PIN incorrectly.
GEN | [pending_transfer] | Orig: Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it? -> Aug: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm starting to get frustrated. It's surprising that international transfers can take so long, especially in this day and age.
GEN | [compromised_card] | Orig: What do I do if I believe to be a victim of credit card fraud? -> Aug: If I suspect that my credit card has been compromised, what steps should I take to address the situation?
GEN | [declined_card_payment] | Orig: I couldn't pay with my card -> Aug: The payment was not processed due to a card issue.
GEN | [lost_or_stolen_phone] | Orig: Can I use your services without access to the app? -> Aug: Can I still use your services if I've misplaced my phone and can't access the app?
GEN | [top_up_reverted] | Orig: The app reversed a top off I had.  What should I do? -> Aug: The app has cancelled the recent top-up I made. What should I do now?
GEN | [direct_debit_payment_not_recognised] | Orig: How long after I receive my statement can I dispute payments on it? -> Aug: What is the timeframe for disputing payments on my statement after it's been received?
GEN | [atm_support] | Orig: Do I have to use bank approved ATM's -> Aug: Must I only use bank-recommended ATMs?
GEN | [verify_source_of_funds] | Orig: Where is my top-up generated from? -> Aug: Can you please confirm the source of the funds used for the recent top-up?
GEN | [exchange_charge] | Orig: Would you be able to offer me a discount, since I need to exchange currencies frequently? -> Aug: Could you provide a discount for me, as I regularly need to exchange currencies?
GEN | [compromised_card] | Orig: The card has suffered a security breach. -> Aug: The card's security has been compromised.
GEN | [declined_card_payment] | Orig: A shop I go to didn't let me pay. -> Aug: A store I frequent refused to accept my payment.
GEN | [transfer_timing] | Orig: How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently? -> Aug: What is the typical timeframe for transferring funds from China? Is there an expedited option available, as I require the transfer to be processed as soon as possible?
GEN | [lost_or_stolen_card] | Orig: I lost my wallet and all my cards were in it. -> Aug: I misplaced my wallet, which contained all my credit cards.
GEN | [declined_card_payment] | Orig: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. -> Aug: I'm having trouble with my card, as it's consistently being declined whenever I attempt to use it. Despite trying multiple times, it's still being rejected, and I'm unsure why this is happening.
GEN | [lost_or_stolen_card] | Orig: I'm panicking!  I lost my card!  Help! -> Aug: I'm in a state of distress - I've misplaced my card and I need assistance!
GEN | [cash_withdrawal_not_recognised] | Orig: i didnt put that money in my account -> Aug: i didn't deposit that amount into my account
GEN | [pin_blocked] | Orig: My card got blocked, how do I reset? -> Aug: My PIN has been blocked, what's the process to unblock it?
GEN | [passcode_forgotten] | Orig: I can't access my account. -> Aug: I'm having trouble logging in because I've forgotten my passcode.
GEN | [transfer_not_received_by_recipient] | Orig: When will I get my money? It's been too long. -> Aug: Why hasn't my transfer arrived yet? It's been an unacceptable delay.
GEN | [card_not_working] | Orig: Please help me!  My physical card isn't working right. -> Aug: Can you assist me? My physical bank card is malfunctioning.
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: do i have to talk to someone to close an account or can i in the app | Augmented: Can I close my account through the app or do I need to speak with a representative to terminate it?
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: Do you offer a discount for those who perform frequent currency exchanges? | Augmented: Are there any special deals or promotions available for customers who regularly exchange currencies?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: How do I check security settings on my card? | Augmented: What steps can I take to review the security settings on my card?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: If I found an error in my account for a transaction I didn't make, how long to I have to dispute it? | Augmented: We've noticed a direct debit payment that doesn't match your account records. Can you please let us know how long you'd like to dispute this transaction?
VAL | [card_swallowed] | ACCEPT | Reason: N/A | Original: I was removing a dollar amount from my account and now don't have access to my card. | Augmented: I was attempting to deduct a sum from my account and now my card is inaccessible.
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: Why wasn't my contactless accepted at the metro? | Augmented: Why did my contactless payment fail to work at the metro station?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that the user can see the funds but the balance is not being updated, which matches the original intent. | Original: I can still see money in my account after making a payment | Augmented: I can see the funds in my account, but the balance hasn't been updated after I made a transfer.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: My card has been pending for a while, what should I do? | Augmented: My payment is still pending, what's the next step?
VAL | [disposable_card_limits] | ACCEPT | Reason: Both texts are asking about the transaction limits for a disposable card, which aligns with the target intent of 'disposable_card_limits'. There is no contradiction or ambiguity introduced, and the text is specific to the target intent. | Original: Show me the amount of transactions I can do with a disposable card. | Augmented: What are the transaction limits for a disposable card?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: Why won't the machine accept my card anymore? | Augmented: The card is not functioning properly and won't be recognized by the payment terminal.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: What do I do now that I can't use this card? | Augmented: What should I do since my card is not functioning properly?
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: My throwaway virtual card won't work | Augmented: My temporary virtual card is not functioning properly.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: As far as courtries go which ones are supported? | Augmented: We're happy to provide information on the countries we support.
VAL | [transfer_timing] | ACCEPT | Reason: N/A | Original: How do i transfer something faster than normal? | Augmented: Can you tell me about the quickest way to initiate a transfer?
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text does not change the intent; it merely uses slightly different wording to convey the same request for verification of a top-up transaction. | Original: Help me verify the card used on a top-up. | Augmented: Can you assist me in confirming the card information used for a recent top-up transaction?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I must have entered my PIN wrong. | Augmented: I must have keyed in my PIN incorrectly.
VAL | [pending_transfer] | ACCEPT | Reason: The augmented text preserves the user's frustration with a pending transfer and the expectation that the transfer should not be taking so long, which aligns with the original intent. | Original: Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it? | Augmented: I've reconfirmed my account information, and it's accurate. The transfer remains pending, and I'm starting to get frustrated. It's surprising that international transfers can take so long, especially in this day and age.
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: What do I do if I believe to be a victim of credit card fraud? | Augmented: If I suspect that my credit card has been compromised, what steps should I take to address the situation?
VAL | [declined_card_payment] | ACCEPT | Reason: N/A | Original: I couldn't pay with my card | Augmented: The payment was not processed due to a card issue.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: Can I use your services without access to the app? | Augmented: Can I still use your services if I've misplaced my phone and can't access the app?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: The app reversed a top off I had.  What should I do? | Augmented: The app has cancelled the recent top-up I made. What should I do now?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: How long after I receive my statement can I dispute payments on it? | Augmented: What is the timeframe for disputing payments on my statement after it's been received?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Do I have to use bank approved ATM's | Augmented: Must I only use bank-recommended ATMs?
VAL | [verify_source_of_funds] | ACCEPT | Reason: ... | Original: Where is my top-up generated from? | Augmented: Can you please confirm the source of the funds used for the recent top-up?
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Would you be able to offer me a discount, since I need to exchange currencies frequently? | Augmented: Could you provide a discount for me, as I regularly need to exchange currencies?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: The card has suffered a security breach. | Augmented: The card's security has been compromised.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: A shop I go to didn't let me pay. | Augmented: A store I frequent refused to accept my payment.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently? | Augmented: What is the typical timeframe for transferring funds from China? Is there an expedited option available, as I require the transfer to be processed as soon as possible?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: I lost my wallet and all my cards were in it. | Augmented: I misplaced my wallet, which contained all my credit cards.
