GEN | [terminate_account] | Orig: i'm not satisfied with the services and no longer want to be a customer -> Aug: I'm unhappy with the services and would like to discontinue my account.
GEN | [reverted_card_payment?] | Orig: The seller just told me he didn't get paid. After reviewing my account it did subtract the balance but now it has added it back to my account. I need you to please take care of this promptly. -> Aug: The seller informed me that they didn't receive the payment. Upon checking my account, I noticed that the payment was initially deducted, but it was then reversed and credited back to my account. Can you assist me with resolving this issue as soon as possible?
GEN | [fiat_currency_support] | Orig: Will you be adding more currencies in the future? -> Aug: Are there any plans to expand the list of supported fiat currencies in the future?
GEN | [compromised_card] | Orig: I don't recognize some transactions.  Is someone else using it? -> Aug: I'm concerned about unauthorized activity on my account. Is someone else accessing my card?
GEN | [contactless_not_working] | Orig: Any charges applicable for new card? -> Aug: Are there any fees associated with a new card?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was the exchange wrong for the item I purchased? -> Aug: The rate used for the foreign currency conversion was incorrect, resulting in an unexpected amount being charged to my card.
GEN | [reverted_card_payment?] | Orig: Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me! -> Aug: I was informed by a seller that the payment didn't go through on their end, but I'm certain it was deducted from my account, and I'd like this issue resolved ASAP since the funds have been reversed back to me.
GEN | [automatic_top_up] | Orig: I want to add money automatically when I travel. -> Aug: I'd like to set up an automatic transfer to top up my account whenever I'm abroad.
GEN | [automatic_top_up] | Orig: I have a trip coming up and want to add money automatically. -> Aug: I'm planning a trip and would like to set up automatic top-ups to ensure I have sufficient funds.
GEN | [top_up_reverted] | Orig: My money disappeared! Please help?? -> Aug: My funds vanished! Can you assist me with this issue?
GEN | [verify_top_up] | Orig: For what reason must I authenticate the top up? -> Aug: Why do I need to confirm the top-up?
GEN | [verify_top_up] | Orig: this verifying the top up is annoying -> Aug: This top-up verification process is really frustrating.
GEN | [receiving_money] | Orig: Can I receive payment in another currency? -> Aug: Can I accept payment in a different currency?
GEN | [top_up_by_card_charge] | Orig: how much does it cost to add money -> Aug: what is the charge for topping up my account using my card?
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [reverted_card_payment?] | Orig: I bought something and already paid for it but now I don't see it. -> Aug: I made a purchase and settled the payment, but the item is still missing.
GEN | [declined_card_payment] | Orig: I was so embarrassed. Why didn't my payment clear? -> Aug: I'm really disappointed. My payment was declined, and I'm not sure why.
GEN | [topping_up_by_card] | Orig: I tried to get gas but my money was gone! -> Aug: I attempted to make a purchase, but my card balance was insufficient.
GEN | [verify_top_up] | Orig: I just want to top-up, why do I need to verify anything? -> Aug: I'm trying to add funds, but I'm being asked to confirm some information before I can proceed. Can you help me with that?
GEN | [reverted_card_payment?] | Orig: I have cancelled payments to this card. -> Aug: I've stopped making payments on this card.
GEN | [declined_transfer] | Orig: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? -> Aug: Hi, I've been experiencing issues with my credit card being declined, both yesterday evening and this morning when I tried to make a purchase. Could you please let me know the current status of my card?
GEN | [transfer_not_received_by_recipient] | Orig: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. -> Aug: I'm still waiting for my domestic transfer to be credited to the recipient's account. I double-checked the account details a few days ago, but the payment hasn't been processed yet.
GEN | [cash_withdrawal_not_recognised] | Orig: There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though. -> Aug: I'm experiencing an issue with an unauthorized cash withdrawal that was made on my account. I still have my card in my possession, but the transaction doesn't seem to be recognized by the system.
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT Transfers available at this bank? -> Aug: Can I use bank transfer to top up my account at this bank?
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my card unable to process any transactions?
GEN | [topping_up_by_card] | Orig: Am I the only one who can top-up my account? -> Aug: Can I perform a card-based account replenishment myself?
GEN | [top_up_reverted] | Orig: For some reason, the money I added was returned. -> Aug: The funds I attempted to deposit were reversed.
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for one of these items to arrive in the United States?
GEN | [card_delivery_estimate] | Orig: Send me my card now! ASAP -> Aug: Can you expedite the delivery of my card as soon as possible?
GEN | [pending_transfer] | Orig: I have a pending transaction -> Aug: A transfer is currently in the process of being processed
GEN | [pending_cash_withdrawal] | Orig: Do you know when the withdrawal will show? -> Aug: When can I expect the pending cash withdrawal to be processed?
GEN | [compromised_card] | Orig: What do I do if I detect fraudulent use on my car? -> Aug: If I notice suspicious activity on my compromised card, what steps should I take?
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
GEN | [top_up_by_cash_or_cheque] | Orig: How can I add physical money to my card? -> Aug: You can replenish your card balance by depositing cash or cheque.
GEN | [pending_top_up] | Orig: I added money to the card but the transaction didn't go through -> Aug: I attempted to top up the card, but the transaction remains pending
GEN | [edit_personal_details] | Orig: I just got married and need to change my name on the account -> Aug: I recently got married and would like to update my personal information to reflect my new married name.
GEN | [verify_top_up] | Orig: What can I do to verify my card? -> Aug: How can I confirm the details of my card?
GEN | [fiat_currency_support] | Orig: Do you deal with EUR? -> Aug: Are you able to assist with transactions involving the Euro currency?
GEN | [card_about_to_expire] | Orig: want a new card what are the fees -> Aug: looking to replace my expiring card, what are the associated fees?
GEN | [verify_source_of_funds] | Orig: My source of funds require verification. -> Aug: We need to confirm the origin of your funds.
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: i'm not satisfied with the services and no longer want to be a customer | Augmented: I'm unhappy with the services and would like to discontinue my account.
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text maintains the core issue of a payment being deducted and then reversed, which is consistent with the original intent. It provides more detail about the sequence of events but does not change the fundamental nature of the problem. | Original: The seller just told me he didn't get paid. After reviewing my account it did subtract the balance but now it has added it back to my account. I need you to please take care of this promptly. | Augmented: The seller informed me that they didn't receive the payment. Upon checking my account, I noticed that the payment was initially deducted, but it was then reversed and credited back to my account. Can you assist me with resolving this issue as soon as possible?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Will you be adding more currencies in the future? | Augmented: Are there any plans to expand the list of supported fiat currencies in the future?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: I don't recognize some transactions.  Is someone else using it? | Augmented: I'm concerned about unauthorized activity on my account. Is someone else accessing my card?
VAL | [contactless_not_working] | REVIEW | Reason: N/A | Original: Any charges applicable for new card? | Augmented: Are there any fees associated with a new card?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text preserves the same banking intent by focusing on the incorrect exchange rate and its effect on the card payment, which is consistent with the original text. | Original: Why was the exchange wrong for the item I purchased? | Augmented: The rate used for the foreign currency conversion was incorrect, resulting in an unexpected amount being charged to my card.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me! | Augmented: I was informed by a seller that the payment didn't go through on their end, but I'm certain it was deducted from my account, and I'd like this issue resolved ASAP since the funds have been reversed back to me.
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: I want to add money automatically when I travel. | Augmented: I'd like to set up an automatic transfer to top up my account whenever I'm abroad.
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: I have a trip coming up and want to add money automatically. | Augmented: I'm planning a trip and would like to set up automatic top-ups to ensure I have sufficient funds.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: My money disappeared! Please help?? | Augmented: My funds vanished! Can you assist me with this issue?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: For what reason must I authenticate the top up? | Augmented: Why do I need to confirm the top-up?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: this verifying the top up is annoying | Augmented: This top-up verification process is really frustrating.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can I receive payment in another currency? | Augmented: Can I accept payment in a different currency?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: how much does it cost to add money | Augmented: what is the charge for topping up my account using my card?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? | Augmented: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I bought something and already paid for it but now I don't see it. | Augmented: I made a purchase and settled the payment, but the item is still missing.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I was so embarrassed. Why didn't my payment clear? | Augmented: I'm really disappointed. My payment was declined, and I'm not sure why.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I tried to get gas but my money was gone! | Augmented: I attempted to make a purchase, but my card balance was insufficient.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I just want to top-up, why do I need to verify anything? | Augmented: I'm trying to add funds, but I'm being asked to confirm some information before I can proceed. Can you help me with that?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I have cancelled payments to this card. | Augmented: I've stopped making payments on this card.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? | Augmented: Hi, I've been experiencing issues with my credit card being declined, both yesterday evening and this morning when I tried to make a purchase. Could you please let me know the current status of my card?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet. | Augmented: I'm still waiting for my domestic transfer to be credited to the recipient's account. I double-checked the account details a few days ago, but the payment hasn't been processed yet.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text preserves the core issue of an unauthorized cash withdrawal not being recognized by the system, and it does not add any unsupported information or change the intent. | Original: There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though. | Augmented: I'm experiencing an issue with an unauthorized cash withdrawal that was made on my account. I still have my card in my possession, but the transaction doesn't seem to be recognized by the system.
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Are SWIFT Transfers available at this bank? | Augmented: Can I use bank transfer to top up my account at this bank?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Why doesn't my card work for any transactions? | Augmented: Why is my card unable to process any transactions?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Am I the only one who can top-up my account? | Augmented: Can I perform a card-based account replenishment myself?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: For some reason, the money I added was returned. | Augmented: The funds I attempted to deposit were reversed.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: What is the length of time for one of these items to come to the U.S? | Augmented: How long does it typically take for one of these items to arrive in the United States?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: Send me my card now! ASAP | Augmented: Can you expedite the delivery of my card as soon as possible?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I have a pending transaction | Augmented: A transfer is currently in the process of being processed
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Do you know when the withdrawal will show? | Augmented: When can I expect the pending cash withdrawal to be processed?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: What do I do if I detect fraudulent use on my car? | Augmented: If I notice suspicious activity on my compromised card, what steps should I take?
