GEN | [wrong_amount_of_cash_received] | Orig: i did not get any money but still was charged -> Aug: I was expecting to receive some cash, but instead, I was debited without any funds being transferred.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. -> Aug: I'm planning a trip abroad and I'd like to withdraw some cash from a local ATM, but I'm concerned that I'll be hit with an unfavorable exchange rate, which might result in an unexpected fee.
GEN | [country_support] | Orig: May I get one of your cards?  I live in the EU. -> Aug: Might I request a card, as I am a resident of the European Union?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did you give me so little currency? -> Aug: Why was the exchange rate used for my cash withdrawal so inaccurate?
GEN | [request_refund] | Orig: Is there a way you can have money from a purchase I made refunded to my account. -> Aug: Can you assist me in getting a refund for a recent purchase credited back to my account?
GEN | [country_support] | Orig: I'm in the EU. Can I get one of your cards? -> Aug: I'm a resident of the European Union. Can I obtain one of your credit cards?
GEN | [reverted_card_payment?] | Orig: I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly? -> Aug: I recently discovered that the payment didn't process as expected. Initially, the funds were debited from my account, but they've since been reversed. Could you assist me in resolving this issue promptly?
GEN | [verify_source_of_funds] | Orig: Who is giving me my money? -> Aug: Who is the source of the funds being used to make this transaction?
GEN | [request_refund] | Orig: I bought a product a week ago, but may need to return it. -> Aug: I recently purchased a product, but I'm considering returning it.
GEN | [direct_debit_payment_not_recognised] | Orig: I did not set up a direct debit I have -> Aug: We didn't find a direct debit payment arrangement in your account records.
GEN | [request_refund] | Orig: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. -> Aug: I've been waiting for a while now, and since the order hasn't arrived, I'd like to request a refund as I'm no longer interested in pursuing the purchase.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can I withdraw money in my hometown currency while on holiday without any additional fees? -> Aug: Can I get the correct exchange rate for a cash withdrawal in my local currency while I'm traveling, or will I be charged an incorrect rate and incur extra fees?
GEN | [exchange_via_app] | Orig: Can this convert money? -> Aug: Can I make an exchange using the app?
GEN | [exchange_via_app] | Orig: I am from X but am traveling to Y - how do I get currency for Y? -> Aug: I'm currently in X but heading to Y, and I'd like to know how to obtain the local currency for Y using the app.
GEN | [transfer_timing] | Orig: Help! I need to transfer something to China. -> Aug: Can you assist me with arranging a transfer to China?
GEN | [transaction_charged_twice] | Orig: Why does my statement show various transaction times? -> Aug: Why do I see multiple transaction dates on my statement?
GEN | [atm_support] | Orig: I need help from someone in your department with finding my nearest ATM. -> Aug: I require assistance from your team to locate the closest ATM location.
GEN | [change_pin] | Orig: Can I change my in at all ATM's? -> Aug: Can I modify my PIN at any ATM location?
GEN | [request_refund] | Orig: It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people. -> Aug: I've been waiting for an eternity for my online order to arrive, but it's nowhere to be found. I'd like to request a refund as I'm not willing to continue holding onto my payment.
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: What should I do about my jammed ATM card?
GEN | [card_swallowed] | Orig: How do I get a new card as your machine swallowed mine! -> Aug: I need a replacement card because I think your machine has eaten my original one.
GEN | [pending_transfer] | Orig: I need to know why a money transfer is available. -> Aug: I'd like to understand why a pending transfer is showing as available.
GEN | [request_refund] | Orig: My product was faulty. -> Aug: The item I purchased was defective.
GEN | [Refund_not_showing_up] | Orig: i need a refund right away but the funds aren't available in my account -> Aug: I require an immediate refund, but the refund amount is not showing up in my account.
GEN | [verify_source_of_funds] | Orig: i need to trace a deposit -> Aug: I'd like to confirm the origin of a recent deposit.
GEN | [order_physical_card] | Orig: I want a real card -> Aug: I'd like a physical credit card.
GEN | [transfer_timing] | Orig: What are the time frames for the money to be available in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [card_payment_wrong_exchange_rate] | Orig: I was charged the wing amount for an item. -> Aug: I was overcharged for the item, and the amount doesn't match the expected exchange rate.
GEN | [reverted_card_payment?] | Orig: I tried to buy something online but my funds were transferred back to my account. What is happening? -> Aug: Why did the payment I made online get reversed and credited back to my account?
GEN | [get_disposable_virtual_card] | Orig: how do the cards work? -> Aug: What's the process for obtaining a disposable virtual card?
GEN | [wrong_amount_of_cash_received] | Orig: Why can't I take $100 out -> Aug: I was expecting to receive a certain amount of cash, but it seems I've been given the wrong amount.
GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
GEN | [getting_virtual_card] | Orig: Is there an alternative to a physical card? -> Aug: Can I get a digital card instead of a physical one?
GEN | [cash_withdrawal_charge] | Orig: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? -> Aug: I'm wondering if I was incorrectly charged a fee for a recent cash withdrawal, perhaps related to a recent purchase or transaction?
GEN | [reverted_card_payment?] | Orig: Under what condition will my payment revert? -> Aug: What circumstances would cause my payment to be reversed?
GEN | [card_arrival] | Orig: I don't have my card after 1 week. What are my next steps? -> Aug: I haven't received my card yet, and it's been a week. What should I do now?
GEN | [wrong_amount_of_cash_received] | Orig: If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do? -> Aug: I was given less cash than I expected, as I only received 10 pounds when I asked for 30.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: i did not get any money but still was charged | Augmented: I was expecting to receive some cash, but instead, I was debited without any funds being transferred.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: How can I get money in my home currency while I'm traveling internationally? I wanted to take it out of a local ATM but am worried that I will get charged extra fees. | Augmented: I'm planning a trip abroad and I'd like to withdraw some cash from a local ATM, but I'm concerned that I'll be hit with an unfavorable exchange rate, which might result in an unexpected fee.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: May I get one of your cards?  I live in the EU. | Augmented: Might I request a card, as I am a resident of the European Union?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Why did you give me so little currency? | Augmented: Why was the exchange rate used for my cash withdrawal so inaccurate?
VAL | [request_refund] | ACCEPT | Reason: Both texts are requesting a refund for a purchase and crediting the amount back to the user's account. There is no contradiction or ambiguity introduced. | Original: Is there a way you can have money from a purchase I made refunded to my account. | Augmented: Can you assist me in getting a refund for a recent purchase credited back to my account?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: I'm in the EU. Can I get one of your cards? | Augmented: I'm a resident of the European Union. Can I obtain one of your credit cards?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly? | Augmented: I recently discovered that the payment didn't process as expected. Initially, the funds were debited from my account, but they've since been reversed. Could you assist me in resolving this issue promptly?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Who is giving me my money? | Augmented: Who is the source of the funds being used to make this transaction?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I bought a product a week ago, but may need to return it. | Augmented: I recently purchased a product, but I'm considering returning it.
VAL | [direct_debit_payment_not_recognised] | UNKNOWN | Reason: N/A | Original: I did not set up a direct debit I have | Augmented: We didn't find a direct debit payment arrangement in your account records.
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. | Augmented: I've been waiting for a while now, and since the order hasn't arrived, I'd like to request a refund as I'm no longer interested in pursuing the purchase.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: Can I withdraw money in my hometown currency while on holiday without any additional fees? | Augmented: Can I get the correct exchange rate for a cash withdrawal in my local currency while I'm traveling, or will I be charged an incorrect rate and incur extra fees?
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: Can this convert money? | Augmented: Can I make an exchange using the app?
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: I am from X but am traveling to Y - how do I get currency for Y? | Augmented: I'm currently in X but heading to Y, and I'd like to know how to obtain the local currency for Y using the app.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: Help! I need to transfer something to China. | Augmented: Can you assist me with arranging a transfer to China?
VAL | [transaction_charged_twice] | UNKNOWN | Reason: N/A | Original: Why does my statement show various transaction times? | Augmented: Why do I see multiple transaction dates on my statement?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: I need help from someone in your department with finding my nearest ATM. | Augmented: I require assistance from your team to locate the closest ATM location.
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Can I change my in at all ATM's? | Augmented: Can I modify my PIN at any ATM location?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people. | Augmented: I've been waiting for an eternity for my online order to arrive, but it's nowhere to be found. I'd like to request a refund as I'm not willing to continue holding onto my payment.
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: I can't freeze my account as I need the card as I am traveling, how do I change my pin? | Augmented: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
VAL | [card_swallowed] | ACCEPT | Reason: Both texts refer to the same issue of an ATM card being stuck in the machine, which aligns with the 'card_swallowed' intent. | Original: What should I do with my stuck ATM? | Augmented: What should I do about my jammed ATM card?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: How do I get a new card as your machine swallowed mine! | Augmented: I need a replacement card because I think your machine has eaten my original one.
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I need to know why a money transfer is available. | Augmented: I'd like to understand why a pending transfer is showing as available.
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: My product was faulty. | Augmented: The item I purchased was defective.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: i need a refund right away but the funds aren't available in my account | Augmented: I require an immediate refund, but the refund amount is not showing up in my account.
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: i need to trace a deposit | Augmented: I'd like to confirm the origin of a recent deposit.
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I want a real card | Augmented: I'd like a physical credit card.
VAL | [transfer_timing] | ACCEPT | Reason: Both texts are seeking information about the timing of a transfer or the availability of funds in an account. The wording is slightly different but the core intent remains the same. | Original: What are the time frames for the money to be available in my account? | Augmented: When can I expect the funds to be credited to my account?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: I was charged the wing amount for an item. | Augmented: I was overcharged for the item, and the amount doesn't match the expected exchange rate.
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I tried to buy something online but my funds were transferred back to my account. What is happening? | Augmented: Why did the payment I made online get reversed and credited back to my account?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: how do the cards work? | Augmented: What's the process for obtaining a disposable virtual card?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: Why can't I take $100 out | Augmented: I was expecting to receive a certain amount of cash, but it seems I've been given the wrong amount.
VAL | [card_linking] | UNKNOWN | Reason: N/A | Original: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. | Augmented: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
VAL | [getting_virtual_card] | ACCEPT | Reason: N/A | Original: Is there an alternative to a physical card? | Augmented: Can I get a digital card instead of a physical one?
VAL | [cash_withdrawal_charge] | UNKNOWN | Reason: N/A | Original: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? | Augmented: I'm wondering if I was incorrectly charged a fee for a recent cash withdrawal, perhaps related to a recent purchase or transaction?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Under what condition will my payment revert? | Augmented: What circumstances would cause my payment to be reversed?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: I don't have my card after 1 week. What are my next steps? | Augmented: I haven't received my card yet, and it's been a week. What should I do now?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do? | Augmented: I was given less cash than I expected, as I only received 10 pounds when I asked for 30.
VAL_SUMMARY | ACCEPT: 33 | REVIEW: 0 | REJECT: 0 | UNKNOWN: 5 | Accept Rate: 0.8684
