GEN | [why_verify_identity] | Orig: I'm waiting for the ID verification to go through still, so is it too soon to use my account? -> Aug: I'm still waiting for the ID verification process to complete, so can I use my account already?
GEN | [visa_or_mastercard] | Orig: What type of card will I receive? -> Aug: What kind of payment card will I be issued?
GEN | [why_verify_identity] | Orig: My ID verification hasn't gone through yet, but can I use my account anyway? -> Aug: Since my ID verification is still pending, can I still access my account or is it locked until the verification is complete?
GEN | [cancel_transfer] | Orig: What are the steps I need to take to cancel a transaction? -> Aug: How do I go about terminating a transfer I initiated earlier?
GEN | [supported_cards_and_currencies] | Orig: What card or currency can I use to pay? -> Aug: What payment methods or currencies are accepted for transactions?
GEN | [supported_cards_and_currencies] | Orig: how can i transfer money from american express card -> Aug: What methods are available for transferring funds from my American Express card?
GEN | [card_payment_fee_charged] | Orig: I have a fee showing from last time I used my card. -> Aug: I noticed a charge for a fee from my last card transaction.
GEN | [topping_up_by_card] | Orig: Can I let other people have access to my account in order to top up? -> Aug: Can I grant permission to someone else to access my account to make a card-based top-up?
GEN | [card_payment_fee_charged] | Orig: Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help! -> Aug: I'm confused about why I'm being charged fees on certain transactions but not others. Can you please clarify the fee structure for my account? I've looked everywhere but can't find it.
GEN | [getting_virtual_card] | Orig: Please explain to me the process of getting a virtual card. -> Aug: Please describe the steps involved in obtaining a virtual card.
GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me on how to obtain one?
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
GEN | [extra_charge_on_statement] | Orig: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. -> Aug: My statement has a pending charge for £1 that I don't recognize. Can you help me understand what this transaction is about?
GEN | [card_payment_wrong_exchange_rate] | Orig: my exchange rate looks wrong for my last payment -> Aug: The exchange rate used for my recent transaction appears to be incorrect.
GEN | [getting_virtual_card] | Orig: I want to get my hands on one of those virtual cards! -> Aug: I'd like to obtain a virtual card.
GEN | [supported_cards_and_currencies] | Orig: can i use my mastercard to add money to my account -> Aug: Can I use my Mastercard to fund my account?
GEN | [card_payment_fee_charged] | Orig: Why do I have to pay extra for using my card? -> Aug: Why am I being charged an additional fee for making a payment with my card?
GEN | [lost_or_stolen_card] | Orig: Are you able to guide me to my card's location? -> Aug: Can you help me find my missing card?
GEN | [card_linking] | Orig: Will I need a new card or can I put my old card back into the app? -> Aug: Can I reactivate my existing card or do I need to request a new one for use with the app?
GEN | [transfer_not_received_by_recipient] | Orig: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? -> Aug: I recently sent a payment to my landlord, but they're telling me it hasn't been received. I've checked my account details and everything appears to be correct. Could there be an issue with the transfer that's preventing it from reaching them?
GEN | [cash_withdrawal_not_recognised] | Orig: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? -> Aug: I'm having an issue with a recent transaction on my account. When I tried to make a purchase, my card was declined, and upon further investigation, I noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this matter?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
GEN | [card_arrival] | Orig: Can I get an update on my replacement card? -> Aug: Could you please let me know when I can expect my new card to arrive?
GEN | [getting_virtual_card] | Orig: I need to order a new virtual card, how do I do that? -> Aug: I'd like to request a new virtual card, can you guide me through the process?
GEN | [virtual_card_not_working] | Orig: My virtual card is just not going through. -> Aug: My virtual card is experiencing technical difficulties.
GEN | [disposable_card_limits] | Orig: Are there limits on the virtual cards? -> Aug: Are there any restrictions on the usage of disposable cards?
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: It's been a while since the top-up was replenished.
GEN | [transfer_timing] | Orig: When will my money be in my account? -> Aug: When can I expect my funds to be deposited into my account?
GEN | [activate_my_card] | Orig: How can I switch on my new card? -> Aug: How do I turn on my new credit card?
GEN | [transfer_into_account] | Orig: Can I withdraw money from another bank and transfer it into my empty account? -> Aug: Can I transfer funds from another bank into my account, which currently has no balance?
GEN | [declined_transfer] | Orig: How do I make my transfer go through -> Aug: Why was my transfer rejected?
GEN | [getting_virtual_card] | Orig: I need my virtual card -> Aug: I require my virtual credit card
GEN | [getting_virtual_card] | Orig: I have lost my card, but need to place an online order! How do I get a virtual card instantly? -> Aug: I've misplaced my physical card, and I urgently need to make an online purchase. Can I obtain a virtual card immediately to complete the transaction?
GEN | [transfer_fee_charged] | Orig: I have used this account overseas recently. Has there been an increase in fees that I am unaware of? -> Aug: I've been making international transactions from this account lately. Are there any new or changed fees I should be aware of?
GEN | [exchange_charge] | Orig: Exchange fee help? -> Aug: Need assistance with the exchange fee?
GEN | [exchange_via_app] | Orig: Do you support changing the currency I use? -> Aug: Can I switch the currency I'm using through your app?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: I'm waiting for the ID verification to go through still, so is it too soon to use my account? | Augmented: I'm still waiting for the ID verification process to complete, so can I use my account already?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: What type of card will I receive? | Augmented: What kind of payment card will I be issued?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: My ID verification hasn't gone through yet, but can I use my account anyway? | Augmented: Since my ID verification is still pending, can I still access my account or is it locked until the verification is complete?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: What are the steps I need to take to cancel a transaction? | Augmented: How do I go about terminating a transfer I initiated earlier?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: What card or currency can I use to pay? | Augmented: What payment methods or currencies are accepted for transactions?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: how can i transfer money from american express card | Augmented: What methods are available for transferring funds from my American Express card?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I have a fee showing from last time I used my card. | Augmented: I noticed a charge for a fee from my last card transaction.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can I let other people have access to my account in order to top up? | Augmented: Can I grant permission to someone else to access my account to make a card-based top-up?
VAL | [card_payment_fee_charged] | REVIEW | Reason: The augmented text is closely related to the original intent but lacks explicit mention of a fee being charged, which could make it ambiguous. | Original: Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help! | Augmented: I'm confused about why I'm being charged fees on certain transactions but not others. Can you please clarify the fee structure for my account? I've looked everywhere but can't find it.
VAL | [getting_virtual_card] | ACCEPT | Reason: Both texts are asking for the process or steps to get a virtual card, thus preserving the same intent. | Original: Please explain to me the process of getting a virtual card. | Augmented: Please describe the steps involved in obtaining a virtual card.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to order a new card, can you please direct me to the virtual cards? | Augmented: I'd like to request a new virtual card, could you guide me on how to obtain one?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: How do I contact customer support about my declined transfer? | Augmented: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about. | Augmented: My statement has a pending charge for £1 that I don't recognize. Can you help me understand what this transaction is about?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: my exchange rate looks wrong for my last payment | Augmented: The exchange rate used for my recent transaction appears to be incorrect.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I want to get my hands on one of those virtual cards! | Augmented: I'd like to obtain a virtual card.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: can i use my mastercard to add money to my account | Augmented: Can I use my Mastercard to fund my account?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Why do I have to pay extra for using my card? | Augmented: Why am I being charged an additional fee for making a payment with my card?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Are you able to guide me to my card's location? | Augmented: Can you help me find my missing card?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Will I need a new card or can I put my old card back into the app? | Augmented: Can I reactivate my existing card or do I need to request a new one for use with the app?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? | Augmented: I recently sent a payment to my landlord, but they're telling me it hasn't been received. I've checked my account details and everything appears to be correct. Could there be an issue with the transfer that's preventing it from reaching them?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text preserves the user's experience of a declined transaction followed by discovering an unauthorized cash withdrawal, which is consistent with the original intent. | Original: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? | Augmented: I'm having an issue with a recent transaction on my account. When I tried to make a purchase, my card was declined, and upon further investigation, I noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this matter?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: Why is it taking so long for my money to appear in my account? I have been waiting a week! | Augmented: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: Can I get an update on my replacement card? | Augmented: Could you please let me know when I can expect my new card to arrive?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to order a new virtual card, how do I do that? | Augmented: I'd like to request a new virtual card, can you guide me through the process?
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: My virtual card is just not going through. | Augmented: My virtual card is experiencing technical difficulties.
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Are there limits on the virtual cards? | Augmented: Are there any restrictions on the usage of disposable cards?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: It's been some time since refilled the top-up. | Augmented: It's been a while since the top-up was replenished.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: When will my money be in my account? | Augmented: When can I expect my funds to be deposited into my account?
VAL | [activate_my_card] | ACCEPT | Reason: Both texts are asking about the activation of a new card, with no change in the core intent. | Original: How can I switch on my new card? | Augmented: How do I turn on my new credit card?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Can I withdraw money from another bank and transfer it into my empty account? | Augmented: Can I transfer funds from another bank into my account, which currently has no balance?
