GEN | [verify_source_of_funds] | Orig: who can put money in my account? -> Aug: What is the origin of the funds you'd like to deposit into your account?
GEN | [reverted_card_payment?] | Orig: My card payments have stopped. -> Aug: My card payments have ceased.
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple Watch to pay for gas? -> Aug: Can I use my smartwatch to make a payment for fuel?
GEN | [top_up_by_cash_or_cheque] | Orig: Can cash be used in physical locations to top up? -> Aug: Can I use cash to top up my account at a physical location?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I did a transfer but the balance is the same. -> Aug: I made a transfer, but my account balance hasn't been updated.
GEN | [top_up_by_bank_transfer_charge] | Orig: Does it cost me to add cash? -> Aug: Is there a fee for topping up my account via bank transfer?
GEN | [transfer_fee_charged] | Orig: I shouldn't be charged any fee for transferring . -> Aug: I'm surprised to see a fee applied to my transfer.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why hasn't my account updated? -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash?
GEN | [Refund_not_showing_up] | Orig: I need my refund as soon as possible. What else do I have to do? -> Aug: I'm expecting my refund, and I'd like to know what's causing the delay. Can you help me with that?
GEN | [activate_my_card] | Orig: I want to start using my card. -> Aug: I'd like to activate my card and begin making transactions.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did I only receive this much currency? -> Aug: Why was the amount of cash I received not in line with the expected exchange rate?
GEN | [transfer_not_received_by_recipient] | Orig: Money is not in recipients account. -> Aug: The recipient's account does not show the transferred funds.
GEN | [getting_virtual_card] | Orig: I need to make a purchase online, where is my virtual card? -> Aug: I'm trying to make an online purchase and I'm looking for my virtual card, can you help me locate it?
GEN | [apple_pay_or_google_pay] | Orig: Can I pay for my gas using my Apple watch? -> Aug: Can I use Apple Pay or Google Pay to pay for my gas?
GEN | [pending_card_payment] | Orig: I don't know what pending transaction means. -> Aug: I'm not sure what's meant by the outstanding payment.
GEN | [wrong_amount_of_cash_received] | Orig: I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? -> Aug: I attempted to withdraw £50, but I was only given £30. Where is the balance of my cash?
GEN | [wrong_amount_of_cash_received] | Orig: ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now! -> Aug: The ATM malfunctioned, dispensing an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds, and I require immediate assistance.
GEN | [transfer_into_account] | Orig: Help! My account doesn't show any funds. Is transferring funds an option I can use? -> Aug: Can I move some money from another account into my current account?
GEN | [transfer_into_account] | Orig: What are my bank details so I can do a transfer? -> Aug: To facilitate a transfer, could you please provide me with your bank account information?
GEN | [Refund_not_showing_up] | Orig: Can I check my recent refund in my statement? -> Aug: Can I see my latest refund reflected in my account statement?
GEN | [card_payment_not_recognised] | Orig: I need to know where this charge is coming from? -> Aug: I'm trying to figure out where this payment is coming from.
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple watch to fill my gas tank? -> Aug: Can I use my Apple Pay-enabled device to fill my gas tank?
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: where is my money from this morning -> Aug: why hasn't my account balance been updated after the deposit I made this morning?
GEN | [transfer_fee_charged] | Orig: Why was money taken for a transfer? -> Aug: What's the reason for the fee deducted from my account for the recent transfer?
GEN | [transfer_into_account] | Orig: show me how to transfer to my account -> Aug: display the process for transferring funds into my account
GEN | [card_payment_wrong_exchange_rate] | Orig: Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you. -> Aug: Please review the transaction from last weekend, as I believe I was incorrectly charged a higher exchange rate. Appreciate your assistance.
GEN | [cash_withdrawal_charge] | Orig: How do I avoid a fee to use an ATM? -> Aug: What can I do to avoid incurring a charge when withdrawing cash from an ATM?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. -> Aug: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
GEN | [transfer_not_received_by_recipient] | Orig: Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out? -> Aug: I made a transfer to my landlord a few days ago, but he's telling me he didn't receive it. I've double-checked the account number and it's correct. Can you assist me in resolving this issue?
GEN | [transfer_fee_charged] | Orig: I usually don't get charged for transfers, why was I this month? -> Aug: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
GEN | [card_swallowed] | Orig: I have lost my credit card in the ATM! -> Aug: I accidentally left my credit card in the ATM machine.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. -> Aug: I'm having trouble viewing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me with this issue?
GEN | [card_payment_not_recognised] | Orig: Is there any way to know how the transaction got on my account? -> Aug: Can you help me understand how the payment was processed on my account?
GEN | [get_physical_card] | Orig: How do I get started when I get my card? -> Aug: What are the steps to obtain my physical card?
GEN | [cancel_transfer] | Orig: I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account? -> Aug: I mistakenly initiated a transfer from an incorrect account, which was supposed to be a significant payment for my rent. The account I used won't have sufficient funds to cover the amount, so it's crucial that the transfer be cancelled and reinitiated from the correct account.
GEN | [top_up_by_cash_or_cheque] | Orig: What physical locations can I use cash to top up? -> Aug: You can use cash to top up at any of our physical locations.
GEN | [top_up_by_cash_or_cheque] | Orig: Is there somewhere I can send a check to add to my account? -> Aug: Can I send a check to deposit funds into my account?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: who can put money in my account? | Augmented: What is the origin of the funds you'd like to deposit into your account?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: My card payments have stopped. | Augmented: My card payments have ceased.
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Can I use my Apple Watch to pay for gas? | Augmented: Can I use my smartwatch to make a payment for fuel?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: Can cash be used in physical locations to top up? | Augmented: Can I use cash to top up my account at a physical location?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: I did a transfer but the balance is the same. | Augmented: I made a transfer, but my account balance hasn't been updated.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Does it cost me to add cash? | Augmented: Is there a fee for topping up my account via bank transfer?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I shouldn't be charged any fee for transferring . | Augmented: I'm surprised to see a fee applied to my transfer.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: Why hasn't my account updated? | Augmented: Why hasn't my account balance been updated after I deposited a cheque or cash?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: I need my refund as soon as possible. What else do I have to do? | Augmented: I'm expecting my refund, and I'd like to know what's causing the delay. Can you help me with that?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: I want to start using my card. | Augmented: I'd like to activate my card and begin making transactions.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why did I only receive this much currency? | Augmented: Why was the amount of cash I received not in line with the expected exchange rate?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Money is not in recipients account. | Augmented: The recipient's account does not show the transferred funds.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to make a purchase online, where is my virtual card? | Augmented: I'm trying to make an online purchase and I'm looking for my virtual card, can you help me locate it?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: Can I pay for my gas using my Apple watch? | Augmented: Can I use Apple Pay or Google Pay to pay for my gas?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I don't know what pending transaction means. | Augmented: I'm not sure what's meant by the outstanding payment.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? | Augmented: I attempted to withdraw £50, but I was only given £30. Where is the balance of my cash?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: ATM is broken. It did not give me the full amount (30 pounds.)  I'm standing here with only 10 pounds and it's telling me it gave me 30 pounds. I need assistance now! | Augmented: The ATM malfunctioned, dispensing an incorrect amount, leaving me with only 10 pounds instead of the expected 30 pounds, and I require immediate assistance.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Help! My account doesn't show any funds. Is transferring funds an option I can use? | Augmented: Can I move some money from another account into my current account?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: What are my bank details so I can do a transfer? | Augmented: To facilitate a transfer, could you please provide me with your bank account information?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: Can I check my recent refund in my statement? | Augmented: Can I see my latest refund reflected in my account statement?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to know where this charge is coming from? | Augmented: I'm trying to figure out where this payment is coming from.
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: Can I use my Apple watch to fill my gas tank? | Augmented: Can I use my Apple Pay-enabled device to fill my gas tank?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I am seeing unathorized transactions in the app, on my account. | Augmented: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: where is my money from this morning | Augmented: why hasn't my account balance been updated after the deposit I made this morning?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Why was money taken for a transfer? | Augmented: What's the reason for the fee deducted from my account for the recent transfer?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: show me how to transfer to my account | Augmented: display the process for transferring funds into my account
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you. | Augmented: Please review the transaction from last weekend, as I believe I was incorrectly charged a higher exchange rate. Appreciate your assistance.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: How do I avoid a fee to use an ATM? | Augmented: What can I do to avoid incurring a charge when withdrawing cash from an ATM?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. | Augmented: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out? | Augmented: I made a transfer to my landlord a few days ago, but he's telling me he didn't receive it. I've double-checked the account number and it's correct. Can you assist me in resolving this issue?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I usually don't get charged for transfers, why was I this month? | Augmented: I'm surprised to see a transfer fee on my statement this month, can you explain why I was charged?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: I have lost my credit card in the ATM! | Augmented: I accidentally left my credit card in the ATM machine.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this. | Augmented: I'm having trouble viewing a recent transfer from my UK account in my account balance, which was made a few hours ago. Can you assist me with this issue?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Is there any way to know how the transaction got on my account? | Augmented: Can you help me understand how the payment was processed on my account?
