GEN | [apple_pay_or_google_pay] | Orig: I have received my American express in apple play, looks like top up has an issue, please help? -> Aug: I've received my American Express payment through Apple Pay, but it seems the top-up process is experiencing an issue, could you assist me with this?
GEN | [transfer_not_received_by_recipient] | Orig: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. -> Aug: Why haven't my friend received the transfer I sent her? Is there a way to expedite the transfer process, as she's in urgent need of the funds?
GEN | [compromised_card] | Orig: am suspicious of my card's security -> Aug: I'm concerned about the security of my card.
GEN | [pending_transfer] | Orig: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? -> Aug: How long does it typically take for a seller to receive a pending transfer after I initiate the payment immediately?
GEN | [card_about_to_expire] | Orig: Are new cards available from China? -> Aug: Are there any alternative card options available before my current card expires?
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it? -> Aug: We're trying to investigate why a direct debit payment was made from your account without your consent.
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
GEN | [declined_card_payment] | Orig: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? -> Aug: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
GEN | [receiving_money] | Orig: Can my friend send me money if it is not in US dollars? -> Aug: Can my friend transfer funds to me in a currency other than US dollars?
GEN | [exchange_charge] | Orig: How much do I have to pay to accept an international transfer? -> Aug: What is the exchange charge for accepting an international transfer?
GEN | [beneficiary_not_allowed] | Orig: My account transfer was not cleared. -> Aug: The transfer to the intended recipient was unsuccessful.
GEN | [receiving_money] | Orig: Do I need to convert my currency from GBP before transferring? -> Aug: Do I need to exchange my British pounds for another currency before making a transfer?
GEN | [apple_pay_or_google_pay] | Orig: i have been trying to add money with apple pay but it wont work, why? -> Aug: I'm having trouble adding funds using Apple Pay, can you help me figure out why it's not working?
GEN | [top_up_failed] | Orig: My credit card transaction was declined for a loan payment.  Can you tell me why? -> Aug: My loan payment using my credit card was unsuccessful. Can you explain why the transaction was declined?
GEN | [top_up_limits] | Orig: Can I use as many top-ups as I want? -> Aug: Can I make unlimited top-ups to my account limits?
GEN | [card_payment_not_recognised] | Orig: Why is there an unknown card payment? -> Aug: We're unable to identify a recognized card payment.
GEN | [receiving_money] | Orig: Can this app take my salary? -> Aug: Can I use this app to deposit my paycheck?
GEN | [verify_my_identity] | Orig: Can I get information on the identity checks? -> Aug: May I request information about the verification process for your identity?
GEN | [fiat_currency_support] | Orig: I want to have multiple currencies in my account if possible. -> Aug: I'd like to know if it's feasible to have multiple fiat currencies supported in my account.
GEN | [beneficiary_not_allowed] | Orig: My account transfer was blocked. -> Aug: The transfer to my account was halted due to the beneficiary not being allowed.
GEN | [cancel_transfer] | Orig: I have a transaction and would like to know if I it's cancelable? -> Aug: I'd like to inquire about the possibility of canceling a specific transaction.
GEN | [declined_card_payment] | Orig: My card couldn't pay in a shop. -> Aug: My payment was declined at a store.
GEN | [direct_debit_payment_not_recognised] | Orig: what is this charge i didnt do it what can i do -> Aug: We're showing a direct debit payment that we haven't recognized as yours. Can you help us figure out what's going on?
GEN | [top_up_limits] | Orig: Is the top-up amount unlimited? -> Aug: Can the top-up limit be increased without any restrictions?
GEN | [pending_transfer] | Orig: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. -> Aug: How long does it typically take for international transfers to be processed? I made an online purchase a few days ago and initiated the transfer promptly, but the vendor is telling me that the funds are still pending.
GEN | [pending_transfer] | Orig: It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take? -> Aug: This international transfer has been pending for an eternity. Can you please explain the delay? I'm expecting a seamless process, especially considering the current technology. The account details are accurate, so I'm curious about the expected timeframe.
GEN | [direct_debit_payment_not_recognised] | Orig: Someone else charged my card! -> Aug: A payment made from my account was not recognized.
GEN | [order_physical_card] | Orig: I need to order a new card. -> Aug: I'd like to request a new physical card.
GEN | [transfer_not_received_by_recipient] | Orig: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? -> Aug: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
GEN | [why_verify_identity] | Orig: how do I speed up identity verification? -> Aug: What's the best way to expedite the identity verification process?
GEN | [card_payment_not_recognised] | Orig: There is a payment in the app that I did not approve -> Aug: A payment has been recorded in the app that I did not authorize.
GEN | [transfer_timing] | Orig: How long does it take for the money to show up in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [card_payment_wrong_exchange_rate] | Orig: I am being charged the wrong amount on my card. -> Aug: I'm being overcharged on my card transaction.
GEN | [fiat_currency_support] | Orig: I wondered if multiple currencies is okay? -> Aug: I'm curious about the support for different fiat currencies.
GEN | [verify_top_up] | Orig: why verify the top up? it doesnt make sense -> Aug: what's the purpose of verifying the top-up process? it seems unclear to me
GEN | [getting_spare_card] | Orig: If I get another card, what kind of fees am I looking at? -> Aug: If I obtain a replacement card, what charges can I expect to incur?
GEN | [fiat_currency_support] | Orig: Will you be able to exchange to EUR? -> Aug: Can you assist me with converting my funds to euros?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: I have received my American express in apple play, looks like top up has an issue, please help? | Augmented: I've received my American Express payment through Apple Pay, but it seems the top-up process is experiencing an issue, could you assist me with this?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. | Augmented: Why haven't my friend received the transfer I sent her? Is there a way to expedite the transfer process, as she's in urgent need of the funds?
VAL | [compromised_card] | ACCEPT | Reason: Both sentences convey a sense of worry or suspicion regarding the security of a card, which is consistent with the idea that the card might have been compromised. | Original: am suspicious of my card's security | Augmented: I'm concerned about the security of my card.
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: How long would does it take for a seller to receive an EU transfer if I bought something from them and sent them the money immediately? | Augmented: How long does it typically take for a seller to receive a pending transfer after I initiate the payment immediately?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Are new cards available from China? | Augmented: Are there any alternative card options available before my current card expires?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it? | Augmented: We're trying to investigate why a direct debit payment was made from your account without your consent.
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text preserves the user's need for verification regarding a top-up process, which aligns with the original intent. | Original: I just tried to top-up and now I'm getting an additional verification message, why? | Augmented: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? | Augmented: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can my friend send me money if it is not in US dollars? | Augmented: Can my friend transfer funds to me in a currency other than US dollars?
VAL | [exchange_charge] | ACCEPT | Reason: Both texts are asking about the cost of accepting an international transfer, which aligns with the 'exchange_charge' intent. | Original: How much do I have to pay to accept an international transfer? | Augmented: What is the exchange charge for accepting an international transfer?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: My account transfer was not cleared. | Augmented: The transfer to the intended recipient was unsuccessful.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do I need to convert my currency from GBP before transferring? | Augmented: Do I need to exchange my British pounds for another currency before making a transfer?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: ... | Original: i have been trying to add money with apple pay but it wont work, why? | Augmented: I'm having trouble adding funds using Apple Pay, can you help me figure out why it's not working?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: My credit card transaction was declined for a loan payment.  Can you tell me why? | Augmented: My loan payment using my credit card was unsuccessful. Can you explain why the transaction was declined?
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: Can I use as many top-ups as I want? | Augmented: Can I make unlimited top-ups to my account limits?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: ... | Original: Why is there an unknown card payment? | Augmented: We're unable to identify a recognized card payment.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can this app take my salary? | Augmented: Can I use this app to deposit my paycheck?
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: Can I get information on the identity checks? | Augmented: May I request information about the verification process for your identity?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: I want to have multiple currencies in my account if possible. | Augmented: I'd like to know if it's feasible to have multiple fiat currencies supported in my account.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: My account transfer was blocked. | Augmented: The transfer to my account was halted due to the beneficiary not being allowed.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I have a transaction and would like to know if I it's cancelable? | Augmented: I'd like to inquire about the possibility of canceling a specific transaction.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: My card couldn't pay in a shop. | Augmented: My payment was declined at a store.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: what is this charge i didnt do it what can i do | Augmented: We're showing a direct debit payment that we haven't recognized as yours. Can you help us figure out what's going on?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Is the top-up amount unlimited? | Augmented: Can the top-up limit be increased without any restrictions?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. | Augmented: How long does it typically take for international transfers to be processed? I made an online purchase a few days ago and initiated the transfer promptly, but the vendor is telling me that the funds are still pending.
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: It seems like I have been waiting forever for this international transfer. Why is it taking so long? C'mon, it's 2018, things happen at a click of a button. All of the account information is correct, so how long will this take? | Augmented: This international transfer has been pending for an eternity. Can you please explain the delay? I'm expecting a seamless process, especially considering the current technology. The account details are accurate, so I'm curious about the expected timeframe.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Someone else charged my card! | Augmented: A payment made from my account was not recognized.
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I need to order a new card. | Augmented: I'd like to request a new physical card.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: The augmented text preserves the same banking intent of a transfer not received by the recipient. It does not introduce any contradictions or unsupported information. | Original: I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made? | Augmented: I'm attempting to make a payment to my new landlord, but it seems the transfer hasn't been received by them despite being sent a few days ago. Can you confirm that the payment has been processed successfully?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: how do I speed up identity verification? | Augmented: What's the best way to expedite the identity verification process?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: There is a payment in the app that I did not approve | Augmented: A payment has been recorded in the app that I did not authorize.
