GEN | [card_linking] | Orig: Can you show me where to link the new card? -> Aug: Could you please guide me on how to link the new card to my account?
GEN | [atm_support] | Orig: Which ATMs take the card? -> Aug: Which machines accept my card?
GEN | [verify_source_of_funds] | Orig: How do I find out where my funds came from? -> Aug: Can you please confirm the origin of the funds in your account?
GEN | [top_up_limits] | Orig: How much am I allowed to top-up? -> Aug: What is the maximum amount I can top up my account?
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I've checked my account activity, but I'm puzzled by a payment that doesn't seem to match any transactions I've made. Can you help me investigate and reverse this unauthorized payment?
GEN | [extra_charge_on_statement] | Orig: I  see an extra 1£ charge on my app. Why did It charge me extra? -> Aug: I noticed an additional £1 charge on my statement. Can you explain why I was billed extra?
GEN | [get_physical_card] | Orig: i have yet to get my pin -> Aug: Can you please provide me with my physical card?
GEN | [terminate_account] | Orig: I want to close my account. The service you provide is unsatisfactory to me. -> Aug: I'm requesting to cancel my account due to the subpar service I've experienced.
GEN | [terminate_account] | Orig: I am not happy with your service and request that my account be terminated! -> Aug: I'm extremely dissatisfied with your service and would like to cancel my account.
GEN | [pin_blocked] | Orig: Is there a number to call to get my pin unblocked? -> Aug: Can I reach out to a representative to resolve the issue with my PIN being blocked?
GEN | [card_linking] | Orig: I received my new card.  Where is it in the app? -> Aug: I got my new card, but I'm having trouble finding it in the app. Can you help me locate it?
GEN | [wrong_amount_of_cash_received] | Orig: The ATM didn't give me enough money! I asked for more than it gave. What do I do? -> Aug: The ATM dispensed less cash than I requested. I was expecting a larger amount, but it only gave me a smaller one. What should I do now?
GEN | [country_support] | Orig: Do you work in Greece? -> Aug: Are you based in Greece?
GEN | [transfer_into_account] | Orig: I want to top up by transfering accounts, What do I do? -> Aug: I'd like to make a transfer from one account to another, how can I proceed?
GEN | [request_refund] | Orig: I'd like to get a refund for something I bought, is that possible? -> Aug: I'm looking to initiate a refund process for a recent purchase, can you assist me with that?
GEN | [card_payment_not_recognised] | Orig: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? -> Aug: I recently noticed some unfamiliar transactions on my card from the past few days and I'm concerned about the security of my account. Can I temporarily suspend my card to prevent any further unauthorized activity? If so, will I be able to recover the disputed amount?
GEN | [card_swallowed] | Orig: What do I do if the ATM swallowed my card? -> Aug: If my card has been taken by the ATM, what should I do next?
GEN | [transfer_into_account] | Orig: How can I top up my account by bank transfer? -> Aug: How can I deposit funds into my account using a bank transfer?
GEN | [declined_cash_withdrawal] | Orig: Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card. -> Aug: This morning, I attempted to withdraw cash from my card, but the transaction was declined. Despite being functional previously, it seems there's an issue with my card. Could you kindly investigate the matter?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please? -> Aug: I made a cash deposit a few days ago, but my account balance hasn't been updated yet. Can you please let me know the status of my deposit?
GEN | [declined_cash_withdrawal] | Orig: I am unable to get cash from the ATM -> Aug: I'm having trouble withdrawing cash from the ATM.
GEN | [beneficiary_not_allowed] | Orig: why wasn't a transfer to account approved -> Aug: The transfer to the designated account was declined due to the beneficiary not being authorized.
GEN | [card_payment_wrong_exchange_rate] | Orig: My payment has an incorrect exchange rate. -> Aug: The exchange rate used for my payment is not accurate.
GEN | [transfer_timing] | Orig: What is the estimated wait time on a US transfer into my account? -> Aug: How long does it typically take to process a US transfer into my account?
GEN | [direct_debit_payment_not_recognised] | Orig: How do I dispute a direct debit on my account? -> Aug: I'm trying to resolve an issue with a direct debit payment that wasn't recognized on my account. Can you help me investigate this discrepancy?
GEN | [extra_charge_on_statement] | Orig: Why does my statement show a $1 charge on my account? -> Aug: Why is there an additional fee listed on my statement?
GEN | [unable_to_verify_identity] | Orig: The app won't identify me. -> Aug: We're having trouble verifying your identity through our app.
GEN | [wrong_amount_of_cash_received] | Orig: I got $20 when I should've gotten $100 -> Aug: I received a smaller amount of cash, specifically $20, when I was expecting $100.
GEN | [request_refund] | Orig: I want to talk about an order that I placed a long time ago and have yet to receive. I demand a refund due to lack of delivery of the product!  I refuse to pay for something I never got. -> Aug: I'm seeking a refund for an order that was placed a while back and still hasn't arrived. Since the product was never delivered, I'm requesting a refund as I didn't receive the item and shouldn't be charged for it.
GEN | [pin_blocked] | Orig: How do I unlock my account after typing in the wrong PIN too many times? -> Aug: What can I do to reactivate my account after entering an incorrect PIN multiple times?
GEN | [top_up_by_cash_or_cheque] | Orig: Is there an option to top up with a cheque? -> Aug: Can I make a payment using a cheque to top up my account?
GEN | [get_disposable_virtual_card] | Orig: Do you have the option for a disposable virtual card? -> Aug: Can I get a temporary virtual card for my transactions?
GEN | [cash_withdrawal_not_recognised] | Orig: Why would the app show a withdrawal that I did not make? -> Aug: We're showing a withdrawal transaction that doesn't match any of your recent transactions. Can you help us understand why this is happening?
GEN | [declined_cash_withdrawal] | Orig: Why can't I withdraw cash? -> Aug: Why was my cash withdrawal request denied?
GEN | [unable_to_verify_identity] | Orig: I am having some difficulty verifying my id. -> Aug: We're having trouble confirming your identity.
GEN | [disposable_card_limits] | Orig: What are my limits on disposable cards? -> Aug: What are the spending restrictions on my disposable cards?
GEN | [fiat_currency_support] | Orig: Can I exchange my money for EUR? -> Aug: Can I convert my funds to euros?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: Can you show me where to link the new card? | Augmented: Could you please guide me on how to link the new card to my account?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Which ATMs take the card? | Augmented: Which machines accept my card?
VAL | [verify_source_of_funds] | ACCEPT | Reason: ... | Original: How do I find out where my funds came from? | Augmented: Can you please confirm the origin of the funds in your account?
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: How much am I allowed to top-up? | Augmented: What is the maximum amount I can top up my account?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. | Augmented: I've checked my account activity, but I'm puzzled by a payment that doesn't seem to match any transactions I've made. Can you help me investigate and reverse this unauthorized payment?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: I  see an extra 1£ charge on my app. Why did It charge me extra? | Augmented: I noticed an additional £1 charge on my statement. Can you explain why I was billed extra?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: i have yet to get my pin | Augmented: Can you please provide me with my physical card?
VAL | [terminate_account] | ACCEPT | Reason: The augmented text preserves the same banking intent of terminating an account and provides a clear reason for doing so, which is dissatisfaction with the service. This is consistent with the original text. | Original: I want to close my account. The service you provide is unsatisfactory to me. | Augmented: I'm requesting to cancel my account due to the subpar service I've experienced.
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: I am not happy with your service and request that my account be terminated! | Augmented: I'm extremely dissatisfied with your service and would like to cancel my account.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: Is there a number to call to get my pin unblocked? | Augmented: Can I reach out to a representative to resolve the issue with my PIN being blocked?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: I received my new card.  Where is it in the app? | Augmented: I got my new card, but I'm having trouble finding it in the app. Can you help me locate it?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: The ATM didn't give me enough money! I asked for more than it gave. What do I do? | Augmented: The ATM dispensed less cash than I requested. I was expecting a larger amount, but it only gave me a smaller one. What should I do now?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Do you work in Greece? | Augmented: Are you based in Greece?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: I want to top up by transfering accounts, What do I do? | Augmented: I'd like to make a transfer from one account to another, how can I proceed?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I'd like to get a refund for something I bought, is that possible? | Augmented: I'm looking to initiate a refund process for a recent purchase, can you assist me with that?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I just saw some charges on my card from the past days that I dont recognize, I need to freeze the card asap! Will I be able to get my money back? | Augmented: I recently noticed some unfamiliar transactions on my card from the past few days and I'm concerned about the security of my account. Can I temporarily suspend my card to prevent any further unauthorized activity? If so, will I be able to recover the disputed amount?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: What do I do if the ATM swallowed my card? | Augmented: If my card has been taken by the ATM, what should I do next?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: How can I top up my account by bank transfer? | Augmented: How can I deposit funds into my account using a bank transfer?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card. | Augmented: This morning, I attempted to withdraw cash from my card, but the transaction was declined. Despite being functional previously, it seems there's an issue with my card. Could you kindly investigate the matter?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please? | Augmented: I made a cash deposit a few days ago, but my account balance hasn't been updated yet. Can you please let me know the status of my deposit?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I am unable to get cash from the ATM | Augmented: I'm having trouble withdrawing cash from the ATM.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: why wasn't a transfer to account approved | Augmented: The transfer to the designated account was declined due to the beneficiary not being authorized.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: My payment has an incorrect exchange rate. | Augmented: The exchange rate used for my payment is not accurate.
VAL | [transfer_timing] | ACCEPT | Reason: N/A | Original: What is the estimated wait time on a US transfer into my account? | Augmented: How long does it typically take to process a US transfer into my account?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: The augmented text maintains the focus on a direct debit payment that was not recognized, which is consistent with the original intent. It also asks for assistance in resolving the issue, which is a common action taken when such a problem arises. | Original: How do I dispute a direct debit on my account? | Augmented: I'm trying to resolve an issue with a direct debit payment that wasn't recognized on my account. Can you help me investigate this discrepancy?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Why does my statement show a $1 charge on my account? | Augmented: Why is there an additional fee listed on my statement?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: ... | Original: The app won't identify me. | Augmented: We're having trouble verifying your identity through our app.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I got $20 when I should've gotten $100 | Augmented: I received a smaller amount of cash, specifically $20, when I was expecting $100.
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I want to talk about an order that I placed a long time ago and have yet to receive. I demand a refund due to lack of delivery of the product!  I refuse to pay for something I never got. | Augmented: I'm seeking a refund for an order that was placed a while back and still hasn't arrived. Since the product was never delivered, I'm requesting a refund as I didn't receive the item and shouldn't be charged for it.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How do I unlock my account after typing in the wrong PIN too many times? | Augmented: What can I do to reactivate my account after entering an incorrect PIN multiple times?
