GEN | [activate_my_card] | Orig: I would like to have assistance with activating my card. -> Aug: I need help with activating my credit card.
GEN | [transfer_fee_charged] | Orig: Extra charge during transfer -> Aug: A supplementary fee was applied during the transfer process
GEN | [cash_withdrawal_charge] | Orig: I withdrew money and got a fee, please explain -> Aug: I made a cash withdrawal and was charged a fee, could you clarify the reason?
GEN | [get_physical_card] | Orig: Where can I get my card PIN? -> Aug: How can I obtain my physical card's PIN code?
GEN | [transfer_not_received_by_recipient] | Orig: How long does it take for money to transfer?  I sent some to a friend and it hasn't gone through yet. -> Aug: I'm concerned about a transfer I initiated to a recipient, but it hasn't been received yet. Can you tell me how long it typically takes for a transfer to be processed?
GEN | [pending_card_payment] | Orig: Card payment is showing as pending -> Aug: Your card payment is currently in a pending state.
GEN | [pending_top_up] | Orig: Can you explain to me why a top-up would still be pending? -> Aug: Could you please help me understand why the top-up transaction is still in a pending state?
GEN | [cash_withdrawal_charge] | Orig: Why did you charge me for taking out cash? -> Aug: Why was I charged a fee for withdrawing cash?
GEN | [balance_not_updated_after_bank_transfer] | Orig: The transfer on my account is not showing up. -> Aug: The recent bank transfer is not reflected in my account balance.
GEN | [wrong_amount_of_cash_received] | Orig: I did not get enough cash -> Aug: I received less cash than expected
GEN | [atm_support] | Orig: Can I withdraw from any ATM? -> Aug: Can I make a withdrawal at any ATM location?
GEN | [direct_debit_payment_not_recognised] | Orig: I am seeing in the App a diret debit that its not mine -> Aug: I'm noticing a direct debit payment in the app that doesn't belong to me.
GEN | [cash_withdrawal_charge] | Orig: I used my card the other day to get cash from an ATM and was charged an extra fee. I don't understand why I am being charged a fee all of a sudden. I thought it was free to withdraw from an ATM? -> Aug: I recently made a cash withdrawal at an ATM using my card, but I was surprised to see an unexpected charge on my statement. I'm not sure why I'm being charged a fee for using an ATM, as I thought it was supposed to be a free service.
GEN | [lost_or_stolen_phone] | Orig: I lost my phone! Will my card still work? -> Aug: I misplaced my mobile device and I'm worried about my card's accessibility.
GEN | [direct_debit_payment_not_recognised] | Orig: I haven't used my card all day but there is a payment showing in the app. Please cancel it! -> Aug: I'm showing a payment in the app, but I haven't made any transactions today. Can you help me stop it?
GEN | [request_refund] | Orig: I would like to get an item refunded -> Aug: I'd like to initiate a refund for the item
GEN | [change_pin] | Orig: Is there a location where I can change my PIN? -> Aug: Can you tell me where I can modify my PIN?
GEN | [card_delivery_estimate] | Orig: Can I specify a day for my card to be delivered? -> Aug: May I request a specific date for the delivery of my card?
GEN | [card_payment_not_recognised] | Orig: There is  a charge I don't recognize. -> Aug: I'm showing an unknown charge on my account.
GEN | [passcode_forgotten] | Orig: I forgot my code -> Aug: I've misplaced my passcode
GEN | [card_payment_not_recognised] | Orig: My app is displaying a payment I didn't make -> Aug: The payment shown in my app is not a transaction I authorized.
GEN | [cash_withdrawal_not_recognised] | Orig: I want my card frozen right away. Money was taken out in an odd location I have never heard of. -> Aug: I need my account secured immediately. There was an unauthorized cash withdrawal made at a location I'm not familiar with.
GEN | [pin_blocked] | Orig: I can't figure out how to unblock my pin number. Can you help me? -> Aug: I'm having trouble removing the block on my PIN. Can you assist me with that?
GEN | [exchange_rate] | Orig: What is the basis of your exchange rates? -> Aug: How do you determine your exchange rates?
GEN | [request_refund] | Orig: Canceling my order is what I need to do right now. -> Aug: I'd like to terminate my recent purchase and initiate a refund process.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a check deposit but the cash hasn't arrived in my account yet. -> Aug: I deposited a cheque, but my account balance hasn't been updated to reflect the deposit since the cash hasn't cleared yet.
GEN | [edit_personal_details] | Orig: I would like to edit my personal information . -> Aug: I'd like to update my personal details.
GEN | [beneficiary_not_allowed] | Orig: Are there restrictions to transfers to certain accounts? -> Aug: Can I transfer funds to specific accounts, or are there limitations in place?
GEN | [direct_debit_payment_not_recognised] | Orig: A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me. -> Aug: A recent transaction on my account appears to be unauthorised, as I'm certain I didn't initiate it. I'd appreciate it if you could investigate this matter further.
GEN | [verify_top_up] | Orig: How can I verify my top up? -> Aug: How do I confirm my top-up transaction?
GEN | [reverted_card_payment?] | Orig: Why would my card payment be cancelled? -> Aug: Why was my card payment reversed?
GEN | [exchange_via_app] | Orig: I would like to exchange currency  What types are there? -> Aug: I'd like to make an exchange through the app. Can you tell me what currencies are available for exchange?
GEN | [disposable_card_limits] | Orig: Is there a limit to the number of disposable cards I can have? -> Aug: How many disposable cards can I have in total?
GEN | [terminate_account] | Orig: How do I close my account, since I'm dissatisfied? -> Aug: How can I terminate my account, as I'm no longer satisfied with the service?
GEN | [cash_withdrawal_not_recognised] | Orig: I see money go out that I didn't withdraw. -> Aug: I'm seeing a cash withdrawal that I didn't initiate.
GEN | [atm_support] | Orig: Am I limited to what ATM I can use my card? -> Aug: Can I use my card at any ATM or are there specific machines I'm restricted to?
GEN | [topping_up_by_card] | Orig: I tried to top off using the card, but the money just disappeared? -> Aug: I attempted to add funds using my card, but the transaction seems to have failed and the amount was not credited.
GEN | [country_support] | Orig: I live in the US and I would like to get a card. How do I go about getting one? -> Aug: I reside in the United States and I'm interested in obtaining a card. Can you please guide me on the process of acquiring one?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: I would like to have assistance with activating my card. | Augmented: I need help with activating my credit card.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Extra charge during transfer | Augmented: A supplementary fee was applied during the transfer process
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: The augmented text maintains the core issue of a fee being applied after a cash withdrawal, which is consistent with the original intent. | Original: I withdrew money and got a fee, please explain | Augmented: I made a cash withdrawal and was charged a fee, could you clarify the reason?
VAL | [get_physical_card] | UNKNOWN | Reason: N/A | Original: Where can I get my card PIN? | Augmented: How can I obtain my physical card's PIN code?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: How long does it take for money to transfer?  I sent some to a friend and it hasn't gone through yet. | Augmented: I'm concerned about a transfer I initiated to a recipient, but it hasn't been received yet. Can you tell me how long it typically takes for a transfer to be processed?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: Card payment is showing as pending | Augmented: Your card payment is currently in a pending state.
VAL | [pending_top_up] | ACCEPT | Reason: Both texts are asking for an explanation of why a top-up transaction is still in a pending state, preserving the same intent. | Original: Can you explain to me why a top-up would still be pending? | Augmented: Could you please help me understand why the top-up transaction is still in a pending state?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Why did you charge me for taking out cash? | Augmented: Why was I charged a fee for withdrawing cash?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: The transfer on my account is not showing up. | Augmented: The recent bank transfer is not reflected in my account balance.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: I did not get enough cash | Augmented: I received less cash than expected
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Can I withdraw from any ATM? | Augmented: Can I make a withdrawal at any ATM location?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I am seeing in the App a diret debit that its not mine | Augmented: I'm noticing a direct debit payment in the app that doesn't belong to me.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I used my card the other day to get cash from an ATM and was charged an extra fee. I don't understand why I am being charged a fee all of a sudden. I thought it was free to withdraw from an ATM? | Augmented: I recently made a cash withdrawal at an ATM using my card, but I was surprised to see an unexpected charge on my statement. I'm not sure why I'm being charged a fee for using an ATM, as I thought it was supposed to be a free service.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I lost my phone! Will my card still work? | Augmented: I misplaced my mobile device and I'm worried about my card's accessibility.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: The augmented text preserves the same banking intent as the original text, indicating an unrecognized direct debit payment and seeking assistance to stop it. | Original: I haven't used my card all day but there is a payment showing in the app. Please cancel it! | Augmented: I'm showing a payment in the app, but I haven't made any transactions today. Can you help me stop it?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I would like to get an item refunded | Augmented: I'd like to initiate a refund for the item
VAL | [change_pin] | ACCEPT | Reason: ... | Original: Is there a location where I can change my PIN? | Augmented: Can you tell me where I can modify my PIN?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: Can I specify a day for my card to be delivered? | Augmented: May I request a specific date for the delivery of my card?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: There is  a charge I don't recognize. | Augmented: I'm showing an unknown charge on my account.
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I forgot my code | Augmented: I've misplaced my passcode
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: My app is displaying a payment I didn't make | Augmented: The payment shown in my app is not a transaction I authorized.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I want my card frozen right away. Money was taken out in an odd location I have never heard of. | Augmented: I need my account secured immediately. There was an unauthorized cash withdrawal made at a location I'm not familiar with.
VAL | [pin_blocked] | ACCEPT | Reason: ... | Original: I can't figure out how to unblock my pin number. Can you help me? | Augmented: I'm having trouble removing the block on my PIN. Can you assist me with that?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: What is the basis of your exchange rates? | Augmented: How do you determine your exchange rates?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: Canceling my order is what I need to do right now. | Augmented: I'd like to terminate my recent purchase and initiate a refund process.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I made a check deposit but the cash hasn't arrived in my account yet. | Augmented: I deposited a cheque, but my account balance hasn't been updated to reflect the deposit since the cash hasn't cleared yet.
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I would like to edit my personal information . | Augmented: I'd like to update my personal details.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Are there restrictions to transfers to certain accounts? | Augmented: Can I transfer funds to specific accounts, or are there limitations in place?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me. | Augmented: A recent transaction on my account appears to be unauthorised, as I'm certain I didn't initiate it. I'd appreciate it if you could investigate this matter further.
VAL | [verify_top_up] | ACCEPT | Reason: Both texts are asking about the confirmation or verification of a top-up transaction, which falls under the 'verify_top_up' intent. | Original: How can I verify my top up? | Augmented: How do I confirm my top-up transaction?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Why would my card payment be cancelled? | Augmented: Why was my card payment reversed?
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: I would like to exchange currency  What types are there? | Augmented: I'd like to make an exchange through the app. Can you tell me what currencies are available for exchange?
VAL | [disposable_card_limits] | ACCEPT | Reason: ... | Original: Is there a limit to the number of disposable cards I can have? | Augmented: How many disposable cards can I have in total?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: How do I close my account, since I'm dissatisfied? | Augmented: How can I terminate my account, as I'm no longer satisfied with the service?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I see money go out that I didn't withdraw. | Augmented: I'm seeing a cash withdrawal that I didn't initiate.
