GEN | [card_swallowed] | Orig: how to get new card after atm eats it -> Aug: what to do if my card got swallowed by the ATM and I need a replacement
GEN | [card_linking] | Orig: I don't see my card anywhere in the app. -> Aug: I'm unable to locate my card within the app.
GEN | [card_swallowed] | Orig: My card was eaten by the cash machine what do I do? -> Aug: My card seems to have been swallowed by the ATM, what should I do now?
GEN | [supported_cards_and_currencies] | Orig: Will you accept my credit card? -> Aug: Do you support credit card payments?
GEN | [card_arrival] | Orig: How long should it take for my new card to arrive in them mail? What should I do if I never receive it? -> Aug: When can I expect my new card to arrive by mail? What should I do if it doesn't show up?
GEN | [card_payment_fee_charged] | Orig: Why am I being a charged for using my card? -> Aug: I'm not sure why I'm being charged a fee for making a payment with my card.
GEN | [verify_source_of_funds] | Orig: Can you tell me where my readily available cash has come from? -> Aug: Can you confirm the origin of the funds that are readily available in my account?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate -> Aug: Why did you apply an incorrect exchange rate for my international transaction? I was expecting a more competitive rate for the foreign currency.
GEN | [wrong_amount_of_cash_received] | Orig: Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do?? -> Aug: I'm at the ATM and it's only dispensing 10 pounds, but I requested to withdraw 30. The app shows I have 30 pounds available, what should I do now?
GEN | [get_disposable_virtual_card] | Orig: Is there a way to use this app with a disposable virtual card? -> Aug: Can I use this app with a temporary virtual credit card?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Whats wrong with my currency exchange? -> Aug: The exchange rate for my cash withdrawal seems to be incorrect.
GEN | [transaction_charged_twice] | Orig: My account seems a bit off and getting weird charges. -> Aug: My account appears to be experiencing some unusual activity, with duplicate charges showing up.
GEN | [verify_source_of_funds] | Orig: where can I get the info for my funds -> Aug: Can you please provide me with the source of my funds?
GEN | [order_physical_card] | Orig: What's the procedure for getting a card? -> Aug: How do I obtain a physical bank card?
GEN | [top_up_by_card_charge] | Orig: Are their fee's for top ups? -> Aug: Are there any charges associated with making a top-up payment using my card?
GEN | [verify_source_of_funds] | Orig: Can I see where my money is being transferred from? -> Aug: Can you confirm the origin of the funds being transferred to my account?
GEN | [getting_spare_card] | Orig: daughter needs card, how do i add her -> Aug: I'd like to obtain a spare card for my daughter.
GEN | [declined_cash_withdrawal] | Orig: Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM. -> Aug: I'm having trouble using my card at ATMs. I've tried to withdraw cash from two different machines, but it's been declined each time.
GEN | [wrong_amount_of_cash_received] | Orig: Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through. -> Aug: I'm having an issue with a recent ATM withdrawal. I took out some cash, but the amount I received was incorrect. The app shows the amount I was charged, but it's not what I actually got.
GEN | [passcode_forgotten] | Orig: My passcode is not being accepted -> Aug: I'm having trouble entering my passcode, it's not recognizing it.
GEN | [lost_or_stolen_card] | Orig: I need to order a new card as my other one was stolen. -> Aug: I require a replacement card as my previous one has been stolen.
GEN | [wrong_amount_of_cash_received] | Orig: Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that?? -> Aug: I was expecting a full withdrawal, but I only received a portion of the cash I requested. Can you explain why I didn't get the entire amount?
GEN | [card_swallowed] | Orig: I can't get my card out of the ATM -> Aug: I'm having trouble retrieving my card from the ATM.
GEN | [cash_withdrawal_not_recognised] | Orig: I believe my card has been compromised as there are funds showing that I did not receive. -> Aug: I'm concerned that my card has been compromised because I'm seeing transactions that I didn't authorize.
GEN | [card_acceptance] | Orig: Do all businesses take this card? -> Aug: Can all merchants accept this card?
GEN | [get_physical_card] | Orig: I haven't been sent my new pin! -> Aug: I need to receive my physical card.
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: Can I continue to use my credit card after its expiration date?
GEN | [virtual_card_not_working] | Orig: My disposable virtual card got rejected -> Aug: My temporary virtual card was declined
GEN | [automatic_top_up] | Orig: Can I auto top if I'm low on funds? -> Aug: Can I set up automatic top-ups if my account balance is running low?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: the balance has not changed, but I have deposited some money -> Aug: The balance remains the same, despite the recent deposit.
GEN | [card_linking] | Orig: I recently reported my card as missing/lost, and I just found it. Can I still use it? -> Aug: I recently reported my card as missing, but I've since located it. Can I still use it?
GEN | [reverted_card_payment?] | Orig: I cancelled my card payment -> Aug: Did you reverse the payment on your card?
GEN | [exchange_rate] | Orig: What value can I get for my currency? -> Aug: What's the current exchange rate for my money?
GEN | [wrong_amount_of_cash_received] | Orig: Yikes!  I didn't get the amount of money that I requested.  What do I do now? -> Aug: I'm shortchanged! I received less cash than I was supposed to get. How do I resolve this issue?
GEN | [card_swallowed] | Orig: Why did the ATM take my card and keep it? -> Aug: The ATM swallowed my card, and I want to know why it's holding onto it.
GEN | [pending_card_payment] | Orig: Why is their a charge pending on my card still? -> Aug: Why is there a pending payment on my credit card still?
GEN | [card_payment_wrong_exchange_rate] | Orig: I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate? -> Aug: I'm reviewing my recent transaction history and noticed an unexpected fee. Could you check if the exchange rate was accurate for the purchase I made last weekend?
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: how to get new card after atm eats it | Augmented: what to do if my card got swallowed by the ATM and I need a replacement
VAL | [card_linking] | ACCEPT | Reason: ... | Original: I don't see my card anywhere in the app. | Augmented: I'm unable to locate my card within the app.
VAL | [card_swallowed] | ACCEPT | Reason: The augmented text maintains the same intent of a card being swallowed by a machine and needing guidance on what to do next. | Original: My card was eaten by the cash machine what do I do? | Augmented: My card seems to have been swallowed by the ATM, what should I do now?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Will you accept my credit card? | Augmented: Do you support credit card payments?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: How long should it take for my new card to arrive in them mail? What should I do if I never receive it? | Augmented: When can I expect my new card to arrive by mail? What should I do if it doesn't show up?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Why am I being a charged for using my card? | Augmented: I'm not sure why I'm being charged a fee for making a payment with my card.
VAL | [verify_source_of_funds] | ACCEPT | Reason: ... | Original: Can you tell me where my readily available cash has come from? | Augmented: Can you confirm the origin of the funds that are readily available in my account?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate | Augmented: Why did you apply an incorrect exchange rate for my international transaction? I was expecting a more competitive rate for the foreign currency.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do?? | Augmented: I'm at the ATM and it's only dispensing 10 pounds, but I requested to withdraw 30. The app shows I have 30 pounds available, what should I do now?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: Both texts are asking about using an app with a temporary or disposable virtual card, preserving the same intent. | Original: Is there a way to use this app with a disposable virtual card? | Augmented: Can I use this app with a temporary virtual credit card?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Whats wrong with my currency exchange? | Augmented: The exchange rate for my cash withdrawal seems to be incorrect.
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: My account seems a bit off and getting weird charges. | Augmented: My account appears to be experiencing some unusual activity, with duplicate charges showing up.
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: where can I get the info for my funds | Augmented: Can you please provide me with the source of my funds?
VAL | [order_physical_card] | ACCEPT | Reason: Both texts are asking about the process of obtaining a physical bank card, thus preserving the same intent. | Original: What's the procedure for getting a card? | Augmented: How do I obtain a physical bank card?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Are their fee's for top ups? | Augmented: Are there any charges associated with making a top-up payment using my card?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Can I see where my money is being transferred from? | Augmented: Can you confirm the origin of the funds being transferred to my account?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: daughter needs card, how do i add her | Augmented: I'd like to obtain a spare card for my daughter.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM. | Augmented: I'm having trouble using my card at ATMs. I've tried to withdraw cash from two different machines, but it's been declined each time.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through. | Augmented: I'm having an issue with a recent ATM withdrawal. I took out some cash, but the amount I received was incorrect. The app shows the amount I was charged, but it's not what I actually got.
VAL | [passcode_forgotten] | ACCEPT | Reason: ... | Original: My passcode is not being accepted | Augmented: I'm having trouble entering my passcode, it's not recognizing it.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: I need to order a new card as my other one was stolen. | Augmented: I require a replacement card as my previous one has been stolen.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Why did I not get all the money that I asked for? I asked for all the cash in my my account, but I only got about half. Why is that?? | Augmented: I was expecting a full withdrawal, but I only received a portion of the cash I requested. Can you explain why I didn't get the entire amount?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: I can't get my card out of the ATM | Augmented: I'm having trouble retrieving my card from the ATM.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I believe my card has been compromised as there are funds showing that I did not receive. | Augmented: I'm concerned that my card has been compromised because I'm seeing transactions that I didn't authorize.
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Do all businesses take this card? | Augmented: Can all merchants accept this card?
VAL | [get_physical_card] | UNKNOWN | Reason: N/A | Original: I haven't been sent my new pin! | Augmented: I need to receive my physical card.
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: Can I keep using my card after it expires? | Augmented: Can I continue to use my credit card after its expiration date?
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: My disposable virtual card got rejected | Augmented: My temporary virtual card was declined
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I auto top if I'm low on funds? | Augmented: Can I set up automatic top-ups if my account balance is running low?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: the balance has not changed, but I have deposited some money | Augmented: The balance remains the same, despite the recent deposit.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I recently reported my card as missing/lost, and I just found it. Can I still use it? | Augmented: I recently reported my card as missing, but I've since located it. Can I still use it?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I cancelled my card payment | Augmented: Did you reverse the payment on your card?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: What value can I get for my currency? | Augmented: What's the current exchange rate for my money?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Yikes!  I didn't get the amount of money that I requested.  What do I do now? | Augmented: I'm shortchanged! I received less cash than I was supposed to get. How do I resolve this issue?
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: Why did the ATM take my card and keep it? | Augmented: The ATM swallowed my card, and I want to know why it's holding onto it.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why is their a charge pending on my card still? | Augmented: Why is there a pending payment on my credit card still?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate? | Augmented: I'm reviewing my recent transaction history and noticed an unexpected fee. Could you check if the exchange rate was accurate for the purchase I made last weekend?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? | Augmented: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
VAL_SUMMARY | ACCEPT: 37 | REVIEW: 0 | REJECT: 0 | UNKNOWN: 1 | Accept Rate: 0.9737
