GEN | [country_support] | Orig: i live in portugal. do you operate here? -> Aug: I am a resident of Portugal. Do you have a presence in this country?
GEN | [card_payment_not_recognised] | Orig: I didn't make a payment at this business. -> Aug: We didn't process a payment at this merchant.
GEN | [beneficiary_not_allowed] | Orig: What are then rules on beneficiaries? -> Aug: What are the restrictions on beneficiary designations?
GEN | [verify_source_of_funds] | Orig: My funds must be verified -> Aug: We need to confirm the origin of your funds
GEN | [compromised_card] | Orig: What do I do if I believe to be a victim of credit card fraud? -> Aug: If I suspect that my credit card has been compromised, what steps should I take to address the situation?
GEN | [declined_cash_withdrawal] | Orig: Is my card actually working? It's the first time I tried using it -> Aug: Is my card functioning properly? I'm trying to make a cash withdrawal for the first time
GEN | [top_up_by_cash_or_cheque] | Orig: Can I purchase with cash or cheque? -> Aug: May I pay using cash or by cheque?
GEN | [card_payment_not_recognised] | Orig: This card payment isn't is recognition. -> Aug: This payment made with the card is not being recognized.
GEN | [verify_source_of_funds] | Orig: Can I see my available money? -> Aug: Can you confirm the source of the funds in my account before I check my available balance?
GEN | [country_support] | Orig: Is there anywhere  In the  Eu  this card can not be delivered in -> Aug: Can this card be delivered to any location within the European Union, or are there specific areas where it cannot be delivered?
GEN | [pending_top_up] | Orig: how long should i expect to wait when i add money -> Aug: how long will it take for my top-up to be processed?
GEN | [virtual_card_not_working] | Orig: I can't do any business with this virtual card. -> Aug: I'm unable to complete any transactions with this virtual card.
GEN | [card_not_working] | Orig: For a week now, I have tried to use my card and it is still not working. -> Aug: I've been trying to use my card for a week, but it's still not functioning properly.
GEN | [top_up_by_bank_transfer_charge] | Orig: Can I Transfer from SWIFT? -> Aug: Can I make a bank transfer to top up my account?
GEN | [Refund_not_showing_up] | Orig: how does my statement get updated so i know when a refund will reflect on my balance -> Aug: How do I get notified when a refund will be reflected on my account balance, and how will it be updated on my statement?
GEN | [edit_personal_details] | Orig: I have a new email. -> Aug: I've received a new email address.
GEN | [pending_cash_withdrawal] | Orig: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. -> Aug: I've noticed a pending cash withdrawal on my account that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't go through due to a technical issue. I'd appreciate it if you could investigate this matter and ensure I'm not charged for the attempted withdrawal that didn't actually process.
GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
GEN | [top_up_by_cash_or_cheque] | Orig: Who do I make a check out to if I want to top off my account? -> Aug: What is the payee's name if I wish to replenish my account balance using a check?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you offer SWIFT transfers? -> Aug: Can you facilitate bank transfers for topping up my account?
GEN | [receiving_money] | Orig: Will my GPB update my salary -> Aug: Will my account reflect my latest paycheck?
GEN | [extra_charge_on_statement] | Orig: What is the dollar that I have pending on my statement there? -> Aug: What is the additional charge that I see on my statement?
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my card unable to process any transactions?
GEN | [lost_or_stolen_card] | Orig: What's the phone number to freeze a card? -> Aug: What's the phone number to report a lost or stolen card?
GEN | [terminate_account] | Orig: do i have to talk to someone to close an account or can i in the app -> Aug: Can I close my account through the app or do I need to speak with a representative to terminate it?
GEN | [cancel_transfer] | Orig: I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account? -> Aug: I mistakenly initiated a transfer from an incorrect account, which was supposed to be a significant payment for my rent. The account I used won't have sufficient funds to cover the amount, so it's crucial that the transfer be cancelled and reinitiated from the correct account.
GEN | [automatic_top_up] | Orig: Can I have money transferred into my account at different intervals along my trip? -> Aug: Can I set up recurring transfers to my account during my trip?
GEN | [edit_personal_details] | Orig: I just had a wedding and I want to take my spouses name. -> Aug: I recently got married and I'd like to update my personal details to reflect my new married name.
GEN | [exchange_charge] | Orig: Do I have to pay more for exchanges? -> Aug: Are there additional fees for exchanging funds?
GEN | [disposable_card_limits] | Orig: i tried using a virtual card for a hotel but it didn't work, why not -> Aug: I attempted to utilize a disposable card for a hotel booking, but it was unsuccessful, could you please explain why?
GEN | [card_not_working] | Orig: I have not been able to use this card. -> Aug: This card is currently not functioning properly.
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
GEN | [virtual_card_not_working] | Orig: My disposable virtual card wouldn't process my payment? -> Aug: The virtual payment card I was using wouldn't accept my transaction.
GEN | [exchange_via_app] | Orig: Can I use this app to change money? -> Aug: Can I make a currency exchange using this mobile app?
GEN | [topping_up_by_card] | Orig: My money I had was gone and I could not get gas! -> Aug: I was left with no funds and couldn't afford to fill up my tank.
GEN | [transfer_not_received_by_recipient] | Orig: Money is not in recipients account. -> Aug: The recipient's account does not show the transferred funds.
GEN | [pending_card_payment] | Orig: Why aren't my payment funds available to me? -> Aug: Why haven't my card payment cleared yet?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: i live in portugal. do you operate here? | Augmented: I am a resident of Portugal. Do you have a presence in this country?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't make a payment at this business. | Augmented: We didn't process a payment at this merchant.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: What are then rules on beneficiaries? | Augmented: What are the restrictions on beneficiary designations?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: My funds must be verified | Augmented: We need to confirm the origin of your funds
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: What do I do if I believe to be a victim of credit card fraud? | Augmented: If I suspect that my credit card has been compromised, what steps should I take to address the situation?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Is my card actually working? It's the first time I tried using it | Augmented: Is my card functioning properly? I'm trying to make a cash withdrawal for the first time
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: Both texts are asking about the possibility of paying for something using cash or cheque, preserving the same intent. | Original: Can I purchase with cash or cheque? | Augmented: May I pay using cash or by cheque?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: ... | Original: This card payment isn't is recognition. | Augmented: This payment made with the card is not being recognized.
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Can I see my available money? | Augmented: Can you confirm the source of the funds in my account before I check my available balance?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Is there anywhere  In the  Eu  this card can not be delivered in | Augmented: Can this card be delivered to any location within the European Union, or are there specific areas where it cannot be delivered?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: how long should i expect to wait when i add money | Augmented: how long will it take for my top-up to be processed?
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: I can't do any business with this virtual card. | Augmented: I'm unable to complete any transactions with this virtual card.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: For a week now, I have tried to use my card and it is still not working. | Augmented: I've been trying to use my card for a week, but it's still not functioning properly.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Can I Transfer from SWIFT? | Augmented: Can I make a bank transfer to top up my account?
VAL | [Refund_not_showing_up] | REVIEW | Reason: ... | Original: how does my statement get updated so i know when a refund will reflect on my balance | Augmented: How do I get notified when a refund will be reflected on my account balance, and how will it be updated on my statement?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: I have a new email. | Augmented: I've received a new email address.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. | Augmented: I've noticed a pending cash withdrawal on my account that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't go through due to a technical issue. I'd appreciate it if you could investigate this matter and ensure I'm not charged for the attempted withdrawal that didn't actually process.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? | Augmented: My rent payment is scheduled to be withdrawn tomorrow, but I made an error with the payment yesterday. Could you please correct the transfer to the correct account?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: Who do I make a check out to if I want to top off my account? | Augmented: What is the payee's name if I wish to replenish my account balance using a check?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Do you offer SWIFT transfers? | Augmented: Can you facilitate bank transfers for topping up my account?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Will my GPB update my salary | Augmented: Will my account reflect my latest paycheck?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: What is the dollar that I have pending on my statement there? | Augmented: What is the additional charge that I see on my statement?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Why doesn't my card work for any transactions? | Augmented: Why is my card unable to process any transactions?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: What's the phone number to freeze a card? | Augmented: What's the phone number to report a lost or stolen card?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: do i have to talk to someone to close an account or can i in the app | Augmented: Can I close my account through the app or do I need to speak with a representative to terminate it?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I accidentally made a payment from the wrong account yesterday. It's my rent payment, and it's very large, so the account I paid from won't be able to cover the amount. It's really important that the payment be made from the right account? | Augmented: I mistakenly initiated a transfer from an incorrect account, which was supposed to be a significant payment for my rent. The account I used won't have sufficient funds to cover the amount, so it's crucial that the transfer be cancelled and reinitiated from the correct account.
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I have money transferred into my account at different intervals along my trip? | Augmented: Can I set up recurring transfers to my account during my trip?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: I just had a wedding and I want to take my spouses name. | Augmented: I recently got married and I'd like to update my personal details to reflect my new married name.
VAL | [exchange_charge] | ACCEPT | Reason: N/A | Original: Do I have to pay more for exchanges? | Augmented: Are there additional fees for exchanging funds?
VAL | [disposable_card_limits] | ACCEPT | Reason: ... | Original: i tried using a virtual card for a hotel but it didn't work, why not | Augmented: I attempted to utilize a disposable card for a hotel booking, but it was unsuccessful, could you please explain why?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: I have not been able to use this card. | Augmented: This card is currently not functioning properly.
