GEN | [direct_debit_payment_not_recognised] | Orig: People are using my debit card - help! -> Aug: We've received a payment attempt from your debit card, but it's not being recognized.
GEN | [unable_to_verify_identity] | Orig: The app does not know it is me. -> Aug: The system is unable to confirm your identity.
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet, do yo know why? -> Aug: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
GEN | [unable_to_verify_identity] | Orig: The app is not able to realize that it is me. -> Aug: The system is unable to confirm that the user is the account holder.
GEN | [unable_to_verify_identity] | Orig: How long will it take to verify my account? -> Aug: We're having trouble confirming your identity, and we need a bit more time to complete the verification process.
GEN | [verify_top_up] | Orig: What is the top up code for? -> Aug: What is the verification code for the top-up process?
GEN | [top_up_limits] | Orig: How can I information on my limit for top-ups? -> Aug: What are the details about my limit for making top-ups?
GEN | [topping_up_by_card] | Orig: My top up isn't in my wallet. -> Aug: My card balance isn't showing the recent top-up.
GEN | [beneficiary_not_allowed] | Orig: Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong? -> Aug: I'm having trouble buying cryptocurrency through the app. The transaction won't process. Can you help me figure out what's preventing it from going through?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet!! -> Aug: I'm still waiting to receive my virtual card.
GEN | [exchange_charge] | Orig: Would you be able to offer me a discount, since I need to exchange currencies frequently? -> Aug: Could you provide a discount for me, as I regularly need to exchange currencies?
GEN | [transaction_charged_twice] | Orig: My statement shows different transaction times. -> Aug: My account statement displays conflicting transaction timestamps.
GEN | [transfer_not_received_by_recipient] | Orig: Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. -> Aug: I'm having an issue with a transfer I made, and I'm wondering if you can assist me. I've confirmed that I sent the payment to the correct account, but the recipient claims they haven't received it, despite it showing as complete on my end.
GEN | [visa_or_mastercard] | Orig: Can I get a Visa from you? -> Aug: Can I obtain a Mastercard from you instead?
GEN | [card_linking] | Orig: Will I need a new card or can I put my old card back into the app? -> Aug: Can I reactivate my existing card or do I need to request a new one for use with the app?
GEN | [unable_to_verify_identity] | Orig: app malfunctioning, does not know its me -> Aug: We're experiencing technical difficulties, and our system is unable to recognize your identity.
GEN | [unable_to_verify_identity] | Orig: The app doesn't think it's me. -> Aug: We're having trouble confirming your identity through our system.
GEN | [why_verify_identity] | Orig: what I need to verify my account -> Aug: to confirm my account information
GEN | [request_refund] | Orig: Canceling my order is what I need to do right now. -> Aug: I'd like to terminate my recent purchase and initiate a refund process.
GEN | [reverted_card_payment?] | Orig: I bought something and already paid for it but now I don't see it. -> Aug: I made a purchase and settled the payment, but the item is still missing.
GEN | [verify_my_identity] | Orig: Let me know what the steps for the identity checks are -> Aug: Can you walk me through the process of verifying my identity?
GEN | [reverted_card_payment?] | Orig: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. -> Aug: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
GEN | [visa_or_mastercard] | Orig: I want to get a Visa -> Aug: I'd like to obtain a Mastercard
GEN | [card_arrival] | Orig: I don't have my card in 1 week.  Should I be worried? -> Aug: I haven't received my card within a week. Should I be concerned?
GEN | [lost_or_stolen_phone] | Orig: My things were stolen and I need to know if I can still use this app. -> Aug: My phone was stolen and I'm wondering if I can still access this app.
GEN | [change_pin] | Orig: Can I change my in at all ATM's? -> Aug: Can I modify my PIN at any ATM location?
GEN | [topping_up_by_card] | Orig: I tried topping off my account with a card, but the money is not in my account despite the charge going through -> Aug: I attempted to replenish my account balance using my card, but the funds are still not available despite the transaction being processed successfully
GEN | [pending_transfer] | Orig: When will the transaction post to my account? -> Aug: When will the transfer be processed and reflected in my account balance?
GEN | [card_arrival] | Orig: Where is my credit card that was to be mailed? -> Aug: When can I expect to receive my credit card, which was supposed to be sent to me?
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
GEN | [balance_not_updated_after_bank_transfer] | Orig: I don't see any change in my balance. -> Aug: I'm not seeing any update to my account balance.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can you check the exchange rate on a cash transaction I did overseas -> Aug: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
GEN | [apple_pay_or_google_pay] | Orig: what can I do if I got my American Express in Apple Bay but top up is not working? -> Aug: What can I do if I've added my American Express card to Google Pay but the top-up feature isn't functioning properly?
GEN | [unable_to_verify_identity] | Orig: The app doesn't believe its me. -> Aug: The system is unable to confirm your identity.
GEN | [visa_or_mastercard] | Orig: What type of card will I receive? -> Aug: What kind of payment card will I be issued?
GEN | [transfer_not_received_by_recipient] | Orig: I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed? -> Aug: I'm concerned about a payment I made to my new landlord. Although it's reflected in my account, they're claiming they haven't received it. Can you confirm that the transfer has been successfully processed?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: People are using my debit card - help! | Augmented: We've received a payment attempt from your debit card, but it's not being recognized.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app does not know it is me. | Augmented: The system is unable to confirm your identity.
VAL | [getting_virtual_card] | ACCEPT | Reason: Both texts express the need for information regarding the status of a virtual card. The wording is slightly different but the intent remains the same. | Original: I haven't received my virtual card yet, do yo know why? | Augmented: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app is not able to realize that it is me. | Augmented: The system is unable to confirm that the user is the account holder.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: How long will it take to verify my account? | Augmented: We're having trouble confirming your identity, and we need a bit more time to complete the verification process.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: What is the top up code for? | Augmented: What is the verification code for the top-up process?
VAL | [top_up_limits] | ACCEPT | Reason: Both texts are asking for information about the top-up limit, preserving the intent of getting details about the top-up limits. | Original: How can I information on my limit for top-ups? | Augmented: What are the details about my limit for making top-ups?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: My top up isn't in my wallet. | Augmented: My card balance isn't showing the recent top-up.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Hello - I'm on the app and trying to purchase crypto. It's not going through. What am I doing wrong? | Augmented: I'm having trouble buying cryptocurrency through the app. The transaction won't process. Can you help me figure out what's preventing it from going through?
VAL | [getting_virtual_card] | ACCEPT | Reason: Both sentences convey the same expectation of receiving a virtual card, just expressed with slightly different wording. | Original: I haven't received my virtual card yet!! | Augmented: I'm still waiting to receive my virtual card.
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Would you be able to offer me a discount, since I need to exchange currencies frequently? | Augmented: Could you provide a discount for me, as I regularly need to exchange currencies?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: My statement shows different transaction times. | Augmented: My account statement displays conflicting transaction timestamps.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side. | Augmented: I'm having an issue with a transfer I made, and I'm wondering if you can assist me. I've confirmed that I sent the payment to the correct account, but the recipient claims they haven't received it, despite it showing as complete on my end.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Can I get a Visa from you? | Augmented: Can I obtain a Mastercard from you instead?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Will I need a new card or can I put my old card back into the app? | Augmented: Can I reactivate my existing card or do I need to request a new one for use with the app?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: app malfunctioning, does not know its me | Augmented: We're experiencing technical difficulties, and our system is unable to recognize your identity.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app doesn't think it's me. | Augmented: We're having trouble confirming your identity through our system.
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: what I need to verify my account | Augmented: to confirm my account information
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: Canceling my order is what I need to do right now. | Augmented: I'd like to terminate my recent purchase and initiate a refund process.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I bought something and already paid for it but now I don't see it. | Augmented: I made a purchase and settled the payment, but the item is still missing.
VAL | [verify_my_identity] | ACCEPT | Reason: N/A | Original: Let me know what the steps for the identity checks are | Augmented: Can you walk me through the process of verifying my identity?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later. | Augmented: Can you help me understand why my online transactions are being declined, even though my card payment is initially accepted, only to be reversed later?
VAL | [visa_or_mastercard] | REJECT | Reason: N/A | Original: I want to get a Visa | Augmented: I'd like to obtain a Mastercard
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: I don't have my card in 1 week.  Should I be worried? | Augmented: I haven't received my card within a week. Should I be concerned?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: My things were stolen and I need to know if I can still use this app. | Augmented: My phone was stolen and I'm wondering if I can still access this app.
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Can I change my in at all ATM's? | Augmented: Can I modify my PIN at any ATM location?
VAL | [topping_up_by_card] | ACCEPT | Reason: ... | Original: I tried topping off my account with a card, but the money is not in my account despite the charge going through | Augmented: I attempted to replenish my account balance using my card, but the funds are still not available despite the transaction being processed successfully
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: When will the transaction post to my account? | Augmented: When will the transfer be processed and reflected in my account balance?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: Where is my credit card that was to be mailed? | Augmented: When can I expect to receive my credit card, which was supposed to be sent to me?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I need to get some Euros for my holiday. Am I able to exchange some of my money? | Augmented: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: i have used my card online before and wasn't charged, why am i charged now | Augmented: I've made online transactions with my card previously without being charged a fee, so I'm puzzled as to why I'm being charged one now.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: I don't see any change in my balance. | Augmented: I'm not seeing any update to my account balance.
