GEN | [top_up_failed] | Orig: I'm confused as to why my top-up did not go through. -> Aug: I'm puzzled as to why my top-up transaction was unsuccessful.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me why the transfer isn't showing up on my account? -> Aug: Why hasn't the recent bank transfer been reflected in my account balance?
GEN | [card_arrival] | Orig: When will my new card arrive? -> Aug: When can I expect my new card to arrive?
GEN | [cash_withdrawal_charge] | Orig: Why did you charge me for taking out cash? -> Aug: Why was I charged a fee for withdrawing cash?
GEN | [pending_card_payment] | Orig: I have a payment that has not gone through yet -> Aug: I still need to confirm a pending payment on my account.
GEN | [pin_blocked] | Orig: Can someone help me unblock my pin? -> Aug: Can you assist me in resolving the issue with my PIN being blocked?
GEN | [card_about_to_expire] | Orig: Am I able to have a card sent to China? -> Aug: Can I arrange for a card to be delivered to China?
GEN | [card_delivery_estimate] | Orig: how soon will my card arrive? -> Aug: When can I expect to receive my card?
GEN | [order_physical_card] | Orig: How to receive the actual card -> Aug: How can I get my physical card delivered?
GEN | [transaction_charged_twice] | Orig: How do I get my money back for a duplicated charge? -> Aug: I'd like to resolve the issue with the double billing on my account.
GEN | [top_up_by_bank_transfer_charge] | Orig: Is a SWIFT transfer acceptable? -> Aug: Can I use a bank transfer to top up my account?
GEN | [apple_pay_or_google_pay] | Orig: What currencies does google pay top up accept? -> Aug: What currencies does Apple Pay or Google Pay accept for top-ups?
GEN | [verify_top_up] | Orig: this verifying the top up is annoying -> Aug: This top-up verification process is really frustrating.
GEN | [cancel_transfer] | Orig: Help me cancel a transaction. -> Aug: Assist me in terminating a transfer.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can I get money in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional cost? -> Aug: Can I get my local currency at an ATM? I'm traveling and need some cash, but I'm worried about the exchange rate being incorrect, which might result in an unexpected fee. Is it possible to withdraw some cash without incurring extra charges?
GEN | [Refund_not_showing_up] | Orig: I'm due a refund and it is not on my statement. -> Aug: I'm expecting a refund, but it's not showing up on my account statement.
GEN | [declined_cash_withdrawal] | Orig: Can you please tell me why I cant get money from the ATM? -> Aug: Why was my cash withdrawal declined at the ATM?
GEN | [reverted_card_payment?] | Orig: Explain why a card payment would be cancelled? -> Aug: What would cause a card payment to be reversed?
GEN | [card_acceptance] | Orig: Where do I pay with my debit or credit card? -> Aug: How can I use my debit or credit card for payment?
GEN | [receiving_money] | Orig: Will you accept my salary if it's in another currency? -> Aug: Can you process a foreign currency deposit into my account?
GEN | [cash_withdrawal_not_recognised] | Orig: Someone has access to my card info.  I still have the card, but someone just withdrew cash.  How do I get this corrected/stopped?! -> Aug: I'm concerned that an unauthorized person has accessed my card information and made a cash withdrawal. I still possess the card, but I'm worried about the recent transaction. Can you help me resolve this issue and prevent any further unauthorized activities?
GEN | [card_payment_fee_charged] | Orig: How was I charged extra when I used my card to pay? -> Aug: I'm not sure why I was charged a fee when I made a payment using my card.
GEN | [beneficiary_not_allowed] | Orig: Why can I not do a  transfer -> Aug: The beneficiary is not authorized to receive funds.
GEN | [card_payment_fee_charged] | Orig: Why am I being charged a hidden fee? -> Aug: I'm not aware of any additional charges on my account. Can you please explain why I'm being assessed a fee?
GEN | [edit_personal_details] | Orig: What should I do after I've moved and need to update my personal details? -> Aug: How can I modify my personal information after a recent move, as I need to reflect the changes in my profile?
GEN | [top_up_reverted] | Orig: I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on. -> Aug: I'm trying to figure out what happened to my funds. I recently made a top-up payment, but it seems to have been reversed or cancelled. Can you help me understand what's going on?
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the person I sent the money transfer to see it? -> Aug: The recipient is unable to view the transferred funds.
GEN | [card_payment_fee_charged] | Orig: There was a fee charged when I paid with my card. -> Aug: A fee was deducted from my payment when I used my card.
GEN | [topping_up_by_card] | Orig: When I tried to top up using my card, all of the money disappeared. -> Aug: When I attempted to add funds to my account using my card, the entire amount vanished.
GEN | [order_physical_card] | Orig: Can I order a card? -> Aug: May I place an order for a physical card?
GEN | [verify_top_up] | Orig: Tell me why I need top-up to be verified? -> Aug: Can you explain why the top-up needs to be verified before it can be processed?
GEN | [edit_personal_details] | Orig: Tell me how to change my details. -> Aug: Update my personal information.
GEN | [get_disposable_virtual_card] | Orig: How do I get a disposable virtual card as well? -> Aug: Can you please provide instructions on how to obtain a temporary virtual card?
GEN | [card_payment_not_recognised] | Orig: A payment on my statement is wrong. -> Aug: A payment listed on my statement is not recognized.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I did a cash deposit to my account but it doesn't show up -> Aug: I made a cash deposit to my account, but my account balance hasn't been updated yet.
GEN | [card_payment_fee_charged] | Orig: Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about. -> Aug: Can you inform me when I'm being charged an additional fee for making payments? I noticed a fee on the app that I wasn't previously notified about.
GEN | [reverted_card_payment?] | Orig: My card payment has been cancelled -> Aug: My payment made with my card has been reversed
GEN | [card_not_working] | Orig: I seem to be unable to make any transactions. -> Aug: I'm having trouble making any transactions.
GEN | [transfer_fee_charged] | Orig: I was charged a fee when I transferred my funds, why? -> Aug: I'm wondering why I was assessed a transfer fee when I moved my money, can you explain?
VAL | [top_up_failed] | ACCEPT | Reason: Both sentences express confusion about a failed top-up transaction, which aligns with the target intent of 'top_up_failed'. The wording is different but the core banking intent remains unchanged. | Original: I'm confused as to why my top-up did not go through. | Augmented: I'm puzzled as to why my top-up transaction was unsuccessful.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Can you tell me why the transfer isn't showing up on my account? | Augmented: Why hasn't the recent bank transfer been reflected in my account balance?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: When will my new card arrive? | Augmented: When can I expect my new card to arrive?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Why did you charge me for taking out cash? | Augmented: Why was I charged a fee for withdrawing cash?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I have a payment that has not gone through yet | Augmented: I still need to confirm a pending payment on my account.
VAL | [pin_blocked] | ACCEPT | Reason: ... | Original: Can someone help me unblock my pin? | Augmented: Can you assist me in resolving the issue with my PIN being blocked?
VAL | [card_about_to_expire] | UNKNOWN | Reason: N/A | Original: Am I able to have a card sent to China? | Augmented: Can I arrange for a card to be delivered to China?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: how soon will my card arrive? | Augmented: When can I expect to receive my card?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: How to receive the actual card | Augmented: How can I get my physical card delivered?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: How do I get my money back for a duplicated charge? | Augmented: I'd like to resolve the issue with the double billing on my account.
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Is a SWIFT transfer acceptable? | Augmented: Can I use a bank transfer to top up my account?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: What currencies does google pay top up accept? | Augmented: What currencies does Apple Pay or Google Pay accept for top-ups?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: this verifying the top up is annoying | Augmented: This top-up verification process is really frustrating.
VAL | [cancel_transfer] | ACCEPT | Reason: Both phrases indicate the need to terminate a financial transfer, which aligns with the target intent of canceling a transfer. | Original: Help me cancel a transaction. | Augmented: Assist me in terminating a transfer.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Can I get money in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional cost? | Augmented: Can I get my local currency at an ATM? I'm traveling and need some cash, but I'm worried about the exchange rate being incorrect, which might result in an unexpected fee. Is it possible to withdraw some cash without incurring extra charges?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: I'm due a refund and it is not on my statement. | Augmented: I'm expecting a refund, but it's not showing up on my account statement.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Can you please tell me why I cant get money from the ATM? | Augmented: Why was my cash withdrawal declined at the ATM?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Explain why a card payment would be cancelled? | Augmented: What would cause a card payment to be reversed?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Where do I pay with my debit or credit card? | Augmented: How can I use my debit or credit card for payment?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Will you accept my salary if it's in another currency? | Augmented: Can you process a foreign currency deposit into my account?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text preserves the core banking intent of addressing an unauthorized cash withdrawal and seeks resolution, even though it provides more context and additional concerns. | Original: Someone has access to my card info.  I still have the card, but someone just withdrew cash.  How do I get this corrected/stopped?! | Augmented: I'm concerned that an unauthorized person has accessed my card information and made a cash withdrawal. I still possess the card, but I'm worried about the recent transaction. Can you help me resolve this issue and prevent any further unauthorized activities?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: How was I charged extra when I used my card to pay? | Augmented: I'm not sure why I was charged a fee when I made a payment using my card.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why can I not do a  transfer | Augmented: The beneficiary is not authorized to receive funds.
VAL | [card_payment_fee_charged] | REVIEW | Reason: N/A | Original: Why am I being charged a hidden fee? | Augmented: I'm not aware of any additional charges on my account. Can you please explain why I'm being assessed a fee?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: What should I do after I've moved and need to update my personal details? | Augmented: How can I modify my personal information after a recent move, as I need to reflect the changes in my profile?
VAL | [top_up_reverted] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that a top-up payment was reversed or cancelled, and the user needs clarification on the status of their funds. | Original: I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on. | Augmented: I'm trying to figure out what happened to my funds. I recently made a top-up payment, but it seems to have been reversed or cancelled. Can you help me understand what's going on?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Why can't the person I sent the money transfer to see it? | Augmented: The recipient is unable to view the transferred funds.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: The augmented text maintains the same intent of a fee being charged for a card payment. | Original: There was a fee charged when I paid with my card. | Augmented: A fee was deducted from my payment when I used my card.
VAL | [topping_up_by_card] | ACCEPT | Reason: ... | Original: When I tried to top up using my card, all of the money disappeared. | Augmented: When I attempted to add funds to my account using my card, the entire amount vanished.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Can I order a card? | Augmented: May I place an order for a physical card?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: Tell me why I need top-up to be verified? | Augmented: Can you explain why the top-up needs to be verified before it can be processed?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: Tell me how to change my details. | Augmented: Update my personal information.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: How do I get a disposable virtual card as well? | Augmented: Can you please provide instructions on how to obtain a temporary virtual card?
