GEN | [card_arrival] | Orig: I want to find out what happened to my new card? -> Aug: I'm trying to figure out what's going on with my recently issued card.
GEN | [failed_transfer] | Orig: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? -> Aug: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
GEN | [automatic_top_up] | Orig: I know there's an auto-top option but I can not locate it when I look? -> Aug: I'm having trouble finding the automatic top-up feature, can you help me locate it?
GEN | [pending_card_payment] | Orig: Why are the things I bought earlier today still showing as pending? -> Aug: Why are the purchases I made earlier today still pending for payment?
GEN | [reverted_card_payment?] | Orig: I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here? -> Aug: I'm trying to understand why the payment I made wasn't credited to the seller, as they're saying it didn't go through. Can you help me resolve this issue?
GEN | [pin_blocked] | Orig: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? -> Aug: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
GEN | [automatic_top_up] | Orig: Can I add money to my card automatically during a trip? -> Aug: Can I set up automatic top-ups for my card while I'm traveling?
GEN | [card_acceptance] | Orig: Can I pay with my card anywhere? -> Aug: Can I use my card for purchases at any location?
GEN | [exchange_rate] | Orig: What are Interbanks current exchange rates? -> Aug: What are Interbank's current exchange rates?
GEN | [card_arrival] | Orig: Am I able to track a card that has already been sent? -> Aug: Can I check the status of a card that has already been dispatched?
GEN | [transfer_into_account] | Orig: I need more money in my account. Can I add more by transferring? -> Aug: I'd like to increase my account balance by transferring funds into my account.
GEN | [declined_transfer] | Orig: How do I make my transfer go through -> Aug: Why was my transfer rejected?
GEN | [pending_cash_withdrawal] | Orig: Why does it still charge me even though I was unable to withdraw money from the ATM? -> Aug: Why am I still being charged for a cash withdrawal attempt that was unsuccessful at the ATM?
GEN | [transfer_into_account] | Orig: I have money in a foreign account that I want to send to this account. -> Aug: I'd like to transfer funds from a foreign account to this account.
GEN | [transfer_timing] | Orig: How fast are transfers from Europe? -> Aug: What is the typical processing speed for international transfers from Europe?
GEN | [get_disposable_virtual_card] | Orig: How do I know if i need a disposable card? -> Aug: When would I require a temporary virtual card?
GEN | [verify_source_of_funds] | Orig: Can I see where my money is being transferred from? -> Aug: Can you confirm the origin of the funds being transferred to my account?
GEN | [compromised_card] | Orig: Questionable transactions on my account. -> Aug: Suspicious activity detected on my account.
GEN | [passcode_forgotten] | Orig: I can't remember my app code, can you reset it? -> Aug: I've forgotten my passcode, could you please reset it for me?
GEN | [transfer_not_received_by_recipient] | Orig: Why is my transaction taking so long to complete? -> Aug: Why hasn't my transfer been received by the recipient yet?
GEN | [card_delivery_estimate] | Orig: I need my card right away. -> Aug: I require my card as soon as possible.
GEN | [supported_cards_and_currencies] | Orig: how can i add money from my amex card -> Aug: what methods are available to top up my account using my American Express card?
GEN | [reverted_card_payment?] | Orig: Why did the funds for one of my purchase come back to my account? -> Aug: Why was the payment for one of my transactions reversed and credited back to my account?
GEN | [exchange_rate] | Orig: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? -> Aug: Can you tell me what data source is used to determine the exchange rate for the transfer I'm planning to make?
GEN | [card_about_to_expire] | Orig: My bank card has expired, how can I get a new physical card? -> Aug: My bank card has reached its expiration date, what steps can I take to obtain a replacement physical card?
GEN | [card_linking] | Orig: I recently reported my card as missing/lost, and I just found it. Can I still use it? -> Aug: I recently reported my card as missing, but I've since located it. Can I still use it?
GEN | [automatic_top_up] | Orig: I have a trip coming up and want to add money automatically. -> Aug: I'm planning a trip and would like to set up automatic top-ups to ensure I have sufficient funds.
GEN | [order_physical_card] | Orig: how much does a card cost and why do you charge me -> Aug: What is the price of a physical card, and can you explain the fees associated with it?
GEN | [transfer_not_received_by_recipient] | Orig: How long do I have  to wait for my transaction to be completed? -> Aug: When can I expect my transfer to be successfully delivered to the recipient's account?
GEN | [transfer_not_received_by_recipient] | Orig: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. -> Aug: Why haven't my friend received the transfer I sent her? Is there a way to expedite the transfer process, as she's in urgent need of the funds?
GEN | [getting_spare_card] | Orig: If I need more than cards will I have to pay a fee to receive them? -> Aug: If I require additional cards, will I be charged a fee for obtaining them?
GEN | [automatic_top_up] | Orig: I want to add money automatically when I travel. -> Aug: I'd like to set up an automatic transfer to top up my account whenever I'm abroad.
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the exchange rate change each day for purchases? There is a different rate on my purchase. -> Aug: Is the exchange rate adjusted daily for transactions? I've noticed a discrepancy in the rate applied to my recent purchase.
GEN | [balance_not_updated_after_bank_transfer] | Orig: How long does a transfer from a UK account take? I just made one and it doesn't seem to be working, wondering if everything is okay -> Aug: I recently initiated a transfer from my UK account, but my account balance hasn't been updated yet. Can you please let me know what's causing the delay?
GEN | [failed_transfer] | Orig: Why can't I transfer my money into someone else's account? I should be able to do so right? Why does it keep rejecting my transfer? There's no reason, all my info is correct and the money is there. -> Aug: I'm having trouble sending funds to another person's account. It seems illogical that I'm unable to do so, as I've double-checked all my details and the funds are available. Can you help me understand why the transfer keeps getting declined?
GEN | [reverted_card_payment?] | Orig: I have an issue. I bought something within the past one to two weeks and have received one of the products; however, today the total was returned to my account. What's going on here? -> Aug: I recently made a purchase, and although I received one of the items, the full amount was reversed back to my account. Can you help me understand what's happening?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: I want to find out what happened to my new card? | Augmented: I'm trying to figure out what's going on with my recently issued card.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? | Augmented: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
VAL | [automatic_top_up] | ACCEPT | Reason: The augmented text maintains the user's request for assistance in locating the automatic top-up feature, which is consistent with the original intent. | Original: I know there's an auto-top option but I can not locate it when I look? | Augmented: I'm having trouble finding the automatic top-up feature, can you help me locate it?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why are the things I bought earlier today still showing as pending? | Augmented: Why are the purchases I made earlier today still pending for payment?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I had a seller reach out to me saying my money didn't come through to them, but I'm sure it was removed from my account. Can you figure out what the deal is here? | Augmented: I'm trying to understand why the payment I made wasn't credited to the seller, as they're saying it didn't go through. Can you help me resolve this issue?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: While I was drunk, I goofed my PIN number and your machine ate my card. How can I get it back? | Augmented: I made a mistake while entering my PIN and your ATM swallowed my card. Can I retrieve it?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I add money to my card automatically during a trip? | Augmented: Can I set up automatic top-ups for my card while I'm traveling?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Can I pay with my card anywhere? | Augmented: Can I use my card for purchases at any location?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: What are Interbanks current exchange rates? | Augmented: What are Interbank's current exchange rates?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Am I able to track a card that has already been sent? | Augmented: Can I check the status of a card that has already been dispatched?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I need more money in my account. Can I add more by transferring? | Augmented: I'd like to increase my account balance by transferring funds into my account.
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: How do I make my transfer go through | Augmented: Why was my transfer rejected?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why does it still charge me even though I was unable to withdraw money from the ATM? | Augmented: Why am I still being charged for a cash withdrawal attempt that was unsuccessful at the ATM?
VAL | [transfer_into_account] | ACCEPT | Reason: Both texts convey the same intent of transferring money from a foreign account to another account. | Original: I have money in a foreign account that I want to send to this account. | Augmented: I'd like to transfer funds from a foreign account to this account.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How fast are transfers from Europe? | Augmented: What is the typical processing speed for international transfers from Europe?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: How do I know if i need a disposable card? | Augmented: When would I require a temporary virtual card?
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Can I see where my money is being transferred from? | Augmented: Can you confirm the origin of the funds being transferred to my account?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: Questionable transactions on my account. | Augmented: Suspicious activity detected on my account.
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't remember my app code, can you reset it? | Augmented: I've forgotten my passcode, could you please reset it for me?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: The augmented text directly addresses the issue of a transfer not being received by the recipient, which is the same as the original intent. | Original: Why is my transaction taking so long to complete? | Augmented: Why hasn't my transfer been received by the recipient yet?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: I need my card right away. | Augmented: I require my card as soon as possible.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: how can i add money from my amex card | Augmented: what methods are available to top up my account using my American Express card?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: Why did the funds for one of my purchase come back to my account? | Augmented: Why was the payment for one of my transactions reversed and credited back to my account?
VAL | [exchange_rate] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the question to ask about the data source used to determine the exchange rate, which is a valid and specific inquiry related to the exchange rate. | Original: Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from? | Augmented: Can you tell me what data source is used to determine the exchange rate for the transfer I'm planning to make?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My bank card has expired, how can I get a new physical card? | Augmented: My bank card has reached its expiration date, what steps can I take to obtain a replacement physical card?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I recently reported my card as missing/lost, and I just found it. Can I still use it? | Augmented: I recently reported my card as missing, but I've since located it. Can I still use it?
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: I have a trip coming up and want to add money automatically. | Augmented: I'm planning a trip and would like to set up automatic top-ups to ensure I have sufficient funds.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: how much does a card cost and why do you charge me | Augmented: What is the price of a physical card, and can you explain the fees associated with it?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: How long do I have  to wait for my transaction to be completed? | Augmented: When can I expect my transfer to be successfully delivered to the recipient's account?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. | Augmented: Why haven't my friend received the transfer I sent her? Is there a way to expedite the transfer process, as she's in urgent need of the funds?
VAL | [getting_spare_card] | ACCEPT | Reason: Both texts are asking about the possibility of needing more than one card and the associated fees. | Original: If I need more than cards will I have to pay a fee to receive them? | Augmented: If I require additional cards, will I be charged a fee for obtaining them?
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: I want to add money automatically when I travel. | Augmented: I'd like to set up an automatic transfer to top up my account whenever I'm abroad.
