GEN | [compromised_card] | Orig: How do I stop fraud to my card? -> Aug: What steps can I take to prevent unauthorized transactions on my compromised card?
GEN | [verify_top_up] | Orig: Verifying the top-up seems like a hassle. -> Aug: Confirming the top-up process appears to be a bit of a chore.
GEN | [card_about_to_expire] | Orig: My card expires soon, will you send me one automatically? -> Aug: My credit card's expiration date is approaching, will you automatically issue a new one for me?
GEN | [verify_top_up] | Orig: How do i verify my card? -> Aug: How can I confirm my card details?
GEN | [transfer_fee_charged] | Orig: Should I be seeing a fee applied for my money transfer? -> Aug: Am I supposed to be charged a fee for the transfer of funds?
GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me on how to obtain one?
GEN | [topping_up_by_card] | Orig: I can't see my top up in my wallet! -> Aug: I'm unable to locate the recent card top-up in my digital wallet.
GEN | [age_limit] | Orig: We want to start a college fund for my daughter. -> Aug: We're planning to establish a savings plan for my child's future education expenses.
GEN | [atm_support] | Orig: how do I know where I can get money withdrawn? -> Aug: where can I find an ATM to withdraw cash?
GEN | [order_physical_card] | Orig: Do you ship your cards anywhere? -> Aug: Can you deliver your physical cards to any location?
GEN | [getting_virtual_card] | Orig: How long do you have to wait to see your virtual card your ordered? -> Aug: When can I expect to receive my virtual card after ordering it?
GEN | [topping_up_by_card] | Orig: I don't see me 'top up' in my wallet -> Aug: I'm unable to locate my card top-up transaction in my digital wallet.
GEN | [card_not_working] | Orig: I can't get my actual card to work -> Aug: I'm having trouble using my physical card
GEN | [card_not_working] | Orig: What can I do to make my physical card work? -> Aug: How can I get my physical card to function properly?
GEN | [top_up_reverted] | Orig: I put some money in my account the other day but now its gone? Why is this? -> Aug: I recently made a deposit, but it seems to have been reversed. Can you help me understand why this happened?
GEN | [atm_support] | Orig: Where should I withdraw money from? -> Aug: Where can I access cash from an ATM?
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [pending_transfer] | Orig: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. -> Aug: I've reviewed my account information to confirm everything is accurate, and I'm still waiting for a pending transfer to process.
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been waiting for an hour now, and I urgently need the funds to be credited to my account.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
GEN | [receiving_money] | Orig: I received my salary in the wrong currency. How do I change this? -> Aug: I was mistakenly paid in a foreign currency. Can you help me convert this to the correct one?
GEN | [declined_card_payment] | Orig: why couldn't I use my card at a store? -> Aug: Why was my card payment declined at the store?
GEN | [transfer_timing] | Orig: How long do I have to wait for a US transfer? -> Aug: What is the typical timeframe for a US transfer to be processed?
GEN | [transfer_timing] | Orig: How long does it take to get money from Europe? -> Aug: What is the typical timeframe for transferring funds from Europe to my account?
GEN | [cash_withdrawal_not_recognised] | Orig: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! -> Aug: I'm concerned that my card has been compromised and someone is attempting to make unauthorized cash withdrawals. Can you assist me in suspending my card's activity or canceling it altogether?
GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: Where can I use my card?
GEN | [exchange_via_app] | Orig: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? -> Aug: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I am still awaiting the money I put into my account this morning. -> Aug: I'm still waiting for the funds I deposited into my account earlier today to reflect in my balance.
GEN | [getting_spare_card] | Orig: Am I gonna be charged for sending out more cards? -> Aug: Will I be charged for requesting additional cards?
GEN | [lost_or_stolen_phone] | Orig: I misplaced my phone so I can't use the app! Does this mean I can't use my card? -> Aug: I accidentally left my phone behind, and now I'm unable to access the app. Does this mean I'm unable to use my card?
GEN | [lost_or_stolen_phone] | Orig: I just replaced my phone but how do I use my card information? -> Aug: I recently got a new phone, but how do I access my card details?
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The machine confirmed the transaction, but I'm certain something went wrong and I'd like to resolve this as soon as possible.
GEN | [country_support] | Orig: Can I use this all over the world? -> Aug: Can I access this service globally or internationally?
GEN | [transfer_not_received_by_recipient] | Orig: I've been waiting since Friday, where is my money? -> Aug: I've been expecting my transfer since Friday, but it still hasn't arrived.
GEN | [getting_virtual_card] | Orig: I ordered a virtual card but it hasn't come through yet -> Aug: I'm still waiting for my virtual card to be issued
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: How do I stop fraud to my card? | Augmented: What steps can I take to prevent unauthorized transactions on my compromised card?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Verifying the top-up seems like a hassle. | Augmented: Confirming the top-up process appears to be a bit of a chore.
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: My card expires soon, will you send me one automatically? | Augmented: My credit card's expiration date is approaching, will you automatically issue a new one for me?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: How do i verify my card? | Augmented: How can I confirm my card details?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Should I be seeing a fee applied for my money transfer? | Augmented: Am I supposed to be charged a fee for the transfer of funds?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to order a new card, can you please direct me to the virtual cards? | Augmented: I'd like to request a new virtual card, could you guide me on how to obtain one?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I can't see my top up in my wallet! | Augmented: I'm unable to locate the recent card top-up in my digital wallet.
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: We want to start a college fund for my daughter. | Augmented: We're planning to establish a savings plan for my child's future education expenses.
VAL | [atm_support] | ACCEPT | Reason: Both texts are seeking information on locating an ATM for withdrawing money, which aligns with the 'atm_support' intent. | Original: how do I know where I can get money withdrawn? | Augmented: where can I find an ATM to withdraw cash?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Do you ship your cards anywhere? | Augmented: Can you deliver your physical cards to any location?
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: How long do you have to wait to see your virtual card your ordered? | Augmented: When can I expect to receive my virtual card after ordering it?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I don't see me 'top up' in my wallet | Augmented: I'm unable to locate my card top-up transaction in my digital wallet.
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: I can't get my actual card to work | Augmented: I'm having trouble using my physical card
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: What can I do to make my physical card work? | Augmented: How can I get my physical card to function properly?
VAL | [top_up_reverted] | ACCEPT | Reason: The augmented text preserves the same banking intent by indicating that a deposit was made and then later reversed, which is consistent with the original intent. | Original: I put some money in my account the other day but now its gone? Why is this? | Augmented: I recently made a deposit, but it seems to have been reversed. Can you help me understand why this happened?
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Where should I withdraw money from? | Augmented: Where can I access cash from an ATM?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? | Augmented: I'm concerned that my card may have been compromised. Although I haven't misplaced it, I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [pending_transfer] | ACCEPT | Reason: The augmented text preserves the user's inquiry about a pending transfer and their need for clarification on its status. This aligns with the original intent of discussing a pending transfer. | Original: Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet. | Augmented: I've reviewed my account information to confirm everything is accurate, and I'm still waiting for a pending transfer to process.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money | Augmented: Can you expedite the processing of my pending top-up? It's been waiting for an hour now, and I urgently need the funds to be credited to my account.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: Why is it taking so long for my money to appear in my account? I have been waiting a week! | Augmented: Why hasn't my account balance been updated after I deposited a cheque or cash? I've been waiting for a while now.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I received my salary in the wrong currency. How do I change this? | Augmented: I was mistakenly paid in a foreign currency. Can you help me convert this to the correct one?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: why couldn't I use my card at a store? | Augmented: Why was my card payment declined at the store?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long do I have to wait for a US transfer? | Augmented: What is the typical timeframe for a US transfer to be processed?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take to get money from Europe? | Augmented: What is the typical timeframe for transferring funds from Europe to my account?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I just lost my wallet and I think someone is using my card to withdraw my money. Can you please cancel or freeze my card?!! | Augmented: I'm concerned that my card has been compromised and someone is attempting to make unauthorized cash withdrawals. Can you assist me in suspending my card's activity or canceling it altogether?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: How do I know where I can use my card? | Augmented: Where can I use my card?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? | Augmented: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I am still awaiting the money I put into my account this morning. | Augmented: I'm still waiting for the funds I deposited into my account earlier today to reflect in my balance.
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: Am I gonna be charged for sending out more cards? | Augmented: Will I be charged for requesting additional cards?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I misplaced my phone so I can't use the app! Does this mean I can't use my card? | Augmented: I accidentally left my phone behind, and now I'm unable to access the app. Does this mean I'm unable to use my card?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I just replaced my phone but how do I use my card information? | Augmented: I recently got a new phone, but how do I access my card details?
