GEN | [card_not_working] | Orig: I tried using my card at multiple vendors and now it's not working. -> Aug: I've attempted to use my card at various merchants, but it's no longer functioning properly.
GEN | [transfer_fee_charged] | Orig: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? -> Aug: They informed me that they didn't receive the entire amount I transferred to them, and I'd appreciate it if you could investigate this issue.
GEN | [wrong_amount_of_cash_received] | Orig: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? -> Aug: I recently visited the ATM and didn't notice until now that I was shortchanged. I'm certain my account was debited for a larger amount, specifically 100, but I only received 80. Can you help me resolve this issue?
GEN | [visa_or_mastercard] | Orig: I am looking to get a Visa credit card, what must I do to achieve this? -> Aug: I'm interested in obtaining a Mastercard credit card, what are the necessary steps to accomplish this?
GEN | [declined_card_payment] | Orig: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? -> Aug: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
GEN | [pending_transfer] | Orig: I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take? -> Aug: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in euros. Can you please provide an estimate of how long it usually takes for the funds to be received?
GEN | [receiving_money] | Orig: I am paid by my employer in GBP; do I need to do anything in the app to indicate this? -> Aug: I'm receiving a salary in British Pounds; do I need to update the app to reflect this?
GEN | [wrong_amount_of_cash_received] | Orig: my atm transaction was wrong -> Aug: the amount I received from my ATM transaction was incorrect
GEN | [top_up_failed] | Orig: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? -> Aug: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can the exchange rate change while I am in the process of making a withdrawal? -> Aug: Is the exchange rate adjusted while I'm in the middle of a cash withdrawal?
GEN | [age_limit] | Orig: Can I get an account for my son? -> Aug: Can I open an account for my child?
GEN | [topping_up_by_card] | Orig: Can my account be topped up by my friends? -> Aug: Can I use my card to add funds to my account, and would it be possible for my friends to do the same for me?
GEN | [request_refund] | Orig: My statement has a charge that shouldn't have been made. -> Aug: I'd like to dispute a charge on my statement that was incorrectly applied.
GEN | [top_up_by_card_charge] | Orig: Do you charge a fee for adding money in USD? -> Aug: Is there a charge for topping up my account using my card in USD?
GEN | [receiving_money] | Orig: My salary is in GBP, is this something I need to configure? -> Aug: Are my paychecks in British Pounds, and do I need to set up a specific setting for that?
GEN | [direct_debit_payment_not_recognised] | Orig: There is a payment in my app that I did not make.  I have not used that card all day  Please reimburse my money. -> Aug: I'm showing a payment in my account that I didn't initiate. I haven't used that card at all today, so I'm not sure why it's showing up. Can you investigate and refund the amount?
GEN | [country_support] | Orig: Although I am not located in the UK area, may i still receive a card? -> Aug: Despite not being based in the UK, can I still obtain a card?
GEN | [transfer_timing] | Orig: When will the money reach my  account? -> Aug: When can I expect the funds to be deposited into my account?
GEN | [cash_withdrawal_charge] | Orig: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? -> Aug: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
GEN | [card_payment_not_recognised] | Orig: I think there's a purchase at a store that I didn't go to. -> Aug: We're having trouble verifying a payment made at a store I didn't visit.
GEN | [transfer_not_received_by_recipient] | Orig: I sent a payment but it isn't showing up in the app -> Aug: I made a transfer, but the recipient hasn't received it yet.
GEN | [topping_up_by_card] | Orig: Can I let other people have access to my account in order to top up? -> Aug: Can I grant permission to someone else to access my account to make a card-based top-up?
GEN | [card_not_working] | Orig: Why won't my card accept any transactions? -> Aug: Why is my card unable to process any transactions?
GEN | [extra_charge_on_statement] | Orig: There is a charge for an additional pound. -> Aug: A supplementary fee has been added to your statement.
GEN | [receiving_money] | Orig: Do I need to convert my currency from GBP before transferring? -> Aug: Do I need to exchange my British pounds for another currency before making a transfer?
GEN | [reverted_card_payment?] | Orig: I tried to use my debit card, but the payment did not work. -> Aug: I attempted to make a payment using my debit card, but it was unsuccessful.
GEN | [card_payment_not_recognised] | Orig: There is a payment in the app that I did not approve -> Aug: A payment has been recorded in the app that I did not authorize.
GEN | [Refund_not_showing_up] | Orig: I returned an item but don't see it on my account? -> Aug: I sent back a product, but the refund isn't showing up on my statement.
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
GEN | [card_not_working] | Orig: Why can't I use my card? -> Aug: Why is my card not functioning properly?
GEN | [exchange_charge] | Orig: How much do I have to pay to accept an international transfer? -> Aug: What is the exchange charge for accepting an international transfer?
GEN | [top_up_reverted] | Orig: How come I can't put money in my top up account? -> Aug: Why am I unable to add funds to my top-up account?
GEN | [terminate_account] | Orig: I no longer want this account, what should I do? -> Aug: I'd like to cancel my account, please.
GEN | [balance_not_updated_after_bank_transfer] | Orig: How can I fix my bank transfer to show up on my bank account? -> Aug: Why isn't my bank transfer reflected in my account balance?
GEN | [top_up_limits] | Orig: What are the rules for a top-up? -> Aug: How do the rules work for increasing my credit limit?
GEN | [cancel_transfer] | Orig: Please can you block the transaction I just sent from my account? It was a payment but I accidently typed in the wrong details and think it might have gone to the wrong place. -> Aug: Can you cancel the transfer I just initiated? I made an error and accidentally entered the wrong recipient information, so I'm worried it might have been sent to the wrong account.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I tried using my card at multiple vendors and now it's not working. | Augmented: I've attempted to use my card at various merchants, but it's no longer functioning properly.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this? | Augmented: They informed me that they didn't receive the entire amount I transferred to them, and I'd appreciate it if you could investigate this issue.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: I went tot the ATM earlier today and didn't realize this till now but I did not get all the money I requested.  I believe my account was charged for 100 but I only got 80.  Is there any way we can solve this problem? | Augmented: I recently visited the ATM and didn't notice until now that I was shortchanged. I'm certain my account was debited for a larger amount, specifically 100, but I only received 80. Can you help me resolve this issue?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: I am looking to get a Visa credit card, what must I do to achieve this? | Augmented: I'm interested in obtaining a Mastercard credit card, what are the necessary steps to accomplish this?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Why does is payment not going through? Did my account get frozen or some other issue I don't know about. What can I do to fix this problem? | Augmented: Why is my payment being declined? Is there an issue with my account or a problem with the transaction that's causing it to be rejected? What steps can I take to resolve this issue and get my payment processed successfully?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take? | Augmented: I recently made a purchase and the vendor informed me that the transfer is still pending. The transaction was in euros. Can you please provide an estimate of how long it usually takes for the funds to be received?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I am paid by my employer in GBP; do I need to do anything in the app to indicate this? | Augmented: I'm receiving a salary in British Pounds; do I need to update the app to reflect this?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: my atm transaction was wrong | Augmented: the amount I received from my ATM transaction was incorrect
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I've been trying to transfer funds to top-up my card, but the transaction is not going through.  Is there something I'm doing wrong? | Augmented: I've attempted to add funds to my card, but the transaction has failed. Could you help me identify the issue?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Can the exchange rate change while I am in the process of making a withdrawal? | Augmented: Is the exchange rate adjusted while I'm in the middle of a cash withdrawal?
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: Can I get an account for my son? | Augmented: Can I open an account for my child?
VAL | [topping_up_by_card] | UNKNOWN | Reason: N/A | Original: Can my account be topped up by my friends? | Augmented: Can I use my card to add funds to my account, and would it be possible for my friends to do the same for me?
VAL | [request_refund] | ACCEPT | Reason: N/A | Original: My statement has a charge that shouldn't have been made. | Augmented: I'd like to dispute a charge on my statement that was incorrectly applied.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Do you charge a fee for adding money in USD? | Augmented: Is there a charge for topping up my account using my card in USD?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: My salary is in GBP, is this something I need to configure? | Augmented: Are my paychecks in British Pounds, and do I need to set up a specific setting for that?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: There is a payment in my app that I did not make.  I have not used that card all day  Please reimburse my money. | Augmented: I'm showing a payment in my account that I didn't initiate. I haven't used that card at all today, so I'm not sure why it's showing up. Can you investigate and refund the amount?
VAL | [country_support] | ACCEPT | Reason: ... | Original: Although I am not located in the UK area, may i still receive a card? | Augmented: Despite not being based in the UK, can I still obtain a card?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: When will the money reach my  account? | Augmented: When can I expect the funds to be deposited into my account?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction? | Augmented: I noticed a charge on my receipt for the cash withdrawal I made during my recent purchase. Is it normal to be charged a fee for this type of transaction?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I think there's a purchase at a store that I didn't go to. | Augmented: We're having trouble verifying a payment made at a store I didn't visit.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I sent a payment but it isn't showing up in the app | Augmented: I made a transfer, but the recipient hasn't received it yet.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can I let other people have access to my account in order to top up? | Augmented: Can I grant permission to someone else to access my account to make a card-based top-up?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Why won't my card accept any transactions? | Augmented: Why is my card unable to process any transactions?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: There is a charge for an additional pound. | Augmented: A supplementary fee has been added to your statement.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do I need to convert my currency from GBP before transferring? | Augmented: Do I need to exchange my British pounds for another currency before making a transfer?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I tried to use my debit card, but the payment did not work. | Augmented: I attempted to make a payment using my debit card, but it was unsuccessful.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: There is a payment in the app that I did not approve | Augmented: A payment has been recorded in the app that I did not authorize.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: I returned an item but don't see it on my account? | Augmented: I sent back a product, but the refund isn't showing up on my statement.
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text preserves the user's need for verification regarding a top-up process, which aligns with the original intent. | Original: I just tried to top-up and now I'm getting an additional verification message, why? | Augmented: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Why can't I use my card? | Augmented: Why is my card not functioning properly?
VAL | [exchange_charge] | ACCEPT | Reason: Both texts are asking about the cost of accepting an international transfer, which aligns with the 'exchange_charge' intent. | Original: How much do I have to pay to accept an international transfer? | Augmented: What is the exchange charge for accepting an international transfer?
