GEN | [pending_top_up] | Orig: Help, I don't see my money i just added. -> Aug: I'm having trouble locating the funds I recently deposited.
GEN | [Refund_not_showing_up] | Orig: Are the funds I requested from a merchant a few days ago in my account? I do not see them. -> Aug: I'm still waiting to see the refund from a recent transaction with a merchant. Can you check if it's been credited to my account yet?
GEN | [edit_personal_details] | Orig: Am I able to modify my account details? -> Aug: Can I make changes to my personal information?
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my money transfer is unable to view the transaction.
GEN | [virtual_card_not_working] | Orig: Please help me.  My disposable virtual card won't work right. -> Aug: Please assist me. My temporary virtual card is not functioning properly.
GEN | [country_support] | Orig: where do you have locations at -> Aug: which locations do you have in your country?
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I'm expecting my transfer to be received by the recipient.
GEN | [declined_cash_withdrawal] | Orig: I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this? -> Aug: I'm having trouble using my card at ATMs, and I'm not sure why. I've checked my account and I'm pretty sure I still have some cash available. Can you help me figure out what's going on?
GEN | [card_not_working] | Orig: Why won't the machine accept my card anymore? -> Aug: The card is not functioning properly and won't be recognized by the payment terminal.
GEN | [cash_withdrawal_charge] | Orig: Could you explain your rules for ATM fees? -> Aug: What are the charges for withdrawing cash from an ATM?
GEN | [transfer_timing] | Orig: How long do I have to wait for Europe transfers? -> Aug: What is the typical timeframe for international transfers to Europe?
GEN | [getting_spare_card] | Orig: How much is it to buy another card? I was hoping to buy another one. -> Aug: Can I get a new card? I'd like to purchase an additional one.
GEN | [atm_support] | Orig: How do I know it is a Mastercard ATM? -> Aug: What are the ways to identify a Mastercard ATM?
GEN | [cash_withdrawal_charge] | Orig: I was charged for getting cash. -> Aug: I was charged a fee for withdrawing cash.
GEN | [disposable_card_limits] | Orig: Show me the amount of transactions I can do with a disposable card. -> Aug: What are the transaction limits for a disposable card?
GEN | [why_verify_identity] | Orig: Do you need my birthdate? -> Aug: Can you confirm your date of birth with me?
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is currently being processed.
GEN | [direct_debit_payment_not_recognised] | Orig: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. -> Aug: Can I review a past transaction to identify who made a withdrawal from my account? I'm concerned about an unauthorized payment that occurred a few weeks ago and would like to verify who was responsible for the transaction.
GEN | [transfer_not_received_by_recipient] | Orig: What happens when I money transaction doesn't show up on the receiving side? -> Aug: Why hasn't the money transfer been credited to the recipient's account?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I was needing you to see if the exchange rate is correct from when i got cash -> Aug: I'd like to verify the exchange rate for the cash withdrawal I made earlier to ensure it's accurate.
GEN | [getting_spare_card] | Orig: How many active cards can I have? -> Aug: How many spare cards can I have issued to me?
GEN | [card_linking] | Orig: I would like to reactivate my card that I previously reported lost. I located the card this morning. -> Aug: I'd like to reissue my card that I previously reported as lost, as I've since found it.
GEN | [declined_card_payment] | Orig: I was so embarrassed. Why didn't my payment clear? -> Aug: I'm really disappointed. My payment was declined, and I'm not sure why.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Is there a longer processing time for international bank transfers? -> Aug: Why does it take a while for my account balance to update after an international bank transfer is made?
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: When can I expect my transfer to reach the recipient?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. -> Aug: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
GEN | [top_up_limits] | Orig: Do you limit my top-offs? -> Aug: Are you limiting my limit increases?
GEN | [failed_transfer] | Orig: Why was my transaction not approved? -> Aug: Why was my transfer not processed successfully?
GEN | [reverted_card_payment?] | Orig: I have cancelled payments to this card. -> Aug: I've stopped making payments on this card.
GEN | [pending_cash_withdrawal] | Orig: Do you know when the withdrawal will show? -> Aug: When can I expect the pending cash withdrawal to be processed?
GEN | [card_payment_not_recognised] | Orig: There is a card payment I'm not familiar with. -> Aug: We've received a payment from an unknown card.
GEN | [cancel_transfer] | Orig: I used the wrong account number! -> Aug: I mistakenly entered an incorrect account number.
GEN | [Refund_not_showing_up] | Orig: I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not? -> Aug: I'm still waiting for the refund from Next, which they claimed to have processed last Wednesday, but it's been almost a week and I haven't received it yet. Can you help me figure out what's going on?
GEN | [contactless_not_working] | Orig: I am having issues using contactless payments, could my card be damaged? -> Aug: I'm experiencing problems with making contactless transactions, is it possible that my card is faulty?
GEN | [transfer_timing] | Orig: When will my money be in my account? -> Aug: When can I expect my funds to be deposited into my account?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Help, I don't see my money i just added. | Augmented: I'm having trouble locating the funds I recently deposited.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: Are the funds I requested from a merchant a few days ago in my account? I do not see them. | Augmented: I'm still waiting to see the refund from a recent transaction with a merchant. Can you check if it's been credited to my account yet?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: Am I able to modify my account details? | Augmented: Can I make changes to my personal information?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Why can't the recepient of my money transaction see it? | Augmented: The recipient of my money transfer is unable to view the transaction.
VAL | [virtual_card_not_working] | ACCEPT | Reason: N/A | Original: Please help me.  My disposable virtual card won't work right. | Augmented: Please assist me. My temporary virtual card is not functioning properly.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: where do you have locations at | Augmented: which locations do you have in your country?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I'm waiting for my transaction to complete. | Augmented: I'm expecting my transfer to be received by the recipient.
VAL | [declined_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: I might need a new card because it's not working at any of the ATMs. I don't think ive used all my money. Why is it doing this? | Augmented: I'm having trouble using my card at ATMs, and I'm not sure why. I've checked my account and I'm pretty sure I still have some cash available. Can you help me figure out what's going on?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: Why won't the machine accept my card anymore? | Augmented: The card is not functioning properly and won't be recognized by the payment terminal.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: Could you explain your rules for ATM fees? | Augmented: What are the charges for withdrawing cash from an ATM?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long do I have to wait for Europe transfers? | Augmented: What is the typical timeframe for international transfers to Europe?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: How much is it to buy another card? I was hoping to buy another one. | Augmented: Can I get a new card? I'd like to purchase an additional one.
VAL | [atm_support] | ACCEPT | Reason: The augmented text preserves the same banking intent of seeking information on how to identify a Mastercard ATM. It does not add any unsupported information or become ambiguous. The intent remains focused on the target intent of 'atm_support'. | Original: How do I know it is a Mastercard ATM? | Augmented: What are the ways to identify a Mastercard ATM?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: I was charged for getting cash. | Augmented: I was charged a fee for withdrawing cash.
VAL | [disposable_card_limits] | ACCEPT | Reason: Both texts are asking about the transaction limits for a disposable card, which aligns with the target intent of 'disposable_card_limits'. There is no contradiction or ambiguity introduced, and the text is specific to the target intent. | Original: Show me the amount of transactions I can do with a disposable card. | Augmented: What are the transaction limits for a disposable card?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Do you need my birthdate? | Augmented: Can you confirm your date of birth with me?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: How much can I withdrawal in one month without incurring fees? | Augmented: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: There is a withdrawal waiting. | Augmented: A pending cash withdrawal is currently being processed.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Am I able to look back at a transaction to see who with drawled some money from my account? I don't remember authorizing this a few weeks ago, but wanted to double check who took the money. | Augmented: Can I review a past transaction to identify who made a withdrawal from my account? I'm concerned about an unauthorized payment that occurred a few weeks ago and would like to verify who was responsible for the transaction.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: Both texts are asking about a situation where a money transfer did not reach the intended recipient, preserving the same intent. | Original: What happens when I money transaction doesn't show up on the receiving side? | Augmented: Why hasn't the money transfer been credited to the recipient's account?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: I was needing you to see if the exchange rate is correct from when i got cash | Augmented: I'd like to verify the exchange rate for the cash withdrawal I made earlier to ensure it's accurate.
VAL | [getting_spare_card] | REJECT | Reason: N/A | Original: How many active cards can I have? | Augmented: How many spare cards can I have issued to me?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I would like to reactivate my card that I previously reported lost. I located the card this morning. | Augmented: I'd like to reissue my card that I previously reported as lost, as I've since found it.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I was so embarrassed. Why didn't my payment clear? | Augmented: I'm really disappointed. My payment was declined, and I'm not sure why.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Is there a longer processing time for international bank transfers? | Augmented: Why does it take a while for my account balance to update after an international bank transfer is made?
VAL | [transfer_not_received_by_recipient] | UNKNOWN | Reason: N/A | Original: How long will my transaction take? | Augmented: When can I expect my transfer to reach the recipient?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. | Augmented: I'm frustrated because I was unexpectedly charged an excessive fee for a cash withdrawal made during a bank holiday, without prior notice, which would have prevented me from making the transaction in the first place.
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Do you limit my top-offs? | Augmented: Are you limiting my limit increases?
VAL | [failed_transfer] | ACCEPT | Reason: Both texts are asking about a failed attempt to move funds, which aligns with the 'failed_transfer' intent. The wording has been slightly modified but the core question remains the same. | Original: Why was my transaction not approved? | Augmented: Why was my transfer not processed successfully?
