GEN | [top_up_reverted] | Orig: I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go?? -> Aug: I'm having an issue with a recent top-up attempt. I tried to add funds to my account using cryptocurrency, but it seems to have been rejected. I'm concerned because I'm missing the amount I transferred, and I'm not sure where it went. Can you help me resolve this?
GEN | [card_not_working] | Orig: I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account? -> Aug: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account or is there a technical problem with the payment system?
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money, please help me resolve this issue as soon as possible.
GEN | [declined_card_payment] | Orig: I'm sure I have enough money so why didn't the store accept my card? -> Aug: I'm certain I have sufficient funds, but the transaction was declined. Can you help me understand why my card was not accepted?
GEN | [compromised_card] | Orig: my card details could be stolen, as i didnt make these transactions -> Aug: I'm worried that someone may have accessed my card information, as I didn't authorize these recent transactions.
GEN | [transfer_not_received_by_recipient] | Orig: I do not know where the transaction is. -> Aug: I'm not sure where the transfer went, as the recipient hasn't received it.
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: We have not yet reversed the $1.00 charge as previously discussed.
GEN | [extra_charge_on_statement] | Orig: I'm pretty frustrated about a pound charge that keeps  showing up in my account statement. It's listed in the app as "pending", it never changes, and now I'm thinking someone's hacked my account! -> Aug: I'm concerned about a recurring charge of £1 that's been appearing on my statement, labeled as "pending" in the app, and it's not updating or changing, making me worry that someone has unauthorized access to my account.
GEN | [declined_cash_withdrawal] | Orig: why would i be declined if i had money iin my account -> Aug: Can you please confirm that you have sufficient funds in your account to cover the cash withdrawal amount, as our system indicates that the transaction was declined due to insufficient balance?
GEN | [compromised_card] | Orig: My card must have used my card as there are some transactions that I haven't done myself.. -> Aug: I'm concerned that someone has accessed my account because I've noticed transactions on my statement that I didn't authorize.
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge going to be reimbursed on my card? -> Aug: Will the £1 extra charge on my recent statement be credited back to my account?
GEN | [card_linking] | Orig: Could I reactivate my card please, I couldn't find it but it turns out it was in my jacket pocket. -> Aug: Could you please reactivate my card, I misplaced it initially but I've since found it in my jacket pocket.
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my credit card not functioning for any purchases or payments?
GEN | [card_not_working] | Orig: I seem to be unable to make any transactions. -> Aug: I'm having trouble making any purchases or transfers with my card.
GEN | [transfer_not_received_by_recipient] | Orig: Money is not in recipients account. -> Aug: The funds have not been credited to the recipient's account.
GEN | [pending_card_payment] | Orig: What's the pending length for credit transactions? I've had one in my pending category now for days and it won't move to processed. -> Aug: Can you please provide an update on the status of my pending credit card payment? I've had a transaction stuck in the pending category for an extended period, and I'm concerned it's not being processed as expected.
GEN | [supported_cards_and_currencies] | Orig: Why doesn't it work when I use American Express to try to add money to my account? -> Aug: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. Additionally, you can also use various digital wallets like Apple Pay, Google Pay, and Samsung Pay. If you have any further questions or concerns, please feel free to ask.
GEN | [get_disposable_virtual_card] | Orig: What systems do you have in place for my security when using my card for everyday purchases? -> Aug: Can you provide information on the security measures in place for virtual cards, specifically for online transactions and daily purchases?
GEN | [cancel_transfer] | Orig: I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account? -> Aug: I accidentally set up a transfer from the wrong account for my rent payment yesterday. Since it can't be processed from that account, I'd like to move it to the correct one to avoid any delays.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [direct_debit_payment_not_recognised] | Orig: I'm checking my statements and I saw a purchase from a couple weeks ago that I don't recall at all. Not only that, but I don't even know the business that charged it. I'm not sure if I did it or not, but can we check it and see if we can trace it back to make certain? -> Aug: I'm reviewing my account activity and noticed a transaction from a few weeks ago that I don't recognize. The merchant's name is unfamiliar to me, and I'm not sure if I authorized the charge. Can you help me investigate this transaction and verify if it was a legitimate payment or not?
GEN | [pending_top_up] | Orig: new customer and filling gas for the first time today, not working, -> Aug: I'm a new customer and I'm trying to top up my account for the first time today, but it's not working.
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm getting notifications about suspicious transactions on my account, which I didn't authorize.
GEN | [declined_transfer] | Orig: What does the decline message mean -> Aug: The transfer was declined due to insufficient funds or an invalid account number. Please verify the information and try again.
GEN | [automatic_top_up] | Orig: How do I get refills to my card when I'm traveling? -> Aug: Can I set up automatic top-ups for my card when I'm abroad, so I can receive refills easily while traveling?
GEN | [card_arrival] | Orig: Was there a number to track that I could get? -> Aug: Can I get a tracking number to monitor the status of my card delivery?
GEN | [declined_card_payment] | Orig: When I use my card, it says decline? -> Aug: Why did my payment get declined when I tried to use my card?
GEN | [card_delivery_estimate] | Orig: i need to expedite my card -> Aug: I'd be happy to assist you with estimating the delivery time for your card. Can you please provide me with your card's tracking number or the order number so I can look into it for you?
GEN | [compromised_card] | Orig: card is being used by someone else -> Aug: Someone else is using my card without my permission.
GEN | [receiving_money] | Orig: What are the steps for getting money from a friend? -> Aug: How do I receive money from a friend?
GEN | [lost_or_stolen_phone] | Orig: I don't have my mobile device and am unable to make the payment because I forgot my details. -> Aug: I've misplaced my phone and can't access my account to make a payment because I've forgotten my login credentials.
GEN | [atm_support] | Orig: Where can I get money from my card? -> Aug: How can I access my funds using my debit/credit card?
GEN | [receiving_money] | Orig: Is it ok for a friend to send me money? -> Aug: Can I receive a payment from a friend?
GEN | [pending_top_up] | Orig: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? -> Aug: I've just received my new card and I'm having trouble topping it up. The transaction I initiated about 30 minutes ago is still pending. Can you help me resolve this issue?
GEN | [transaction_charged_twice] | Orig: I've got a repeated tranasaction on my card. -> Aug: I've been double-charged for a transaction on my credit card.
GEN | [card_payment_fee_charged] | Orig: Is there a  way to  get around fees -> Aug: Can you help me avoid the payment processing fee on my recent transaction?
GEN | [order_physical_card] | Orig: Is a physical charge extra -> Aug: Are there any additional fees for ordering a physical credit card?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unknown charge. -> Aug: I'm showing an unfamiliar debit on my account.
VAL | [top_up_reverted] | YES | Text: I'm having an issue with a recent top-up attempt. I tried to add funds to my account using cryptocurrency, but it seems to have been rejected. I'm concerned because I'm missing the amount I transferred, and I'm not sure where it went. Can you help me resolve this?
VAL | [card_not_working] | YES | Text: I attempted to book a flight online this morning, but my credit card details aren't being accepted. Is there an issue with my account or is there a technical problem with the payment system?
VAL | [cash_withdrawal_not_recognised] | NO | Text: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money, please help me resolve this issue as soon as possible.
VAL | [declined_card_payment] | YES | Text: I'm certain I have sufficient funds, but the transaction was declined. Can you help me understand why my card was not accepted?
VAL | [compromised_card] | YES | Text: I'm worried that someone may have accessed my card information, as I didn't authorize these recent transactions.
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm not sure where the transfer went, as the recipient hasn't received it.
VAL | [extra_charge_on_statement] | NO | Text: We have not yet reversed the $1.00 charge as previously discussed.
VAL | [extra_charge_on_statement] | NO | Text: I'm concerned about a recurring charge of £1 that's been appearing on my statement, labeled as "pending" in the app, and it's not updating or changing, making me worry that someone has unauthorized access to my account.
VAL | [declined_cash_withdrawal] | NO | Text: Can you please confirm that you have sufficient funds in your account to cover the cash withdrawal amount, as our system indicates that the transaction was declined due to insufficient balance?
VAL | [compromised_card] | YES | Text: I'm concerned that someone has accessed my account because I've noticed transactions on my statement that I didn't authorize.
VAL | [extra_charge_on_statement] | NO | Text: Will the £1 extra charge on my recent statement be credited back to my account?
VAL | [card_linking] | NO | Text: Could you please reactivate my card, I misplaced it initially but I've since found it in my jacket pocket.
VAL | [card_not_working] | YES | Text: Why is my credit card not functioning for any purchases or payments?
VAL | [card_not_working] | YES | Text: I'm having trouble making any purchases or transfers with my card.
VAL | [transfer_not_received_by_recipient] | YES | Text: The funds have not been credited to the recipient's account.
VAL | [pending_card_payment] | YES | Text: Can you please provide an update on the status of my pending credit card payment? I've had a transaction stuck in the pending category for an extended period, and I'm concerned it's not being processed as expected.
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. Additionally, you can also use various digital wallets like Apple Pay, Google Pay, and Samsung Pay. If you have any further questions or concerns, please feel free to ask.
VAL | [get_disposable_virtual_card] | NO | Text: Can you provide information on the security measures in place for virtual cards, specifically for online transactions and daily purchases?
VAL | [cancel_transfer] | NO | Text: I accidentally set up a transfer from the wrong account for my rent payment yesterday. Since it can't be processed from that account, I'd like to move it to the correct one to avoid any delays.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm reviewing my account activity and noticed a transaction from a few weeks ago that I don't recognize. The merchant's name is unfamiliar to me, and I'm not sure if I authorized the charge. Can you help me investigate this transaction and verify if it was a legitimate payment or not?
VAL | [pending_top_up] | YES | Text: I'm a new customer and I'm trying to top up my account for the first time today, but it's not working.
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm getting notifications about suspicious transactions on my account, which I didn't authorize.
VAL | [declined_transfer] | NO | Text: The transfer was declined due to insufficient funds or an invalid account number. Please verify the information and try again.
VAL | [automatic_top_up] | NO | Text: Can I set up automatic top-ups for my card when I'm abroad, so I can receive refills easily while traveling?
VAL | [card_arrival] | NO | Text: Can I get a tracking number to monitor the status of my card delivery?
VAL | [declined_card_payment] | YES | Text: Why did my payment get declined when I tried to use my card?
VAL | [card_delivery_estimate] | NO | Text: I'd be happy to assist you with estimating the delivery time for your card. Can you please provide me with your card's tracking number or the order number so I can look into it for you?
VAL | [compromised_card] | YES | Text: Someone else is using my card without my permission.
VAL | [receiving_money] | NO | Text: How do I receive money from a friend?
VAL | [lost_or_stolen_phone] | NO | Text: I've misplaced my phone and can't access my account to make a payment because I've forgotten my login credentials.
VAL | [atm_support] | NO | Text: How can I access my funds using my debit/credit card?
VAL | [receiving_money] | YES | Text: Can I receive a payment from a friend?
VAL | [pending_top_up] | YES | Text: I've just received my new card and I'm having trouble topping it up. The transaction I initiated about 30 minutes ago is still pending. Can you help me resolve this issue?
VAL | [transaction_charged_twice] | YES | Text: I've been double-charged for a transaction on my credit card.
VAL | [card_payment_fee_charged] | YES | Text: Can you help me avoid the payment processing fee on my recent transaction?
VAL | [order_physical_card] | NO | Text: Are there any additional fees for ordering a physical credit card?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing an unfamiliar debit on my account.
