GEN | [apple_pay_or_google_pay] | Orig: Can I top up using my apple watch? -> Aug: Can I use Apple Pay or Google Pay to make a payment?
GEN | [verify_source_of_funds] | Orig: Where can I find my fund information? -> Aug: Can you please provide me with the source of the funds used for the transaction?
GEN | [unable_to_verify_identity] | Orig: Can you help me with proving my identity? -> Aug: We're having trouble verifying your identity, and I'd be happy to assist you with the process.
GEN | [extra_charge_on_statement] | Orig: Why did you charge me extra? -> Aug: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into this further?
GEN | [top_up_by_card_charge] | Orig: how much does it cost to add money to my card -> Aug: what is the fee for charging my card to add funds?
GEN | [cash_withdrawal_charge] | Orig: Is there a fee when I get cash from an ATM? Is there a limit I can take out? If there is a fee, what is it? -> Aug: Are there any charges or limits when I withdraw cash from an ATM? If there is a fee, what is the amount? Can I withdraw a certain amount before incurring a charge?
GEN | [automatic_top_up] | Orig: What about an auto top-up, is that a option? -> Aug: Can I set up an automatic top-up feature for my account?
GEN | [exchange_rate] | Orig: How do I know what the exchange rate will be when I make an exchange. -> Aug: What's the best way to find out the current exchange rate before I initiate an exchange transaction?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will I be charged for a top off transfer? -> Aug: Will there be a fee for topping up my account via bank transfer?
GEN | [country_support] | Orig: Which countries are represented? -> Aug: Which nations are included in our international support?
GEN | [edit_personal_details] | Orig: I would like to change my adress -> Aug: I would like to update my address
GEN | [getting_virtual_card] | Orig: How come I didn't get a virtual card yet? -> Aug: I'm still waiting to receive my virtual card, can you help me with that?
GEN | [declined_cash_withdrawal] | Orig: I was getting some cash out of the ATM but it cancelled on me without warning. -> Aug: I tried to withdraw cash from the ATM, but it suddenly declined my request without any prior notice.
GEN | [exchange_rate] | Orig: Do you know the rate of exchange? -> Aug: What's the current exchange rate?
GEN | [top_up_by_cash_or_cheque] | Orig: Will I be able to top up by cheque? -> Aug: Can I make a payment using a cheque to top up my account?
GEN | [apple_pay_or_google_pay] | Orig: Why is top up not working for my apple pay app -> Aug: Why is the top-up feature not functioning properly for my Google Pay account?
GEN | [supported_cards_and_currencies] | Orig: Which currencies do you accept for adding money? -> Aug: We accept a wide range of currencies, including USD, EUR, JPY, and more. What specific currency would you like to add funds with?
GEN | [getting_spare_card] | Orig: How much does it cost for additional cards? -> Aug: What is the fee for ordering a replacement card?
GEN | [pending_transfer] | Orig: I have not seen any changes in my account balance(s) after making a transfer. -> Aug: I'm still waiting to see the update in my account balance after initiating a transfer.
GEN | [cash_withdrawal_not_recognised] | Orig: There is a withdrawal on my account that I don't remember initiating. -> Aug: I'm trying to understand a recent cash withdrawal on my account that I don't recall authorizing.
GEN | [declined_card_payment] | Orig: The store card reader would not accept my card. -> Aug: The payment processing system declined my card due to an issue with the card information.
GEN | [cash_withdrawal_charge] | Orig: I made a cash withdrawal and was charged a fee incorrectly can you help with this? -> Aug: I attempted to withdraw cash and was unexpectedly charged a fee, could you assist me with this issue?
GEN | [passcode_forgotten] | Orig: I've completely forgot the code to get into the app. -> Aug: I've forgotten the passcode to access the app.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why did the cash deposit not show up in my account? -> Aug: Why hasn't my account balance been updated after I deposited cash?
GEN | [pin_blocked] | Orig: I attempted to enter my pin to many times. -> Aug: I've tried to enter my PIN multiple times, but it's still not accepting it.
GEN | [why_verify_identity] | Orig: i need to proof my identity to you why and how? -> Aug: I'm trying to understand the purpose of verifying my identity. Can you please explain why it's necessary and what information you need from me to complete the verification process?
GEN | [exchange_charge] | Orig: How much will I be charged for a cross-currency exchange? -> Aug: What is the fee for exchanging currency across different currencies?
GEN | [edit_personal_details] | Orig: I'd like to make some changes to my personal information. -> Aug: I'd like to update my personal details.
GEN | [transfer_timing] | Orig: How long does a European transfer take? -> Aug: What is the estimated processing time for a cross-border transfer to Europe?
GEN | [card_arrival] | Orig: When will I recieve my new card? -> Aug: When can I expect to receive my new credit card?
GEN | [card_acceptance] | Orig: Do you have a list of businesses that accept this card? -> Aug: Can you provide a list of merchants that accept this credit card?
GEN | [cancel_transfer] | Orig: Where do I go to cancel a transaction? -> Aug: How can I stop a transfer that's already in progress?
GEN | [cancel_transfer] | Orig: I would like to cancel my previous transaction -> Aug: I would like to cancel the transfer I initiated earlier
GEN | [country_support] | Orig: Which countries do you currently support? -> Aug: We currently offer services in a range of countries. Can you please specify which country you are inquiring about or would like to know more about our international services?
GEN | [visa_or_mastercard] | Orig: I do not want a VISA card. -> Aug: I prefer not to use a Mastercard.
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay extra because I paid with my card? -> Aug: Why was I charged an additional fee when I used my credit/debit card for the transaction?
GEN | [country_support] | Orig: Can you tell me the countries you provide support for. -> Aug: We currently offer support in multiple countries. Can you please specify which country you are inquiring about, and I'll be happy to provide you with more information on the services we offer in that region.
VAL | [apple_pay_or_google_pay] | YES | Text: Can I use Apple Pay or Google Pay to make a payment?
VAL | [verify_source_of_funds] | NO | Text: Can you please provide me with the source of the funds used for the transaction?
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your identity, and I'd be happy to assist you with the process.
VAL | [extra_charge_on_statement] | NO | Text: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into this further?
VAL | [top_up_by_card_charge] | YES | Text: what is the fee for charging my card to add funds?
VAL | [cash_withdrawal_charge] | NO | Text: Are there any charges or limits when I withdraw cash from an ATM? If there is a fee, what is the amount? Can I withdraw a certain amount before incurring a charge?
VAL | [automatic_top_up] | YES | Text: Can I set up an automatic top-up feature for my account?
VAL | [exchange_rate] | NO | Text: What's the best way to find out the current exchange rate before I initiate an exchange transaction?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Will there be a fee for topping up my account via bank transfer?
VAL | [country_support] | YES | Text: Which nations are included in our international support?
VAL | [edit_personal_details] | YES | Text: I would like to update my address
VAL | [getting_virtual_card] | YES | Text: I'm still waiting to receive my virtual card, can you help me with that?
VAL | [declined_cash_withdrawal] | YES | Text: I tried to withdraw cash from the ATM, but it suddenly declined my request without any prior notice.
VAL | [exchange_rate] | YES | Text: What's the current exchange rate?
VAL | [top_up_by_cash_or_cheque] | YES | Text: Can I make a payment using a cheque to top up my account?
VAL | [apple_pay_or_google_pay] | NO | Text: Why is the top-up feature not functioning properly for my Google Pay account?
VAL | [supported_cards_and_currencies] | NO | Text: We accept a wide range of currencies, including USD, EUR, JPY, and more. What specific currency would you like to add funds with?
VAL | [getting_spare_card] | YES | Text: What is the fee for ordering a replacement card?
VAL | [pending_transfer] | YES | Text: I'm still waiting to see the update in my account balance after initiating a transfer.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm trying to understand a recent cash withdrawal on my account that I don't recall authorizing.
VAL | [declined_card_payment] | YES | Text: The payment processing system declined my card due to an issue with the card information.
VAL | [cash_withdrawal_charge] | YES | Text: I attempted to withdraw cash and was unexpectedly charged a fee, could you assist me with this issue?
VAL | [passcode_forgotten] | YES | Text: I've forgotten the passcode to access the app.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited cash?
VAL | [pin_blocked] | YES | Text: I've tried to enter my PIN multiple times, but it's still not accepting it.
VAL | [why_verify_identity] | YES | Text: I'm trying to understand the purpose of verifying my identity. Can you please explain why it's necessary and what information you need from me to complete the verification process?
VAL | [exchange_charge] | NO | Text: What is the fee for exchanging currency across different currencies?
VAL | [edit_personal_details] | YES | Text: I'd like to update my personal details.
VAL | [transfer_timing] | YES | Text: What is the estimated processing time for a cross-border transfer to Europe?
VAL | [card_arrival] | YES | Text: When can I expect to receive my new credit card?
VAL | [card_acceptance] | YES | Text: Can you provide a list of merchants that accept this credit card?
VAL | [cancel_transfer] | YES | Text: How can I stop a transfer that's already in progress?
VAL | [cancel_transfer] | YES | Text: I would like to cancel the transfer I initiated earlier
VAL | [country_support] | NO | Text: We currently offer services in a range of countries. Can you please specify which country you are inquiring about or would like to know more about our international services?
VAL | [visa_or_mastercard] | NO | Text: I prefer not to use a Mastercard.
VAL | [card_payment_fee_charged] | YES | Text: Why was I charged an additional fee when I used my credit/debit card for the transaction?
VAL | [country_support] | NO | Text: We currently offer support in multiple countries. Can you please specify which country you are inquiring about, and I'll be happy to provide you with more information on the services we offer in that region.
