GEN | [exchange_rate] | Orig: What is the exchange looking like? -> Aug: How do the current exchange rates compare to each other?
GEN | [cash_withdrawal_charge] | Orig: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. -> Aug: What are the fees associated with cash withdrawals, and is there a daily or monthly limit on the amount I can withdraw before incurring charges?
GEN | [edit_personal_details] | Orig: I just had a wedding and I want to take my spouses name. -> Aug: I'd like to update my personal details to reflect my new married name.
GEN | [topping_up_by_card] | Orig: My friends would like to add to my account. What is the procedure? -> Aug: How can I add funds to my account using my debit/credit card?
GEN | [fiat_currency_support] | Orig: Do you have a problem with EUR exchanges? -> Aug: Are you experiencing any issues with converting or exchanging euros?
GEN | [declined_card_payment] | Orig: I couldn't pay with card in a shop -> Aug: Your payment was declined due to an issue with your card, please try a different payment method or contact your bank for assistance.
GEN | [top_up_reverted] | Orig: The app reversed a top off I had.  What should I do? -> Aug: The top-up I made was reversed in the app. What can I do to rectify the situation?
GEN | [declined_cash_withdrawal] | Orig: I'm trying to take money from my account but its not letting me. Help! -> Aug: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me with this issue?
GEN | [balance_not_updated_after_bank_transfer] | Orig: help my money isnt showing up -> Aug: my account balance isn't reflecting the recent transfer I made
GEN | [top_up_failed] | Orig: My money I added isn't on my card. -> Aug: The funds I attempted to add are not showing up on my card.
GEN | [card_payment_not_recognised] | Orig: I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges? -> Aug: I'm trying to dispute a recent charge on my card. I didn't make the purchase, and I'd like to reverse the transaction and get a refund.
GEN | [verify_top_up] | Orig: I would like to receive instructions showing the verification process for top up cards.. -> Aug: I'd appreciate guidance on the verification steps for topping up my prepaid cards.
GEN | [top_up_by_bank_transfer_charge] | Orig: Are you going to charge me to collect the money? -> Aug: Will there be a fee for processing the bank transfer for my top-up?
GEN | [card_not_working] | Orig: I wasn't able to use my card today when I went out for lunch. Wondering why that is? -> Aug: I tried to make a purchase with my card this morning, but it didn't work. Can you help me figure out what's going on?
GEN | [terminate_account] | Orig: if im not using my account should i close it or just let it sit -> Aug: If I'm not actively using my account, should I cancel it or simply leave it inactive?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did you give me so little currency? -> Aug: I was expecting a better exchange rate for my cash withdrawal, but I only received a small amount of currency.
GEN | [declined_cash_withdrawal] | Orig: Why can't I take money from my account? -> Aug: Unfortunately, your cash withdrawal request has been declined due to insufficient funds or other account restrictions. Please check your account balance or contact our customer service team for further assistance.
GEN | [transfer_fee_charged] | Orig: Hi! I'm a university student studying abroad and I noticed that when I was trying to cross-reference my budget for this month that there were extra fees I was not expecting. Why is that? I've had this account for years and I haven't had any trouble so far, it might not even be on your all's end since I'm still new to international travel and finance, but I wanted to double check in case a mistake was made! -> Aug: Hi! I'm a university student studying abroad and I noticed that when I was reviewing my budget for this month, I saw some unexpected fees. Could you please explain why these charges were added? I've had this account for years and haven't had any issues before, but I'm new to international travel and finance, so I wanted to confirm if it's a mistake or if there's something I'm missing.
GEN | [visa_or_mastercard] | Orig: Can I get a Visa from you? -> Aug: Can I obtain a Mastercard from you instead?
GEN | [card_payment_not_recognised] | Orig: This card payment isn't is recognition. -> Aug: This card payment is not being recognized.
GEN | [topping_up_by_card] | Orig: How do I to up by card? -> Aug: How can I top up my account using my card?
GEN | [supported_cards_and_currencies] | Orig: Can I electronically transfer funds into my account from my American Express? -> Aug: Can I make an electronic transfer into my account using my American Express card?
GEN | [verify_top_up] | Orig: Help me verify the card used on a top-up. -> Aug: Can you confirm the card details used for the recent top-up transaction?
GEN | [wrong_amount_of_cash_received] | Orig: i did not get any money but still was charged -> Aug: i was expecting to receive a certain amount of cash, but instead, I didn't receive any and was still charged
GEN | [automatic_top_up] | Orig: Can I have money transferred into my account at different intervals along my trip? -> Aug: Can I set up automatic top-ups to my account at regular intervals during my trip?
GEN | [card_delivery_estimate] | Orig: Can I pay more to get it deliver quicker? -> Aug: Is there an expedited shipping option available for a faster delivery of my card?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Tell me why my balance did not change when I tranferred cash. -> Aug: I'm trying to figure out why my account balance didn't update after I made a cash transfer.
GEN | [declined_cash_withdrawal] | Orig: what is my monthly spending limit because i was refused my money at an atm -> Aug: I'm happy to help you with your query. Your monthly spending limit is $X, but unfortunately, your recent cash withdrawal attempt was declined due to exceeding this limit. Would you like to know more about your available balance or discuss possible alternatives for accessing your funds?
GEN | [top_up_reverted] | Orig: Tell me how a top up would be reverted. -> Aug: If a top-up transaction is cancelled or reversed, how would the amount be restored to my account?
GEN | [beneficiary_not_allowed] | Orig: I need to transfer to my account and cant. -> Aug: I'm trying to transfer funds to my account, but it's not allowing me to.
GEN | [pending_top_up] | Orig: how long should i expect to wait when i add money -> Aug: what's the typical processing time for a pending top-up?
GEN | [pending_cash_withdrawal] | Orig: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. -> Aug: I'm reviewing my account and noticed a pending withdrawal that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't dispense the funds due to a technical issue. Can you investigate this pending transaction and ensure I'm not charged for the amount I didn't receive?
GEN | [cash_withdrawal_not_recognised] | Orig: I see cash in my app but I did not get it. -> Aug: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
GEN | [supported_cards_and_currencies] | Orig: I wish to use my American Express to put funds into my account. -> Aug: I'd like to deposit funds into my account using my American Express card.
GEN | [card_arrival] | Orig: maximum how many days get the courier? -> Aug: How long does it take for the courier to deliver my card?
GEN | [receiving_money] | Orig: Are there ways for other people to send me money? -> Aug: Can I receive funds from others through your services?
VAL | [exchange_rate] | NO | Text: How do the current exchange rates compare to each other?
VAL | [cash_withdrawal_charge] | NO | Text: What are the fees associated with cash withdrawals, and is there a daily or monthly limit on the amount I can withdraw before incurring charges?
VAL | [edit_personal_details] | YES | Text: I'd like to update my personal details to reflect my new married name.
VAL | [topping_up_by_card] | YES | Text: How can I add funds to my account using my debit/credit card?
VAL | [fiat_currency_support] | YES | Text: Are you experiencing any issues with converting or exchanging euros?
VAL | [declined_card_payment] | NO | Text: Your payment was declined due to an issue with your card, please try a different payment method or contact your bank for assistance.
VAL | [top_up_reverted] | YES | Text: The top-up I made was reversed in the app. What can I do to rectify the situation?
VAL | [declined_cash_withdrawal] | YES | Text: I'm having trouble withdrawing cash from my account and it's being declined. Can you assist me with this issue?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: my account balance isn't reflecting the recent transfer I made
VAL | [top_up_failed] | YES | Text: The funds I attempted to add are not showing up on my card.
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to dispute a recent charge on my card. I didn't make the purchase, and I'd like to reverse the transaction and get a refund.
VAL | [verify_top_up] | YES | Text: I'd appreciate guidance on the verification steps for topping up my prepaid cards.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Will there be a fee for processing the bank transfer for my top-up?
VAL | [card_not_working] | YES | Text: I tried to make a purchase with my card this morning, but it didn't work. Can you help me figure out what's going on?
VAL | [terminate_account] | YES | Text: If I'm not actively using my account, should I cancel it or simply leave it inactive?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a better exchange rate for my cash withdrawal, but I only received a small amount of currency.
VAL | [declined_cash_withdrawal] | NO | Text: Unfortunately, your cash withdrawal request has been declined due to insufficient funds or other account restrictions. Please check your account balance or contact our customer service team for further assistance.
VAL | [transfer_fee_charged] | YES | Text: Hi! I'm a university student studying abroad and I noticed that when I was reviewing my budget for this month, I saw some unexpected fees. Could you please explain why these charges were added? I've had this account for years and haven't had any issues before, but I'm new to international travel and finance, so I wanted to confirm if it's a mistake or if there's something I'm missing.
VAL | [visa_or_mastercard] | NO | Text: Can I obtain a Mastercard from you instead?
VAL | [card_payment_not_recognised] | YES | Text: This card payment is not being recognized.
VAL | [topping_up_by_card] | YES | Text: How can I top up my account using my card?
VAL | [supported_cards_and_currencies] | YES | Text: Can I make an electronic transfer into my account using my American Express card?
VAL | [verify_top_up] | YES | Text: Can you confirm the card details used for the recent top-up transaction?
VAL | [wrong_amount_of_cash_received] | YES | Text: i was expecting to receive a certain amount of cash, but instead, I didn't receive any and was still charged
VAL | [automatic_top_up] | YES | Text: Can I set up automatic top-ups to my account at regular intervals during my trip?
VAL | [card_delivery_estimate] | YES | Text: Is there an expedited shipping option available for a faster delivery of my card?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I'm trying to figure out why my account balance didn't update after I made a cash transfer.
VAL | [declined_cash_withdrawal] | NO | Text: I'm happy to help you with your query. Your monthly spending limit is $X, but unfortunately, your recent cash withdrawal attempt was declined due to exceeding this limit. Would you like to know more about your available balance or discuss possible alternatives for accessing your funds?
VAL | [top_up_reverted] | NO | Text: If a top-up transaction is cancelled or reversed, how would the amount be restored to my account?
VAL | [beneficiary_not_allowed] | YES | Text: I'm trying to transfer funds to my account, but it's not allowing me to.
VAL | [pending_top_up] | YES | Text: what's the typical processing time for a pending top-up?
VAL | [pending_cash_withdrawal] | YES | Text: I'm reviewing my account and noticed a pending withdrawal that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't dispense the funds due to a technical issue. Can you investigate this pending transaction and ensure I'm not charged for the amount I didn't receive?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
VAL | [supported_cards_and_currencies] | YES | Text: I'd like to deposit funds into my account using my American Express card.
VAL | [card_arrival] | YES | Text: How long does it take for the courier to deliver my card?
VAL | [receiving_money] | YES | Text: Can I receive funds from others through your services?
