GEN | [card_not_working] | Orig: WHAT IS THE MAIN REASON OF THIS PROBLEM -> Aug: WHY IS MY CARD NOT FUNCTIONING PROPERLY?
GEN | [transfer_fee_charged] | Orig: why was i chargged -> Aug: why was I charged a transfer fee?
GEN | [declined_transfer] | Orig: How do I make sure my transfer isn't goin to an unsupported merchant? -> Aug: We'd like to inform you that your recent transfer request has been declined due to the merchant being unsupported. To avoid this issue in the future, please ensure that the merchant is authorized by our bank before initiating the transfer.
GEN | [transaction_charged_twice] | Orig: Why do I have two charges It should only be one charge? -> Aug: I've noticed that I've been charged twice for the same transaction. Can you please investigate and correct this error?
GEN | [pin_blocked] | Orig: How do I get unblocked? -> Aug: What can I do to resolve the PIN block issue?
GEN | [topping_up_by_card] | Orig: What information am I going to have to have in order to do a transfer with my card? -> Aug: What details do I need to provide to complete a card-based transfer?
GEN | [change_pin] | Orig: How can I change my Rowlock ? -> Aug: How do I modify my PIN code?
GEN | [card_about_to_expire] | Orig: Where can I have a new bank card sent to China? -> Aug: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to my address in China?
GEN | [card_payment_not_recognised] | Orig: I need to know where this charge is coming from? -> Aug: I'm trying to figure out why this transaction is showing up on my statement.
GEN | [transfer_not_received_by_recipient] | Orig: wheres my money receipt -> Aug: I haven't received the transfer confirmation, can you please help me locate the receipt?
GEN | [verify_top_up] | Orig: I don't see the verification code for my card transfer. -> Aug: I'm having trouble finding the verification code for my recent top-up.
GEN | [extra_charge_on_statement] | Orig: I wanted to know about a pending dollar that is on my statement. -> Aug: I'm trying to understand why I was charged an unexpected fee on my recent statement.
GEN | [direct_debit_payment_not_recognised] | Orig: Why is there a direct debit set up in my name? -> Aug: We've received a direct debit instruction that doesn't match any payment plan in your account. Can you please confirm if you've set up a direct debit recently or if you're aware of any unknown transactions?
GEN | [card_payment_not_recognised] | Orig: I've never been to that store.  That's a fraudulent charge. -> Aug: I'm not familiar with that merchant. This transaction seems suspicious.
GEN | [verify_source_of_funds] | Orig: What kind of security protects my money? -> Aug: We're happy to ensure the security of your funds. Can you please confirm the source of the funds used for this transaction?
GEN | [why_verify_identity] | Orig: I still want to use my account but haven't verified is that OK? -> Aug: I'd like to continue using my account, but I haven't completed the verification process yet. Is that acceptable?
GEN | [supported_cards_and_currencies] | Orig: I have one other credit card from the US. Do you take that? -> Aug: I have another credit card from the US. Do you accept it?
GEN | [supported_cards_and_currencies] | Orig: I only have one other credit card from the US. Do you accept that? -> Aug: I'd like to know if you support the credit card I have from the US, besides the one I'm using now.
GEN | [failed_transfer] | Orig: Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance. -> Aug: I'm in the process of buying a property and am attempting to complete a payment, but an error is occurring and I require assistance to resolve the issue.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: When will my deposit be processed? -> Aug: Why hasn't my account balance been updated after I deposited cash or a cheque?
GEN | [direct_debit_payment_not_recognised] | Orig: I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced. -> Aug: I'm reviewing my account activity and I've found an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge, returning the funds to my account.
GEN | [cash_withdrawal_not_recognised] | Orig: I have my card here with me and someone has just made a withdrawal for 500. Please help! -> Aug: I'm trying to make a cash withdrawal, but the amount I withdrew doesn't seem to be showing up on my account. Can you assist me?
GEN | [why_verify_identity] | Orig: Is it possible to go ahead and log in, although I have not been confirmed yet? -> Aug: I'd like to know if I can still access my account even though my identity hasn't been verified yet.
GEN | [cash_withdrawal_charge] | Orig: I have a strange transaction on my account which appears to pertain to a cash withdrawal I made outside Nandos in Leeds.  What is that for?  Is it fraud? -> Aug: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a withdrawal at a cash machine near Nandos in Leeds, but the charge is showing up as a different location. Can you help me understand what this is and if it's a legitimate transaction?
GEN | [reverted_card_payment?] | Orig: Why has my money been returned back to my card. -> Aug: Why was my payment reversed and credited back to my card?
GEN | [terminate_account] | Orig: i'm not satisfied with the services and no longer want to be a customer -> Aug: I'm unhappy with the services and would like to cancel my account.
GEN | [request_refund] | Orig: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! -> Aug: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and would like a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
GEN | [edit_personal_details] | Orig: should i contact customer support if i can't edit details -> Aug: should I reach out to customer support if I'm having trouble updating my personal information?
GEN | [receiving_money] | Orig: I need my payment in another currency -> Aug: I would like to receive my payment in a different currency
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I need my account checked because it appears there is a problem. I attempted to update my balance yesterday using cheque but it doesn't seem to have worked.  Should this not be faster than this? -> Aug: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated yet. Can you look into this and let me know why it's taking so long?
GEN | [Refund_not_showing_up] | Orig: how does my statement get updated so i know when a refund will reflect on my balance -> Aug: can you please let me know when my account will be credited with the refund and how I can verify the update on my statement?
GEN | [supported_cards_and_currencies] | Orig: I have one other credit card from the US. Do you take it? -> Aug: I have another credit card from the US. What types of credit cards do you accept?
GEN | [card_payment_fee_charged] | Orig: Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances. -> Aug: I'd like to clarify if there are any extra charges or fees associated with using my credit/debit card for transactions. I noticed a mention of fee-free transactions in the app, but I want to confirm if there are any exceptions or limitations.
VAL | [card_not_working] | NO | Text: WHY IS MY CARD NOT FUNCTIONING PROPERLY?
VAL | [transfer_fee_charged] | YES | Text: why was I charged a transfer fee?
VAL | [declined_transfer] | NO | Text: We'd like to inform you that your recent transfer request has been declined due to the merchant being unsupported. To avoid this issue in the future, please ensure that the merchant is authorized by our bank before initiating the transfer.
VAL | [transaction_charged_twice] | YES | Text: I've noticed that I've been charged twice for the same transaction. Can you please investigate and correct this error?
VAL | [pin_blocked] | YES | Text: What can I do to resolve the PIN block issue?
VAL | [topping_up_by_card] | NO | Text: What details do I need to provide to complete a card-based transfer?
VAL | [change_pin] | NO | Text: How do I modify my PIN code?
VAL | [card_about_to_expire] | NO | Text: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to my address in China?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to figure out why this transaction is showing up on my statement.
VAL | [transfer_not_received_by_recipient] | NO | Text: I haven't received the transfer confirmation, can you please help me locate the receipt?
VAL | [verify_top_up] | NO | Text: I'm having trouble finding the verification code for my recent top-up.
VAL | [extra_charge_on_statement] | YES | Text: I'm trying to understand why I was charged an unexpected fee on my recent statement.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a direct debit instruction that doesn't match any payment plan in your account. Can you please confirm if you've set up a direct debit recently or if you're aware of any unknown transactions?
VAL | [card_payment_not_recognised] | NO | Text: I'm not familiar with that merchant. This transaction seems suspicious.
VAL | [verify_source_of_funds] | NO | Text: We're happy to ensure the security of your funds. Can you please confirm the source of the funds used for this transaction?
VAL | [why_verify_identity] | YES | Text: I'd like to continue using my account, but I haven't completed the verification process yet. Is that acceptable?
VAL | [supported_cards_and_currencies] | YES | Text: I have another credit card from the US. Do you accept it?
VAL | [supported_cards_and_currencies] | YES | Text: I'd like to know if you support the credit card I have from the US, besides the one I'm using now.
VAL | [failed_transfer] | YES | Text: I'm in the process of buying a property and am attempting to complete a payment, but an error is occurring and I require assistance to resolve the issue.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: Why hasn't my account balance been updated after I deposited cash or a cheque?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm reviewing my account activity and I've found an unexpected direct debit payment. I'm certain I didn't initiate the transaction, so I'd appreciate it if you could investigate and reverse the charge, returning the funds to my account.
VAL | [cash_withdrawal_not_recognised] | NO | Text: I'm trying to make a cash withdrawal, but the amount I withdrew doesn't seem to be showing up on my account. Can you assist me?
VAL | [why_verify_identity] | NO | Text: I'd like to know if I can still access my account even though my identity hasn't been verified yet.
VAL | [cash_withdrawal_charge] | YES | Text: I'm reviewing my account activity and noticed a cash withdrawal charge that doesn't seem to match my recent transactions. I made a withdrawal at a cash machine near Nandos in Leeds, but the charge is showing up as a different location. Can you help me understand what this is and if it's a legitimate transaction?
VAL | [reverted_card_payment?] | YES | Text: Why was my payment reversed and credited back to my card?
VAL | [terminate_account] | YES | Text: I'm unhappy with the services and would like to cancel my account.
VAL | [request_refund] | YES | Text: I've been waiting for over a month and haven't received my order, which was a simple pencil. I'm extremely frustrated and would like a refund as soon as possible. I'll take my business elsewhere if this issue isn't resolved promptly.
VAL | [edit_personal_details] | YES | Text: should I reach out to customer support if I'm having trouble updating my personal information?
VAL | [receiving_money] | YES | Text: I would like to receive my payment in a different currency
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I'm concerned about an issue with my account. I deposited a cheque yesterday, but my balance hasn't been updated yet. Can you look into this and let me know why it's taking so long?
VAL | [Refund_not_showing_up] | NO | Text: can you please let me know when my account will be credited with the refund and how I can verify the update on my statement?
VAL | [supported_cards_and_currencies] | YES | Text: I have another credit card from the US. What types of credit cards do you accept?
VAL | [card_payment_fee_charged] | NO | Text: I'd like to clarify if there are any extra charges or fees associated with using my credit/debit card for transactions. I noticed a mention of fee-free transactions in the app, but I want to confirm if there are any exceptions or limitations.
