GEN | [getting_spare_card] | Orig: Can another family member hold a card for this account in addition to mine? -> Aug: Can I have a spare card issued for this account, in addition to the one I already have?
GEN | [top_up_failed] | Orig: I really need to top-up my card today urgently but my card keeps getting declined!! Can you please help me with this problem or let me know if you have any alternatives -> Aug: I'm in a bit of an emergency and I need to top-up my card ASAP, but it's not accepting the payment. Can you assist me with this issue or suggest an alternative solution?
GEN | [top_up_failed] | Orig: I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. -> Aug: I'm having trouble topping up my card, and it keeps getting declined. I urgently need help resolving this issue as soon as possible.
GEN | [beneficiary_not_allowed] | Orig: What are then rules on beneficiaries? -> Aug: Who is eligible to be a beneficiary for our services?
GEN | [getting_spare_card] | Orig: Is a new debit card free? -> Aug: Can I get a new debit card without any additional fees?
GEN | [verify_source_of_funds] | Orig: how do i track the moeney -> Aug: Can you please confirm the source of the funds for the transaction?
GEN | [getting_spare_card] | Orig: Can I have a spare card for this account please? -> Aug: Might I request a replacement card for this account?
GEN | [top_up_by_card_charge] | Orig: Where can i top my card for free? -> Aug: How can I add funds to my card without incurring any charges?
GEN | [top_up_reverted] | Orig: Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account -> Aug: Hi, I attempted to make a crypto top-up earlier today, but it didn't go through. Could it be related to the type of bank I'm using or my location? Additionally, I'm concerned that some funds have been deducted from my account without my consent.
GEN | [failed_transfer] | Orig: Your system is broken. My transfers keep failing, 5 times now. -> Aug: My transactions are not going through. I've had three failed transfers in a row.
GEN | [cancel_transfer] | Orig: I paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow. -> Aug: I mistakenly transferred my rent payment to the wrong account. Can you please cancel the transfer and redirect it to the correct account, as it needs to be processed by tomorrow?
GEN | [cash_withdrawal_charge] | Orig: Please help!  There was an extra fee when I got cash. -> Aug: I'm happy to assist you with the unexpected fee you were charged for the cash withdrawal.
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm trying to urgently top-up my card, but it's being declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: I need to cancel a transfer that was made in error yesterday and it's crucial that it's reversed by tomorrow as it's related to my rent payment.
GEN | [pending_top_up] | Orig: Needed gas, been delayed for half an hour.Please fix it! -> Aug: Running late due to unexpected traffic, can you expedite my pending top-up as soon as possible?
GEN | [card_acceptance] | Orig: Where do I pay with my debit or credit card? -> Aug: How can I use my debit or credit card to make a payment?
GEN | [declined_cash_withdrawal] | Orig: I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working? -> Aug: I attempted to withdraw cash from an ATM in Notting Hill using my card, but it was declined. This is my first time trying to use it. Is there an issue with my card?
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've already finished the 3D secure verification process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
GEN | [verify_top_up] | Orig: Verifying the top-up seems like a hassle. -> Aug: Confirming the top-up details appears to be a tedious process.
GEN | [transaction_charged_twice] | Orig: Can you explain the various transaction times shown on my statement? -> Aug: Why are there multiple transaction dates listed on my statement, and what does it mean when I've been charged twice for the same transaction?
GEN | [lost_or_stolen_card] | Orig: I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card? -> Aug: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card and tell me the location where it was used?
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my recent money transfer is unable to view the transaction. Can you help me resolve this issue?
GEN | [transfer_not_received_by_recipient] | Orig: i accidentally entered in my retailers information, what should i do next -> Aug: I mistakenly provided the wrong recipient's information for the transfer, what are my next steps?
GEN | [verify_source_of_funds] | Orig: How can I lookup the source for my available money? -> Aug: Can you please confirm the origin of the funds in my account?
GEN | [direct_debit_payment_not_recognised] | Orig: How long after I receive my statement can I dispute payments on it? -> Aug: We've received your statement, but we're unable to locate a direct debit payment from your account. Can you please confirm the payment details and the date you made the payment, so we can assist you further?
GEN | [visa_or_mastercard] | Orig: Does it matter which card I use -> Aug: Is it important which credit card I use, specifically Visa or Mastercard?
GEN | [pending_cash_withdrawal] | Orig: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine rejected my card. The transaction still appears as pending in my account. Could you please cancel this pending withdrawal as I'm certain I didn't receive the funds?
GEN | [declined_cash_withdrawal] | Orig: I entered the correct pin but I still couldnt get funds. -> Aug: I attempted to withdraw cash, but despite entering my PIN correctly, the transaction was declined.
GEN | [lost_or_stolen_card] | Orig: What's the phone number to freeze a card? -> Aug: I think I may have misplaced my card, can you please provide the phone number to report it lost or stolen?
GEN | [compromised_card] | Orig: What do I do if I detect fraudulent use on my car? -> Aug: If I notice suspicious activity on my credit card, what steps should I take to protect my account?
GEN | [transfer_not_received_by_recipient] | Orig: The app isn't showing my transactions -> Aug: I'm trying to check my recent transfers, but the app isn't displaying the transaction I sent to the recipient.
GEN | [declined_cash_withdrawal] | Orig: I went to the Notting Hill ATM to use my card the first time for a cash withdrawal but it didn't work. Does this mean that my card isn't working yet? -> Aug: I attempted to withdraw cash from the ATM at Notting Hill using my card for the first time, but the transaction was declined. Does this indicate that my card is currently inactive or has some issue?
GEN | [verify_source_of_funds] | Orig: Is there a way to see where my money originally came from? -> Aug: Can you please confirm the origin of the funds used for this transaction?
GEN | [exchange_via_app] | Orig: My plans may change so I may need to change from GBP to AUD. -> Aug: I may need to convert my plans from GBP to AUD due to changes in my plans.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: what are weekend rates for getting cash -> Aug: I was expecting a better exchange rate for the cash withdrawal on weekends, but the rate you provided seems incorrect.
VAL | [getting_spare_card] | YES | Text: Can I have a spare card issued for this account, in addition to the one I already have?
VAL | [top_up_failed] | NO | Text: I'm in a bit of an emergency and I need to top-up my card ASAP, but it's not accepting the payment. Can you assist me with this issue or suggest an alternative solution?
VAL | [top_up_failed] | YES | Text: I'm having trouble topping up my card, and it keeps getting declined. I urgently need help resolving this issue as soon as possible.
VAL | [beneficiary_not_allowed] | NO | Text: Who is eligible to be a beneficiary for our services?
VAL | [getting_spare_card] | YES | Text: Can I get a new debit card without any additional fees?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds for the transaction?
VAL | [getting_spare_card] | YES | Text: Might I request a replacement card for this account?
VAL | [top_up_by_card_charge] | YES | Text: How can I add funds to my card without incurring any charges?
VAL | [top_up_reverted] | YES | Text: Hi, I attempted to make a crypto top-up earlier today, but it didn't go through. Could it be related to the type of bank I'm using or my location? Additionally, I'm concerned that some funds have been deducted from my account without my consent.
VAL | [failed_transfer] | YES | Text: My transactions are not going through. I've had three failed transfers in a row.
VAL | [cancel_transfer] | NO | Text: I mistakenly transferred my rent payment to the wrong account. Can you please cancel the transfer and redirect it to the correct account, as it needs to be processed by tomorrow?
VAL | [cash_withdrawal_charge] | YES | Text: I'm happy to assist you with the unexpected fee you were charged for the cash withdrawal.
VAL | [top_up_failed] | YES | Text: I'm trying to urgently top-up my card, but it's being declined repeatedly. Can you help me resolve this issue or suggest an alternative solution?
VAL | [cancel_transfer] | NO | Text: I need to cancel a transfer that was made in error yesterday and it's crucial that it's reversed by tomorrow as it's related to my rent payment.
VAL | [pending_top_up] | NO | Text: Running late due to unexpected traffic, can you expedite my pending top-up as soon as possible?
VAL | [card_acceptance] | YES | Text: How can I use my debit or credit card to make a payment?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in Notting Hill using my card, but it was declined. This is my first time trying to use it. Is there an issue with my card?
VAL | [top_up_reverted] | YES | Text: I've already finished the 3D secure verification process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
VAL | [verify_top_up] | YES | Text: Confirming the top-up details appears to be a tedious process.
VAL | [transaction_charged_twice] | NO | Text: Why are there multiple transaction dates listed on my statement, and what does it mean when I've been charged twice for the same transaction?
VAL | [lost_or_stolen_card] | YES | Text: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card and tell me the location where it was used?
VAL | [transfer_not_received_by_recipient] | YES | Text: The recipient of my recent money transfer is unable to view the transaction. Can you help me resolve this issue?
VAL | [transfer_not_received_by_recipient] | YES | Text: I mistakenly provided the wrong recipient's information for the transfer, what are my next steps?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds in my account?
VAL | [direct_debit_payment_not_recognised] | YES | Text: We've received your statement, but we're unable to locate a direct debit payment from your account. Can you please confirm the payment details and the date you made the payment, so we can assist you further?
VAL | [visa_or_mastercard] | YES | Text: Is it important which credit card I use, specifically Visa or Mastercard?
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine rejected my card. The transaction still appears as pending in my account. Could you please cancel this pending withdrawal as I'm certain I didn't receive the funds?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash, but despite entering my PIN correctly, the transaction was declined.
VAL | [lost_or_stolen_card] | NO | Text: I think I may have misplaced my card, can you please provide the phone number to report it lost or stolen?
VAL | [compromised_card] | NO | Text: If I notice suspicious activity on my credit card, what steps should I take to protect my account?
VAL | [transfer_not_received_by_recipient] | NO | Text: I'm trying to check my recent transfers, but the app isn't displaying the transaction I sent to the recipient.
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash from the ATM at Notting Hill using my card for the first time, but the transaction was declined. Does this indicate that my card is currently inactive or has some issue?
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the origin of the funds used for this transaction?
VAL | [exchange_via_app] | NO | Text: I may need to convert my plans from GBP to AUD due to changes in my plans.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a better exchange rate for the cash withdrawal on weekends, but the rate you provided seems incorrect.
