GEN | [pending_cash_withdrawal] | Orig: Why is the app showing a still pending message on a withdraw that has already been done? -> Aug: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
GEN | [top_up_failed] | Orig: Can I tell if my top off didn't work?  It doesn't seem to have. -> Aug: Can you confirm if my top-up was unsuccessful? It appears it didn't go through.
GEN | [atm_support] | Orig: Do I have to use bank approved ATM's -> Aug: Must I only use bank-recommended ATMs?
GEN | [reverted_card_payment?] | Orig: Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying. -> Aug: Why is my card not allowing me to make online transactions? I've been trying for two weeks now.
GEN | [top_up_reverted] | Orig: It's only been a few weeks my my top-up got cancelled -> Aug: My recent top-up reversal has just occurred, and it's only been a few weeks since it happened.
GEN | [card_about_to_expire] | Orig: Where can I have a new bank card sent to China? -> Aug: Can I request a replacement bank card to be delivered to China?
GEN | [cash_withdrawal_not_recognised] | Orig: There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though. -> Aug: I'm experiencing an issue with an unauthorized cash withdrawal that was made on my account. I still have my card in my possession, but the transaction doesn't seem to be recognized by the system.
GEN | [top_up_failed] | Orig: Fix my top up -> Aug: Complete my top-up transaction
GEN | [compromised_card] | Orig: My card must have used my card as there are some transactions that I haven't done myself.. -> Aug: Someone else must have used my compromised card, as there are transactions that I didn't authorize myself.
GEN | [transfer_timing] | Orig: How long does it take to get my money -> Aug: What's the typical timeframe for processing my transfer?
GEN | [reverted_card_payment?] | Orig: My card payments have stopped. -> Aug: My card payments have ceased.
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
GEN | [top_up_by_bank_transfer_charge] | Orig: If someone sends me money, will I be charged? -> Aug: If I receive a bank transfer from someone, will I be charged a fee?
GEN | [card_not_working] | Orig: Did you deactivate my card it's not working anymore -> Aug: Is my card still active? It's not functioning properly.
GEN | [pin_blocked] | Orig: I enetered the wrong information, I need my account unblocked How do I do that? -> Aug: I mistakenly entered incorrect details, please help me resolve the issue and unblock my account.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. -> Aug: I'm planning to initiate a transfer from a UK account, but I'm concerned that my account balance won't be updated immediately. Can you confirm if the transfer will be processed quickly, or will it take an extended period of time?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unknown charge. -> Aug: We've detected an unfamiliar payment.
GEN | [transfer_fee_charged] | Orig: Why was money taken for a transfer? -> Aug: What's the reason for the fee deducted from my account for the recent transfer?
GEN | [top_up_failed] | Orig: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives -> Aug: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
GEN | [pending_top_up] | Orig: How long after a failed topup will funds refurn to account -> Aug: When will the funds be returned to my account after a failed top-up attempt?
GEN | [pending_transfer] | Orig: I have a pending transaction -> Aug: A transfer is currently in the process of being processed
GEN | [declined_transfer] | Orig: I wanted to know why my transaction didn't go through. -> Aug: I'm curious about the reason behind the failed transfer.
GEN | [topping_up_by_card] | Orig: I tried to get gas but my money was gone! -> Aug: I attempted to make a purchase, but my card balance was insufficient.
GEN | [cash_withdrawal_not_recognised] | Orig: A WD was just made on my account, but it was not me and I still have my card.  What to do? -> Aug: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
GEN | [top_up_reverted] | Orig: I didn't cancel my top-up. -> Aug: I didn't reverse my top-up.
GEN | [verify_top_up] | Orig: What can I do to verify my card? -> Aug: How can I confirm the details of my card?
GEN | [declined_card_payment] | Orig: I keep trying to make a payment, but it doesn't work. -> Aug: I've been attempting to process a payment, but it's consistently being rejected.
GEN | [get_disposable_virtual_card] | Orig: I need a single use card for shopping online -> Aug: I require a one-time use virtual card for online transactions
GEN | [top_up_reverted] | Orig: top up cancellation -> Aug: reversal of a top-up request
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Dude I put money in the ATM last week but it ain't there! I need the money now figure this out! -> Aug: I made a deposit using the ATM last week, but my account balance hasn't been updated yet. Can you help me resolve this issue ASAP?
GEN | [card_not_working] | Orig: Please help me!  My physical card isn't working right. -> Aug: Can you assist me? My physical bank card is malfunctioning.
GEN | [terminate_account] | Orig: I would like to invalidate my account.  I am very disappointed with your services. -> Aug: I'd like to cancel my account due to dissatisfaction with your services.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original question with slightly different wording but retains the essence of the inquiry about an un-updated withdrawal status. | Original: Why is the app showing a still pending message on a withdraw that has already been done? | Augmented: Why is the app still displaying a pending status for a cash withdrawal that was completed earlier?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: Can I tell if my top off didn't work?  It doesn't seem to have. | Augmented: Can you confirm if my top-up was unsuccessful? It appears it didn't go through.
VAL | [atm_support] | ACCEPT | Reason: ... | Original: Do I have to use bank approved ATM's | Augmented: Must I only use bank-recommended ATMs?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying. | Augmented: Why is my card not allowing me to make online transactions? I've been trying for two weeks now.
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: It's only been a few weeks my my top-up got cancelled | Augmented: My recent top-up reversal has just occurred, and it's only been a few weeks since it happened.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Where can I have a new bank card sent to China? | Augmented: Can I request a replacement bank card to be delivered to China?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text preserves the core issue of an unauthorized cash withdrawal not being recognized by the system, and it does not add any unsupported information or change the intent. | Original: There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though. | Augmented: I'm experiencing an issue with an unauthorized cash withdrawal that was made on my account. I still have my card in my possession, but the transaction doesn't seem to be recognized by the system.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: Fix my top up | Augmented: Complete my top-up transaction
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: My card must have used my card as there are some transactions that I haven't done myself.. | Augmented: Someone else must have used my compromised card, as there are transactions that I didn't authorize myself.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long does it take to get my money | Augmented: What's the typical timeframe for processing my transfer?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: My card payments have stopped. | Augmented: My card payments have ceased.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: How do I contact customer support about my declined transfer? | Augmented: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: If someone sends me money, will I be charged? | Augmented: If I receive a bank transfer from someone, will I be charged a fee?
VAL | [card_not_working] | REVIEW | Reason: N/A | Original: Did you deactivate my card it's not working anymore | Augmented: Is my card still active? It's not functioning properly.
VAL | [pin_blocked] | ACCEPT | Reason: ... | Original: I enetered the wrong information, I need my account unblocked How do I do that? | Augmented: I mistakenly entered incorrect details, please help me resolve the issue and unblock my account.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Im going to need to make a transfer from a UK account but I need it to go through ASAP. Is that going to be possible or will it take forever?? Im hoping it will be a couple hours and not a couple weeks. | Augmented: I'm planning to initiate a transfer from a UK account, but I'm concerned that my account balance won't be updated immediately. Can you confirm if the transfer will be processed quickly, or will it take an extended period of time?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have an unknown charge. | Augmented: We've detected an unfamiliar payment.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Why was money taken for a transfer? | Augmented: What's the reason for the fee deducted from my account for the recent transfer?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives | Augmented: I'm experiencing an issue with topping up my card, as it's been declined repeatedly. Could you assist me in resolving this issue or suggest an alternative solution, please?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: How long after a failed topup will funds refurn to account | Augmented: When will the funds be returned to my account after a failed top-up attempt?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I have a pending transaction | Augmented: A transfer is currently in the process of being processed
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I wanted to know why my transaction didn't go through. | Augmented: I'm curious about the reason behind the failed transfer.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I tried to get gas but my money was gone! | Augmented: I attempted to make a purchase, but my card balance was insufficient.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: A WD was just made on my account, but it was not me and I still have my card.  What to do? | Augmented: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I didn't cancel my top-up. | Augmented: I didn't reverse my top-up.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: What can I do to verify my card? | Augmented: How can I confirm the details of my card?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I keep trying to make a payment, but it doesn't work. | Augmented: I've been attempting to process a payment, but it's consistently being rejected.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: I need a single use card for shopping online | Augmented: I require a one-time use virtual card for online transactions
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: top up cancellation | Augmented: reversal of a top-up request
