GEN | [contactless_not_working] | Orig: Should i uninstall the app before i try it again? -> Aug: Is it necessary to remove the app before attempting to use the contactless payment feature again?
GEN | [pending_top_up] | Orig: I do not think the pop up went through yet. -> Aug: I'm not sure if the top-up request has been processed successfully.
GEN | [contactless_not_working] | Orig: Are my contactless settings correct? I tried to use it today but it wasn't working. -> Aug: Is my contactless payment configuration set up properly? I attempted to use it earlier, but it didn't function as expected.
GEN | [top_up_limits] | Orig: It seems I need to get information on limits for top-ups. -> Aug: Can you provide details about the limits for making deposits or adding funds to my account?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Can you explain why my top-up request is still pending?
GEN | [verify_top_up] | Orig: I would like to receive instructions showing the verification process for top up cards.. -> Aug: I'd appreciate guidance on the steps to confirm the top-up process for my prepaid cards.
GEN | [contactless_not_working] | Orig: Why wasn't my contactless accepted at the metro? -> Aug: Why did my contactless payment fail to work at the metro station?
GEN | [terminate_account] | Orig: This place has been too much work so I'd just like to close out my account & be done. -> Aug: This account has become too burdensome, and I'd prefer to shut it down and move on.
GEN | [automatic_top_up] | Orig: How do I get refills to my card when I'm traveling? -> Aug: How can I arrange for automatic top-ups to my card while I'm abroad?
GEN | [card_linking] | Orig: I have one of your cards, but I don't know how to link it. -> Aug: I'm having trouble linking one of my cards to my account.
GEN | [top_up_failed] | Orig: My credit card did not go through. Can you see if it has insufficient funds? -> Aug: My payment attempt was unsuccessful. Could you check if my credit card has sufficient funds?
GEN | [card_payment_wrong_exchange_rate] | Orig: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? -> Aug: I think there's an error with the exchange rate applied to my card transaction. Could you verify the current interbank exchange rate for me, please?
GEN | [top_up_by_cash_or_cheque] | Orig: How can I add physical money to my card? -> Aug: You can replenish your card balance by depositing cash or cheque.
GEN | [pin_blocked] | Orig: How do I get unblocked? -> Aug: What can I do to resolve the PIN block issue?
GEN | [terminate_account] | Orig: The service here is horrible, I want to delete my account. -> Aug: The service has been unsatisfactory, I'd like to cancel my account.
GEN | [verify_source_of_funds] | Orig: Is there a way for me to check my balance? -> Aug: Can you confirm the origin of the funds in my account before I check my balance?
GEN | [virtual_card_not_working] | Orig: What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym? -> Aug: The reason I was declined when trying to use my temporary virtual card to pay for a gym membership is unclear to me.
GEN | [card_linking] | Orig: Can I add a card that I just found (again) to the app? -> Aug: Can I link a recently discovered card to the app?
GEN | [pending_top_up] | Orig: new customer and filling gas for the first time today, not working, -> Aug: New customer attempting to top up their account for the first time today, but the transaction is not processing.
GEN | [verify_top_up] | Orig: Help me verify the card used on a top-up. -> Aug: Can you assist me in confirming the card information used for a recent top-up transaction?
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: The amount of $1.00 remains outstanding, as previously mentioned in our previous communication.
GEN | [top_up_failed] | Orig: I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. -> Aug: I'm having trouble topping up my card, and it's consistently being declined. I urgently need help resolving this issue as soon as possible.
GEN | [topping_up_by_card] | Orig: I wasn't able to use my top up card because the money I put on there wasn't there anymore -> Aug: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
GEN | [top_up_by_bank_transfer_charge] | Orig: How much will it cost me for a SEPA transfer? -> Aug: What is the fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
GEN | [why_verify_identity] | Orig: Is it possible to go ahead and log in, although I have not been confirmed yet? -> Aug: Can I proceed with logging in even though my identity has not been verified yet?
GEN | [supported_cards_and_currencies] | Orig: How can I get funds into my account from my American Express? -> Aug: What methods are available for depositing funds into my account using my American Express card?
GEN | [pin_blocked] | Orig: How do I take a block off my card? -> Aug: What steps can I take to remove the block on my card?
GEN | [why_verify_identity] | Orig: I still want to use my account but haven't verified is that OK? -> Aug: I'd like to continue using my account, but I haven't completed the verification process. Is that acceptable?
GEN | [transaction_charged_twice] | Orig: There is a transaction showing up several times. -> Aug: A duplicate transaction appears on my account.
GEN | [top_up_by_bank_transfer_charge] | Orig: What does it cost to receive a SEPA transfer? -> Aug: What is the charge for receiving a bank transfer via SEPA?
GEN | [failed_transfer] | Orig: I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system? -> Aug: I've tried multiple times to complete a routine transaction, but it keeps failing. Is there a technical issue with your platform that's preventing it from going through?
GEN | [top_up_by_card_charge] | Orig: I topped off my card is that something you will charge me for? -> Aug: I'm wondering if there's a fee associated with adding funds to my card?
GEN | [top_up_limits] | Orig: I need to add a serious amount of cash to my card, how do I do that? -> Aug: I'd like to increase the available balance on my card, could you guide me on how to do that?
GEN | [contactless_not_working] | Orig: Would reinstalling the app solve the problem? -> Aug: Is reinstalling the app a potential solution to resolve the issue?
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: Should i uninstall the app before i try it again? | Augmented: Is it necessary to remove the app before attempting to use the contactless payment feature again?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: I do not think the pop up went through yet. | Augmented: I'm not sure if the top-up request has been processed successfully.
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: Are my contactless settings correct? I tried to use it today but it wasn't working. | Augmented: Is my contactless payment configuration set up properly? I attempted to use it earlier, but it didn't function as expected.
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: It seems I need to get information on limits for top-ups. | Augmented: Can you provide details about the limits for making deposits or adding funds to my account?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Can you tell me why my pop-up is still pending? | Augmented: Can you explain why my top-up request is still pending?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I would like to receive instructions showing the verification process for top up cards.. | Augmented: I'd appreciate guidance on the steps to confirm the top-up process for my prepaid cards.
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: Why wasn't my contactless accepted at the metro? | Augmented: Why did my contactless payment fail to work at the metro station?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: This place has been too much work so I'd just like to close out my account & be done. | Augmented: This account has become too burdensome, and I'd prefer to shut it down and move on.
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: How do I get refills to my card when I'm traveling? | Augmented: How can I arrange for automatic top-ups to my card while I'm abroad?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: I have one of your cards, but I don't know how to link it. | Augmented: I'm having trouble linking one of my cards to my account.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: My credit card did not go through. Can you see if it has insufficient funds? | Augmented: My payment attempt was unsuccessful. Could you check if my credit card has sufficient funds?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? | Augmented: I think there's an error with the exchange rate applied to my card transaction. Could you verify the current interbank exchange rate for me, please?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: How can I add physical money to my card? | Augmented: You can replenish your card balance by depositing cash or cheque.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How do I get unblocked? | Augmented: What can I do to resolve the PIN block issue?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: The service here is horrible, I want to delete my account. | Augmented: The service has been unsatisfactory, I'd like to cancel my account.
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Is there a way for me to check my balance? | Augmented: Can you confirm the origin of the funds in my account before I check my balance?
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym? | Augmented: The reason I was declined when trying to use my temporary virtual card to pay for a gym membership is unclear to me.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Can I add a card that I just found (again) to the app? | Augmented: Can I link a recently discovered card to the app?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: new customer and filling gas for the first time today, not working, | Augmented: New customer attempting to top up their account for the first time today, but the transaction is not processing.
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text does not change the intent; it merely uses slightly different wording to convey the same request for verification of a top-up transaction. | Original: Help me verify the card used on a top-up. | Augmented: Can you assist me in confirming the card information used for a recent top-up transaction?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: The $1.00 has still not been reverted as indicated in the previous email. | Augmented: The amount of $1.00 remains outstanding, as previously mentioned in our previous communication.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need assistance finding out why I am unable to top-up my card, it keeps getting refused.  It is extremely imperative I get this resolved quickly. | Augmented: I'm having trouble topping up my card, and it's consistently being declined. I urgently need help resolving this issue as soon as possible.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I wasn't able to use my top up card because the money I put on there wasn't there anymore | Augmented: I'm having trouble using my card to top up because the funds I loaded onto it are no longer available.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: How much will it cost me for a SEPA transfer? | Augmented: What is the fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Is it possible to go ahead and log in, although I have not been confirmed yet? | Augmented: Can I proceed with logging in even though my identity has not been verified yet?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: How can I get funds into my account from my American Express? | Augmented: What methods are available for depositing funds into my account using my American Express card?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How do I take a block off my card? | Augmented: What steps can I take to remove the block on my card?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: I still want to use my account but haven't verified is that OK? | Augmented: I'd like to continue using my account, but I haven't completed the verification process. Is that acceptable?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: There is a transaction showing up several times. | Augmented: A duplicate transaction appears on my account.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: What does it cost to receive a SEPA transfer? | Augmented: What is the charge for receiving a bank transfer via SEPA?
VAL | [failed_transfer] | ACCEPT | Reason: N/A | Original: I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system? | Augmented: I've tried multiple times to complete a routine transaction, but it keeps failing. Is there a technical issue with your platform that's preventing it from going through?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: I topped off my card is that something you will charge me for? | Augmented: I'm wondering if there's a fee associated with adding funds to my card?
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: I need to add a serious amount of cash to my card, how do I do that? | Augmented: I'd like to increase the available balance on my card, could you guide me on how to do that?
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: Would reinstalling the app solve the problem? | Augmented: Is reinstalling the app a potential solution to resolve the issue?
VAL_SUMMARY | ACCEPT: 34 | REVIEW: 0 | REJECT: 0 | UNKNOWN: 0 | Accept Rate: 1.0000
