GEN | [fiat_currency_support] | Orig: are multiple currencies acceptable? -> Aug: Can I use multiple fiat currencies for transactions?
GEN | [exchange_rate] | Orig: What value can I get for my currency? -> Aug: What's the current exchange rate for my money?
GEN | [fiat_currency_support] | Orig: Do you have EUR currency available for me? -> Aug: Can I get some information on the availability of the Euro currency for my transaction?
GEN | [wrong_amount_of_cash_received] | Orig: why did i only get 20.00 -> Aug: I was expecting a larger amount, but I only received $20.00.
GEN | [supported_cards_and_currencies] | Orig: Which currencies do you work with? -> Aug: We accept transactions in various currencies.
GEN | [declined_card_payment] | Orig: Hi, is everything in good standing with my card? I am receiving multiple "decline" messages. -> Aug: Hi, I'm getting a few "decline" notifications regarding my card. Is everything okay with my account?
GEN | [fiat_currency_support] | Orig: I need assistance with understanding which fiat currencies that you support. -> Aug: We'd be happy to help you learn more about the fiat currencies we accept and support.
GEN | [exchange_via_app] | Orig: I am from X but am traveling to Y - how do I get currency for Y? -> Aug: I'm currently in X but heading to Y, and I'd like to know how to obtain the local currency for Y using the app.
GEN | [cash_withdrawal_charge] | Orig: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. -> Aug: What's the maximum amount I can withdraw without incurring a fee, and how do I know if I've reached that limit?
GEN | [supported_cards_and_currencies] | Orig: Which currencies do you handle? -> Aug: What types of currencies do you support?
GEN | [wrong_amount_of_cash_received] | Orig: how come when i asked for 100 it only gave me 20.00 in the app -> Aug: I was expecting to receive the full amount of $100, but instead, I only got $20.
GEN | [declined_cash_withdrawal] | Orig: Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined. -> Aug: Hello, could you please verify my card details? I've never experienced any issues with cash withdrawals before, but this morning, my attempt to withdraw cash was unexpectedly declined.
GEN | [receiving_money] | Orig: What do I need to do to get my salary through this? -> Aug: How can I receive my salary payment through this channel?
GEN | [receiving_money] | Orig: Can i get payed through this system? -> Aug: Can I receive payment through this system?
GEN | [fiat_currency_support] | Orig: I would like to know which fiat currencies are recognized by your organization. -> Aug: I'm curious about the list of accepted fiat currencies your institution supports.
GEN | [wrong_amount_of_cash_received] | Orig: The machine only paid me a hundred when I wanted 20 -> Aug: The machine gave me a hundred dollars, but I was expecting twenty.
GEN | [country_support] | Orig: Where are you present globally? -> Aug: What countries do you operate in?
GEN | [extra_charge_on_statement] | Orig: What is the extra €1 on my statement for? -> Aug: What is the additional charge on my statement for?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did you give me so little currency? -> Aug: Why was the exchange rate used for my cash withdrawal so inaccurate?
GEN | [fiat_currency_support] | Orig: what currencies do you accept? -> Aug: What types of fiat currencies do you support?
GEN | [wrong_amount_of_cash_received] | Orig: When I went to $100, all the machine would give me was $20. -> Aug: When I went to withdraw $100, the machine only dispensed $20.
GEN | [declined_cash_withdrawal] | Orig: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. -> Aug: This morning, I attempted to make a cash withdrawal, but my card was rejected. Could you kindly verify the issue, as this is the first time it's happened?
GEN | [card_not_working] | Orig: WHAT IS THE REASON FOR THAT -> Aug: WHY IS MY CARD NOT FUNCTIONING?
GEN | [fiat_currency_support] | Orig: What currencies do you offer? -> Aug: We support a range of fiat currencies for your transactions.
GEN | [fiat_currency_support] | Orig: Do you deal with EUR? -> Aug: Are you able to assist with transactions involving the Euro currency?
GEN | [exchange_via_app] | Orig: My plans may change so I may need to change from GBP to AUD. -> Aug: My travel plans might be altered, which could require me to switch from British Pounds to Australian Dollars.
GEN | [fiat_currency_support] | Orig: Could you tell me the fiat currencies that you work with? -> Aug: What types of fiat currencies do you support in your transactions?
GEN | [exchange_charge] | Orig: What kind of costs are involved for exchanging currency? -> Aug: What fees are associated with exchanging currencies?
GEN | [declined_cash_withdrawal] | Orig: i needed money for a night out with the girls but i was declined, why? -> Aug: I was looking forward to a night out with friends, but unfortunately, my cash withdrawal request was declined, and I'm not sure why.
GEN | [direct_debit_payment_not_recognised] | Orig: What is this direct debit in my statement? -> Aug: We're showing a direct debit payment on your statement that we can't identify.
GEN | [getting_virtual_card] | Orig: what is a virtual and how do i get one -> Aug: How do I obtain a virtual card, and what is its purpose?
GEN | [declined_transfer] | Orig: Hello. My credit keeps being declined, last night and again today, as I try to buy something. What is the status of my card? -> Aug: Hi, I've been experiencing issues with my credit card being declined, both yesterday evening and this morning when I tried to make a purchase. Could you please let me know the current status of my card?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: are multiple currencies acceptable? | Augmented: Can I use multiple fiat currencies for transactions?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: What value can I get for my currency? | Augmented: What's the current exchange rate for my money?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Do you have EUR currency available for me? | Augmented: Can I get some information on the availability of the Euro currency for my transaction?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: why did i only get 20.00 | Augmented: I was expecting a larger amount, but I only received $20.00.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Which currencies do you work with? | Augmented: We accept transactions in various currencies.
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: Hi, is everything in good standing with my card? I am receiving multiple "decline" messages. | Augmented: Hi, I'm getting a few "decline" notifications regarding my card. Is everything okay with my account?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: I need assistance with understanding which fiat currencies that you support. | Augmented: We'd be happy to help you learn more about the fiat currencies we accept and support.
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: I am from X but am traveling to Y - how do I get currency for Y? | Augmented: I'm currently in X but heading to Y, and I'd like to know how to obtain the local currency for Y using the app.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: N/A | Original: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. | Augmented: What's the maximum amount I can withdraw without incurring a fee, and how do I know if I've reached that limit?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: The augmented text preserves the same banking intent by inquiring about the supported currencies. It does not introduce any new or contradictory information and remains specific to the target intent. | Original: Which currencies do you handle? | Augmented: What types of currencies do you support?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: how come when i asked for 100 it only gave me 20.00 in the app | Augmented: I was expecting to receive the full amount of $100, but instead, I only got $20.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hello, is there any way to double check my card? I have never had issues with withdraws in the past, but this morning on the way to work it was unexpectedly declined. | Augmented: Hello, could you please verify my card details? I've never experienced any issues with cash withdrawals before, but this morning, my attempt to withdraw cash was unexpectedly declined.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: What do I need to do to get my salary through this? | Augmented: How can I receive my salary payment through this channel?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can i get payed through this system? | Augmented: Can I receive payment through this system?
VAL | [fiat_currency_support] | ACCEPT | Reason: Both texts are seeking information on the fiat currencies accepted by the organization, thus preserving the same intent. | Original: I would like to know which fiat currencies are recognized by your organization. | Augmented: I'm curious about the list of accepted fiat currencies your institution supports.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: The machine only paid me a hundred when I wanted 20 | Augmented: The machine gave me a hundred dollars, but I was expecting twenty.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: Where are you present globally? | Augmented: What countries do you operate in?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: What is the extra €1 on my statement for? | Augmented: What is the additional charge on my statement for?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Why did you give me so little currency? | Augmented: Why was the exchange rate used for my cash withdrawal so inaccurate?
VAL | [fiat_currency_support] | ACCEPT | Reason: The augmented text preserves the same banking intent by asking about the types of fiat currencies that are accepted or supported. It does not introduce any new or unsupported information and remains specific to the target intent. | Original: what currencies do you accept? | Augmented: What types of fiat currencies do you support?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: When I went to $100, all the machine would give me was $20. | Augmented: When I went to withdraw $100, the machine only dispensed $20.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. | Augmented: This morning, I attempted to make a cash withdrawal, but my card was rejected. Could you kindly verify the issue, as this is the first time it's happened?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: WHAT IS THE REASON FOR THAT | Augmented: WHY IS MY CARD NOT FUNCTIONING?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What currencies do you offer? | Augmented: We support a range of fiat currencies for your transactions.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Do you deal with EUR? | Augmented: Are you able to assist with transactions involving the Euro currency?
VAL | [exchange_via_app] | ACCEPT | Reason: N/A | Original: My plans may change so I may need to change from GBP to AUD. | Augmented: My travel plans might be altered, which could require me to switch from British Pounds to Australian Dollars.
VAL | [fiat_currency_support] | ACCEPT | Reason: ... | Original: Could you tell me the fiat currencies that you work with? | Augmented: What types of fiat currencies do you support in your transactions?
