GEN | [pending_transfer] | Orig: I need to know why a money transfer is available. -> Aug: I'd like to understand why a pending transfer is showing as available.
GEN | [pending_cash_withdrawal] | Orig: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? -> Aug: I'm experiencing a pending cash withdrawal issue, as the ATM was malfunctioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
GEN | [top_up_limits] | Orig: Is there any amount in which I would get cut off from topping up? -> Aug: Is there a specific limit beyond which I would no longer be able to increase my limits by topping up?
GEN | [get_physical_card] | Orig: Explain the card PIN to me. -> Aug: Can you tell me more about the physical card's PIN security feature?
GEN | [beneficiary_not_allowed] | Orig: Why is allowance not being given to my beneficiary? -> Aug: Why is the beneficiary not eligible to receive the allowance?
GEN | [transfer_timing] | Orig: How do i transfer something faster than normal? -> Aug: Can you tell me about the quickest way to initiate a transfer?
GEN | [apple_pay_or_google_pay] | Orig: Apple pay is not accepting my American Express card, can you assist me with this problem? -> Aug: Google Pay is not recognizing my American Express card, can you help me resolve this issue?
GEN | [card_payment_fee_charged] | Orig: I had to pay money for paying with my card. -> Aug: I was charged a fee for using my card to make the payment.
GEN | [top_up_by_card_charge] | Orig: Can I get information on topping up? -> Aug: How do I go about charging my card to top up my account?
GEN | [card_payment_fee_charged] | Orig: Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees. -> Aug: I'm trying to understand the fee policy for my account. I've noticed that I've been charged fees for certain transactions, but not for others, and I'm having trouble identifying a pattern. Can you help me understand the fee structure?
GEN | [supported_cards_and_currencies] | Orig: Why doesn't it work when I use American Express to try to add money to my account? -> Aug: We're sorry to hear that you're experiencing issues using American Express to fund your account.
GEN | [transaction_charged_twice] | Orig: Why does my statement show various transaction times? -> Aug: Why do I see multiple transaction dates on my statement?
GEN | [contactless_not_working] | Orig: Contactless payments need to be enabled for my card. -> Aug: Contactless payment functionality is currently unavailable for my card.
GEN | [top_up_by_cash_or_cheque] | Orig: How can I put more money into my account? -> Aug: How can I add funds to my account using cash or cheque?
GEN | [topping_up_by_card] | Orig: If I want a friend to top off my account, can they? -> Aug: If someone wants to add funds to my account, can they do so using my card?
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I have my account replenished by my friends using their cards?
GEN | [declined_card_payment] | Orig: I know there's money in my account, why did my account decline me? -> Aug: I'm certain I have sufficient funds, so I'm puzzled as to why my payment was declined.
GEN | [virtual_card_not_working] | Orig: My throwaway virtual card won't work -> Aug: My temporary virtual card is not functioning properly.
GEN | [supported_cards_and_currencies] | Orig: use my credit to add money -> Aug: utilize your credit to top up your account
GEN | [verify_source_of_funds] | Orig: Can I track history on funds? -> Aug: Can I review the origin of the funds?
GEN | [extra_charge_on_statement] | Orig: Why is there a pending hold on one pound on my statement? -> Aug: What's the reason for the extra charge showing up on my statement?
GEN | [transfer_not_received_by_recipient] | Orig: I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money? -> Aug: I'm trying to send some funds to a friend who's in a tight spot and needs the money quickly. Can you tell me when she'll be able to access the transferred amount?
GEN | [declined_card_payment] | Orig: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. -> Aug: I'm having trouble with my card, as it's consistently being declined whenever I attempt to use it. Despite trying multiple times, it's still being rejected, and I'm unsure why this is happening.
GEN | [pending_transfer] | Orig: I have an outgoing transfer -> Aug: I have a pending outgoing transaction
GEN | [declined_card_payment] | Orig: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? -> Aug: I'm frustrated because my recently issued card was repeatedly declined when I tried to use it. Can you please explain why this is happening and what steps I can take to resolve the issue and avoid future declines?
GEN | [failed_transfer] | Orig: I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me? -> Aug: I'm experiencing an issue with a transaction and I need assistance with completing a payment for a property purchase, as my mortgage payment is pending and I'm unable to proceed.
GEN | [transfer_timing] | Orig: How quickly can I transfer something to China? -> Aug: What is the timing for transferring funds to China?
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you tell me more about the disposable card limits your friend mentioned? What would I need to do to activate that feature for my own account?
GEN | [pending_cash_withdrawal] | Orig: I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received. -> Aug: I attempted to withdraw some cash, but the ATM was malfunctioning. The transaction appears to be still pending. Could you look into this matter and ensure I'm not charged for the amount I didn't receive?
GEN | [topping_up_by_card] | Orig: Can I get my friends to add money to my account? -> Aug: Can I have my friends use their cards to top up my account?
GEN | [supported_cards_and_currencies] | Orig: What card or currency can I use to pay? -> Aug: What payment methods or currencies are accepted for transactions?
GEN | [declined_transfer] | Orig: I'm trying to move money from my account to elsewhere, but it's giving me an error message. -> Aug: I'm attempting to initiate a transfer from my account to another account, but I'm receiving an error notification.
GEN | [receiving_money] | Orig: Do I need to do anything special for my friend to send money to my account? -> Aug: What steps should my friend take to transfer funds to my account?
GEN | [card_not_working] | Orig: What do I do if the machine rejects my card? -> Aug: If the ATM or payment terminal declines my card, what should I do next?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I need to know why a money transfer is available. | Augmented: I'd like to understand why a pending transfer is showing as available.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged? | Augmented: I'm experiencing a pending cash withdrawal issue, as the ATM was malfunctioning, and I'm concerned about being charged for the transaction. What can I do to resolve this situation?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Is there any amount in which I would get cut off from topping up? | Augmented: Is there a specific limit beyond which I would no longer be able to increase my limits by topping up?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: Explain the card PIN to me. | Augmented: Can you tell me more about the physical card's PIN security feature?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why is allowance not being given to my beneficiary? | Augmented: Why is the beneficiary not eligible to receive the allowance?
VAL | [transfer_timing] | ACCEPT | Reason: N/A | Original: How do i transfer something faster than normal? | Augmented: Can you tell me about the quickest way to initiate a transfer?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Apple pay is not accepting my American Express card, can you assist me with this problem? | Augmented: Google Pay is not recognizing my American Express card, can you help me resolve this issue?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I had to pay money for paying with my card. | Augmented: I was charged a fee for using my card to make the payment.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: Can I get information on topping up? | Augmented: How do I go about charging my card to top up my account?
VAL | [card_payment_fee_charged] | REVIEW | Reason: The augmented text is close to the original intent but lacks the explicit mention of a fee being charged. While it discusses the fee structure and inconsistencies, it does not directly state that a fee has been charged, which is a crucial element of the target intent. | Original: Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees. | Augmented: I'm trying to understand the fee policy for my account. I've noticed that I've been charged fees for certain transactions, but not for others, and I'm having trouble identifying a pattern. Can you help me understand the fee structure?
VAL | [supported_cards_and_currencies] | REJECT | Reason: While the augmented text mentions American Express, it does not preserve the original intent of inquiring about supported cards and currencies. Instead, it expresses a problem without providing the necessary context for the original intent. | Original: Why doesn't it work when I use American Express to try to add money to my account? | Augmented: We're sorry to hear that you're experiencing issues using American Express to fund your account.
VAL | [transaction_charged_twice] | UNKNOWN | Reason: N/A | Original: Why does my statement show various transaction times? | Augmented: Why do I see multiple transaction dates on my statement?
VAL | [contactless_not_working] | ACCEPT | Reason: N/A | Original: Contactless payments need to be enabled for my card. | Augmented: Contactless payment functionality is currently unavailable for my card.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: How can I put more money into my account? | Augmented: How can I add funds to my account using cash or cheque?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: If I want a friend to top off my account, can they? | Augmented: If someone wants to add funds to my account, can they do so using my card?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can my account be topped-up by friends of mine. | Augmented: Can I have my account replenished by my friends using their cards?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I know there's money in my account, why did my account decline me? | Augmented: I'm certain I have sufficient funds, so I'm puzzled as to why my payment was declined.
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: My throwaway virtual card won't work | Augmented: My temporary virtual card is not functioning properly.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: use my credit to add money | Augmented: utilize your credit to top up your account
VAL | [verify_source_of_funds] | ACCEPT | Reason: N/A | Original: Can I track history on funds? | Augmented: Can I review the origin of the funds?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: Why is there a pending hold on one pound on my statement? | Augmented: What's the reason for the extra charge showing up on my statement?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money? | Augmented: I'm trying to send some funds to a friend who's in a tight spot and needs the money quickly. Can you tell me when she'll be able to access the transferred amount?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. | Augmented: I'm having trouble with my card, as it's consistently being declined whenever I attempt to use it. Despite trying multiple times, it's still being rejected, and I'm unsure why this is happening.
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I have an outgoing transfer | Augmented: I have a pending outgoing transaction
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? | Augmented: I'm frustrated because my recently issued card was repeatedly declined when I tried to use it. Can you please explain why this is happening and what steps I can take to resolve the issue and avoid future declines?
VAL | [failed_transfer] | ACCEPT | Reason: N/A | Original: I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me? | Augmented: I'm experiencing an issue with a transaction and I need assistance with completing a payment for a property purchase, as my mortgage payment is pending and I'm unable to proceed.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How quickly can I transfer something to China? | Augmented: What is the timing for transferring funds to China?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: I can't freeze my account as I need the card as I am traveling, how do I change my pin? | Augmented: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? | Augmented: Can you tell me more about the disposable card limits your friend mentioned? What would I need to do to activate that feature for my own account?
