GEN | [top_up_failed] | Orig: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? -> Aug: I recently received my card, but I'm having trouble adding funds to it. I'm considering canceling my account due to this issue. Can you help me resolve this problem?
GEN | [card_about_to_expire] | Orig: Can I keep using my card after it expires? -> Aug: Can I continue to use my credit card after its expiration date?
GEN | [country_support] | Orig: I need a new card and I live in the United States. -> Aug: I require a replacement card and I am a resident of the United States.
GEN | [top_up_by_card_charge] | Orig: Are their fee's for top ups? -> Aug: Are there any charges associated with making a top-up payment using my card?
GEN | [passcode_forgotten] | Orig: I forgot my code -> Aug: I've misplaced my passcode
GEN | [order_physical_card] | Orig: Can I have a tangible form of my virtual card. -> Aug: May I request a physical version of my digital card?
GEN | [card_arrival] | Orig: Is there a way I can get my card expedited? -> Aug: Can I request priority shipping for my card delivery?
GEN | [transfer_into_account] | Orig: How does your app transfer the money -> Aug: What steps does your app take to move funds into another account?
GEN | [transaction_charged_twice] | Orig: Why do I have two charges It should only be one charge? -> Aug: I've been charged twice for the same transaction, and I'm expecting only one charge.
GEN | [top_up_limits] | Orig: How many times can I make a top-up? -> Aug: How often can I increase my limits through top-ups?
GEN | [age_limit] | Orig: How old can one use your service? -> Aug: At what age can someone utilize your service?
GEN | [terminate_account] | Orig: Remove my account immediately. -> Aug: Cancel my account forthwith.
GEN | [transaction_charged_twice] | Orig: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? -> Aug: I accidentally used a duplicate credit card to make a purchase, and it was reflected on my account twice. I've since cancelled the card, but I'd like to know how to recover the extra charge.
GEN | [top_up_reverted] | Orig: I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on? -> Aug: I attempted to perform a crypto top-up using your service, but it appears to have been unsuccessful. The funds have been debited from my account, and I'd appreciate it if you could investigate this issue.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and it's definitely not the interbank rate.
GEN | [declined_cash_withdrawal] | Orig: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. -> Aug: Can I use my card to withdraw cash from an ATM? I've never tried it before, but when I attempted to do so, the transaction was declined.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate. -> Aug: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and it's definitely not the rate I'd expect from a reputable financial institution.
GEN | [top_up_failed] | Orig: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. -> Aug: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Why was my cash withdrawal declined at the ATM?
GEN | [getting_spare_card] | Orig: I lost my card and need a new one, will it cost me? -> Aug: I misplaced my card and require a replacement, what's the fee for a new one?
GEN | [card_payment_wrong_exchange_rate] | Orig: Are you ripping people off with the exchange rate?  It can't be that atrocious between banks. -> Aug: Are you taking advantage of customers with an unfair exchange rate? It's hard to believe it's that bad between financial institutions.
GEN | [get_disposable_virtual_card] | Orig: Will you tell me how I am supposed to use the disposable cards? -> Aug: Can you explain the process for utilizing the virtual disposable cards?
GEN | [declined_cash_withdrawal] | Orig: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? -> Aug: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
GEN | [declined_card_payment] | Orig: I have enough money in my account, so why is my card being declined? -> Aug: I'm puzzled as to why my payment is being rejected, considering I have sufficient funds in my account.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate you are using is bad.This can't be the official interbank exchange rate. -> Aug: The exchange rate you're using seems incorrect. It's not the standard interbank rate.
GEN | [passcode_forgotten] | Orig: I need a new login code -> Aug: I've forgotten my passcode and need a new one
GEN | [terminate_account] | Orig: I need to close my account as soon as possible. -> Aug: I would like to cancel my account immediately.
GEN | [virtual_card_not_working] | Orig: I have a disposable card but it does not work? -> Aug: I'm having trouble with my temporary virtual card, it's not functioning properly.
GEN | [activate_my_card] | Orig: How do I verify my new card? -> Aug: How can I activate my new credit card?
GEN | [top_up_by_cash_or_cheque] | Orig: i have been trying to top up my account with a check but it won't work -> Aug: I'm having trouble adding funds to my account using a cheque, but it's not processing.
GEN | [card_swallowed] | Orig: My card was eaten by the cash machine what do I do? -> Aug: My card seems to have been swallowed by the ATM, what should I do now?
GEN | [declined_cash_withdrawal] | Orig: Every ATM I visit is rejecting my card and I don't know why. There should be money on it. Can you check it to see if something is wrong or if I'm doing something wrong? -> Aug: I've been trying to withdraw cash from every ATM I've visited, but my card keeps getting declined. I'm not sure what's going on, as I'm certain there's sufficient funds available. Could you please investigate and let me know if there's an issue with my account or if I'm making an error?
GEN | [failed_transfer] | Orig: I am trying to transfer money and something is going wrong. -> Aug: I'm having trouble completing a transfer and it's not going through as expected.
GEN | [top_up_failed] | Orig: I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please? -> Aug: I attempted to make a payment using my card, but it was unsuccessful. I had successfully made a payment a couple of days ago, and it was processed without any issues. Could you please investigate this discrepancy for me?
GEN | [card_arrival] | Orig: I was expecting my new card by now. -> Aug: I'm still waiting for my new card to arrive.
GEN | [transfer_into_account] | Orig: Help! My account doesn't show any funds. Is transferring funds an option I can use? -> Aug: Can I move some money from another account into my current account?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on? | Augmented: I recently received my card, but I'm having trouble adding funds to it. I'm considering canceling my account due to this issue. Can you help me resolve this problem?
VAL | [card_about_to_expire] | ACCEPT | Reason: ... | Original: Can I keep using my card after it expires? | Augmented: Can I continue to use my credit card after its expiration date?
VAL | [country_support] | ACCEPT | Reason: N/A | Original: I need a new card and I live in the United States. | Augmented: I require a replacement card and I am a resident of the United States.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Are their fee's for top ups? | Augmented: Are there any charges associated with making a top-up payment using my card?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I forgot my code | Augmented: I've misplaced my passcode
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: Can I have a tangible form of my virtual card. | Augmented: May I request a physical version of my digital card?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Is there a way I can get my card expedited? | Augmented: Can I request priority shipping for my card delivery?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: How does your app transfer the money | Augmented: What steps does your app take to move funds into another account?
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: Why do I have two charges It should only be one charge? | Augmented: I've been charged twice for the same transaction, and I'm expecting only one charge.
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: How many times can I make a top-up? | Augmented: How often can I increase my limits through top-ups?
VAL | [age_limit] | ACCEPT | Reason: ... | Original: How old can one use your service? | Augmented: At what age can someone utilize your service?
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: Remove my account immediately. | Augmented: Cancel my account forthwith.
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? | Augmented: I accidentally used a duplicate credit card to make a purchase, and it was reflected on my account twice. I've since cancelled the card, but I'd like to know how to recover the extra charge.
VAL | [top_up_reverted] | ACCEPT | Reason: The augmented text preserves the same banking intent of a top-up that failed and the funds being deducted. It does not introduce any new or unsupported information and remains specific to the target intent. | Original: I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on? | Augmented: I attempted to perform a crypto top-up using your service, but it appears to have been unsuccessful. The funds have been debited from my account, and I'd appreciate it if you could investigate this issue.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: The exchange rate you are using is really bad.This can't be the official interbank exchange rate. | Augmented: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and it's definitely not the interbank rate.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. | Augmented: Can I use my card to withdraw cash from an ATM? I've never tried it before, but when I attempted to do so, the transaction was declined.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: The exchange rate you are using is really bad. This can't possibly be the official interbank exchange rate. | Augmented: The exchange rate you're using seems to be incorrect. It's not the rate I'm familiar with, and it's definitely not the rate I'd expect from a reputable financial institution.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I urgently need to top-up my card but its getting declined. Please help me in this or advise with other options if any. | Augmented: I'm experiencing an issue with topping up my card, as the transaction is being declined. Could you assist me in resolving this or suggest alternative solutions if available?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why did the ATM cancel my transaction | Augmented: Why was my cash withdrawal declined at the ATM?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I lost my card and need a new one, will it cost me? | Augmented: I misplaced my card and require a replacement, what's the fee for a new one?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: Are you ripping people off with the exchange rate?  It can't be that atrocious between banks. | Augmented: Are you taking advantage of customers with an unfair exchange rate? It's hard to believe it's that bad between financial institutions.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: Will you tell me how I am supposed to use the disposable cards? | Augmented: Can you explain the process for utilizing the virtual disposable cards?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? | Augmented: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I have enough money in my account, so why is my card being declined? | Augmented: I'm puzzled as to why my payment is being rejected, considering I have sufficient funds in my account.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text maintains the core idea that the exchange rate being used is incorrect and not the standard interbank rate, which is consistent with the original intent. | Original: The exchange rate you are using is bad.This can't be the official interbank exchange rate. | Augmented: The exchange rate you're using seems incorrect. It's not the standard interbank rate.
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I need a new login code | Augmented: I've forgotten my passcode and need a new one
VAL | [terminate_account] | ACCEPT | Reason: Both texts express the intent to terminate an account with urgency, maintaining the same banking intent. | Original: I need to close my account as soon as possible. | Augmented: I would like to cancel my account immediately.
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: I have a disposable card but it does not work? | Augmented: I'm having trouble with my temporary virtual card, it's not functioning properly.
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How do I verify my new card? | Augmented: How can I activate my new credit card?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: ... | Original: i have been trying to top up my account with a check but it won't work | Augmented: I'm having trouble adding funds to my account using a cheque, but it's not processing.
VAL | [card_swallowed] | ACCEPT | Reason: The augmented text maintains the same intent of a card being swallowed by a machine and needing guidance on what to do next. | Original: My card was eaten by the cash machine what do I do? | Augmented: My card seems to have been swallowed by the ATM, what should I do now?
