GEN | [extra_charge_on_statement] | Orig: I have a strange transaction for £1 on my statement, what is that? -> Aug: I'm reviewing my statement and noticed an unusual charge of £1, could you please explain what it's for?
GEN | [top_up_by_card_charge] | Orig: Is there a fee for european bank cards? -> Aug: Are there any charges associated with using a European bank card for a top-up?
GEN | [fiat_currency_support] | Orig: In the exchange and holding, what fiat is allowed? -> Aug: In what currencies can I exchange and hold my funds?
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay an additional amount when using my card to pay? -> Aug: Why was I charged an extra fee when I used my card to make a payment?
GEN | [topping_up_by_card] | Orig: What's the process for topping up my card? -> Aug: How do I add funds to my card using my card?
GEN | [card_payment_fee_charged] | Orig: Why did I have to pay extra because I paid with my card? -> Aug: Why was I charged an additional fee when I used my card to make the payment?
GEN | [exchange_via_app] | Orig: Can I use this app for both USD and GBP? -> Aug: Can I make exchanges through this app for both US dollars and British pounds?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
GEN | [virtual_card_not_working] | Orig: I can't make purchases with my virtual card. -> Aug: I'm having trouble using my virtual card to make transactions.
GEN | [pending_top_up] | Orig: My account is  new  why can I  not top up -> Aug: My recently opened account is not allowing me to make a top-up transaction.
GEN | [top_up_failed] | Orig: I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly. -> Aug: I'm unable to access my funds. Could it be due to an issue with the recent top-up attempt? I'm certain I entered the details correctly.
GEN | [cancel_transfer] | Orig: I don't need to transfer anymore and I want to cancel it. -> Aug: I'd like to stop the transfer process and cancel the transaction.
GEN | [verify_my_identity] | Orig: How and where can I find the identity checks? -> Aug: Where can I locate the identity verification process?
GEN | [card_payment_fee_charged] | Orig: You advertise no fee when paying with a card then my statement shows a fee. -> Aug: You claim there's no charge for card payments, but I've been charged a fee on my statement.
GEN | [atm_support] | Orig: How many ATMs will take this card? -> Aug: How many cash machines accept this card?
GEN | [card_linking] | Orig: Can you please reactivate my card? -> Aug: May I assist you in reactivating your card?
GEN | [direct_debit_payment_not_recognised] | Orig: what is this charge i didnt do it what can i do -> Aug: We're showing a direct debit payment that we haven't recognized as yours. Can you help us figure out what's going on?
GEN | [top_up_failed] | Orig: I just topped up, and the app denied it. -> Aug: I attempted to add funds, but the transaction was declined.
GEN | [supported_cards_and_currencies] | Orig: Do I have to top up in euros if I use a card, or can I use a different currency? -> Aug: Can I use a different currency when making a payment with a card, or do I need to use euros?
GEN | [top_up_failed] | Orig: I did a bank transfer to top up, but the money is not available. -> Aug: I attempted to make a transfer to add funds, but the funds are still unavailable.
GEN | [beneficiary_not_allowed] | Orig: Why is my beneficiary not working? -> Aug: Why is my designated recipient not functioning properly?
GEN | [disposable_card_limits] | Orig: Can I do more than 10 transactions with a disposable card? -> Aug: How many transactions can I make with a disposable card before it's no longer valid?
GEN | [top_up_by_card_charge] | Orig: Is there a top charge for US cards? -> Aug: Are there any charges associated with topping up a US-issued card?
GEN | [top_up_by_bank_transfer_charge] | Orig: Is there any fees associated with receiving money with this account? -> Aug: Are there any charges involved in topping up my account via bank transfer?
GEN | [exchange_via_app] | Orig: Can you  tell me how to get AUD not GBP? -> Aug: Can you guide me on how to exchange currency for Australian dollars instead of British pounds?
GEN | [top_up_failed] | Orig: My credit card for was not approved for a top-up transaction.  What happened? -> Aug: The top-up attempt using my credit card was declined. Can you help me understand why?
GEN | [edit_personal_details] | Orig: went somewhere else, need to change details -> Aug: decided to switch to another option and update my personal information
GEN | [balance_not_updated_after_bank_transfer] | Orig: Are bank transfers immediate? -> Aug: Is the balance updated instantly after a bank transfer?
GEN | [activate_my_card] | Orig: How can i make my card active? -> Aug: What steps can I take to activate my card?
GEN | [transaction_charged_twice] | Orig: I have been overcharged. -> Aug: I've been mistakenly charged twice.
GEN | [top_up_by_bank_transfer_charge] | Orig: To receive money are there charges? -> Aug: Are there any fees associated with receiving funds through bank transfer?
GEN | [transfer_into_account] | Orig: What are the steps for  making a transfer for topping up? -> Aug: How do I initiate a transfer to add funds to an account?
GEN | [top_up_by_cash_or_cheque] | Orig: Where do I look for cash top up? -> Aug: You can find information on how to top up your account by cash or cheque.
GEN | [top_up_by_cash_or_cheque] | Orig: What types of top-up methods do you accept? -> Aug: You can top up your account using either cash or cheque.
GEN | [direct_debit_payment_not_recognised] | Orig: Someone else charged my card! -> Aug: A payment made from my account was not recognized.
GEN | [extra_charge_on_statement] | Orig: What am I being charged an extra pound when I haven't bought something worth that much? -> Aug: I'm not sure why I'm being charged an additional amount on my statement when I didn't make a purchase that warrants such a charge.
GEN | [edit_personal_details] | Orig: I need to change my data. -> Aug: I'd like to update my personal information.
GEN | [declined_transfer] | Orig: I think there has been a mistake with my transfer -> Aug: I believe there's been an error with the transfer I initiated
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: I have a strange transaction for £1 on my statement, what is that? | Augmented: I'm reviewing my statement and noticed an unusual charge of £1, could you please explain what it's for?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Is there a fee for european bank cards? | Augmented: Are there any charges associated with using a European bank card for a top-up?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: In the exchange and holding, what fiat is allowed? | Augmented: In what currencies can I exchange and hold my funds?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: The augmented text maintains the core question about an additional charge (fee) for a card payment, which is consistent with the original intent. | Original: Why did I have to pay an additional amount when using my card to pay? | Augmented: Why was I charged an extra fee when I used my card to make a payment?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: What's the process for topping up my card? | Augmented: How do I add funds to my card using my card?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: Why did I have to pay extra because I paid with my card? | Augmented: Why was I charged an additional fee when I used my card to make the payment?
VAL | [exchange_via_app] | ACCEPT | Reason: The augmented text does not change the intent, remains specific to the target intent, and is not contradictory to the original intent. | Original: Can I use this app for both USD and GBP? | Augmented: Can I make exchanges through this app for both US dollars and British pounds?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I put some money in my account the other day and it's not gone in yet, can you help with this? | Augmented: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
VAL | [virtual_card_not_working] | ACCEPT | Reason: ... | Original: I can't make purchases with my virtual card. | Augmented: I'm having trouble using my virtual card to make transactions.
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: My account is  new  why can I  not top up | Augmented: My recently opened account is not allowing me to make a top-up transaction.
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I can't access my money. Is it because somethings wrong with the top-up? I set it up correctly. | Augmented: I'm unable to access my funds. Could it be due to an issue with the recent top-up attempt? I'm certain I entered the details correctly.
VAL | [cancel_transfer] | ACCEPT | Reason: Both texts express the desire to terminate an ongoing transfer process, which aligns with the target intent of canceling a transfer. | Original: I don't need to transfer anymore and I want to cancel it. | Augmented: I'd like to stop the transfer process and cancel the transaction.
VAL | [verify_my_identity] | ACCEPT | Reason: Both texts are asking about locating the identity verification process, which aligns with the intent of verifying one's identity. | Original: How and where can I find the identity checks? | Augmented: Where can I locate the identity verification process?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: The augmented text maintains the core issue of a fee being charged despite being told there would be none, which is consistent with the original intent. | Original: You advertise no fee when paying with a card then my statement shows a fee. | Augmented: You claim there's no charge for card payments, but I've been charged a fee on my statement.
VAL | [atm_support] | ACCEPT | Reason: ... | Original: How many ATMs will take this card? | Augmented: How many cash machines accept this card?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Can you please reactivate my card? | Augmented: May I assist you in reactivating your card?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: what is this charge i didnt do it what can i do | Augmented: We're showing a direct debit payment that we haven't recognized as yours. Can you help us figure out what's going on?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I just topped up, and the app denied it. | Augmented: I attempted to add funds, but the transaction was declined.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Do I have to top up in euros if I use a card, or can I use a different currency? | Augmented: Can I use a different currency when making a payment with a card, or do I need to use euros?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I did a bank transfer to top up, but the money is not available. | Augmented: I attempted to make a transfer to add funds, but the funds are still unavailable.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why is my beneficiary not working? | Augmented: Why is my designated recipient not functioning properly?
VAL | [disposable_card_limits] | ACCEPT | Reason: ... | Original: Can I do more than 10 transactions with a disposable card? | Augmented: How many transactions can I make with a disposable card before it's no longer valid?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Is there a top charge for US cards? | Augmented: Are there any charges associated with topping up a US-issued card?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Is there any fees associated with receiving money with this account? | Augmented: Are there any charges involved in topping up my account via bank transfer?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: Can you  tell me how to get AUD not GBP? | Augmented: Can you guide me on how to exchange currency for Australian dollars instead of British pounds?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: My credit card for was not approved for a top-up transaction.  What happened? | Augmented: The top-up attempt using my credit card was declined. Can you help me understand why?
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: went somewhere else, need to change details | Augmented: decided to switch to another option and update my personal information
VAL | [balance_not_updated_after_bank_transfer] | UNKNOWN | Reason: N/A | Original: Are bank transfers immediate? | Augmented: Is the balance updated instantly after a bank transfer?
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: How can i make my card active? | Augmented: What steps can I take to activate my card?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I have been overcharged. | Augmented: I've been mistakenly charged twice.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: To receive money are there charges? | Augmented: Are there any fees associated with receiving funds through bank transfer?
