GEN | [contactless_not_working] | Orig: I can't get a contactless payment to work. -> Aug: I'm having trouble with my contactless payment method.
GEN | [card_payment_wrong_exchange_rate] | Orig: I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction? -> Aug: I'm planning a trip and attempted to exchange my Russian rubles for UK pounds, but your company's exchange rate was higher than expected. Was there an error with my transaction?
GEN | [transfer_fee_charged] | Orig: I got an unexpected charge on my transfers. How can I correct this? -> Aug: I'm surprised to see an additional fee on my transfer transactions. Can you help me resolve this issue?
GEN | [lost_or_stolen_phone] | Orig: How can I stop someone from using my card after I lost it yesterday. -> Aug: How can I prevent someone from using my card after I misplaced it yesterday?
GEN | [wrong_amount_of_cash_received] | Orig: Yikes!  I didn't get the amount of money that I requested.  What do I do now? -> Aug: I'm shortchanged! I received less cash than I was supposed to get. How do I resolve this issue?
GEN | [declined_cash_withdrawal] | Orig: Please double check my card - withdrawal was working fine so far, but this morning on the way to work it suddenly got declined! -> Aug: Please verify your card information - I've been using it for cash withdrawals without issues, but this morning, it was declined unexpectedly.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: When I exchanged currencies the value of my money changed. -> Aug: When I converted my cash, the exchange rate was incorrect.
GEN | [card_payment_wrong_exchange_rate] | Orig: It seems that the rate I got is incorrect. -> Aug: The exchange rate applied to my card payment appears to be inaccurate.
GEN | [country_support] | Orig: How does a US resident go about acquiring a new card? -> Aug: What steps can a US citizen take to obtain a new credit card?
GEN | [receiving_money] | Orig: How can I receive money? -> Aug: What methods are available for me to receive funds?
GEN | [get_physical_card] | Orig: I've been waiting ages and my PIN hasn't gotten here. -> Aug: I've been waiting for a while and my physical card still hasn't arrived.
GEN | [get_physical_card] | Orig: I haven't been sent my new pin! -> Aug: I need to receive my physical card.
GEN | [getting_virtual_card] | Orig: I want to get my hands on one of those virtual cards! -> Aug: I'd like to obtain a virtual card.
GEN | [declined_cash_withdrawal] | Orig: I could not access my money at the ATM -> Aug: I was unable to withdraw cash from the ATM.
GEN | [reverted_card_payment?] | Orig: My card payment has not been withdrawn from my account -> Aug: Did my card payment get reversed from my account?
GEN | [beneficiary_not_allowed] | Orig: the transfer to an account wasn't allowed is there any other way for me to do it -> Aug: The transfer to a designated recipient was not permitted; is there an alternative method I can use to complete the transaction?
GEN | [cash_withdrawal_charge] | Orig: Why did I get charged when getting cash? -> Aug: Why was I charged a fee for withdrawing cash?
GEN | [visa_or_mastercard] | Orig: Can I choose what card I can use -> Aug: Can I select the type of credit card I'd like to use, such as Visa or Mastercard?
GEN | [balance_not_updated_after_bank_transfer] | Orig: The balance does not appear to have updated. -> Aug: The balance seems to be stuck and hasn't reflected the recent bank transfer.
GEN | [card_swallowed] | Orig: I didn't get my card back from the ATM. -> Aug: I failed to retrieve my card from the ATM.
GEN | [declined_cash_withdrawal] | Orig: Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM. -> Aug: I'm having trouble using my card at ATMs. I've tried to withdraw cash from two different machines, but it's been declined each time.
GEN | [reverted_card_payment?] | Orig: Why wasn't my payment accepted by the app -> Aug: Why was my payment rejected by the app?
GEN | [pending_card_payment] | Orig: I made a payment with my card and it hasn't changed. How long do you think this will take? -> Aug: I authorized a payment using my card, but the status remains pending. Can you tell me when I can expect it to be processed?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Whats wrong with my currency exchange? -> Aug: The exchange rate for my cash withdrawal seems to be incorrect.
GEN | [lost_or_stolen_card] | Orig: Help!  I fear that my card was stolen, -> Aug: I'm worried that my card has been stolen.
GEN | [declined_cash_withdrawal] | Orig: Why am I unable to withdraw money even though in the past I've done it just fine? -> Aug: I'm having trouble withdrawing cash, but I've successfully done so previously. Can you help me understand why this is happening?
GEN | [pending_cash_withdrawal] | Orig: Why hasn't my withdrawal shown on my statement? -> Aug: Why is my pending cash withdrawal not reflected on my account statement?
GEN | [card_payment_not_recognised] | Orig: Why is there a random payment in my statement? -> Aug: We've noticed an unexpected payment on your statement. Can you help us understand what this payment is for?
GEN | [card_payment_wrong_exchange_rate] | Orig: Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate -> Aug: Why did you apply an incorrect exchange rate for my international transaction? I was expecting a more competitive rate for the foreign currency.
GEN | [wrong_amount_of_cash_received] | Orig: The cash I asked for still hasn't been received -> Aug: The amount of cash I requested has not been delivered.
GEN | [apple_pay_or_google_pay] | Orig: I can't get google pay to work right. -> Aug: I'm having trouble with Google Pay functioning properly.
GEN | [cash_withdrawal_not_recognised] | Orig: I believe my card has been compromised as there are funds showing that I did not receive. -> Aug: I'm concerned that my card has been compromised because I'm seeing transactions that I didn't authorize.
GEN | [getting_virtual_card] | Orig: Do I get to have one of those virtual cards I've heard about? -> Aug: Can I obtain a virtual card, like the ones I've been told about?
GEN | [getting_virtual_card] | Orig: can i use my app to get a virtual card -> Aug: can I access a virtual card through my mobile app?
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: I can't get a contactless payment to work. | Augmented: I'm having trouble with my contactless payment method.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: The augmented text preserves the essence of the original intent without changing the core issue or adding any unsupported information. It retains the context of a planned trip and the use of a credit card for an exchange, which are key elements of the original intent. | Original: I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction? | Augmented: I'm planning a trip and attempted to exchange my Russian rubles for UK pounds, but your company's exchange rate was higher than expected. Was there an error with my transaction?
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: I got an unexpected charge on my transfers. How can I correct this? | Augmented: I'm surprised to see an additional fee on my transfer transactions. Can you help me resolve this issue?
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: How can I stop someone from using my card after I lost it yesterday. | Augmented: How can I prevent someone from using my card after I misplaced it yesterday?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: ... | Original: Yikes!  I didn't get the amount of money that I requested.  What do I do now? | Augmented: I'm shortchanged! I received less cash than I was supposed to get. How do I resolve this issue?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Please double check my card - withdrawal was working fine so far, but this morning on the way to work it suddenly got declined! | Augmented: Please verify your card information - I've been using it for cash withdrawals without issues, but this morning, it was declined unexpectedly.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: When I exchanged currencies the value of my money changed. | Augmented: When I converted my cash, the exchange rate was incorrect.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: It seems that the rate I got is incorrect. | Augmented: The exchange rate applied to my card payment appears to be inaccurate.
VAL | [country_support] | ACCEPT | Reason: N/A | Original: How does a US resident go about acquiring a new card? | Augmented: What steps can a US citizen take to obtain a new credit card?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can I receive money? | Augmented: What methods are available for me to receive funds?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: I've been waiting ages and my PIN hasn't gotten here. | Augmented: I've been waiting for a while and my physical card still hasn't arrived.
VAL | [get_physical_card] | UNKNOWN | Reason: N/A | Original: I haven't been sent my new pin! | Augmented: I need to receive my physical card.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I want to get my hands on one of those virtual cards! | Augmented: I'd like to obtain a virtual card.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: I could not access my money at the ATM | Augmented: I was unable to withdraw cash from the ATM.
VAL | [reverted_card_payment?] | REVIEW | Reason: N/A | Original: My card payment has not been withdrawn from my account | Augmented: Did my card payment get reversed from my account?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: the transfer to an account wasn't allowed is there any other way for me to do it | Augmented: The transfer to a designated recipient was not permitted; is there an alternative method I can use to complete the transaction?
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Why did I get charged when getting cash? | Augmented: Why was I charged a fee for withdrawing cash?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: Can I choose what card I can use | Augmented: Can I select the type of credit card I'd like to use, such as Visa or Mastercard?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: The balance does not appear to have updated. | Augmented: The balance seems to be stuck and hasn't reflected the recent bank transfer.
VAL | [card_swallowed] | ACCEPT | Reason: ... | Original: I didn't get my card back from the ATM. | Augmented: I failed to retrieve my card from the ATM.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM. | Augmented: I'm having trouble using my card at ATMs. I've tried to withdraw cash from two different machines, but it's been declined each time.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Why wasn't my payment accepted by the app | Augmented: Why was my payment rejected by the app?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I made a payment with my card and it hasn't changed. How long do you think this will take? | Augmented: I authorized a payment using my card, but the status remains pending. Can you tell me when I can expect it to be processed?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Whats wrong with my currency exchange? | Augmented: The exchange rate for my cash withdrawal seems to be incorrect.
VAL | [lost_or_stolen_card] | ACCEPT | Reason: ... | Original: Help!  I fear that my card was stolen, | Augmented: I'm worried that my card has been stolen.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: The augmented text maintains the core issue of being unable to withdraw cash and seeks an explanation for the change in status, which is consistent with the original intent. | Original: Why am I unable to withdraw money even though in the past I've done it just fine? | Augmented: I'm having trouble withdrawing cash, but I've successfully done so previously. Can you help me understand why this is happening?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: Both texts are asking about a withdrawal that has not yet been reflected on the account statement, indicating a pending transaction. | Original: Why hasn't my withdrawal shown on my statement? | Augmented: Why is my pending cash withdrawal not reflected on my account statement?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Why is there a random payment in my statement? | Augmented: We've noticed an unexpected payment on your statement. Can you help us understand what this payment is for?
