GEN | [apple_pay_or_google_pay] | Orig: i have been trying to add money with apple pay but it wont work, why? -> Aug: I'm having trouble adding funds using Apple Pay, can you help me figure out why it's not working?
GEN | [apple_pay_or_google_pay] | Orig: Does Apple Watch support the topping-off of my account? -> Aug: Can I use my Apple Watch to replenish my account balance?
GEN | [supported_cards_and_currencies] | Orig: I wish to use my American Express to put funds into my account. -> Aug: I'd like to deposit funds into my account using my American Express card.
GEN | [get_physical_card] | Orig: can i create my own pin right away -> Aug: can I obtain my physical card immediately?
GEN | [get_physical_card] | Orig: In regards to the PIN of the card? -> Aug: Regarding the physical card's PIN information?
GEN | [disposable_card_limits] | Orig: What limits are there on the virtual cards? -> Aug: What restrictions are in place for the disposable cards?
GEN | [apple_pay_or_google_pay] | Orig: Can you explain why my Google Pay Top isn't working? -> Aug: Why isn't my Apple Pay account functioning properly?
GEN | [request_refund] | Orig: Is there a way you can have money from a purchase I made refunded to my account. -> Aug: Can you assist me in getting a refund for a recent purchase credited back to my account?
GEN | [disposable_card_limits] | Orig: Are there limits on the virtual cards? -> Aug: Are there any restrictions on the usage of disposable cards?
GEN | [get_physical_card] | Orig: When do I set up my card PIN? -> Aug: How do I activate my physical card's PIN?
GEN | [lost_or_stolen_card] | Orig: My card has been stolen. I reported it with the police, but I need to report it with you as well. -> Aug: My credit card has been stolen, and I've already informed the authorities. Now, I'd like to notify you as well.
GEN | [supported_cards_and_currencies] | Orig: I'd like to use my American Express to place money into my account. -> Aug: I'd like to use my American Express card to deposit funds into my account.
GEN | [failed_transfer] | Orig: Can you tell my why my funds transfer did not work properly? -> Aug: Why did my recent transfer fail to process as expected?
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I was unable to complete a transfer from my account.
GEN | [extra_charge_on_statement] | Orig: Why has my card been charged an extra pound? -> Aug: Why is there an additional charge on my statement?
GEN | [supported_cards_and_currencies] | Orig: Top up my card please, which y'all support? -> Aug: Can you please inform me about the payment methods you accept, specifically the cards you support?
GEN | [direct_debit_payment_not_recognised] | Orig: I didn't set up a direct debit payment on my account. -> Aug: We didn't find a direct debit payment arrangement linked to your account.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I only top-up digitally? Or could I use cash? -> Aug: Can I make a digital payment or is it possible to use cash to top up my account?
GEN | [failed_transfer] | Orig: I think my transfer failed. What do I do now? -> Aug: I'm concerned that my recent transfer didn't go through. Can you help me resolve the issue?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Why is  my balance not updated? -> Aug: Why hasn't my account balance been updated after the recent bank transfer?
GEN | [top_up_reverted] | Orig: I got an cancellation error when I was topping up. -> Aug: I encountered an error while attempting to make a top-up, and it was cancelled.
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple Watch to pay for gas? -> Aug: Can I use my smartwatch to make a payment for fuel?
GEN | [card_payment_not_recognised] | Orig: Why is there an unknown card payment? -> Aug: We're unable to identify a recognized card payment.
GEN | [get_physical_card] | Orig: can i go into my app to find my pin -> Aug: Can I access my physical card information through the mobile app?
GEN | [Refund_not_showing_up] | Orig: Please send my refund now. -> Aug: Please dispatch my refund immediately.
GEN | [beneficiary_not_allowed] | Orig: I cant transfer money into my account -> Aug: I'm unable to add funds to my account.
GEN | [visa_or_mastercard] | Orig: I'm wanting to get a Visa card today. -> Aug: I'm looking to obtain a Mastercard today.
GEN | [card_payment_not_recognised] | Orig: Help! In the app there is a payment that I don't remember. -> Aug: I'm having trouble recalling a payment I made through the app.
GEN | [top_up_by_card_charge] | Orig: Is topping up free? -> Aug: Is there a charge for topping up my account using my card?
GEN | [wrong_amount_of_cash_received] | Orig: You shorted me money when I tried to make a withdrawal. -> Aug: You gave me less cash than I was supposed to get when I withdrew some money.
GEN | [supported_cards_and_currencies] | Orig: can i use my mastercard to add money to my account -> Aug: Can I use my Mastercard to fund my account?
GEN | [cash_withdrawal_charge] | Orig: I noticed a different charge while I was taking my money out. -> Aug: I observed an unexpected fee when I withdrew my cash.
GEN | [direct_debit_payment_not_recognised] | Orig: Purchases I did not make are appearing in my bank statement? -> Aug: We've noticed some transactions on your bank statement that don't match any payments you've made.
GEN | [why_verify_identity] | Orig: My ID verification hasn't gone through yet, but can I use my account anyway? -> Aug: Since my ID verification is still pending, can I still access my account or is it locked until the verification is complete?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: ... | Original: i have been trying to add money with apple pay but it wont work, why? | Augmented: I'm having trouble adding funds using Apple Pay, can you help me figure out why it's not working?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Does Apple Watch support the topping-off of my account? | Augmented: Can I use my Apple Watch to replenish my account balance?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: I wish to use my American Express to put funds into my account. | Augmented: I'd like to deposit funds into my account using my American Express card.
VAL | [get_physical_card] | UNKNOWN | Reason: N/A | Original: can i create my own pin right away | Augmented: can I obtain my physical card immediately?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: In regards to the PIN of the card? | Augmented: Regarding the physical card's PIN information?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: What limits are there on the virtual cards? | Augmented: What restrictions are in place for the disposable cards?
VAL | [apple_pay_or_google_pay] | REJECT | Reason: N/A | Original: Can you explain why my Google Pay Top isn't working? | Augmented: Why isn't my Apple Pay account functioning properly?
VAL | [request_refund] | ACCEPT | Reason: Both texts are requesting a refund for a purchase and crediting the amount back to the user's account. There is no contradiction or ambiguity introduced. | Original: Is there a way you can have money from a purchase I made refunded to my account. | Augmented: Can you assist me in getting a refund for a recent purchase credited back to my account?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Are there limits on the virtual cards? | Augmented: Are there any restrictions on the usage of disposable cards?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: When do I set up my card PIN? | Augmented: How do I activate my physical card's PIN?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: My card has been stolen. I reported it with the police, but I need to report it with you as well. | Augmented: My credit card has been stolen, and I've already informed the authorities. Now, I'd like to notify you as well.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: I'd like to use my American Express to place money into my account. | Augmented: I'd like to use my American Express card to deposit funds into my account.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Can you tell my why my funds transfer did not work properly? | Augmented: Why did my recent transfer fail to process as expected?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I couldnt transfer money from my account. | Augmented: I was unable to complete a transfer from my account.
VAL | [extra_charge_on_statement] | ACCEPT | Reason: ... | Original: Why has my card been charged an extra pound? | Augmented: Why is there an additional charge on my statement?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Top up my card please, which y'all support? | Augmented: Can you please inform me about the payment methods you accept, specifically the cards you support?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I didn't set up a direct debit payment on my account. | Augmented: We didn't find a direct debit payment arrangement linked to your account.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Can I only top-up digitally? Or could I use cash? | Augmented: Can I make a digital payment or is it possible to use cash to top up my account?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I think my transfer failed. What do I do now? | Augmented: I'm concerned that my recent transfer didn't go through. Can you help me resolve the issue?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Why is  my balance not updated? | Augmented: Why hasn't my account balance been updated after the recent bank transfer?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I got an cancellation error when I was topping up. | Augmented: I encountered an error while attempting to make a top-up, and it was cancelled.
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Can I use my Apple Watch to pay for gas? | Augmented: Can I use my smartwatch to make a payment for fuel?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: ... | Original: Why is there an unknown card payment? | Augmented: We're unable to identify a recognized card payment.
VAL | [get_physical_card] | UNKNOWN | Reason: N/A | Original: can i go into my app to find my pin | Augmented: Can I access my physical card information through the mobile app?
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: Please send my refund now. | Augmented: Please dispatch my refund immediately.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I cant transfer money into my account | Augmented: I'm unable to add funds to my account.
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: I'm wanting to get a Visa card today. | Augmented: I'm looking to obtain a Mastercard today.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Help! In the app there is a payment that I don't remember. | Augmented: I'm having trouble recalling a payment I made through the app.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: Is topping up free? | Augmented: Is there a charge for topping up my account using my card?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: You shorted me money when I tried to make a withdrawal. | Augmented: You gave me less cash than I was supposed to get when I withdrew some money.
