GEN | [top_up_by_cash_or_cheque] | Orig: How can I add physical money to my card? -> Aug: You can replenish your card balance by depositing cash or cheque.
GEN | [top_up_reverted] | Orig: I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go?? -> Aug: I'm having an issue with a recent transaction, I'm certain your bank allows cryptocurrency deposits, but I'm unable to complete the process. After adding funds to my account, the amount seems to have vanished, and I'm unsure what happened to it.
GEN | [visa_or_mastercard] | Orig: I won't be pleased unless I get a Mastercard. -> Aug: I'm not satisfied unless I receive a Visa or Mastercard.
GEN | [transaction_charged_twice] | Orig: I've got a repeated tranasaction on my card. -> Aug: I've been charged twice for the same transaction on my card.
GEN | [pending_cash_withdrawal] | Orig: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. -> Aug: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the funds I haven't received?
GEN | [visa_or_mastercard] | Orig: I want a Mastercard, instead. -> Aug: I'd prefer a Visa, if possible.
GEN | [verify_top_up] | Orig: I am having trouble finding the top-up card verification code. -> Aug: I'm having difficulty locating the verification code for my top-up card.
GEN | [visa_or_mastercard] | Orig: This transaction needs both a Visa and a Mastercard. -> Aug: This transaction requires both a Visa and a Mastercard.
GEN | [getting_virtual_card] | Orig: I want one of the virtual cards! -> Aug: I'd like to obtain a virtual card.
GEN | [beneficiary_not_allowed] | Orig: Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying. -> Aug: Hello, I'm having some trouble with the app. I'm trying to exchange cryptocurrency, but it's not working as expected. I'm eager to make a purchase.
GEN | [visa_or_mastercard] | Orig: Please give me a Mastercard instead. -> Aug: Please provide me with a Visa or Mastercard.
GEN | [getting_virtual_card] | Orig: I look but I see no virtual card. Why is that? -> Aug: I'm unable to locate my virtual card. Can you help me understand why it's not showing up?
GEN | [receiving_money] | Orig: Do I need to do anything special for my friend to send money to my account? -> Aug: What steps should my friend take to transfer funds to my account?
GEN | [top_up_by_cash_or_cheque] | Orig: Can I use a check to get gas? -> Aug: Can I use a cheque to top up my account?
GEN | [card_not_working] | Orig: I wasn't able to use my card today when I went out for lunch. Wondering why that is? -> Aug: I tried to make a purchase using my card, but it didn't work when I went to a restaurant for lunch. Can you help me figure out what's going on?
GEN | [compromised_card] | Orig: How do I stop fraud to my card? -> Aug: What steps can I take to prevent unauthorized transactions on my compromised card?
GEN | [transfer_timing] | Orig: When can I use money sent to my account? -> Aug: When can I access funds transferred to my account?
GEN | [pending_top_up] | Orig: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? -> Aug: I've just got a new card and I'm having trouble topping it up. I attempted to add funds about half an hour ago, but the transaction is still pending. Can you help me resolve this issue?
GEN | [transaction_charged_twice] | Orig: I have multiple of the same transaction -> Aug: I've noticed duplicate transactions on my account.
GEN | [top_up_by_cash_or_cheque] | Orig: I would like to pay by cheque. -> Aug: I would prefer to settle the payment via cheque.
GEN | [top_up_by_bank_transfer_charge] | Orig: How much will it cost me for a SEPA transfer? -> Aug: What is the fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
GEN | [card_not_working] | Orig: I seem to be unable to make any transactions. -> Aug: I'm having trouble making any transactions.
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my card unable to process any transactions?
GEN | [pending_top_up] | Orig: I added money to the card but the transaction didn't go through -> Aug: I attempted to top up the card, but the transaction remains pending
GEN | [transaction_charged_twice] | Orig: I only made one transaction at this place, but it's appearing multiple times. -> Aug: I made a single transaction, yet it's been duplicated on my statement.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I purchase with cash or cheque? -> Aug: May I pay using cash or by cheque?
GEN | [topping_up_by_card] | Orig: What information am I going to have to have in order to do a transfer with my card? -> Aug: What details do I need to provide to complete a card-based transfer?
GEN | [pending_top_up] | Orig: new customer and filling gas for the first time today, not working, -> Aug: New customer attempting to top up their account for the first time today, but the transaction is not processing.
GEN | [top_up_failed] | Orig: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? -> Aug: I'm having trouble adding more funds to my card, as it's been declined repeatedly, and I urgently need to use it. Can you assist me in resolving this issue or suggest alternative solutions?
GEN | [disposable_card_limits] | Orig: Help me create several temp cards every day. -> Aug: Can you assist me in generating multiple temporary cards daily?
GEN | [pending_top_up] | Orig: Even though I added money ey to the card, I couldn't use it -> Aug: Despite depositing funds onto the card, I'm still unable to make a transaction.
GEN | [top_up_by_cash_or_cheque] | Orig: Will a cheque suffice? -> Aug: Can I use a cheque to make a payment?
GEN | [top_up_failed] | Orig: My money I added isn't on my card. -> Aug: The funds I attempted to add are not showing up on my card.
GEN | [topping_up_by_card] | Orig: I tried to top off using the card, but the money just disappeared? -> Aug: I attempted to add funds using my card, but the transaction seems to have failed and the amount was not credited.
GEN | [cash_withdrawal_charge] | Orig: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! -> Aug: Are there any fees associated with making cash withdrawals from your account? I'm surprised to find that I'm being charged for accessing my own funds, whereas my previous bank didn't impose such a charge.
GEN | [verify_top_up] | Orig: I need help finding the verification code on the top up card. -> Aug: I require assistance locating the verification code on the top-up card.
GEN | [get_disposable_virtual_card] | Orig: What systems do you have in place for my security when using my card for everyday purchases? -> Aug: How do you ensure my security when using a disposable virtual card for daily transactions?
GEN | [virtual_card_not_working] | Orig: My throwaway virtual card won't work -> Aug: My temporary virtual card is not functioning properly.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: How can I add physical money to my card? | Augmented: You can replenish your card balance by depositing cash or cheque.
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go?? | Augmented: I'm having an issue with a recent transaction, I'm certain your bank allows cryptocurrency deposits, but I'm unable to complete the process. After adding funds to my account, the amount seems to have vanished, and I'm unsure what happened to it.
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I won't be pleased unless I get a Mastercard. | Augmented: I'm not satisfied unless I receive a Visa or Mastercard.
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I've got a repeated tranasaction on my card. | Augmented: I've been charged twice for the same transaction on my card.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. | Augmented: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the funds I haven't received?
VAL | [visa_or_mastercard] | ACCEPT | Reason: N/A | Original: I want a Mastercard, instead. | Augmented: I'd prefer a Visa, if possible.
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I am having trouble finding the top-up card verification code. | Augmented: I'm having difficulty locating the verification code for my top-up card.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: This transaction needs both a Visa and a Mastercard. | Augmented: This transaction requires both a Visa and a Mastercard.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I want one of the virtual cards! | Augmented: I'd like to obtain a virtual card.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Hi,  Is there any problem with app? As i am facing some issues with the exchange of crypto currency. I am extremely interested in buying. | Augmented: Hello, I'm having some trouble with the app. I'm trying to exchange cryptocurrency, but it's not working as expected. I'm eager to make a purchase.
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Please give me a Mastercard instead. | Augmented: Please provide me with a Visa or Mastercard.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I look but I see no virtual card. Why is that? | Augmented: I'm unable to locate my virtual card. Can you help me understand why it's not showing up?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do I need to do anything special for my friend to send money to my account? | Augmented: What steps should my friend take to transfer funds to my account?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Can I use a check to get gas? | Augmented: Can I use a cheque to top up my account?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I wasn't able to use my card today when I went out for lunch. Wondering why that is? | Augmented: I tried to make a purchase using my card, but it didn't work when I went to a restaurant for lunch. Can you help me figure out what's going on?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: How do I stop fraud to my card? | Augmented: What steps can I take to prevent unauthorized transactions on my compromised card?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: When can I use money sent to my account? | Augmented: When can I access funds transferred to my account?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? | Augmented: I've just got a new card and I'm having trouble topping it up. I attempted to add funds about half an hour ago, but the transaction is still pending. Can you help me resolve this issue?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I have multiple of the same transaction | Augmented: I've noticed duplicate transactions on my account.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: I would like to pay by cheque. | Augmented: I would prefer to settle the payment via cheque.
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: How much will it cost me for a SEPA transfer? | Augmented: What is the fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: I seem to be unable to make any transactions. | Augmented: I'm having trouble making any transactions.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Why doesn't my card work for any transactions? | Augmented: Why is my card unable to process any transactions?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I added money to the card but the transaction didn't go through | Augmented: I attempted to top up the card, but the transaction remains pending
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I only made one transaction at this place, but it's appearing multiple times. | Augmented: I made a single transaction, yet it's been duplicated on my statement.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: Both texts are asking about the possibility of paying for something using cash or cheque, preserving the same intent. | Original: Can I purchase with cash or cheque? | Augmented: May I pay using cash or by cheque?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: What information am I going to have to have in order to do a transfer with my card? | Augmented: What details do I need to provide to complete a card-based transfer?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: new customer and filling gas for the first time today, not working, | Augmented: New customer attempting to top up their account for the first time today, but the transaction is not processing.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? | Augmented: I'm having trouble adding more funds to my card, as it's been declined repeatedly, and I urgently need to use it. Can you assist me in resolving this issue or suggest alternative solutions?
VAL | [disposable_card_limits] | ACCEPT | Reason: N/A | Original: Help me create several temp cards every day. | Augmented: Can you assist me in generating multiple temporary cards daily?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Even though I added money ey to the card, I couldn't use it | Augmented: Despite depositing funds onto the card, I'm still unable to make a transaction.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: Both texts are asking about the acceptability of using a cheque for a payment, which aligns with the target intent of topping up by cash or cheque. | Original: Will a cheque suffice? | Augmented: Can I use a cheque to make a payment?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: My money I added isn't on my card. | Augmented: The funds I attempted to add are not showing up on my card.
