GEN | [topping_up_by_card] | Orig: Who can have access to top up my account? -> Aug: Who is eligible to make a card-based account top-up for me?
GEN | [verify_top_up] | Orig: Help me verify the card used on a top-up. -> Aug: Can you assist me in confirming the card information used for a recent top-up transaction?
GEN | [topping_up_by_card] | Orig: can other people use the app to add money to my account -> Aug: can I allow others to use the app to deposit funds into my account using their card?
GEN | [automatic_top_up] | Orig: When the time is right will this automatically replenish my balance? -> Aug: Will this automatically top up my account when the time is suitable?
GEN | [contactless_not_working] | Orig: Why wasn't my contactless accepted at the metro? -> Aug: Why did my contactless payment fail to work at the metro station?
GEN | [visa_or_mastercard] | Orig: Why did I get a different card then requested? -> Aug: Why was I issued a Visa or Mastercard that's not the one I specifically asked for?
GEN | [card_arrival] | Orig: I thought I would have received my new card at this point. -> Aug: I expected my new card to arrive by now.
GEN | [getting_virtual_card] | Orig: I need to make a purchase online, where is my virtual card? -> Aug: I'm trying to make an online purchase and I'm looking for my virtual card, can you help me locate it?
GEN | [wrong_amount_of_cash_received] | Orig: i did not get any money but still was charged -> Aug: I was expecting to receive some cash, but instead, I was debited without any funds being transferred.
GEN | [pending_card_payment] | Orig: My card has been pending for a while, what should I do? -> Aug: My payment is still pending, what's the next step?
GEN | [transfer_into_account] | Orig: I am out of money in my account and I was wondering if I could do a bank transfer is put more in it? -> Aug: I'm running low on funds in my account and I'd like to know if I can make a transfer to replenish it.
GEN | [get_disposable_virtual_card] | Orig: how do the cards work? -> Aug: What's the process for obtaining a disposable virtual card?
GEN | [cash_withdrawal_not_recognised] | Orig: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! -> Aug: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
GEN | [verify_top_up] | Orig: How do i secure a top-up card? -> Aug: How can I confirm the details of my top-up card?
GEN | [card_delivery_estimate] | Orig: Can I get my card fast tracked? -> Aug: Can I expedite the delivery of my card?
GEN | [declined_transfer] | Orig: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. -> Aug: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
GEN | [activate_my_card] | Orig: How can I make my card ready to use? -> Aug: What steps can I take to activate my card and start using it?
GEN | [pending_top_up] | Orig: how long does it take to reflect in my balance a top up -> Aug: when can I expect the top-up amount to be credited to my account balance?
GEN | [topping_up_by_card] | Orig: My card needs to be topped up. -> Aug: My card requires a recharge.
GEN | [top_up_by_card_charge] | Orig: I am wanting to refill my card, is there a charge? -> Aug: I'd like to add funds to my card, will there be a fee involved?
GEN | [get_physical_card] | Orig: I am yet to receive my pin. -> Aug: I still haven't received my physical card.
GEN | [get_physical_card] | Orig: Explain the card PIN to me. -> Aug: Can you tell me more about the physical card's PIN security feature?
GEN | [topping_up_by_card] | Orig: Can somebody else top up my account? -> Aug: Can someone else add funds to my account using my card?
GEN | [topping_up_by_card] | Orig: Can I let other people have access to my account in order to top up? -> Aug: Can I grant permission to someone else to access my account to make a card-based top-up?
GEN | [topping_up_by_card] | Orig: Can my account be topped-up by friends of mine. -> Aug: Can I have my account replenished by my friends using their cards?
GEN | [top_up_by_card_charge] | Orig: Will you charge me more if I use a European bank card for a top up? -> Aug: Will there be an additional fee if I use a European bank card to make a top-up payment?
GEN | [card_acceptance] | Orig: Where do I pay with my debit or credit card? -> Aug: How can I use my debit or credit card for payment?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I going to see a charge for a SEPA transfer? -> Aug: Will I be charged a fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
GEN | [reverted_card_payment?] | Orig: I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly? -> Aug: I recently discovered that the payment didn't process as expected. Initially, the funds were debited from my account, but they've since been reversed. Could you assist me in resolving this issue promptly?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are you going to charge me to collect the money? -> Aug: Will there be a fee for processing the bank transfer to top up my account?
GEN | [declined_card_payment] | Orig: When I use my card, it says decline? -> Aug: Why is my card payment being declined when I try to use it?
GEN | [transfer_into_account] | Orig: I need to move money from one of my other accounts to this one. -> Aug: I'd like to transfer funds from another account to this account.
GEN | [card_payment_not_recognised] | Orig: I need to figure out what these charges are on my account. They've been coming out for a couple of days. Can i get all of this money back? Also, I need to freeze my card. -> Aug: I'm trying to understand the recent transactions on my account. There have been some unusual charges showing up. Can I get a refund for these amounts? Additionally, I'd like to temporarily suspend my card usage.
GEN | [top_up_by_card_charge] | Orig: I need to know what charges I will incur for using a European card for top up. -> Aug: I'd like to understand the fees associated with making a payment using a European card for a top-up transaction.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Who can have access to top up my account? | Augmented: Who is eligible to make a card-based account top-up for me?
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text does not change the intent; it merely uses slightly different wording to convey the same request for verification of a top-up transaction. | Original: Help me verify the card used on a top-up. | Augmented: Can you assist me in confirming the card information used for a recent top-up transaction?
VAL | [topping_up_by_card] | UNKNOWN | Reason: N/A | Original: can other people use the app to add money to my account | Augmented: can I allow others to use the app to deposit funds into my account using their card?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: When the time is right will this automatically replenish my balance? | Augmented: Will this automatically top up my account when the time is suitable?
VAL | [contactless_not_working] | ACCEPT | Reason: ... | Original: Why wasn't my contactless accepted at the metro? | Augmented: Why did my contactless payment fail to work at the metro station?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: Why did I get a different card then requested? | Augmented: Why was I issued a Visa or Mastercard that's not the one I specifically asked for?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: I thought I would have received my new card at this point. | Augmented: I expected my new card to arrive by now.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to make a purchase online, where is my virtual card? | Augmented: I'm trying to make an online purchase and I'm looking for my virtual card, can you help me locate it?
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: i did not get any money but still was charged | Augmented: I was expecting to receive some cash, but instead, I was debited without any funds being transferred.
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: My card has been pending for a while, what should I do? | Augmented: My payment is still pending, what's the next step?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I am out of money in my account and I was wondering if I could do a bank transfer is put more in it? | Augmented: I'm running low on funds in my account and I'd like to know if I can make a transfer to replenish it.
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: N/A | Original: how do the cards work? | Augmented: What's the process for obtaining a disposable virtual card?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! | Augmented: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
VAL | [verify_top_up] | REVIEW | Reason: N/A | Original: How do i secure a top-up card? | Augmented: How can I confirm the details of my top-up card?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: Can I get my card fast tracked? | Augmented: Can I expedite the delivery of my card?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: I have been trying to make transfers to another account but I keep getting a declined notice. I have checked all of my information more than once and my information is accurate. | Augmented: I've been attempting to initiate a transfer to another account, but it's consistently being declined. I've double-checked my details multiple times and they're correct.
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: How can I make my card ready to use? | Augmented: What steps can I take to activate my card and start using it?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: how long does it take to reflect in my balance a top up | Augmented: when can I expect the top-up amount to be credited to my account balance?
VAL | [topping_up_by_card] | ACCEPT | Reason: ... | Original: My card needs to be topped up. | Augmented: My card requires a recharge.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: ... | Original: I am wanting to refill my card, is there a charge? | Augmented: I'd like to add funds to my card, will there be a fee involved?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: I am yet to receive my pin. | Augmented: I still haven't received my physical card.
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: Explain the card PIN to me. | Augmented: Can you tell me more about the physical card's PIN security feature?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can somebody else top up my account? | Augmented: Can someone else add funds to my account using my card?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can I let other people have access to my account in order to top up? | Augmented: Can I grant permission to someone else to access my account to make a card-based top-up?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can my account be topped-up by friends of mine. | Augmented: Can I have my account replenished by my friends using their cards?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: Both texts are asking about potential additional charges when using a European bank card for a top-up payment. The wording is slightly different but the core intent remains the same. | Original: Will you charge me more if I use a European bank card for a top up? | Augmented: Will there be an additional fee if I use a European bank card to make a top-up payment?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Where do I pay with my debit or credit card? | Augmented: How can I use my debit or credit card for payment?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Am I going to see a charge for a SEPA transfer? | Augmented: Will I be charged a fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
VAL | [reverted_card_payment?] | ACCEPT | Reason: ... | Original: I just found out from the seller that my money didn't go through. I checked my account and it was deducted at first but now it's back in my account. Can you  please fix this for me quickly? | Augmented: I recently discovered that the payment didn't process as expected. Initially, the funds were debited from my account, but they've since been reversed. Could you assist me in resolving this issue promptly?
