GEN | [card_arrival] | Orig: What's go on, where is my new card? -> Aug: What's taking so long? When can I expect my new card to arrive?
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
GEN | [passcode_forgotten] | Orig: I can't log in -> Aug: I'm having trouble accessing my account because I've forgotten my passcode.
GEN | [card_payment_not_recognised] | Orig: i dont recognize a charge on my card -> Aug: I'm unable to identify a transaction on my credit card statement.
GEN | [unable_to_verify_identity] | Orig: The app failed to verify me. -> Aug: The system was unable to confirm my identity.
GEN | [transfer_not_received_by_recipient] | Orig: I've been waiting since Friday, where is my money? -> Aug: I've been expecting my transfer since Friday, but it still hasn't arrived.
GEN | [getting_virtual_card] | Orig: I need to order a new card, can you please direct me to the virtual cards? -> Aug: I'd like to request a new virtual card, could you guide me on how to obtain one?
GEN | [declined_cash_withdrawal] | Orig: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? -> Aug: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
GEN | [card_about_to_expire] | Orig: I'm in China and need a new card. Please help. -> Aug: I'm currently abroad in China and require a replacement card as my existing one is nearing its expiration date. Can you assist me with this request?
GEN | [passcode_forgotten] | Orig: Can you lookup my password? -> Aug: Can you retrieve my forgotten passcode?
GEN | [card_payment_not_recognised] | Orig: Why is this payment on my app -> Aug: We're having trouble identifying this payment on your account.
GEN | [declined_cash_withdrawal] | Orig: Has my account been frozen?  I tried to use my card but the ATM would not dispense cash. -> Aug: Why was my withdrawal request denied? I attempted to withdraw cash from the ATM, but it wouldn't dispense any funds.
GEN | [pending_top_up] | Orig: Isn't my top-up supposed to mean its complete? -> Aug: Why hasn't my top-up been processed yet?
GEN | [verify_top_up] | Orig: I'm being asked for a verification code. Where do I find it? -> Aug: I'm being requested to provide a verification code. Can you please guide me on how to obtain it?
GEN | [pending_top_up] | Orig: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? -> Aug: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
GEN | [declined_cash_withdrawal] | Orig: I tried to withdraw some funds from my card, but was declined. How can I get my money? -> Aug: I attempted to make a cash withdrawal using my card, but it was unsuccessful. What are my options for retrieving my funds?
GEN | [verify_top_up] | Orig: Where is the verification code display? -> Aug: Can you please show me the verification code for the top-up process?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put some money in my account the other day and it's not gone in yet, can you help with this? -> Aug: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
GEN | [failed_transfer] | Orig: How is this transfer supposed to work? It's not working for me. -> Aug: What's going on with this transfer? It's not processing as expected.
GEN | [pending_top_up] | Orig: Where to check top ups pending? -> Aug: How can I view my pending top-up transactions?
GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
GEN | [declined_cash_withdrawal] | Orig: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. -> Aug: Can I use my card to withdraw cash from an ATM? I've never tried it before, but when I attempted to do so, the transaction was declined.
GEN | [transfer_not_received_by_recipient] | Orig: How long do I have  to wait for my transaction to be completed? -> Aug: When can I expect my transfer to be successfully delivered to the recipient's account?
GEN | [direct_debit_payment_not_recognised] | Orig: what is this charge i didnt do it what can i do -> Aug: We're showing a direct debit payment that we haven't recognized as yours. Can you help us figure out what's going on?
GEN | [pending_card_payment] | Orig: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? -> Aug: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
GEN | [receiving_money] | Orig: I received a transfer in GBP how do I change it to a different currency? -> Aug: I was sent a payment in British Pounds, can I convert it to a different currency?
GEN | [compromised_card] | Orig: How can I tell if someone else is using my card? -> Aug: How can I determine if my card has been compromised and is being used by someone else?
GEN | [reverted_card_payment?] | Orig: My card payment has not been withdrawn from my account -> Aug: Did my card payment get reversed from my account?
GEN | [card_payment_not_recognised] | Orig: i didnt do this charge -> Aug: We didn't recognize this payment from you.
GEN | [activate_my_card] | Orig: How can my new card be renewed? -> Aug: How can I reactivate my new card?
GEN | [transfer_into_account] | Orig: I need more money in my account. Can I add more by transferring? -> Aug: I'd like to increase my account balance by transferring funds into my account.
GEN | [getting_spare_card] | Orig: What steps do I need to get another card? -> Aug: How can I obtain a replacement card?
GEN | [card_swallowed] | Orig: I can't get my card out of the ATM -> Aug: I'm having trouble retrieving my card from the ATM.
GEN | [card_swallowed] | Orig: My card was eaten by the cash machine what do I do? -> Aug: My card seems to have been swallowed by the ATM, what should I do now?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of an ATM in Notting Hill earlier, but it didn't work. Is my card actually working? It's the first time I tried using it -> Aug: I attempted to withdraw cash from a cash machine in Notting Hill, but it was unsuccessful. Is my card functional? This is the first time I've tried to use it.
VAL | [card_arrival] | ACCEPT | Reason: Both texts are asking about the status of a new card, with one emphasizing the delay ("What's taking so long?") and the other specifying the location ("where is my new card"). This preserves the core intent of inquiring about the arrival of a new card. | Original: What's go on, where is my new card? | Augmented: What's taking so long? When can I expect my new card to arrive?
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text preserves the user's need for verification regarding a top-up process, which aligns with the original intent. | Original: I just tried to top-up and now I'm getting an additional verification message, why? | Augmented: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't log in | Augmented: I'm having trouble accessing my account because I've forgotten my passcode.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: i dont recognize a charge on my card | Augmented: I'm unable to identify a transaction on my credit card statement.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: The app failed to verify me. | Augmented: The system was unable to confirm my identity.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: I've been waiting since Friday, where is my money? | Augmented: I've been expecting my transfer since Friday, but it still hasn't arrived.
VAL | [getting_virtual_card] | ACCEPT | Reason: ... | Original: I need to order a new card, can you please direct me to the virtual cards? | Augmented: I'd like to request a new virtual card, could you guide me on how to obtain one?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: The ATM keeps rejecting my Payment. I tried two different ATMs but did not work .Can you please check if everything is okay with my account? | Augmented: The ATM machine is declining my cash withdrawal attempt. I've tried using two different ATMs, but the issue persists. Could you kindly verify if there's a problem with my account?
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: I'm in China and need a new card. Please help. | Augmented: I'm currently abroad in China and require a replacement card as my existing one is nearing its expiration date. Can you assist me with this request?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: Can you lookup my password? | Augmented: Can you retrieve my forgotten passcode?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: Why is this payment on my app | Augmented: We're having trouble identifying this payment on your account.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Has my account been frozen?  I tried to use my card but the ATM would not dispense cash. | Augmented: Why was my withdrawal request denied? I attempted to withdraw cash from the ATM, but it wouldn't dispense any funds.
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: Isn't my top-up supposed to mean its complete? | Augmented: Why hasn't my top-up been processed yet?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: I'm being asked for a verification code. Where do I find it? | Augmented: I'm being requested to provide a verification code. Can you please guide me on how to obtain it?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process? | Augmented: I made a top-up and tried to make a purchase, but it's showing that my funds are still pending. Can you help me expedite this process?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: Both texts convey the same core issue of a failed cash withdrawal attempt and the user's need for further assistance. The wording is slightly different but does not change the intent. | Original: I tried to withdraw some funds from my card, but was declined. How can I get my money? | Augmented: I attempted to make a cash withdrawal using my card, but it was unsuccessful. What are my options for retrieving my funds?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: Where is the verification code display? | Augmented: Can you please show me the verification code for the top-up process?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: ... | Original: I put some money in my account the other day and it's not gone in yet, can you help with this? | Augmented: I made a deposit recently, but my account balance hasn't been updated yet, could you assist me with this issue?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: How is this transfer supposed to work? It's not working for me. | Augmented: What's going on with this transfer? It's not processing as expected.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Where to check top ups pending? | Augmented: How can I view my pending top-up transactions?
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: Can you explain to me the way to verify my top up has gone through? | Augmented: Could you please guide me on the process of confirming that my top-up transaction has been successfully processed?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. | Augmented: Can I use my card to withdraw cash from an ATM? I've never tried it before, but when I attempted to do so, the transaction was declined.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: How long do I have  to wait for my transaction to be completed? | Augmented: When can I expect my transfer to be successfully delivered to the recipient's account?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: what is this charge i didnt do it what can i do | Augmented: We're showing a direct debit payment that we haven't recognized as yours. Can you help us figure out what's going on?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through? | Augmented: I recently made a card payment, but it appears to be pending. Can you tell me what the usual processing time is for a payment like this?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I received a transfer in GBP how do I change it to a different currency? | Augmented: I was sent a payment in British Pounds, can I convert it to a different currency?
VAL | [compromised_card] | ACCEPT | Reason: ... | Original: How can I tell if someone else is using my card? | Augmented: How can I determine if my card has been compromised and is being used by someone else?
VAL | [reverted_card_payment?] | REVIEW | Reason: N/A | Original: My card payment has not been withdrawn from my account | Augmented: Did my card payment get reversed from my account?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: i didnt do this charge | Augmented: We didn't recognize this payment from you.
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How can my new card be renewed? | Augmented: How can I reactivate my new card?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: I need more money in my account. Can I add more by transferring? | Augmented: I'd like to increase my account balance by transferring funds into my account.
