GEN | [transfer_into_account] | Orig: Help! My account doesn't show any funds. Is transferring funds an option I can use? -> Aug: Can I move some money from another account into my current account?
GEN | [top_up_failed] | Orig: I have the funds, why can I not use my top-up? -> Aug: I have sufficient funds, yet I'm unable to complete my top-up.
GEN | [lost_or_stolen_phone] | Orig: I cannot get to my app, what should I do? -> Aug: I'm having trouble accessing my phone, can you help me?
GEN | [failed_transfer] | Orig: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! -> Aug: Why is the transfer to the other bank being rejected? Is my account balance not sufficient? I've tried initiating the transfer five times, but it keeps getting declined.
GEN | [supported_cards_and_currencies] | Orig: can i use my mastercard to add money to my account -> Aug: Can I use my Mastercard to fund my account?
GEN | [card_acceptance] | Orig: Is there a list of where I can use my card? -> Aug: Can you provide me with a list of locations where I can use my card for transactions?
GEN | [cancel_transfer] | Orig: Is it possible for a transaction to be cancelled? -> Aug: Can I cancel a transfer that's already been initiated?
GEN | [terminate_account] | Orig: I would like to invalidate my account.  I am very disappointed with your services. -> Aug: I'd like to cancel my account due to dissatisfaction with your services.
GEN | [card_not_working] | Orig: Can you tell me why I can't make any transactions? -> Aug: Why am I unable to complete any transactions with my card?
GEN | [card_linking] | Orig: I found my card that I thought I had lost, I need to reactive it, please help. -> Aug: I've rediscovered my card that I previously thought was missing, and I'd like to reactivate it, if you could assist me.
GEN | [transfer_timing] | Orig: When will my money be in my account? -> Aug: When can I expect my funds to be deposited into my account?
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
GEN | [transfer_timing] | Orig: How long do I have to wait for Europe transfers? -> Aug: What is the typical timeframe for international transfers to Europe?
GEN | [order_physical_card] | Orig: I would like a card please. -> Aug: I'd like to order a physical card.
GEN | [failed_transfer] | Orig: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? -> Aug: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
GEN | [exchange_via_app] | Orig: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? -> Aug: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
GEN | [visa_or_mastercard] | Orig: I prefer using Mastercard, can I substitute? -> Aug: I'd rather use Mastercard, is it possible to make a change?
GEN | [edit_personal_details] | Orig: I just got married and need to change my name on the account -> Aug: I recently got married and would like to update my personal information to reflect my new married name.
GEN | [request_refund] | Orig: I would like to retract my purchase. -> Aug: I'd like to cancel my transaction and seek a refund.
GEN | [edit_personal_details] | Orig: Am I able to modify my account details? -> Aug: Can I make changes to my personal information?
GEN | [failed_transfer] | Orig: I think my transfer failed. What do I do now? -> Aug: I'm concerned that my recent transfer didn't go through. Can you help me resolve the issue?
GEN | [apple_pay_or_google_pay] | Orig: I am having a slight problem with my American express in apple play, can you help me fix the problem with top up? -> Aug: I'm experiencing an issue with my American Express account on Google Pay, could you assist me in resolving the issue with a top-up?
GEN | [declined_transfer] | Orig: How do I contact customer support about my declined transfer? -> Aug: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Could you look into this for me? I've double-checked the account number to ensure it's correct.
GEN | [cash_withdrawal_charge] | Orig: How much can I withdrawal in one month without incurring fees? -> Aug: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: It's been a while since the top-up was replenished.
GEN | [edit_personal_details] | Orig: I need to change my data. -> Aug: I'd like to update my personal information.
GEN | [request_refund] | Orig: I want this fee reversed from my account. -> Aug: I'd like to request a reversal of this fee from my account.
GEN | [cancel_transfer] | Orig: I have a transaction and would like to know if I it's cancelable? -> Aug: I'd like to inquire about the possibility of canceling a specific transaction.
GEN | [order_physical_card] | Orig: Is payment required to get a card of my own? -> Aug: Do I need to make a payment to obtain a physical card?
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: I'm having trouble withdrawing cash from the ATM and I'm certain I entered my PIN correctly. Can you assist me with this issue?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Is there a longer processing time for international bank transfers? -> Aug: Why does it take a while for my account balance to update after an international bank transfer is made?
GEN | [reverted_card_payment?] | Orig: I've got a weird problem: I purchased something a week or maybe it was two weeks ago, and the funds have come back into my account! Can you explain this? -> Aug: I'm experiencing a strange issue: I made a purchase a while back, and the payment has been reversed, putting the funds back into my account. Can you help me understand what's going on?
GEN | [transfer_timing] | Orig: How long does it take to get money from Europe? -> Aug: What is the typical timeframe for transferring funds from Europe to my account?
GEN | [get_physical_card] | Orig: Help, I don't know what the PIN is to my card? -> Aug: Can you assist me in retrieving the physical card details, including the PIN, as I've misplaced it?
GEN | [transfer_not_received_by_recipient] | Orig: Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check? -> Aug: I recently sent a payment to my landlord, but they're telling me it hasn't been received. I've checked my account details and everything appears to be correct. Could there be an issue with the transfer that's preventing it from reaching them?
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Help! My account doesn't show any funds. Is transferring funds an option I can use? | Augmented: Can I move some money from another account into my current account?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I have the funds, why can I not use my top-up? | Augmented: I have sufficient funds, yet I'm unable to complete my top-up.
VAL | [lost_or_stolen_phone] | ACCEPT | Reason: N/A | Original: I cannot get to my app, what should I do? | Augmented: I'm having trouble accessing my phone, can you help me?
VAL | [failed_transfer] | ACCEPT | Reason: N/A | Original: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! | Augmented: Why is the transfer to the other bank being rejected? Is my account balance not sufficient? I've tried initiating the transfer five times, but it keeps getting declined.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: can i use my mastercard to add money to my account | Augmented: Can I use my Mastercard to fund my account?
VAL | [card_acceptance] | ACCEPT | Reason: The augmented text does not change the intent; it merely rephrases the original question to ask for a list of locations where the card can be used for transactions. | Original: Is there a list of where I can use my card? | Augmented: Can you provide me with a list of locations where I can use my card for transactions?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: Is it possible for a transaction to be cancelled? | Augmented: Can I cancel a transfer that's already been initiated?
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: I would like to invalidate my account.  I am very disappointed with your services. | Augmented: I'd like to cancel my account due to dissatisfaction with your services.
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Can you tell me why I can't make any transactions? | Augmented: Why am I unable to complete any transactions with my card?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: I found my card that I thought I had lost, I need to reactive it, please help. | Augmented: I've rediscovered my card that I previously thought was missing, and I'd like to reactivate it, if you could assist me.
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: When will my money be in my account? | Augmented: When can I expect my funds to be deposited into my account?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: I can't freeze my account as I need the card as I am traveling, how do I change my pin? | Augmented: I'm planning a trip and need to keep my account active, can you guide me on how to modify my PIN code?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long do I have to wait for Europe transfers? | Augmented: What is the typical timeframe for international transfers to Europe?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: I would like a card please. | Augmented: I'd like to order a physical card.
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I'm trying to make a bank transfer but It's not going through. Could there not be enough funds to transfer or something? Have I done it too many times? | Augmented: I'm having trouble completing a bank transfer and I'm wondering if there's an issue with insufficient funds or if I've exceeded the transfer limit.
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I may no longer need GBP, but instead I will need AUD, how can I go about making this change? | Augmented: I'd like to modify my currency exchange, as I no longer require GBP and instead need AUD. Can you guide me on the process for making this change?
VAL | [visa_or_mastercard] | ACCEPT | Reason: ... | Original: I prefer using Mastercard, can I substitute? | Augmented: I'd rather use Mastercard, is it possible to make a change?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I just got married and need to change my name on the account | Augmented: I recently got married and would like to update my personal information to reflect my new married name.
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I would like to retract my purchase. | Augmented: I'd like to cancel my transaction and seek a refund.
VAL | [edit_personal_details] | ACCEPT | Reason: N/A | Original: Am I able to modify my account details? | Augmented: Can I make changes to my personal information?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: I think my transfer failed. What do I do now? | Augmented: I'm concerned that my recent transfer didn't go through. Can you help me resolve the issue?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: I am having a slight problem with my American express in apple play, can you help me fix the problem with top up? | Augmented: I'm experiencing an issue with my American Express account on Google Pay, could you assist me in resolving the issue with a top-up?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: How do I contact customer support about my declined transfer? | Augmented: I'd like to know how to reach out to your customer support team regarding the transfer that was declined.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. | Augmented: I made a domestic transfer yesterday, but the recipient hasn't received it yet. Could you look into this for me? I've double-checked the account number to ensure it's correct.
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: How much can I withdrawal in one month without incurring fees? | Augmented: What is the maximum amount I can withdraw in a month without being charged a cash withdrawal fee?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: It's been some time since refilled the top-up. | Augmented: It's been a while since the top-up was replenished.
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I need to change my data. | Augmented: I'd like to update my personal information.
VAL | [request_refund] | ACCEPT | Reason: ... | Original: I want this fee reversed from my account. | Augmented: I'd like to request a reversal of this fee from my account.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: I have a transaction and would like to know if I it's cancelable? | Augmented: I'd like to inquire about the possibility of canceling a specific transaction.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Is payment required to get a card of my own? | Augmented: Do I need to make a payment to obtain a physical card?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. | Augmented: I'm having trouble withdrawing cash from the ATM and I'm certain I entered my PIN correctly. Can you assist me with this issue?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Is there a longer processing time for international bank transfers? | Augmented: Why does it take a while for my account balance to update after an international bank transfer is made?
