GEN | [transfer_into_account] | Orig: show me how to transfer to my account -> Aug: display the process for transferring funds into my account
GEN | [card_linking] | Orig: If I have a credit card with you how I get set up to link to it? -> Aug: If I already have a credit card account with your bank, how do I go about linking it to my profile?
GEN | [getting_spare_card] | Orig: Can my daughter also have a card issued in her name, but linked to my account? -> Aug: Can I request a spare card in my daughter's name, which will be linked to my account?
GEN | [transfer_timing] | Orig: What are the time frames for the money to be available in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [failed_transfer] | Orig: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. -> Aug: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm in a hurry to get the funds there. I've double-checked the account details, and everything seems to be accurate.
GEN | [transfer_timing] | Orig: When will the money be made available in my account? -> Aug: When can I expect the funds to be credited to my account?
GEN | [getting_spare_card] | Orig: Please tell me if I'm going to be charged for sending out more cards? -> Aug: Can you inform me if I'll be charged for requesting additional cards?
GEN | [passcode_forgotten] | Orig: My passcode is not being accepted -> Aug: I'm having trouble entering my passcode, it's not recognizing it.
GEN | [card_not_working] | Orig: How do I check security settings using the app? -> Aug: What steps can I take to verify the security settings on my card through the mobile app?
GEN | [passcode_forgotten] | Orig: I can't access my account. -> Aug: I'm having trouble logging in because I've forgotten my passcode.
GEN | [transfer_fee_charged] | Orig: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. -> Aug: I'd like to clarify that international transactions often come with additional fees. I recently used my card to buy something from abroad and was charged for the item, plus an extra fee. I wasn't aware of this extra charge and believe I should be refunded the unnecessary fee.
GEN | [atm_support] | Orig: I need an ATM right now! -> Aug: I urgently require access to an ATM.
GEN | [cash_withdrawal_charge] | Orig: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? -> Aug: I'm wondering if I was incorrectly charged a fee for a recent cash withdrawal, perhaps related to a recent purchase or transaction?
GEN | [order_physical_card] | Orig: What do I owe for a new card? -> Aug: How much will I need to pay for a physical credit card?
GEN | [order_physical_card] | Orig: what steps do i do to get a real card -> Aug: How can I obtain a physical credit card?
GEN | [getting_spare_card] | Orig: I would like to use one of my cards for a family member. Is that allowed? -> Aug: I'd like to assign a spare card to a family member. Can I do that?
GEN | [declined_cash_withdrawal] | Orig: My card didn't work at the ATM in Notting Hill.  Is my card working? -> Aug: My cash withdrawal was declined at the ATM in Notting Hill, and I'm wondering if there's an issue with my card.
GEN | [beneficiary_not_allowed] | Orig: Are there restrictions to transfers to certain accounts? -> Aug: Can I transfer funds to specific accounts, or are there limitations in place?
GEN | [passcode_forgotten] | Orig: I forgot my code -> Aug: I've misplaced my passcode
GEN | [transfer_not_received_by_recipient] | Orig: Where is my last money transaction -> Aug: I haven't received my recent transfer.
GEN | [card_delivery_estimate] | Orig: I need my card immediately. -> Aug: I require my card as soon as possible.
GEN | [getting_spare_card] | Orig: What's the limit on total number of cards I can have? -> Aug: How many spare cards can I have issued to me?
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Are there any charges for making a top-up payment using my card in Europe?
GEN | [card_linking] | Orig: What do I do if I already had a card with you guys? -> Aug: What should I do if I already have an existing card linked with your bank?
GEN | [age_limit] | Orig: I have young kids. Can they use this service? -> Aug: I'm a parent with minors. Can they access this service?
GEN | [card_linking] | Orig: How do I link a new payment card? -> Aug: What are the steps to connect a new payment card to my account?
GEN | [compromised_card] | Orig: I froze my account, but how do I order a replacement card? -> Aug: I locked my account, but how do I get a new card issued?
GEN | [transfer_fee_charged] | Orig: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? -> Aug: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
GEN | [automatic_top_up] | Orig: Can I add money in intervals to my account?  I will be traveling. -> Aug: Can I set up recurring deposits to my account, so I can maintain a steady balance while I'm away on my trip?
GEN | [supported_cards_and_currencies] | Orig: Can I electronically transfer funds into my account from my American Express? -> Aug: Can I make an electronic transfer into my account using my American Express card?
GEN | [pin_blocked] | Orig: I must have entered my PIN wrong. -> Aug: I must have keyed in my PIN incorrectly.
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: Can you expedite the correction of a mistaken payment made to the wrong account yesterday, as it's crucial to rectify it by tomorrow for my rent payment?
GEN | [beneficiary_not_allowed] | Orig: I wasn't allowed to transfer to my account -> Aug: I was prohibited from crediting my account
GEN | [order_physical_card] | Orig: I want a real card -> Aug: I'd like a physical credit card.
GEN | [passcode_forgotten] | Orig: I'm locked out of my account as I can't remember my code, what do I do now? -> Aug: I've forgotten my passcode and can't access my account, what should I do to regain access?
GEN | [passcode_forgotten] | Orig: I would like to better understand why my pass-code is not working. -> Aug: I'm having trouble remembering my passcode and would appreciate some help figuring out why it's not accepting my attempts.
GEN | [transfer_fee_charged] | Orig: Why was money taken for a transfer? -> Aug: What's the reason for the fee deducted from my account for the recent transfer?
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: show me how to transfer to my account | Augmented: display the process for transferring funds into my account
VAL | [card_linking] | ACCEPT | Reason: ... | Original: If I have a credit card with you how I get set up to link to it? | Augmented: If I already have a credit card account with your bank, how do I go about linking it to my profile?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: Can my daughter also have a card issued in her name, but linked to my account? | Augmented: Can I request a spare card in my daughter's name, which will be linked to my account?
VAL | [transfer_timing] | ACCEPT | Reason: Both texts are seeking information about the timing of a transfer or the availability of funds in an account. The wording is slightly different but the core intent remains the same. | Original: What are the time frames for the money to be available in my account? | Augmented: When can I expect the funds to be credited to my account?
VAL | [failed_transfer] | ACCEPT | Reason: ... | Original: Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct. | Augmented: I'm having trouble completing a transfer to my friend's account. The transaction keeps getting declined, and I'm in a hurry to get the funds there. I've double-checked the account details, and everything seems to be accurate.
VAL | [transfer_timing] | ACCEPT | Reason: Both texts are asking about the timing of a transfer and when the funds will be accessible in the recipient's account. | Original: When will the money be made available in my account? | Augmented: When can I expect the funds to be credited to my account?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: Please tell me if I'm going to be charged for sending out more cards? | Augmented: Can you inform me if I'll be charged for requesting additional cards?
VAL | [passcode_forgotten] | ACCEPT | Reason: ... | Original: My passcode is not being accepted | Augmented: I'm having trouble entering my passcode, it's not recognizing it.
VAL | [card_not_working] | UNKNOWN | Reason: N/A | Original: How do I check security settings using the app? | Augmented: What steps can I take to verify the security settings on my card through the mobile app?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't access my account. | Augmented: I'm having trouble logging in because I've forgotten my passcode.
VAL | [transfer_fee_charged] | ACCEPT | Reason: N/A | Original: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. | Augmented: I'd like to clarify that international transactions often come with additional fees. I recently used my card to buy something from abroad and was charged for the item, plus an extra fee. I wasn't aware of this extra charge and believe I should be refunded the unnecessary fee.
VAL | [atm_support] | ACCEPT | Reason: ... | Original: I need an ATM right now! | Augmented: I urgently require access to an ATM.
VAL | [cash_withdrawal_charge] | UNKNOWN | Reason: N/A | Original: I believe i was charged for making a withdrawal after i went grocery shopping. Are you guys charging for this now? | Augmented: I'm wondering if I was incorrectly charged a fee for a recent cash withdrawal, perhaps related to a recent purchase or transaction?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: What do I owe for a new card? | Augmented: How much will I need to pay for a physical credit card?
VAL | [order_physical_card] | ACCEPT | Reason: Both texts are asking about the process of obtaining a physical card, which aligns with the target intent of 'order_physical_card'. The text is not contradictory and is specific enough. | Original: what steps do i do to get a real card | Augmented: How can I obtain a physical credit card?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: I would like to use one of my cards for a family member. Is that allowed? | Augmented: I'd like to assign a spare card to a family member. Can I do that?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: My card didn't work at the ATM in Notting Hill.  Is my card working? | Augmented: My cash withdrawal was declined at the ATM in Notting Hill, and I'm wondering if there's an issue with my card.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Are there restrictions to transfers to certain accounts? | Augmented: Can I transfer funds to specific accounts, or are there limitations in place?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I forgot my code | Augmented: I've misplaced my passcode
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: Where is my last money transaction | Augmented: I haven't received my recent transfer.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: I need my card immediately. | Augmented: I require my card as soon as possible.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: What's the limit on total number of cards I can have? | Augmented: How many spare cards can I have issued to me?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: Are there still fees for european top-ups? | Augmented: Are there any charges for making a top-up payment using my card in Europe?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: What do I do if I already had a card with you guys? | Augmented: What should I do if I already have an existing card linked with your bank?
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: I have young kids. Can they use this service? | Augmented: I'm a parent with minors. Can they access this service?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: How do I link a new payment card? | Augmented: What are the steps to connect a new payment card to my account?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: I froze my account, but how do I order a replacement card? | Augmented: I locked my account, but how do I get a new card issued?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? | Augmented: Are there any additional charges, such as transfer fees or currency conversion fees, when making a purchase from another country?
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I add money in intervals to my account?  I will be traveling. | Augmented: Can I set up recurring deposits to my account, so I can maintain a steady balance while I'm away on my trip?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Can I electronically transfer funds into my account from my American Express? | Augmented: Can I make an electronic transfer into my account using my American Express card?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I must have entered my PIN wrong. | Augmented: I must have keyed in my PIN incorrectly.
