text,label
What Asian city boasts the world 's biggest bowling alley ?,4
What four elements make up 90 percent of the human body ?,1
What are the four most widely-used languages in North America ?,1
What is the best art and design school in the world ?,3
What Russian city boasts the Hermitage Museum ?,4
What did the pyramid-builders of Egypt mainly eat ?,1
"What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?",1
What does a phobophobe fear ?,1
What did the Yalta Conference lead to ?,1
Why did the Aztecs first think the Spanish were Gods ?,2
Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?,4
Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?,3
"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?",4
Where can I read about Chiang Kai-shek ?,4
How many pins are used in skittles ?,5
What is the origin of the word `` amen '' ?,2
What U.S. state has the most blondes ?,4
What painter popularized soup cans and Brillo soap pad boxes ?,3
What was the first minimum wage ?,5
How deep is a fathom ?,5
What kind of business is 7-Eleven ?,3
What does EKG stand for ?,0
Who murdered Leno and Rosemary LaBianca on August 1,3
"What does R.E.M. stand for , as in the rock group R.E.M. ?",0
What else has the swastika stood for ?,2
What does the E stand for in the equation E=mc2 ?,0
Who was the only U.S. President to wear a Nazi uniform ?,3
What is the difference between terry cloth and French terry ?,2
How big is our galaxy in diameter ?,5
What country are you visiting if you land at President Duvalier Airport ?,4
What U.S. President was the first to breed mules ?,3
Where can I get U.S. economic statistics ?,4
What are the highest-paying odds on a roulette table ?,5
What 's a `` Drinker respirator '' better known as ?,1
What is the abbreviation of the National Bureau of Investigation ?,0
What 's the Hungarian word for pepper ?,1
What does BUD stand for ?,0
What is the cultural origin of the ceremony of potlatch ?,2
Name a band which was famous in the 1960 's .,3
Who was the president of Vichy France ?,3
How would I find the price of different organs that have been donated ?,2
Where can stocks be traded on-line ?,4
"What river runs through Colorado , Kansas , and Oklahoma ?",4
What is the full form of .com ?,0
Who is Terrence Malick ?,3
What is the highest Roman numeral ?,2
What is the average time to kiss somene ?,5
What is the abbreviated term used for the National Bureau of Investigation ?,0
How many different types of skunks are there ?,5
What was the sequel to The Moon 's Balloon ?,1
What is the abbreviation for micro ?,0
What is meant by the term `` yield to maturity '' in reference to bonds ?,2
How tall is Prince Charles ?,5
What are the living conditions in Cuba ?,2
How many airline schools are there in the U.S. ?,5
What were the first frozen foods ?,1
How many logarithmic scales are there on a slide rule ?,5
What is the economic impact of unemployment on the economy ?,2
What does the `` blue ribbon '' stand for ?,0
What does LOL mean ?,0
What newspaper is in Salt Lake City?,1
What is the newspaper for Salt Lake City?,1
What thing is Salt Lake Citys newspaper?,1
Who is Michael Jackson?,3
Which person is Michael Jackson?,3
Who is Michael Jacksons middle name?,3
What is a softball thing made of?,1
What object is a softball composed of?,1
What is softball entity made from?,1
What is a collier mine?,1
What is an object called a collier mine?,1
What thing is a collier mine?,1
What year did Ireland elect its first female president?,5
When was Irelands first female president elected?,5
How many years ago did Ireland elect its first female president?,5
Who makes Spumante?,3
Which company produces Spumante?,3
What person or organization is behind Spumante?,3
Where is Ileana Cotrubas from?,4
Which country is Ileana Cotrubas from?,4
Where does Ileana Cotrubas hail from?,4
How many American soldiers remain unaccounted for in the Vietnam war?,5
Whats the number of US soldiers still missing from Vietnam?,5
How many Vietnam war soldiers are still unaccounted for in the US?,5
Who wrote Sexual Politics and Flying?,3
Which author wrote Sexual Politics and Flying?,3
Who is the author of Sexual Politics and Flying?,3
Who is Dikembe Mutombo?,3
Which person played basketball for Dikembe Mutombo?,3
Who did Dikembe Mutombo play basketball for?,3
How many feet tall was King Kong in the animated movie?,5
What is the height of the animated King Kong character?,5
How tall is King Kong in the animated version?,5
What is the design of the Titanic ship?,2
How is the Titanic ship designed?,2
What is the description of the Titanic ships design?,2
Who is Dikembe Mutombo?,3
Which person is Dikembe Mutombo?,3
Who attended college with Dikembe Mutombo?,3
Where is the setting for Edgar Allan Poes The Pit and the Pendulum?,4
Which country is the backdrop for Poes The Pit and the Pendulum?,4
"What country serves as the setting for Poes famous short story, The Pit and the Pendulum?",4
How old is Bernadette Peters?,5
How many years old is Bernadette Peters?,5
What is Bernadette Peters age?,5
What is a fear of lice thing?,1
What is enty called a fear of lice?,1
What object is a fear of lice?,1
What is the Bernoulli Principle defined as?,2
How is the Bernoulli Principle explained in simple terms?,2
What is the Bernoulli Principle and how does it work?,2
What is the Irish word for Grandma?,1
What object do you call Grandma in Irish?,1
What thing is Grandma called in Irish language?,1
What thing is Mr. Spocks blood?,1
What is the entity of Mr. Spocks blood?,1
What object is Mr. Spocks blood?,1
How many neurons are in the average human brain?,5
Whats the total number of neurons in a human brain?,5
How many neurons are found in a typical human brain?,5
Who is Larry King?,3
Which person is Larry King?,3
What does Larry King do?,3
What is an anti-AIDS drug?,1
What kind of thing is an anti-AIDS drug?,1
What object is used to treat AIDS?,1
Who has the largest library in the United States?,3
Which university has the biggest library in the US?,3
Who runs the largest university library in America?,3
How many days did the Paris Commune hold out?,5
When did the Paris Commune finally surrender?,5
How much time did the Paris Commune resist?,5
How many freckles does Doody have?,5
How many freckles are on Doodys face?,5
How much freckling does Doodys face have?,5
What is diabetes and how is it caused?,2
How to prevent diabetes and what are its symptoms?,2
What is the definition of diabetes and how is it treated?,2
What object went into space as a powdered soft drink mix?,1
What thing was sent into space as a powdered soft drink mix?,1
What thing is the powdered soft drink mix that went into space?,1
Where did Luther post the Ninety-Five Theses?,4
Which place did Martin Luther display his Ninety-Five Theses?,4
Where did Luthers Ninety-Five Theses get posted?,4
Who created the pull-tab opener on cans?,3
Which person invented the pull-tab can opener?,3
Who is the inventor of the pull-tab can opener?,3
What is manifest function theory?,2
What does latent function theory mean?,2
How does manifest function theory differ from latent?,2
Who is the British economist behind the creation?,3
Which person is responsible for creating the HUM?,3
Who is the genius behind the HUMs origin?,3
Who said the only word in Mel Brooks Silent Movie?,3
Which person spoke the only word in Mel Brooks Silent Movie?,3
Who uttered the only word in Mel Brooks 1976 comedy film Silent Movie?,3
Where is the best online games site located?,4
Which place has the best online games?,4
Where can I find the best online games?,4
How many inches are in a fathom?,5
How many feet are in 6 feet?,5
How much is a fathom in feet?,5
Who is the New York Yankee known as The Iron Horse?,3
Which person was known as The Iron Horse for the New York Yankees?,3
Who was nicknamed The Iron Horse in the New York Yankees?,3
What is the Jewish alphabet thing?,1
What object is the Jewish alphabet?,1
What is the entity known as the Jewish alphabet?,1
What is SQL query optimization?,2
How to improve SQL query performance?,2
What does query optimization in SQL mean?,2
Who is Antonio Stradivari?,3
Who made the most famous violins in history?,3
Who is the most renowned violin maker?,3
What is the game that Garry Kasparov plays?,1
What object does Garry Kasparov compete with?,1
What thing is Garry Kasparov known for playing?,1
What does R.E.M. stand for?,0
What does R.E.M. abbreviation stand for?,0
What does R.E.M. acronym mean?,0
What is a description of this process?,2
How do I explain this step-by-step?,2
What does it mean to do this?,2
How many yards is a 455-yard golf hole?,5
Whats the length of a 455-yard golf hole?,5
How much distance is a typical 455-yard golf hole?,5
What is the purpose of insect spiracles?,2
How do insects use their spiracles?,2
What do insects breathe through their spiracles?,2
Which Las Vegas hotel caught fire in November 1980?,4
"Where did a major hotel fire occur in November 1980, Las Vegas?",4
What place in Las Vegas suffered a devastating fire in November 1980?,4
What is the Latin word for the number 2?,1
What is the object/thing that represents the number 2 in Latin?,1
What Latin thing is equal to 2?,1
What is the meaning of the peace symbol?,2
How is the peace symbol defined?,2
What does the peace symbol represent?,2
What thing is the title of Steinbecks novel inspired from?,1
What object is the title of Steinbecks book The Grapes of Wrath about?,1
What thing did Steinbeck base the title of his novel The Grapes of Wrath on?,1
When was the United States Copyright law passed?,5
How many years ago did the US pass the Copyright law?,5
What year did the US Copyright Act go into effect?,5
Where was Hernando de Soto the first European to see?,4
Which river was Hernando de Soto the first European to see?,4
Where did Hernando de Soto first see as a European explorer?,4
What thing is equivalent to eat the day in Latin?,1
What object means eat the day in Latin language?,1
What thing does eat the day translate to in Latin?,1
Who is a major South African diamond producer?,3
Which South African company produces diamonds?,3
Who is a well-known South African diamond mining company?,3
How much do American workers earn per hour on average?,5
What is the average hourly wage for American workers?,5
How many dollars do American workers make per hour on average?,5
Who provides phone service in Orange County?,3
Which phone company serves Orange County?,3
Who offers telephone services in Orange County?,3
What is the definition of childrens rights?,2
How to explain childrens rights?,2
What does childrens rights mean?,2
Where did makeup first appear?,4
Which ancient civilization invented makeup?,4
Where was makeup first used in history?,4
Who was the winner of Miss India 1994?,3
Which person won Miss India 1994?,3
Who is the Miss India winner from 1994?,3
Who was the main leader in World War II?,3
Which person led the Allied forces in World War II?,3
Who was the main commander in World War II?,3
What object transmits disease through the Anopheles mosquito?,1
What thing causes malaria spread by Anopheles mosquito?,1
What entity spreads disease through Anopheles mosquito bites?,1
"What object is known for thrilling taste buds, Snickers or 3 Musketeers?",1
"What thing do people crave, Snickers or 3 Musketeers?",1
