GEN | [transfer_not_received_by_recipient] | Orig: What is the length of a transaction completion? -> Aug: Why hasn't the recipient received the transferred funds yet?
GEN | [lost_or_stolen_card] | Orig: Could you please freeze my card immediately? -> Aug: Can you put a temporary hold on my card due to concerns it may have been lost or stolen?
GEN | [lost_or_stolen_card] | Orig: Has there been any activity on my card today? -> Aug: I think I may have misplaced my card, can you check if it's been used recently?
GEN | [verify_source_of_funds] | Orig: Is there a way for me to check my balance? -> Aug: Can you confirm the source of the funds used to deposit into my account recently?
GEN | [card_arrival] | Orig: Was there a number to track that I could get? -> Aug: Can I get a tracking number to monitor the status of my card delivery?
GEN | [transfer_fee_charged] | Orig: why was i chargged -> Aug: why was I charged a transfer fee?
GEN | [cash_withdrawal_charge] | Orig: How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month. -> Aug: What are the fees associated with cash withdrawals, and is there a daily or monthly limit on the amount I can withdraw before incurring charges?
GEN | [wrong_amount_of_cash_received] | Orig: It kept my cash -> Aug: You gave me less cash than I deposited
GEN | [card_payment_not_recognised] | Orig: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? -> Aug: I'm concerned about some transactions on my account that I don't recall making. The merchant names seem unfamiliar, and I'm worried about potential fraud. Should I have my card temporarily suspended while you investigate to ensure my account's security?
GEN | [request_refund] | Orig: Do you have a return policy? -> Aug: I'd like to know if I can get a refund for an item I recently purchased.
GEN | [pin_blocked] | Orig: How do I take a block off my card? -> Aug: What steps can I take to unblock my debit/credit card?
GEN | [cash_withdrawal_not_recognised] | Orig: My wallet was just stolen, and they've already used my card! Please help, I can't afford to lose more money! -> Aug: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
GEN | [top_up_failed] | Orig: I need to add more funds to my card today because it keeps being declined, and I need to use it immediately. Can you fix this or tell me alternatives? -> Aug: I'm having trouble topping up my card, as it's been declined repeatedly, and I urgently need to make a transaction. Can you assist me in resolving this issue or suggest alternative solutions?
GEN | [card_delivery_estimate] | Orig: i need to add express delivery if that's an option -> Aug: I'd like to upgrade to expedited shipping if it's available for my card delivery.
GEN | [declined_cash_withdrawal] | Orig: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. -> Aug: I apologize for the inconvenience. It seems that your card was declined for a cash withdrawal attempt. Our system indicates that there might be an issue with your account balance or available funds. Please check your account activity or contact our customer support team to resolve this issue.
GEN | [verify_source_of_funds] | Orig: how do i track the moeney -> Aug: Can you please confirm the source of the funds for the transaction?
GEN | [declined_cash_withdrawal] | Orig: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. -> Aug: This morning, I attempted to make a cash withdrawal, but my card was declined. Could you please verify the issue, as this is the first time it's happened?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Why is my pending top-up still not processed?
GEN | [pending_cash_withdrawal] | Orig: I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money! -> Aug: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine rejected my card. The transaction still appears as pending in my account. Could you please cancel this pending withdrawal as I'm certain I didn't receive the funds?
GEN | [why_verify_identity] | Orig: Can i make transactions before identity verification? -> Aug: Can I initiate transactions or access my account before completing the identity verification process?
GEN | [declined_card_payment] | Orig: I'm sure I have enough money so why didn't the store accept my card? -> Aug: I'm certain I have sufficient funds, but the transaction was declined. Can you help me understand why my card was not accepted?
GEN | [fiat_currency_support] | Orig: Do you have a problem with EUR exchanges? -> Aug: Are you experiencing any issues with converting or exchanging euros?
GEN | [terminate_account] | Orig: Your company is lame. Shut down all my account services right now. -> Aug: I'm extremely dissatisfied with your services. Please cancel my account immediately.
GEN | [declined_cash_withdrawal] | Orig: why would i be declined if i had money iin my account -> Aug: Can you please confirm that you have sufficient funds in your account to cover the cash withdrawal amount, as our system indicates that the transaction was declined due to insufficient balance?
GEN | [change_pin] | Orig: How can I change my Rowlock ? -> Aug: How do I modify my PIN code?
GEN | [getting_spare_card] | Orig: I need more physical cards than I have right now! -> Aug: I require additional physical debit/credit cards to replace the ones I've lost or misplaced.
GEN | [passcode_forgotten] | Orig: I can't find my code -> Aug: I've misplaced my passcode and need help retrieving it
GEN | [request_refund] | Orig: I bought a product a week ago, but may need to return it. -> Aug: I recently purchased an item, but I'm considering returning it due to a change of heart.
GEN | [topping_up_by_card] | Orig: What information am I going to have to have in order to do a transfer with my card? -> Aug: What details do I need to provide to complete a card-based transfer?
GEN | [terminate_account] | Orig: i'm not satisfied with the services and no longer want to be a customer -> Aug: I'm unhappy with the services and would like to cancel my account.
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting on the completion of the transaction. -> Aug: I'm still waiting for the transfer to be received by the recipient.
GEN | [lost_or_stolen_card] | Orig: What's the phone number to freeze a card? -> Aug: I think I may have misplaced my card, can you please provide the phone number to report it lost or stolen?
GEN | [pin_blocked] | Orig: I managed to drunken block my card :(( Help! -> Aug: I accidentally blocked my card while trying to enter my PIN, what can I do to unblock it?
VAL | [transfer_not_received_by_recipient] | NO | Text: Why hasn't the recipient received the transferred funds yet?
VAL | [lost_or_stolen_card] | YES | Text: Can you put a temporary hold on my card due to concerns it may have been lost or stolen?
VAL | [lost_or_stolen_card] | NO | Text: I think I may have misplaced my card, can you check if it's been used recently?
VAL | [verify_source_of_funds] | NO | Text: Can you confirm the source of the funds used to deposit into my account recently?
VAL | [card_arrival] | NO | Text: Can I get a tracking number to monitor the status of my card delivery?
VAL | [transfer_fee_charged] | YES | Text: why was I charged a transfer fee?
VAL | [cash_withdrawal_charge] | NO | Text: What are the fees associated with cash withdrawals, and is there a daily or monthly limit on the amount I can withdraw before incurring charges?
VAL | [wrong_amount_of_cash_received] | NO | Text: You gave me less cash than I deposited
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned about some transactions on my account that I don't recall making. The merchant names seem unfamiliar, and I'm worried about potential fraud. Should I have my card temporarily suspended while you investigate to ensure my account's security?
VAL | [request_refund] | YES | Text: I'd like to know if I can get a refund for an item I recently purchased.
VAL | [pin_blocked] | NO | Text: What steps can I take to unblock my debit/credit card?
VAL | [cash_withdrawal_not_recognised] | NO | Text: My purse was snatched, and the thief has already made a withdrawal using my card. I'm in a tight spot and need your assistance to prevent further unauthorized transactions.
VAL | [top_up_failed] | YES | Text: I'm having trouble topping up my card, as it's been declined repeatedly, and I urgently need to make a transaction. Can you assist me in resolving this issue or suggest alternative solutions?
VAL | [card_delivery_estimate] | NO | Text: I'd like to upgrade to expedited shipping if it's available for my card delivery.
VAL | [declined_cash_withdrawal] | NO | Text: I apologize for the inconvenience. It seems that your card was declined for a cash withdrawal attempt. Our system indicates that there might be an issue with your account balance or available funds. Please check your account activity or contact our customer support team to resolve this issue.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds for the transaction?
VAL | [declined_cash_withdrawal] | YES | Text: This morning, I attempted to make a cash withdrawal, but my card was declined. Could you please verify the issue, as this is the first time it's happened?
VAL | [pending_top_up] | YES | Text: Why is my pending top-up still not processed?
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash from an ATM in the city centre earlier, but the machine rejected my card. The transaction still appears as pending in my account. Could you please cancel this pending withdrawal as I'm certain I didn't receive the funds?
VAL | [why_verify_identity] | NO | Text: Can I initiate transactions or access my account before completing the identity verification process?
VAL | [declined_card_payment] | YES | Text: I'm certain I have sufficient funds, but the transaction was declined. Can you help me understand why my card was not accepted?
VAL | [fiat_currency_support] | YES | Text: Are you experiencing any issues with converting or exchanging euros?
VAL | [terminate_account] | YES | Text: I'm extremely dissatisfied with your services. Please cancel my account immediately.
VAL | [declined_cash_withdrawal] | NO | Text: Can you please confirm that you have sufficient funds in your account to cover the cash withdrawal amount, as our system indicates that the transaction was declined due to insufficient balance?
VAL | [change_pin] | NO | Text: How do I modify my PIN code?
VAL | [getting_spare_card] | YES | Text: I require additional physical debit/credit cards to replace the ones I've lost or misplaced.
VAL | [passcode_forgotten] | YES | Text: I've misplaced my passcode and need help retrieving it
VAL | [request_refund] | YES | Text: I recently purchased an item, but I'm considering returning it due to a change of heart.
VAL | [topping_up_by_card] | NO | Text: What details do I need to provide to complete a card-based transfer?
VAL | [terminate_account] | YES | Text: I'm unhappy with the services and would like to cancel my account.
VAL | [transfer_not_received_by_recipient] | YES | Text: I'm still waiting for the transfer to be received by the recipient.
VAL | [lost_or_stolen_card] | NO | Text: I think I may have misplaced my card, can you please provide the phone number to report it lost or stolen?
VAL | [pin_blocked] | NO | Text: I accidentally blocked my card while trying to enter my PIN, what can I do to unblock it?
