GEN | [pending_card_payment] | Orig: I am waiting for a payment to be processed -> Aug: I'm still waiting for a payment to be cleared
GEN | [top_up_by_bank_transfer_charge] | Orig: How much will it cost me for a SEPA transfer? -> Aug: What are the bank transfer charges for topping up my account via SEPA transfer?
GEN | [automatic_top_up] | Orig: How can I Use thereto-top option? -> Aug: How do I activate the automatic top-up feature?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are there fees for receiving a SEPA transfer? -> Aug: Is there a charge for topping up my account via bank transfer using the Single Euro Payments Area (SEPA) method?
GEN | [pending_top_up] | Orig: My top is still pending. -> Aug: My top-up request is still pending.
GEN | [receiving_money] | Orig: Do I need to do anything special for my friend to send money to my account? -> Aug: Can I provide my friend with any specific information or instructions to transfer funds to my account?
GEN | [top_up_by_bank_transfer_charge] | Orig: What does it cost to receive a SEPA transfer? -> Aug: What are the fees associated with receiving a bank transfer via SEPA?
GEN | [top_up_by_bank_transfer_charge] | Orig: How much will it be in order to pay with a bank transfer using SEPA? -> Aug: What are the bank transfer charges for topping up my account using SEPA?
GEN | [pending_card_payment] | Orig: How long does it take for a new purchase to stop being considered pending? -> Aug: When will a new purchase be processed and no longer show as pending on my account?
GEN | [pending_card_payment] | Orig: When is a payment I made with my card going to clear> -> Aug: When will the payment I made using my credit/debit card be processed and reflected in my account balance?
GEN | [transfer_not_received_by_recipient] | Orig: I'm waiting for my transaction to complete. -> Aug: I haven't received the funds from my recent transfer.
GEN | [top_up_by_cash_or_cheque] | Orig: How can I add physical money to my card? -> Aug: You can top up your card using cash or cheque. Can I assist you with the process?
GEN | [disposable_card_limits] | Orig: On my disposable card, is there a transaction limit? -> Aug: Can you please tell me the daily spending limit on my disposable card?
GEN | [card_not_working] | Orig: WHAT IS THE MAIN REASON OF THIS PROBLEM -> Aug: WHY IS MY CARD NOT FUNCTIONING PROPERLY?
GEN | [verify_my_identity] | Orig: why do I need to show ID -> Aug: We require identification verification to ensure the security and integrity of your account, as well as to comply with regulatory requirements.
GEN | [get_disposable_virtual_card] | Orig: What systems do you have in place for my security when using my card for everyday purchases? -> Aug: Can you provide information on the security measures in place for virtual cards, specifically for online transactions and daily purchases?
GEN | [top_up_by_bank_transfer_charge] | Orig: Will there be a fee if I receive a SEPA transfer -> Aug: Will there be a charge if I top up my account using a bank transfer from a SEPA account?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I able to do a SWIFT transfer with you? -> Aug: Can I initiate a bank transfer to top up my account with a charge, using the SWIFT network?
GEN | [top_up_by_bank_transfer_charge] | Orig: Can I Transfer from SWIFT? -> Aug: Can I make a bank transfer to top up my account, and what are the charges associated with it?
GEN | [lost_or_stolen_phone] | Orig: I don't have my mobile device and am unable to make the payment because I forgot my details. -> Aug: I've misplaced my phone and can't access my account to make a payment because I've forgotten my login credentials.
GEN | [transfer_into_account] | Orig: Can I transfer money to my card via bank-transfer? -> Aug: Can I initiate a transfer from my account to my debit card?
GEN | [topping_up_by_card] | Orig: My friends would like to add to my account. What is the procedure? -> Aug: How can I add funds to my account using my debit/credit card?
GEN | [getting_spare_card] | Orig: Is a new debit card free? -> Aug: Can I get a new debit card without any additional fees?
GEN | [receiving_money] | Orig: What are the steps for getting money from a friend? -> Aug: How do I receive money from a friend?
GEN | [exchange_charge] | Orig: I've been to several different countries, can I exchange the cash with a discount for a large transaction? -> Aug: I'm planning a trip abroad and I'd like to know if I can exchange a large amount of cash for a discounted rate.
GEN | [transfer_fee_charged] | Orig: Does it cost anything to buy something from another country? Like is there going to be hidden transfer fees or currency conversion fees? -> Aug: Are there any additional fees associated with international transactions, such as transfer fees or currency conversion fees, when purchasing something from another country?
GEN | [why_verify_identity] | Orig: Is it possible to go ahead and log in, although I have not been confirmed yet? -> Aug: I'd like to know if I can still access my account even though my identity hasn't been verified yet.
GEN | [card_arrival] | Orig: I thought I would have received my new card at this point. -> Aug: I was expecting to receive my new card by now.
GEN | [edit_personal_details] | Orig: I have a new email. -> Aug: I would like to update my email address.
GEN | [top_up_by_card_charge] | Orig: Where can i top my card for free? -> Aug: How can I add funds to my card without incurring any charges?
GEN | [exchange_charge] | Orig: Would you be able to offer me a discount, since I need to exchange currencies frequently? -> Aug: Could you consider waiving the exchange fee for me since I'm a frequent user of your currency exchange services?
GEN | [pending_top_up] | Orig: Needed gas, been delayed for half an hour.Please fix it! -> Aug: Running late due to unexpected traffic, can you expedite my pending top-up as soon as possible?
GEN | [pending_cash_withdrawal] | Orig: Explain pending transactions. -> Aug: What is the status of my pending cash withdrawal request?
VAL | [pending_card_payment] | YES | Text: I'm still waiting for a payment to be cleared
VAL | [top_up_by_bank_transfer_charge] | YES | Text: What are the bank transfer charges for topping up my account via SEPA transfer?
VAL | [automatic_top_up] | YES | Text: How do I activate the automatic top-up feature?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Is there a charge for topping up my account via bank transfer using the Single Euro Payments Area (SEPA) method?
VAL | [pending_top_up] | YES | Text: My top-up request is still pending.
VAL | [receiving_money] | YES | Text: Can I provide my friend with any specific information or instructions to transfer funds to my account?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: What are the fees associated with receiving a bank transfer via SEPA?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: What are the bank transfer charges for topping up my account using SEPA?
VAL | [pending_card_payment] | YES | Text: When will a new purchase be processed and no longer show as pending on my account?
VAL | [pending_card_payment] | YES | Text: When will the payment I made using my credit/debit card be processed and reflected in my account balance?
VAL | [transfer_not_received_by_recipient] | YES | Text: I haven't received the funds from my recent transfer.
VAL | [top_up_by_cash_or_cheque] | NO | Text: You can top up your card using cash or cheque. Can I assist you with the process?
VAL | [disposable_card_limits] | YES | Text: Can you please tell me the daily spending limit on my disposable card?
VAL | [card_not_working] | NO | Text: WHY IS MY CARD NOT FUNCTIONING PROPERLY?
VAL | [verify_my_identity] | YES | Text: We require identification verification to ensure the security and integrity of your account, as well as to comply with regulatory requirements.
VAL | [get_disposable_virtual_card] | NO | Text: Can you provide information on the security measures in place for virtual cards, specifically for online transactions and daily purchases?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Will there be a charge if I top up my account using a bank transfer from a SEPA account?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I initiate a bank transfer to top up my account with a charge, using the SWIFT network?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Can I make a bank transfer to top up my account, and what are the charges associated with it?
VAL | [lost_or_stolen_phone] | NO | Text: I've misplaced my phone and can't access my account to make a payment because I've forgotten my login credentials.
VAL | [transfer_into_account] | NO | Text: Can I initiate a transfer from my account to my debit card?
VAL | [topping_up_by_card] | YES | Text: How can I add funds to my account using my debit/credit card?
VAL | [getting_spare_card] | YES | Text: Can I get a new debit card without any additional fees?
VAL | [receiving_money] | NO | Text: How do I receive money from a friend?
VAL | [exchange_charge] | NO | Text: I'm planning a trip abroad and I'd like to know if I can exchange a large amount of cash for a discounted rate.
VAL | [transfer_fee_charged] | YES | Text: Are there any additional fees associated with international transactions, such as transfer fees or currency conversion fees, when purchasing something from another country?
VAL | [why_verify_identity] | NO | Text: I'd like to know if I can still access my account even though my identity hasn't been verified yet.
VAL | [card_arrival] | YES | Text: I was expecting to receive my new card by now.
VAL | [edit_personal_details] | YES | Text: I would like to update my email address.
VAL | [top_up_by_card_charge] | YES | Text: How can I add funds to my card without incurring any charges?
VAL | [exchange_charge] | YES | Text: Could you consider waiving the exchange fee for me since I'm a frequent user of your currency exchange services?
VAL | [pending_top_up] | NO | Text: Running late due to unexpected traffic, can you expedite my pending top-up as soon as possible?
VAL | [pending_cash_withdrawal] | YES | Text: What is the status of my pending cash withdrawal request?
