GEN | [extra_charge_on_statement] | Orig: What does the €1 fee mean? -> Aug: We noticed a €1 charge on your recent statement. Can you please clarify what this extra fee is for?
GEN | [extra_charge_on_statement] | Orig: What is this €1 charge? -> Aug: We noticed a €1 charge on your recent statement. Can you please let us know what you think it might be for?
GEN | [extra_charge_on_statement] | Orig: Where did the  €1 fee in my statement come from -> Aug: Can you explain the €1 charge on my recent statement?
GEN | [extra_charge_on_statement] | Orig: What is this extra €1 fee about? -> Aug: We noticed an additional €1 charge on your recent statement. Can you please tell me more about this extra fee?
GEN | [extra_charge_on_statement] | Orig: what was the $1 fee i got -> Aug: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into the matter further?
GEN | [extra_charge_on_statement] | Orig: What is the extra €1 on my statement for? -> Aug: Can you please explain the additional €1 charge on my recent statement?
GEN | [extra_charge_on_statement] | Orig: I've been charged an extra £1 and I don't know what it's for -> Aug: I've noticed an unexpected charge of £1 on my statement and I'd like to know what it's for
GEN | [transaction_charged_twice] | Orig: Why did I get charged twice for the same thing -> Aug: I was mistakenly billed for the same transaction twice, can you help me resolve this issue?
GEN | [exchange_charge] | Orig: is there a foreign currencies charge? -> Aug: are there any foreign currency exchange fees or charges?
GEN | [extra_charge_on_statement] | Orig: Why have I been charged an extra £1? -> Aug: I'd be happy to help you understand the extra charge on your statement. Can you please provide me with your account number so I can look into this further?
GEN | [extra_charge_on_statement] | Orig: Why do I see an extra €1 charge on my statement? -> Aug: I noticed an additional €1 fee on my recent statement. Can you explain why it was added?
GEN | [transaction_charged_twice] | Orig: I think I got charged twice for the same thing -> Aug: I'm pretty sure I was double-charged for the same transaction
GEN | [transaction_charged_twice] | Orig: I was charged multiple times at the same location at the same time -> Aug: I was double-charged for the same transaction at the same merchant location during the same transaction date
GEN | [card_payment_fee_charged] | Orig: What are these fees i am paying? -> Aug: I'm happy to help you understand the fees associated with your recent transaction. Can you please provide me with the transaction date and amount so I can look into the fee details for you?
GEN | [transaction_charged_twice] | Orig: Why was I charged twice for the same thing? -> Aug: I was mistakenly billed for the same transaction twice. Can you help me resolve this issue?
GEN | [extra_charge_on_statement] | Orig: Why did you guys charge me an extra €1? -> Aug: I'm reviewing my recent statement and noticed an unexpected extra charge of €1. Can you please explain why this fee was added?
GEN | [transaction_charged_twice] | Orig: Why am I being charged for the same thing twice? -> Aug: I've noticed that I've been charged for the same transaction twice. Can you help me understand why this happened?
GEN | [extra_charge_on_statement] | Orig: €1 was in my statement as an extra fee. -> Aug: There is an additional charge of €1 on my recent statement.
GEN | [transaction_charged_twice] | Orig: Why have I been charged twice? -> Aug: I've noticed that I've been charged for the same transaction twice. Can you help me resolve this issue?
GEN | [extra_charge_on_statement] | Orig: Why is there an extra €1 fee in my statement? -> Aug: I noticed an additional €1 charge on my recent statement. Can you explain why this extra fee was applied?
GEN | [transaction_charged_twice] | Orig: Why did I get charged more than once? -> Aug: I was mistakenly billed twice for the same transaction. Can you help me resolve this issue?
GEN | [transaction_charged_twice] | Orig: Why am i being double charged for something? -> Aug: I've been charged twice for the same transaction, can you help me resolve this issue?
GEN | [extra_charge_on_statement] | Orig: Why i'm I being charged an extra pound -> Aug: We've noticed an additional fee on your recent statement. Can you please clarify what this extra charge is for?
GEN | [extra_charge_on_statement] | Orig: Why was I charged extra on my app? -> Aug: I noticed an unexpected extra charge on my recent statement. Can you help me understand why it was added?
GEN | [extra_charge_on_statement] | Orig: Why have I been charged an extra pound? -> Aug: I'm showing an additional charge on my statement, can you explain why I've been billed extra?
GEN | [card_payment_fee_charged] | Orig: Why did I get charged extra? -> Aug: I was surprised to see an additional fee on my statement. Can you explain why I was charged this extra amount?
GEN | [transaction_charged_twice] | Orig: Why was I charged twice? -> Aug: I was mistakenly debited twice, can you help me resolve this issue?
GEN | [direct_debit_payment_not_recognised] | Orig: i do not know what this charge is for -> Aug: I'm not sure what this direct debit payment is for
GEN | [extra_charge_on_statement] | Orig: Why do I see an extra £1 charge on my statement? -> Aug: I'm showing an additional £1 fee on my recent statement, can you explain why it's there?
GEN | [transfer_fee_charged] | Orig: I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving. -> Aug: I've been using my card for international transactions and I'm concerned about the extra fees I've been charged. Can you explain why these fees are being added? I've always been a loyal customer and this is making me consider taking my business elsewhere.
GEN | [transaction_charged_twice] | Orig: I have been charged twice this week for a couple of things on my card. Can you please check this out for me and return the double charged items back? -> Aug: I've noticed that I've been double-billed for a few transactions on my card this week. Could you look into this and reverse the duplicate charges for me, please?
GEN | [extra_charge_on_statement] | Orig: Why is there a 1 euro fee on my statement? -> Aug: We noticed a €1 charge on your recent statement. Can you please let us know what you're referring to so we can assist you further?
GEN | [extra_charge_on_statement] | Orig: In my statement, there was an extra €1 fee -> Aug: I noticed an additional €1 charge on my recent statement
GEN | [transaction_charged_twice] | Orig: What happens when I am charged twice? -> Aug: Why did I get double-charged for my recent transaction?
GEN | [extra_charge_on_statement] | Orig: There's a €1 fee on my statement, why? -> Aug: I noticed a €1 charge on my recent statement, could you please explain why it was added?
GEN | [transaction_charged_twice] | Orig: I have been charged for one thing two times. -> Aug: I've been double-charged for a single transaction.
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge going to be reimbursed on my card? -> Aug: Will the £1 extra charge on my recent statement be credited back to my account?
GEN | [extra_charge_on_statement] | Orig: In my statement, I got a €1 extra fee. -> Aug: I noticed an additional €1 charge on my recent statement.
GEN | [card_payment_wrong_exchange_rate] | Orig: I was charged the wing amount for an item. -> Aug: I was overcharged the wrong exchange rate for a transaction.
VAL | [extra_charge_on_statement] | NO | Text: We noticed a €1 charge on your recent statement. Can you please clarify what this extra fee is for?
VAL | [extra_charge_on_statement] | NO | Text: We noticed a €1 charge on your recent statement. Can you please let us know what you think it might be for?
VAL | [extra_charge_on_statement] | YES | Text: Can you explain the €1 charge on my recent statement?
VAL | [extra_charge_on_statement] | YES | Text: We noticed an additional €1 charge on your recent statement. Can you please tell me more about this extra fee?
VAL | [extra_charge_on_statement] | NO | Text: I'd be happy to help you understand the extra charge on your recent statement. Can you please provide me with your account number so I can look into the matter further?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional €1 charge on my recent statement?
VAL | [extra_charge_on_statement] | YES | Text: I've noticed an unexpected charge of £1 on my statement and I'd like to know what it's for
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly billed for the same transaction twice, can you help me resolve this issue?
VAL | [exchange_charge] | NO | Text: are there any foreign currency exchange fees or charges?
VAL | [extra_charge_on_statement] | YES | Text: I'd be happy to help you understand the extra charge on your statement. Can you please provide me with your account number so I can look into this further?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €1 fee on my recent statement. Can you explain why it was added?
VAL | [transaction_charged_twice] | YES | Text: I'm pretty sure I was double-charged for the same transaction
VAL | [transaction_charged_twice] | YES | Text: I was double-charged for the same transaction at the same merchant location during the same transaction date
VAL | [card_payment_fee_charged] | NO | Text: I'm happy to help you understand the fees associated with your recent transaction. Can you please provide me with the transaction date and amount so I can look into the fee details for you?
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly billed for the same transaction twice. Can you help me resolve this issue?
VAL | [extra_charge_on_statement] | YES | Text: I'm reviewing my recent statement and noticed an unexpected extra charge of €1. Can you please explain why this fee was added?
VAL | [transaction_charged_twice] | YES | Text: I've noticed that I've been charged for the same transaction twice. Can you help me understand why this happened?
VAL | [extra_charge_on_statement] | YES | Text: There is an additional charge of €1 on my recent statement.
VAL | [transaction_charged_twice] | YES | Text: I've noticed that I've been charged for the same transaction twice. Can you help me resolve this issue?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €1 charge on my recent statement. Can you explain why this extra fee was applied?
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly billed twice for the same transaction. Can you help me resolve this issue?
VAL | [transaction_charged_twice] | YES | Text: I've been charged twice for the same transaction, can you help me resolve this issue?
VAL | [extra_charge_on_statement] | YES | Text: We've noticed an additional fee on your recent statement. Can you please clarify what this extra charge is for?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an unexpected extra charge on my recent statement. Can you help me understand why it was added?
VAL | [extra_charge_on_statement] | YES | Text: I'm showing an additional charge on my statement, can you explain why I've been billed extra?
VAL | [card_payment_fee_charged] | YES | Text: I was surprised to see an additional fee on my statement. Can you explain why I was charged this extra amount?
VAL | [transaction_charged_twice] | YES | Text: I was mistakenly debited twice, can you help me resolve this issue?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm not sure what this direct debit payment is for
VAL | [extra_charge_on_statement] | YES | Text: I'm showing an additional £1 fee on my recent statement, can you explain why it's there?
VAL | [transfer_fee_charged] | NO | Text: I've been using my card for international transactions and I'm concerned about the extra fees I've been charged. Can you explain why these fees are being added? I've always been a loyal customer and this is making me consider taking my business elsewhere.
VAL | [transaction_charged_twice] | YES | Text: I've noticed that I've been double-billed for a few transactions on my card this week. Could you look into this and reverse the duplicate charges for me, please?
VAL | [extra_charge_on_statement] | NO | Text: We noticed a €1 charge on your recent statement. Can you please let us know what you're referring to so we can assist you further?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €1 charge on my recent statement
VAL | [transaction_charged_twice] | YES | Text: Why did I get double-charged for my recent transaction?
VAL | [extra_charge_on_statement] | YES | Text: I noticed a €1 charge on my recent statement, could you please explain why it was added?
VAL | [transaction_charged_twice] | YES | Text: I've been double-charged for a single transaction.
VAL | [extra_charge_on_statement] | NO | Text: Will the £1 extra charge on my recent statement be credited back to my account?
VAL | [extra_charge_on_statement] | YES | Text: I noticed an additional €1 charge on my recent statement.
VAL | [card_payment_wrong_exchange_rate] | NO | Text: I was overcharged the wrong exchange rate for a transaction.
