GEN | [top_up_reverted] | Orig: I was under the impression that you offer crypto top up; however,  it doesn't appear to be working. The money has now disappeared from my account so I need to know what the deal is? -> Aug: I'm confused about the crypto top-up service, as I thought it was available. Unfortunately, the funds have vanished from my account, and I'd appreciate it if you could clarify what's going on.
GEN | [pin_blocked] | Orig: Where do I find PIN for my card? -> Aug: I'm having trouble accessing my account because I forgot my PIN. Can you help me retrieve it?
GEN | [card_payment_not_recognised] | Orig: There's a card payment with a name I don't recognize -> Aug: I'm trying to make a payment with a card, but the name on the card doesn't match any of my accounts.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I put money into my account in the form of a cheque, but my balance did not change. -> Aug: I deposited a cash payment, but my account balance remains the same.
GEN | [age_limit] | Orig: Is there an age limit to when my child can use these services? -> Aug: What is the minimum age requirement for my child to access these services?
GEN | [get_physical_card] | Orig: How do I get a PIN? -> Aug: Can you please provide me with a physical card with a PIN so I can activate it?
GEN | [cash_withdrawal_charge] | Orig: Do I get charged for withdrawals? -> Aug: Are there any fees associated with making a cash withdrawal from my account?
GEN | [beneficiary_not_allowed] | Orig: My account transfer was not cleared. -> Aug: The beneficiary on my account transfer is not authorized.
GEN | [exchange_via_app] | Orig: Can I use this app to exchange between dollars and pounds? -> Aug: Can I make a currency exchange using this app, specifically converting dollars to pounds?
GEN | [why_verify_identity] | Orig: Why does it matter that I prove my identity? -> Aug: We verify your identity to ensure the security and integrity of your account and transactions, as well as to comply with regulatory requirements and prevent fraudulent activities.
GEN | [getting_spare_card] | Orig: Am I allowed to carry an additional card? -> Aug: Can I have a spare card issued to me?
GEN | [getting_spare_card] | Orig: Are there any fees to get additional cards? -> Aug: Can I get a spare card without incurring any extra charges?
GEN | [top_up_by_card_charge] | Orig: Is there a fee for topping up a card? -> Aug: Can I expect to be charged a fee when adding funds to my card?
GEN | [pin_blocked] | Orig: 
I put the wrong pin too many times and now it is blocked. Can you help me unblock it? -> Aug: I accidentally entered the wrong PIN multiple times and now it's been blocked. Can you assist me in unblocking it?
GEN | [top_up_reverted] | Orig: Why did my money disappear when I topped up?? -> Aug: Why did my funds revert when I made a top-up transaction??
GEN | [reverted_card_payment?] | Orig: Why have I received a rebate for my payment after a week? -> Aug: I'm showing a reversed payment on my account, can you explain why I got a refund for a transaction I made last week?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why is the exchange rate different than expected on my transaction? -> Aug: I'm confused about the exchange rate used for my cash withdrawal. It's not what I was expecting.
GEN | [verify_top_up] | Orig: What's up with verifying top-ups? -> Aug: What's the deal with confirming top-up transactions?
GEN | [top_up_failed] | Orig: I didn't see the money I added to my card. -> Aug: I attempted to top up my card, but the funds didn't appear.
GEN | [cancel_transfer] | Orig: Please help me!  A payment I made had an error on the account number and I can't cancel on my side.  Can you cancel it? -> Aug: I'd be happy to assist you with canceling the erroneous payment. Since you're unable to cancel it on your end, I can help facilitate the cancellation process. Can you please provide me with the payment details, including the date and amount, so I can look into it further and cancel the transaction for you?
GEN | [declined_card_payment] | Orig: Why has my card been declined? -> Aug: We've noticed that your payment attempt was declined. Can you please check your card details and try again?
GEN | [edit_personal_details] | Orig: I need to change my contact information. -> Aug: I'd like to update my personal details, specifically my contact information.
GEN | [declined_cash_withdrawal] | Orig: Why can I not get cash from the ATM? -> Aug: Why was my cash withdrawal request declined at the ATM?
GEN | [top_up_limits] | Orig: Can I top-up any amount I wish on any given day? -> Aug: Can I increase my daily transaction limit to any amount I desire, or are there any restrictions on the amount I can top-up on a specific day?
GEN | [declined_card_payment] | Orig: Do you know why my card payment has been declined? -> Aug: We're sorry to hear that your card payment was declined. Can you please check your account balance and card information to see if everything is up to date and correct?
GEN | [card_not_working] | Orig: What to do if my physical card is not working? -> Aug: Why is my physical credit/debit card not functioning properly?
GEN | [disposable_card_limits] | Orig: Are there a certain amount of transactions i can do with one disposable card? -> Aug: Can I make a specific number of transactions with a disposable card before it expires or is no longer valid?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I noticed my exchange rate was incorrect when I got cash. -> Aug: I was surprised to find that the exchange rate was off when I withdrew cash.
GEN | [card_arrival] | Orig: I ordered my card but it still isn't here -> Aug: I haven't received my new card yet, can you help me track its delivery?
GEN | [passcode_forgotten] | Orig: What should I do if my passcode won't work? -> Aug: I forgot my passcode, what can I do to regain access to my account?
GEN | [country_support] | Orig: Supported countries -> Aug: We currently offer services in a range of countries
GEN | [why_verify_identity] | Orig: Can I already use my account although the identity verification has not passed yet? -> Aug: Can I access my account services even if the identity verification process is still in progress?
GEN | [disposable_card_limits] | Orig: How many times can I use my disposable card? -> Aug: What is the limit on the number of transactions I can make with my disposable card?
GEN | [direct_debit_payment_not_recognised] | Orig: Weird Direct Debit payment -> Aug: Weird direct debit transaction
VAL | [top_up_reverted] | NO | Text: I'm confused about the crypto top-up service, as I thought it was available. Unfortunately, the funds have vanished from my account, and I'd appreciate it if you could clarify what's going on.
VAL | [pin_blocked] | NO | Text: I'm having trouble accessing my account because I forgot my PIN. Can you help me retrieve it?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to make a payment with a card, but the name on the card doesn't match any of my accounts.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I deposited a cash payment, but my account balance remains the same.
VAL | [age_limit] | YES | Text: What is the minimum age requirement for my child to access these services?
VAL | [get_physical_card] | NO | Text: Can you please provide me with a physical card with a PIN so I can activate it?
VAL | [cash_withdrawal_charge] | YES | Text: Are there any fees associated with making a cash withdrawal from my account?
VAL | [beneficiary_not_allowed] | NO | Text: The beneficiary on my account transfer is not authorized.
VAL | [exchange_via_app] | YES | Text: Can I make a currency exchange using this app, specifically converting dollars to pounds?
VAL | [why_verify_identity] | YES | Text: We verify your identity to ensure the security and integrity of your account and transactions, as well as to comply with regulatory requirements and prevent fraudulent activities.
VAL | [getting_spare_card] | YES | Text: Can I have a spare card issued to me?
VAL | [getting_spare_card] | YES | Text: Can I get a spare card without incurring any extra charges?
VAL | [top_up_by_card_charge] | YES | Text: Can I expect to be charged a fee when adding funds to my card?
VAL | [pin_blocked] | YES | Text: I accidentally entered the wrong PIN multiple times and now it's been blocked. Can you assist me in unblocking it?
VAL | [top_up_reverted] | YES | Text: Why did my funds revert when I made a top-up transaction??
VAL | [reverted_card_payment?] | YES | Text: I'm showing a reversed payment on my account, can you explain why I got a refund for a transaction I made last week?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm confused about the exchange rate used for my cash withdrawal. It's not what I was expecting.
VAL | [verify_top_up] | YES | Text: What's the deal with confirming top-up transactions?
VAL | [top_up_failed] | YES | Text: I attempted to top up my card, but the funds didn't appear.
VAL | [cancel_transfer] | NO | Text: I'd be happy to assist you with canceling the erroneous payment. Since you're unable to cancel it on your end, I can help facilitate the cancellation process. Can you please provide me with the payment details, including the date and amount, so I can look into it further and cancel the transaction for you?
VAL | [declined_card_payment] | NO | Text: We've noticed that your payment attempt was declined. Can you please check your card details and try again?
VAL | [edit_personal_details] | YES | Text: I'd like to update my personal details, specifically my contact information.
VAL | [declined_cash_withdrawal] | YES | Text: Why was my cash withdrawal request declined at the ATM?
VAL | [top_up_limits] | YES | Text: Can I increase my daily transaction limit to any amount I desire, or are there any restrictions on the amount I can top-up on a specific day?
VAL | [declined_card_payment] | YES | Text: We're sorry to hear that your card payment was declined. Can you please check your account balance and card information to see if everything is up to date and correct?
VAL | [card_not_working] | YES | Text: Why is my physical credit/debit card not functioning properly?
VAL | [disposable_card_limits] | YES | Text: Can I make a specific number of transactions with a disposable card before it expires or is no longer valid?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was surprised to find that the exchange rate was off when I withdrew cash.
VAL | [card_arrival] | YES | Text: I haven't received my new card yet, can you help me track its delivery?
VAL | [passcode_forgotten] | YES | Text: I forgot my passcode, what can I do to regain access to my account?
VAL | [country_support] | NO | Text: We currently offer services in a range of countries
VAL | [why_verify_identity] | YES | Text: Can I access my account services even if the identity verification process is still in progress?
VAL | [disposable_card_limits] | YES | Text: What is the limit on the number of transactions I can make with my disposable card?
VAL | [direct_debit_payment_not_recognised] | YES | Text: Weird direct debit transaction
