GEN | [extra_charge_on_statement] | Orig: What is the dollar that I have pending on my statement there? -> Aug: Can you please explain the additional charge I see on my recent statement?
GEN | [Refund_not_showing_up] | Orig: Why hasn't my return cleared my account? -> Aug: I haven't seen the refund credited to my account yet, can you help me with that?
GEN | [compromised_card] | Orig: I don't recognize some transactions.  Is someone else using it? -> Aug: I'm concerned about unauthorized activity on my account. Can you help me investigate?
GEN | [passcode_forgotten] | Orig: I can't access my account. -> Aug: I've forgotten my passcode and can't log in to my account.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Do you offer free ATM withdrawals of ones hometown currency while on holiday? -> Aug: I'm trying to withdraw some cash at an ATM while abroad, but the exchange rate seems off. Can you help me understand why I'm getting a different rate than what I was expecting?
GEN | [pending_top_up] | Orig: i put money on my card and i dont see it on the balance -> Aug: I added funds to my card, but the amount is not reflecting on my account balance.
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my recent money transfer is unable to view the transaction. Can you help me resolve this issue?
GEN | [compromised_card] | Orig: Should I order a new card before I freeze my original one? -> Aug: Should I request a replacement card before reporting my original card as lost or stolen?
GEN | [card_arrival] | Orig: Is there a way I can check on the card on route to me? -> Aug: Can I track the status of my card as it's being delivered to me?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [order_physical_card] | Orig: Can you tell me exactly what fees I will expect to see in regards to your cards? -> Aug: What are the fees associated with ordering a physical credit/debit card from your bank?
GEN | [extra_charge_on_statement] | Orig: The $1.00 has still not been reverted as indicated in the previous email. -> Aug: We have not yet reversed the $1.00 charge as previously discussed.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried using a check to update my balance, but it isn't work? Is something wrong? -> Aug: I made a cash deposit at the bank, but my account balance still shows the old amount. Can you please help me resolve this issue?
GEN | [verify_top_up] | Orig: I don't see the verification code for my card transfer. -> Aug: I'm having trouble finding the verification code for my recent top-up.
GEN | [pending_transfer] | Orig: Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it? -> Aug: I've rechecked my account information, and everything is accurate. The transfer has been pending for an eternity. Can you please expedite the international transfer process? It's surprising that it's taking so long in this day and age.
GEN | [why_verify_identity] | Orig: Why are you asking so many questions about me? -> Aug: We're verifying your identity to ensure the security and integrity of your account and to prevent any potential fraudulent activities.
GEN | [cash_withdrawal_not_recognised] | Orig: Hello, Please look into this matter urgently. As i have lost my wallet and i can see one withdrawal, now i do not want to loose more money. -> Aug: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money, please help me resolve this issue as soon as possible.
GEN | [declined_card_payment] | Orig: My card didn't go through.  It doesn't make sense.  You told me that everything was ok. -> Aug: I'm confused, I was told my payment was processed successfully, but it seems my card was declined. Can you help me understand what happened?
GEN | [cash_withdrawal_not_recognised] | Orig: I see cash in my app but I did not get it. -> Aug: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
GEN | [disposable_card_limits] | Orig: I need several cards per day. And I need to be able to throw away all of the cards I make. -> Aug: I require a high daily limit on my disposable card, and I'd like to know if I can dispose of the used cards without any issues.
GEN | [getting_spare_card] | Orig: Can I have a spare card for this account please? -> Aug: Might I request a replacement card for this account?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Do you guys accept cash? Because i deposited some this morning and I can't see it in my account. -> Aug: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
GEN | [transfer_into_account] | Orig: I need to deposit money to my account -> Aug: I would like to transfer funds into my account
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I have cash deposit to my account but it is experiencing a problem -> Aug: I made a cash deposit to my account, but my account balance hasn't been updated yet.
GEN | [getting_spare_card] | Orig: I have left my card at my parents house. Can you send me a spare one please to use in the meantime? -> Aug: I accidentally left my card at my friend's place and need a replacement to use temporarily, could you please send me a spare one?
GEN | [get_disposable_virtual_card] | Orig: how do the cards work? -> Aug: Can you explain how disposable virtual cards work and how I can obtain one?
GEN | [transfer_fee_charged] | Orig: I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?! -> Aug: I've been using this account regularly to manage my international transactions, but I'm surprised to see a sudden fee increase. Wouldn't it be more customer-friendly to offer incentives for frequent users like me instead of imposing additional charges?
GEN | [transfer_fee_charged] | Orig: Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund. -> Aug: I recently made an international purchase using my card, but I wasn't informed about the additional fee. I was charged for the item and the fee, which I think is unfair. Can I get a refund for the extra charge?
GEN | [supported_cards_and_currencies] | Orig: why wont my american express work to add money -> Aug: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. If you have any other questions or concerns, please feel free to ask.
GEN | [apple_pay_or_google_pay] | Orig: my google pay seems to be acting up. -> Aug: my apple pay is malfunctioning
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: If I swallowed my bank card, what should I do?
GEN | [declined_cash_withdrawal] | Orig: Why can't I take money from my account? -> Aug: Unfortunately, your cash withdrawal request has been declined due to insufficient funds or other account restrictions. Please check your account balance or contact our customer service team for further assistance.
GEN | [verify_top_up] | Orig: What is the verification process for my card? -> Aug: Can you walk me through the steps to verify my card for a top-up transaction?
GEN | [top_up_by_cash_or_cheque] | Orig: I need a hand here, I need to top up cash. -> Aug: I'd like to add some cash to my account, please.
GEN | [top_up_limits] | Orig: How many top-ups can be approved? -> Aug: What is the limit on the number of top-ups I can request?
VAL | [extra_charge_on_statement] | YES | Text: Can you please explain the additional charge I see on my recent statement?
VAL | [Refund_not_showing_up] | YES | Text: I haven't seen the refund credited to my account yet, can you help me with that?
VAL | [compromised_card] | YES | Text: I'm concerned about unauthorized activity on my account. Can you help me investigate?
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and can't log in to my account.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I'm trying to withdraw some cash at an ATM while abroad, but the exchange rate seems off. Can you help me understand why I'm getting a different rate than what I was expecting?
VAL | [pending_top_up] | YES | Text: I added funds to my card, but the amount is not reflecting on my account balance.
VAL | [transfer_not_received_by_recipient] | YES | Text: The recipient of my recent money transfer is unable to view the transaction. Can you help me resolve this issue?
VAL | [compromised_card] | YES | Text: Should I request a replacement card before reporting my original card as lost or stolen?
VAL | [card_arrival] | YES | Text: Can I track the status of my card as it's being delivered to me?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I recently deposited some cash and a cheque, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [order_physical_card] | YES | Text: What are the fees associated with ordering a physical credit/debit card from your bank?
VAL | [extra_charge_on_statement] | NO | Text: We have not yet reversed the $1.00 charge as previously discussed.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | NO | Text: I made a cash deposit at the bank, but my account balance still shows the old amount. Can you please help me resolve this issue?
VAL | [verify_top_up] | NO | Text: I'm having trouble finding the verification code for my recent top-up.
VAL | [pending_transfer] | YES | Text: I've rechecked my account information, and everything is accurate. The transfer has been pending for an eternity. Can you please expedite the international transfer process? It's surprising that it's taking so long in this day and age.
VAL | [why_verify_identity] | NO | Text: We're verifying your identity to ensure the security and integrity of your account and to prevent any potential fraudulent activities.
VAL | [cash_withdrawal_not_recognised] | NO | Text: Hi, I urgently need your assistance. I've misplaced my wallet and noticed an unauthorized cash withdrawal. I'm worried about losing more money, please help me resolve this issue as soon as possible.
VAL | [declined_card_payment] | NO | Text: I'm confused, I was told my payment was processed successfully, but it seems my card was declined. Can you help me understand what happened?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm showing a cash withdrawal in my account, but I didn't receive the cash.
VAL | [disposable_card_limits] | NO | Text: I require a high daily limit on my disposable card, and I'd like to know if I can dispose of the used cards without any issues.
VAL | [getting_spare_card] | YES | Text: Might I request a replacement card for this account?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit this morning, but my account balance hasn't been updated yet. Can you help me with that?
VAL | [transfer_into_account] | YES | Text: I would like to transfer funds into my account
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I made a cash deposit to my account, but my account balance hasn't been updated yet.
VAL | [getting_spare_card] | NO | Text: I accidentally left my card at my friend's place and need a replacement to use temporarily, could you please send me a spare one?
VAL | [get_disposable_virtual_card] | NO | Text: Can you explain how disposable virtual cards work and how I can obtain one?
VAL | [transfer_fee_charged] | NO | Text: I've been using this account regularly to manage my international transactions, but I'm surprised to see a sudden fee increase. Wouldn't it be more customer-friendly to offer incentives for frequent users like me instead of imposing additional charges?
VAL | [transfer_fee_charged] | YES | Text: I recently made an international purchase using my card, but I wasn't informed about the additional fee. I was charged for the item and the fee, which I think is unfair. Can I get a refund for the extra charge?
VAL | [supported_cards_and_currencies] | NO | Text: We do not currently support American Express as a payment method for adding funds to your account. However, we do accept a variety of other cards, including Visa, Mastercard, and Discover. If you have any other questions or concerns, please feel free to ask.
VAL | [apple_pay_or_google_pay] | NO | Text: my apple pay is malfunctioning
VAL | [card_swallowed] | NO | Text: If I swallowed my bank card, what should I do?
VAL | [declined_cash_withdrawal] | NO | Text: Unfortunately, your cash withdrawal request has been declined due to insufficient funds or other account restrictions. Please check your account balance or contact our customer service team for further assistance.
VAL | [verify_top_up] | NO | Text: Can you walk me through the steps to verify my card for a top-up transaction?
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'd like to add some cash to my account, please.
VAL | [top_up_limits] | YES | Text: What is the limit on the number of top-ups I can request?
