GEN | [verify_top_up] | Orig: Can you explain to me the way to verify my top up has gone through? -> Aug: Could you please guide me on how to confirm that my recent top-up transaction has been successfully processed?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Is there a longer processing time for international bank transfers? -> Aug: Why does it take so long for my international bank transfer to reflect in my account balance?
GEN | [wrong_amount_of_cash_received] | Orig: I requested a higher amount for my cash withdrawal -> Aug: I was expecting a larger sum for my cash withdrawal
GEN | [declined_card_payment] | Orig: May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please? -> Aug: My monthly payment to Apple has been declined, and I'm not sure why. They're going to retry the payment, but I'm concerned it won't go through. Can you help me understand what's happening and ensure the payment is processed successfully?
GEN | [card_delivery_estimate] | Orig: I need my card right away. -> Aug: I require my card as soon as possible.
GEN | [cash_withdrawal_not_recognised] | Orig: I think someone may have cloned my card or something.  My card isn't lost but I just saw a charge of $500 cash withdraw.  Can you help me? -> Aug: I'm concerned that my card may have been compromised. I haven't misplaced it, but I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
GEN | [verify_source_of_funds] | Orig: How can I look at where my available cash is coming from? -> Aug: Can you please clarify the source of the funds in my account?
GEN | [top_up_by_card_charge] | Orig: Are there still fees for european top-ups? -> Aug: Can I expect to be charged any fees for making a top-up payment using my card for a European account?
GEN | [top_up_by_card_charge] | Orig: I was wondering if you will take any fees in exchange for top ups? -> Aug: Are there any charges or fees associated with making a top-up payment using my card?
GEN | [receiving_money] | Orig: Can I use a transfer to receive my transfer? -> Aug: Can I use a transfer to receive a transfer payment?
GEN | [order_physical_card] | Orig: Is payment required to get a card of my own? -> Aug: Do I need to make a payment to order a physical card for myself?
GEN | [wrong_amount_of_cash_received] | Orig: How can I get my money that I didn't get from the ATM? -> Aug: I accidentally received less cash from the ATM, how do I get the remaining amount?
GEN | [reverted_card_payment?] | Orig: Why wasn't my payment accepted by the app -> Aug: Why was my payment reversed or declined by the app?
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you accept SWIFT transfers? -> Aug: Can I use a bank transfer to top up my account, and what are the associated charges?
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: It's been a while since I recharged my top-up.
GEN | [topping_up_by_card] | Orig: my top up isnt there yet where do i find it -> Aug: my card top-up is still pending, where can I locate it?
GEN | [cash_withdrawal_charge] | Orig: Could you explain your rules for ATM fees? -> Aug: What are the charges for withdrawing cash from an ATM using my bank card?
GEN | [pending_card_payment] | Orig: There is a payment that has not processed. -> Aug: A payment made using my card has not been successfully processed.
GEN | [fiat_currency_support] | Orig: Will you be adding more currencies in the future? -> Aug: Are there any plans to expand the list of supported fiat currencies in the near future?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT transfers supported? -> Aug: Can I use a SWIFT transfer to top up my account and what are the associated charges?
GEN | [wrong_amount_of_cash_received] | Orig: Did a WD earlier at an ATM.  The amount showing in the App is more than I got though. -> Aug: I made a withdrawal at an ATM, but the amount reflected in the app is different from what I actually received.
GEN | [get_physical_card] | Orig: How do I get started when I get my card? -> Aug: What are the steps to receive my physical card once it's been issued?
GEN | [apple_pay_or_google_pay] | Orig: Can you explain why my Google Pay Top isn't working? -> Aug: Can you help me troubleshoot the issue with my Apple Pay account?
GEN | [request_refund] | Orig: My order hasn't shown up yet, what can I do? -> Aug: I placed an order a week ago, but it still hasn't arrived. Can I get a refund or a replacement, please?
GEN | [pending_card_payment] | Orig: I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending. -> Aug: I attempted to make a payment using my card, but the transaction was unsuccessful. Can you please inform me when the payment will be processed and confirmed as it's still showing as pending?
GEN | [reverted_card_payment?] | Orig: My card payment has not been withdrawn from my account -> Aug: Why was my card payment reversed from my account?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I'm upset because I got charged a ridiculous fee when making an ATM withdrawal over a holiday weekend.  It didn't notify me beforehand either or I wouldn't have ever done it. -> Aug: I'm frustrated because I was surprised to be charged an unexpected fee when I withdrew cash from an ATM on a public holiday, without being informed in advance.
GEN | [pending_card_payment] | Orig: There is a pending transaction on my account, what does this mean? -> Aug: I have a pending payment on my card, what's the status of this transaction?
GEN | [verify_top_up] | Orig: I just want to top-up, why do I need to verify anything? -> Aug: I'm trying to add some funds to my account, but I'm being asked to verify some information. Can you please help me with that?
GEN | [top_up_reverted] | Orig: top up cancellation -> Aug: reversal of top-up transaction
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple Watch to pay for gas? -> Aug: Can I use my Apple Watch to make mobile payments, like Apple Pay, to pay for gas?
GEN | [cash_withdrawal_not_recognised] | Orig: There are funds in my app that I did not receive. -> Aug: I'm missing a cash withdrawal that was supposed to be credited to my account.
GEN | [top_up_by_card_charge] | Orig: Are their fee's for top ups? -> Aug: Can I expect any charges when topping up my account using my card?
VAL | [verify_top_up] | YES | Text: Could you please guide me on how to confirm that my recent top-up transaction has been successfully processed?
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: Why does it take so long for my international bank transfer to reflect in my account balance?
VAL | [wrong_amount_of_cash_received] | YES | Text: I was expecting a larger sum for my cash withdrawal
VAL | [declined_card_payment] | YES | Text: My monthly payment to Apple has been declined, and I'm not sure why. They're going to retry the payment, but I'm concerned it won't go through. Can you help me understand what's happening and ensure the payment is processed successfully?
VAL | [card_delivery_estimate] | YES | Text: I require my card as soon as possible.
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm concerned that my card may have been compromised. I haven't misplaced it, but I've noticed an unusual cash withdrawal of $500. Can you assist me in resolving this issue?
VAL | [verify_source_of_funds] | YES | Text: Can you please clarify the source of the funds in my account?
VAL | [top_up_by_card_charge] | NO | Text: Can I expect to be charged any fees for making a top-up payment using my card for a European account?
VAL | [top_up_by_card_charge] | YES | Text: Are there any charges or fees associated with making a top-up payment using my card?
VAL | [receiving_money] | YES | Text: Can I use a transfer to receive a transfer payment?
VAL | [order_physical_card] | YES | Text: Do I need to make a payment to order a physical card for myself?
VAL | [wrong_amount_of_cash_received] | YES | Text: I accidentally received less cash from the ATM, how do I get the remaining amount?
VAL | [reverted_card_payment?] | NO | Text: Why was my payment reversed or declined by the app?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use a bank transfer to top up my account, and what are the associated charges?
VAL | [pending_top_up] | NO | Text: It's been a while since I recharged my top-up.
VAL | [topping_up_by_card] | NO | Text: my card top-up is still pending, where can I locate it?
VAL | [cash_withdrawal_charge] | YES | Text: What are the charges for withdrawing cash from an ATM using my bank card?
VAL | [pending_card_payment] | YES | Text: A payment made using my card has not been successfully processed.
VAL | [fiat_currency_support] | YES | Text: Are there any plans to expand the list of supported fiat currencies in the near future?
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Can I use a SWIFT transfer to top up my account and what are the associated charges?
VAL | [wrong_amount_of_cash_received] | YES | Text: I made a withdrawal at an ATM, but the amount reflected in the app is different from what I actually received.
VAL | [get_physical_card] | YES | Text: What are the steps to receive my physical card once it's been issued?
VAL | [apple_pay_or_google_pay] | NO | Text: Can you help me troubleshoot the issue with my Apple Pay account?
VAL | [request_refund] | NO | Text: I placed an order a week ago, but it still hasn't arrived. Can I get a refund or a replacement, please?
VAL | [pending_card_payment] | YES | Text: I attempted to make a payment using my card, but the transaction was unsuccessful. Can you please inform me when the payment will be processed and confirmed as it's still showing as pending?
VAL | [reverted_card_payment?] | NO | Text: Why was my card payment reversed from my account?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | NO | Text: I'm frustrated because I was surprised to be charged an unexpected fee when I withdrew cash from an ATM on a public holiday, without being informed in advance.
VAL | [pending_card_payment] | YES | Text: I have a pending payment on my card, what's the status of this transaction?
VAL | [verify_top_up] | NO | Text: I'm trying to add some funds to my account, but I'm being asked to verify some information. Can you please help me with that?
VAL | [top_up_reverted] | YES | Text: reversal of top-up transaction
VAL | [apple_pay_or_google_pay] | NO | Text: Can I use my Apple Watch to make mobile payments, like Apple Pay, to pay for gas?
VAL | [cash_withdrawal_not_recognised] | YES | Text: I'm missing a cash withdrawal that was supposed to be credited to my account.
VAL | [top_up_by_card_charge] | NO | Text: Can I expect any charges when topping up my account using my card?
