GEN | [supported_cards_and_currencies] | Orig: how can i transfer money from american express card -> Aug: What payment methods do you accept for international money transfers, specifically for American Express cardholders?
GEN | [card_about_to_expire] | Orig: Am I able to have a card sent to China? -> Aug: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to China before it expires?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet!! -> Aug: I'm still waiting to receive my virtual card, can you please help me with that?
GEN | [compromised_card] | Orig: I have some transactions on my account I did not make. Can you cancel my card and prevent further use. -> Aug: I'm concerned about unauthorized transactions on my account. Can you suspend my card and prevent any further activity?
GEN | [cancel_transfer] | Orig: Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app -> Aug: Hey, I urgently need assistance. I just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Can you please cancel the transfer as soon as possible? I'm unable to do so through the app.
GEN | [passcode_forgotten] | Orig: Can you lookup my password? -> Aug: I forgot my passcode and need help retrieving it.
GEN | [card_payment_not_recognised] | Orig: I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back. -> Aug: I'm concerned that someone is using my card to make unauthorized transactions. I've reviewed my account activity and noticed several unexplained charges over the past two days. I'd like to report this incident and request that my card be temporarily suspended. Additionally, I'd like assistance with reversing the unauthorized transactions and recovering my lost funds.
GEN | [card_payment_fee_charged] | Orig: i have used my card online before and wasn't charged, why am i charged now -> Aug: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
GEN | [getting_virtual_card] | Orig: I want to get my hands on one of those virtual cards! -> Aug: I'd like to obtain a virtual card as soon as possible.
GEN | [extra_charge_on_statement] | Orig: I had a dollar charged to my account that's still pending and wanted to know what the charge is for? -> Aug: I'm reviewing my recent statement and noticed an extra charge of $1.00 that's still pending. Can you please help me identify what this charge is for?
GEN | [direct_debit_payment_not_recognised] | Orig: I think I am a victim of fraud.  I noticed there was a charge on my account that I didn't do because I haven't touched my card today.  Can you please reverse the charge and refund my money? -> Aug: I'm concerned about a suspicious transaction on my account. I didn't authorise a payment, and I'm not sure what happened. Can you investigate and cancel the direct debit payment that was made without my consent?
GEN | [topping_up_by_card] | Orig: Am I the only one who can top-up my account? -> Aug: Can I perform a card-based account top-up myself?
GEN | [passcode_forgotten] | Orig: I forgot my code -> Aug: I've misplaced my passcode
GEN | [beneficiary_not_allowed] | Orig: I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here? -> Aug: I'm having trouble finalizing a transaction because the app won't let me select a beneficiary. Can you help me figure out why I'm being prevented from completing the crypto purchase?
GEN | [activate_my_card] | Orig: I couldn't complete card activation. -> Aug: I'm having trouble activating my card.
GEN | [getting_virtual_card] | Orig: I need my virtual card -> Aug: I would like to obtain my virtual card
GEN | [getting_virtual_card] | Orig: I want one of the virtual cards! -> Aug: I'd like to request a virtual card, please.
GEN | [card_arrival] | Orig: Have you sent out my card yet? -> Aug: Has my new card been dispatched to me yet?
GEN | [get_disposable_virtual_card] | Orig: I want to make an online purchase but I don't want to use my credit card. Can you tell me how a disposable virtual card works and where I can apply for one? -> Aug: I'd like to know more about the process of getting a virtual disposable card for online transactions, and how I can obtain one to use for my upcoming purchase.
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a strict timeline regarding disputing transactions made on my account? I just noticed a fraudulent charge on a statement from a couple months ago. -> Aug: We've received a payment notification from your account, but it appears to be a direct debit payment that we're not recognizing. Can you please confirm the payment details and the merchant's name to help us investigate this discrepancy?
GEN | [card_not_working] | Orig: I am unable to use my card. -> Aug: I'm having trouble using my credit card.
GEN | [supported_cards_and_currencies] | Orig: I only have a card from the US is that okay? -> Aug: I'm wondering if you accept cards from the United States, please?
GEN | [beneficiary_not_allowed] | Orig: Why won't you let me name X as a beneficiary? -> Aug: We're unable to add X as a beneficiary due to internal policies and regulations that restrict certain individuals from being designated as beneficiaries.
GEN | [failed_transfer] | Orig: My card couldn't complete a transfer, why? -> Aug: The transfer I initiated with my card was unsuccessful, what went wrong?
GEN | [country_support] | Orig: I need a new card and I live in the United States. -> Aug: I require a replacement card and I am a resident of the United States.
GEN | [transfer_fee_charged] | Orig: I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise? -> Aug: I made an international transfer to an EU recipient, but they only received a smaller amount than I intended. To rectify the issue, I'll need to send an additional payment to cover the shortfall. Can you help me understand what caused the discrepancy?
GEN | [card_payment_not_recognised] | Orig: I don't think I made this transaction on my statement -> Aug: I'm not sure if I authorized this payment on my recent statement
GEN | [disposable_card_limits] | Orig: What limits are there on the virtual cards? -> Aug: What are the spending limits for my disposable virtual card?
GEN | [get_disposable_virtual_card] | Orig: Will you tell me how I am supposed to use the disposable cards? -> Aug: Can you explain the process for using the virtual disposable card I was issued?
GEN | [passcode_forgotten] | Orig: I'm locked out of my account as I can't remember my code, what do I do now? -> Aug: I've forgotten my passcode and can't access my account, what steps can I take to regain access?
GEN | [request_refund] | Orig: I just bought an item and would like to stop payment can you tell me if the item has been sent yet? -> Aug: I recently purchased an item and would like to request a refund, could you please let me know if the item has already been shipped?
GEN | [direct_debit_payment_not_recognised] | Orig: I haven't used my card all day but there is a payment showing in the app. Please cancel it! -> Aug: I'm trying to check my account and I see a direct debit payment that I didn't authorise. Can you please investigate and cancel it for me?
GEN | [pending_cash_withdrawal] | Orig: There is a withdrawal waiting. -> Aug: A pending cash withdrawal is awaiting processing.
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods do you accept for international money transfers, specifically for American Express cardholders?
VAL | [card_about_to_expire] | NO | Text: I'm concerned about my credit card's expiration date, which is approaching soon. Can I request a replacement card to be sent to China before it expires?
VAL | [getting_virtual_card] | YES | Text: I'm still waiting to receive my virtual card, can you please help me with that?
VAL | [compromised_card] | YES | Text: I'm concerned about unauthorized transactions on my account. Can you suspend my card and prevent any further activity?
VAL | [cancel_transfer] | YES | Text: Hey, I urgently need assistance. I just discovered that I mistakenly sent a payment to the wrong account number, and there's a typo involved. Can you please cancel the transfer as soon as possible? I'm unable to do so through the app.
VAL | [passcode_forgotten] | NO | Text: I forgot my passcode and need help retrieving it.
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned that someone is using my card to make unauthorized transactions. I've reviewed my account activity and noticed several unexplained charges over the past two days. I'd like to report this incident and request that my card be temporarily suspended. Additionally, I'd like assistance with reversing the unauthorized transactions and recovering my lost funds.
VAL | [card_payment_fee_charged] | NO | Text: I've made online transactions with my card previously without being charged a fee, so I'm confused as to why I'm being charged a fee this time.
VAL | [getting_virtual_card] | YES | Text: I'd like to obtain a virtual card as soon as possible.
VAL | [extra_charge_on_statement] | YES | Text: I'm reviewing my recent statement and noticed an extra charge of $1.00 that's still pending. Can you please help me identify what this charge is for?
VAL | [direct_debit_payment_not_recognised] | NO | Text: I'm concerned about a suspicious transaction on my account. I didn't authorise a payment, and I'm not sure what happened. Can you investigate and cancel the direct debit payment that was made without my consent?
VAL | [topping_up_by_card] | YES | Text: Can I perform a card-based account top-up myself?
VAL | [passcode_forgotten] | YES | Text: I've misplaced my passcode
VAL | [beneficiary_not_allowed] | NO | Text: I'm having trouble finalizing a transaction because the app won't let me select a beneficiary. Can you help me figure out why I'm being prevented from completing the crypto purchase?
VAL | [activate_my_card] | NO | Text: I'm having trouble activating my card.
VAL | [getting_virtual_card] | YES | Text: I would like to obtain my virtual card
VAL | [getting_virtual_card] | YES | Text: I'd like to request a virtual card, please.
VAL | [card_arrival] | YES | Text: Has my new card been dispatched to me yet?
VAL | [get_disposable_virtual_card] | NO | Text: I'd like to know more about the process of getting a virtual disposable card for online transactions, and how I can obtain one to use for my upcoming purchase.
VAL | [direct_debit_payment_not_recognised] | NO | Text: We've received a payment notification from your account, but it appears to be a direct debit payment that we're not recognizing. Can you please confirm the payment details and the merchant's name to help us investigate this discrepancy?
VAL | [card_not_working] | YES | Text: I'm having trouble using my credit card.
VAL | [supported_cards_and_currencies] | NO | Text: I'm wondering if you accept cards from the United States, please?
VAL | [beneficiary_not_allowed] | YES | Text: We're unable to add X as a beneficiary due to internal policies and regulations that restrict certain individuals from being designated as beneficiaries.
VAL | [failed_transfer] | YES | Text: The transfer I initiated with my card was unsuccessful, what went wrong?
VAL | [country_support] | YES | Text: I require a replacement card and I am a resident of the United States.
VAL | [transfer_fee_charged] | NO | Text: I made an international transfer to an EU recipient, but they only received a smaller amount than I intended. To rectify the issue, I'll need to send an additional payment to cover the shortfall. Can you help me understand what caused the discrepancy?
VAL | [card_payment_not_recognised] | YES | Text: I'm not sure if I authorized this payment on my recent statement
VAL | [disposable_card_limits] | YES | Text: What are the spending limits for my disposable virtual card?
VAL | [get_disposable_virtual_card] | NO | Text: Can you explain the process for using the virtual disposable card I was issued?
VAL | [passcode_forgotten] | YES | Text: I've forgotten my passcode and can't access my account, what steps can I take to regain access?
VAL | [request_refund] | NO | Text: I recently purchased an item and would like to request a refund, could you please let me know if the item has already been shipped?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to check my account and I see a direct debit payment that I didn't authorise. Can you please investigate and cancel it for me?
VAL | [pending_cash_withdrawal] | YES | Text: A pending cash withdrawal is awaiting processing.
