GEN | [card_linking] | Orig: I thought I lost my card so I cancelled it, but recently I found it in my jacket and I would like to re-establish the card. -> Aug: I recently found my card, which I had previously thought was lost, and I would like to reactivate it.
GEN | [getting_spare_card] | Orig: I would like some more physical cards, what is my limit? -> Aug: I need an additional physical debit/credit card, what is my available limit?
GEN | [topping_up_by_card] | Orig: I tried topping off my account with a card, but the money is not in my account despite the charge going through -> Aug: I attempted to add funds to my account using my card, but the transaction was successful, yet the funds are still not showing up in my account.
GEN | [edit_personal_details] | Orig: I just got married and need to change my name on the account -> Aug: I recently got married and would like to update my name on my account to reflect my new married name.
GEN | [edit_personal_details] | Orig: went somewhere else, need to change details -> Aug: need to update my personal information
GEN | [edit_personal_details] | Orig: I need to change my data. -> Aug: I'd like to update my personal information.
GEN | [top_up_by_bank_transfer_charge] | Orig: How much is it to receive money? -> Aug: What is the fee for receiving a bank transfer top-up?
GEN | [top_up_reverted] | Orig: For some reason, the money I added was returned. -> Aug: The funds I attempted to top up were unexpectedly reversed.
GEN | [card_linking] | Orig: Will I need a new card or can I put my old card back into the app? -> Aug: Can I reactivate my old card or do I need to request a new one to link to the app?
GEN | [wrong_amount_of_cash_received] | Orig: I tried to withdraw 50 pounds but it only gave me 30. Where is the rest of my money? -> Aug: I attempted to withdraw £40, but I was given only £20. Can you explain why I'm missing the remaining amount?
GEN | [top_up_reverted] | Orig: I didn't cancel my top-up. -> Aug: I mistakenly didn't cancel my top-up.
GEN | [change_pin] | Orig: I can't freeze my account as I need the card as I am traveling, how do I change my pin? -> Aug: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can I do that?
GEN | [card_not_working] | Orig: Please help me!  My physical card isn't working right. -> Aug: I'm having trouble with my physical card; it's not functioning properly.
GEN | [pending_top_up] | Orig: Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money -> Aug: Can you expedite the processing of my pending top-up? It's been stuck for an hour now and I urgently need the funds to be credited to my account.
GEN | [card_linking] | Orig: I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning. -> Aug: I'd like to reactivate my card, I previously thought it was lost, but I've since found it in my jacket.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why did I only receive this much currency? -> Aug: I was expecting a different amount of currency for my cash withdrawal, as the exchange rate was not what I was told.
GEN | [wrong_amount_of_cash_received] | Orig: I'm stuck here at your broken ATM and I don't know what to do next. Asked for 30 pounds, got 10. ATM said I got 30. Something very wrong here and I want my money now! -> Aug: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The screen showed that I received £30, but I know that's not correct. I'd like to resolve this issue and get the correct amount of cash.
GEN | [balance_not_updated_after_bank_transfer] | Orig: Help me find the transfer that I did. -> Aug: I'm trying to locate the recent bank transfer that I made, but my account balance isn't reflecting the updated amount.
GEN | [lost_or_stolen_card] | Orig: I thought I left my card at a restaurant, but they claim not to have it and now I don't have any idea where it is. I'm so worried that someone might be using it fraudulently. Is there any way to look into this? -> Aug: I'm concerned that I may have misplaced my card at a restaurant, but the staff denies having it. I'm getting anxious that it might have been stolen and used fraudulently. Can you help me investigate this situation?
GEN | [card_linking] | Orig: Can you please reactivate my card? -> Aug: Can you assist me in reactivating my card?
GEN | [getting_spare_card] | Orig: How many active cards can I have? -> Aug: I'd like to know how many spare cards I can have in my account.
GEN | [pending_top_up] | Orig: When will my top up be approved? -> Aug: When can I expect my pending top-up to be processed?
GEN | [unable_to_verify_identity] | Orig: How long will it take to verify my account? -> Aug: We're having trouble verifying your account information, and we need to clarify a few details before we can proceed. Can you please provide additional identification documents to help us confirm your identity?
GEN | [card_linking] | Orig: I found my card that I thought I had lost, I need to reactive it, please help. -> Aug: I've located my card that I previously thought was lost, can you assist me in reactivating it?
GEN | [edit_personal_details] | Orig: I am here to change my adress. -> Aug: I'd like to update my address.
GEN | [why_verify_identity] | Orig: I am not comfortable verifying my indentity. -> Aug: I'm hesitant to confirm my identity.
GEN | [extra_charge_on_statement] | Orig: How long will the $1 charge show as pending? -> Aug: When will the extra charge appear on my statement?
GEN | [getting_spare_card] | Orig: I'd like to order another card -> Aug: I'd like to request a replacement card
GEN | [exchange_charge] | Orig: Do exchanges cost more? -> Aug: Are there any additional fees associated with exchanging currency?
GEN | [card_payment_not_recognised] | Orig: I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back? -> Aug: I'm concerned about unauthorized transactions on my account. I've noticed some payments that I didn't make, and I'd like to report them and get my money refunded as soon as possible.
GEN | [contactless_not_working] | Orig: Any charges applicable for new card? -> Aug: I'm trying to use my new card, but the contactless payment feature isn't working. Can I still be charged for any transactions attempted during this time?
GEN | [card_about_to_expire] | Orig: want a new card what are the fees -> Aug: I'm looking to replace my existing card, can you tell me about the fees associated with getting a new one?
GEN | [getting_spare_card] | Orig: Do you send more than one card? -> Aug: Can I request an additional card or a replacement card if I've lost or damaged my current one?
GEN | [why_verify_identity] | Orig: what I need to verify my account -> Aug: Can you please explain why I need to verify my account?
GEN | [lost_or_stolen_card] | Orig: I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away. -> Aug: I'd like to report my card as stolen and request it be blocked or deactivated immediately to prevent any unauthorized transactions. I'd appreciate it if this could be done as soon as possible.
GEN | [card_arrival] | Orig: Can you help me track my card? -> Aug: Can you assist me in locating my card?
GEN | [getting_spare_card] | Orig: how is it possible to add another card to account -> Aug: Can I request a new card to be added to my account?
VAL | [card_linking] | YES | Text: I recently found my card, which I had previously thought was lost, and I would like to reactivate it.
VAL | [getting_spare_card] | YES | Text: I need an additional physical debit/credit card, what is my available limit?
VAL | [topping_up_by_card] | YES | Text: I attempted to add funds to my account using my card, but the transaction was successful, yet the funds are still not showing up in my account.
VAL | [edit_personal_details] | YES | Text: I recently got married and would like to update my name on my account to reflect my new married name.
VAL | [edit_personal_details] | YES | Text: need to update my personal information
VAL | [edit_personal_details] | YES | Text: I'd like to update my personal information.
VAL | [top_up_by_bank_transfer_charge] | YES | Text: What is the fee for receiving a bank transfer top-up?
VAL | [top_up_reverted] | YES | Text: The funds I attempted to top up were unexpectedly reversed.
VAL | [card_linking] | YES | Text: Can I reactivate my old card or do I need to request a new one to link to the app?
VAL | [wrong_amount_of_cash_received] | YES | Text: I attempted to withdraw £40, but I was given only £20. Can you explain why I'm missing the remaining amount?
VAL | [top_up_reverted] | NO | Text: I mistakenly didn't cancel my top-up.
VAL | [change_pin] | NO | Text: I'm planning a trip and need to use my card, but I'd like to change my PIN before I go. Can I do that?
VAL | [card_not_working] | YES | Text: I'm having trouble with my physical card; it's not functioning properly.
VAL | [pending_top_up] | YES | Text: Can you expedite the processing of my pending top-up? It's been stuck for an hour now and I urgently need the funds to be credited to my account.
VAL | [card_linking] | NO | Text: I'd like to reactivate my card, I previously thought it was lost, but I've since found it in my jacket.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a different amount of currency for my cash withdrawal, as the exchange rate was not what I was told.
VAL | [wrong_amount_of_cash_received] | YES | Text: I'm having an issue with the ATM and I'm not sure what to do. I requested £30, but it only dispensed £10. The screen showed that I received £30, but I know that's not correct. I'd like to resolve this issue and get the correct amount of cash.
VAL | [balance_not_updated_after_bank_transfer] | NO | Text: I'm trying to locate the recent bank transfer that I made, but my account balance isn't reflecting the updated amount.
VAL | [lost_or_stolen_card] | YES | Text: I'm concerned that I may have misplaced my card at a restaurant, but the staff denies having it. I'm getting anxious that it might have been stolen and used fraudulently. Can you help me investigate this situation?
VAL | [card_linking] | NO | Text: Can you assist me in reactivating my card?
VAL | [getting_spare_card] | NO | Text: I'd like to know how many spare cards I can have in my account.
VAL | [pending_top_up] | YES | Text: When can I expect my pending top-up to be processed?
VAL | [unable_to_verify_identity] | NO | Text: We're having trouble verifying your account information, and we need to clarify a few details before we can proceed. Can you please provide additional identification documents to help us confirm your identity?
VAL | [card_linking] | NO | Text: I've located my card that I previously thought was lost, can you assist me in reactivating it?
VAL | [edit_personal_details] | YES | Text: I'd like to update my address.
VAL | [why_verify_identity] | YES | Text: I'm hesitant to confirm my identity.
VAL | [extra_charge_on_statement] | NO | Text: When will the extra charge appear on my statement?
VAL | [getting_spare_card] | YES | Text: I'd like to request a replacement card
VAL | [exchange_charge] | YES | Text: Are there any additional fees associated with exchanging currency?
VAL | [card_payment_not_recognised] | YES | Text: I'm concerned about unauthorized transactions on my account. I've noticed some payments that I didn't make, and I'd like to report them and get my money refunded as soon as possible.
VAL | [contactless_not_working] | YES | Text: I'm trying to use my new card, but the contactless payment feature isn't working. Can I still be charged for any transactions attempted during this time?
VAL | [card_about_to_expire] | NO | Text: I'm looking to replace my existing card, can you tell me about the fees associated with getting a new one?
VAL | [getting_spare_card] | NO | Text: Can I request an additional card or a replacement card if I've lost or damaged my current one?
VAL | [why_verify_identity] | NO | Text: Can you please explain why I need to verify my account?
VAL | [lost_or_stolen_card] | YES | Text: I'd like to report my card as stolen and request it be blocked or deactivated immediately to prevent any unauthorized transactions. I'd appreciate it if this could be done as soon as possible.
VAL | [card_arrival] | NO | Text: Can you assist me in locating my card?
VAL | [getting_spare_card] | YES | Text: Can I request a new card to be added to my account?
