GEN | [country_support] | Orig: May I get one of your cards?  I live in the EU. -> Aug: Can I apply for a card that's available in the European Union? I'm a resident there.
GEN | [failed_transfer] | Orig: The transger I tried to make failed. -> Aug: The transfer I initiated did not go through.
GEN | [wrong_amount_of_cash_received] | Orig: how come when i asked for 100 it only gave me 20.00 in the app -> Aug: I was expecting to receive the full amount of $100, but instead, I only got $20.00 when I requested it through the app.
GEN | [country_support] | Orig: I'm in the EU. Can I get one of your cards? -> Aug: I'm a resident in the European Union. Can I apply for a credit card from your bank?
GEN | [card_not_working] | Orig: I seem to be unable to make any transactions. -> Aug: I'm having trouble making any purchases or transfers with my card.
GEN | [wrong_amount_of_cash_received] | Orig: Why can't I take $100 out -> Aug: I was expecting to receive $100 but I only got $50.
GEN | [country_support] | Orig: Is there anywhere  In the  Eu  this card can not be delivered in -> Aug: Can this card be delivered to all areas within the European Union, or are there any specific countries or regions where it may not be possible?
GEN | [country_support] | Orig: I am in the EU. Can I get one of your cards? -> Aug: I am a resident in the European Union. Can I apply for a card from your bank?
GEN | [declined_cash_withdrawal] | Orig: I entered the correct pin but I still couldnt get funds. -> Aug: I attempted to withdraw cash, but despite entering my PIN correctly, the transaction was declined.
GEN | [passcode_forgotten] | Orig: I don't know the code for the app. -> Aug: I've forgotten my app passcode.
GEN | [top_up_limits] | Orig: It seems I need to get information on limits for top-ups. -> Aug: I'd like to know more about the limits for making top-up transactions.
GEN | [supported_cards_and_currencies] | Orig: My card wants to be topped what do you guys support? -> Aug: What payment methods and currencies do you accept for card reloads or top-ups?
GEN | [virtual_card_not_working] | Orig: Can I use my virtual card to complete transactions for memberships? -> Aug: Can I use my virtual credit card to make payments for subscription services?
GEN | [cash_withdrawal_charge] | Orig: Do you charge for cash withdrawals?  I want to get my hands on my own money and you appear to be charging me for the pleasure! Why is this, you'd never get this with my high street bank! -> Aug: Are there any fees associated with making a cash withdrawal from your account? I'm surprised to see that you're charging me for accessing my own funds, whereas my local bank doesn't charge me for this service. Can you explain why this is the case?
GEN | [top_up_reverted] | Orig: It's only been a few weeks my my top-up got cancelled -> Aug: My recent top-up was reversed, and I'm wondering why it was cancelled so soon after processing.
GEN | [country_support] | Orig: I would like to get your card in EU. Is that possible? -> Aug: I would like to obtain your card in the European Union. Is this feasible?
GEN | [top_up_limits] | Orig: I need to add a serious amount of cash to my card, how do I do that? -> Aug: I'd like to increase my credit limit on my card, could you guide me through the process?
GEN | [card_delivery_estimate] | Orig: i need to expedite my card -> Aug: I'd be happy to assist you with estimating the delivery time for your card. Can you please provide me with your card's tracking number or the order number so I can look into it for you?
GEN | [pin_blocked] | Orig: How many incorrect attempts cause card to be blocked? -> Aug: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
GEN | [order_physical_card] | Orig: Where do you export the cards to? -> Aug: Can you please provide the shipping address for the physical card I'd like to order?
GEN | [verify_my_identity] | Orig: im worried about fraud how do you protect my account -> Aug: I'm concerned about potential security risks, can you confirm my identity to ensure my account is secure?
GEN | [getting_spare_card] | Orig: Can another family member hold a card for this account in addition to mine? -> Aug: Can I have a spare card issued for this account, in addition to the one I already have?
GEN | [topping_up_by_card] | Orig: I wasn't able to use my top up card because the money I put on there wasn't there anymore -> Aug: I'm having trouble using my card to add funds because the balance I loaded onto it seems to have disappeared
GEN | [top_up_by_cash_or_cheque] | Orig: Can I purchase with cash or cheque? -> Aug: May I pay for my transaction using cash or by cheque?
GEN | [why_verify_identity] | Orig: Why do I have to give you my drivers license -> Aug: We verify your identity to ensure the security and integrity of your account and transactions. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: what are weekend rates for getting cash -> Aug: I was expecting a better exchange rate for the cash withdrawal on weekends, but the rate you provided seems incorrect.
GEN | [pending_cash_withdrawal] | Orig: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. -> Aug: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the amount I didn't receive?
GEN | [card_acceptance] | Orig: Can I use my card for online payments? -> Aug: Is my credit card accepted for online transactions?
GEN | [pending_top_up] | Orig: how long should i expect to wait when i add money -> Aug: what's the typical processing time for a pending top-up?
GEN | [virtual_card_not_working] | Orig: I can't do any business with this virtual card. -> Aug: I'm unable to complete any transactions with this virtual card.
GEN | [pending_transfer] | Orig: I have an outgoing transaction -> Aug: I'm waiting for an outgoing transfer to be processed
GEN | [top_up_failed] | Orig: I can't add any more money. -> Aug: I'm unable to make a successful top-up.
GEN | [pending_top_up] | Orig: I have a new card and I can't add money to it.  I tried about 30 minutes ago and it is still pending.  What do I do? -> Aug: I've just received my new card and I'm having trouble topping it up. The transaction I initiated about 30 minutes ago is still pending. Can you help me resolve this issue?
GEN | [card_payment_wrong_exchange_rate] | Orig: What is your exchange rate between UK pounds and Russian rubles for my last transaction -> Aug: I'd like to know the exchange rate used for the conversion of UK pounds to Russian rubles in my recent transaction.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I use a check to get gas? -> Aug: Can I use a cheque to top up my account?
VAL | [country_support] | YES | Text: Can I apply for a card that's available in the European Union? I'm a resident there.
VAL | [failed_transfer] | YES | Text: The transfer I initiated did not go through.
VAL | [wrong_amount_of_cash_received] | YES | Text: I was expecting to receive the full amount of $100, but instead, I only got $20.00 when I requested it through the app.
VAL | [country_support] | NO | Text: I'm a resident in the European Union. Can I apply for a credit card from your bank?
VAL | [card_not_working] | YES | Text: I'm having trouble making any purchases or transfers with my card.
VAL | [wrong_amount_of_cash_received] | YES | Text: I was expecting to receive $100 but I only got $50.
VAL | [country_support] | YES | Text: Can this card be delivered to all areas within the European Union, or are there any specific countries or regions where it may not be possible?
VAL | [country_support] | YES | Text: I am a resident in the European Union. Can I apply for a card from your bank?
VAL | [declined_cash_withdrawal] | YES | Text: I attempted to withdraw cash, but despite entering my PIN correctly, the transaction was declined.
VAL | [passcode_forgotten] | YES | Text: I've forgotten my app passcode.
VAL | [top_up_limits] | YES | Text: I'd like to know more about the limits for making top-up transactions.
VAL | [supported_cards_and_currencies] | YES | Text: What payment methods and currencies do you accept for card reloads or top-ups?
VAL | [virtual_card_not_working] | NO | Text: Can I use my virtual credit card to make payments for subscription services?
VAL | [cash_withdrawal_charge] | NO | Text: Are there any fees associated with making a cash withdrawal from your account? I'm surprised to see that you're charging me for accessing my own funds, whereas my local bank doesn't charge me for this service. Can you explain why this is the case?
VAL | [top_up_reverted] | YES | Text: My recent top-up was reversed, and I'm wondering why it was cancelled so soon after processing.
VAL | [country_support] | YES | Text: I would like to obtain your card in the European Union. Is this feasible?
VAL | [top_up_limits] | YES | Text: I'd like to increase my credit limit on my card, could you guide me through the process?
VAL | [card_delivery_estimate] | NO | Text: I'd be happy to assist you with estimating the delivery time for your card. Can you please provide me with your card's tracking number or the order number so I can look into it for you?
VAL | [pin_blocked] | NO | Text: What is the maximum number of incorrect PIN attempts allowed before my card is blocked?
VAL | [order_physical_card] | NO | Text: Can you please provide the shipping address for the physical card I'd like to order?
VAL | [verify_my_identity] | NO | Text: I'm concerned about potential security risks, can you confirm my identity to ensure my account is secure?
VAL | [getting_spare_card] | YES | Text: Can I have a spare card issued for this account, in addition to the one I already have?
VAL | [topping_up_by_card] | NO | Text: I'm having trouble using my card to add funds because the balance I loaded onto it seems to have disappeared
VAL | [top_up_by_cash_or_cheque] | YES | Text: May I pay for my transaction using cash or by cheque?
VAL | [why_verify_identity] | YES | Text: We verify your identity to ensure the security and integrity of your account and transactions. This is a standard security measure to prevent unauthorized access and protect your personal and financial information.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was expecting a better exchange rate for the cash withdrawal on weekends, but the rate you provided seems incorrect.
VAL | [pending_cash_withdrawal] | YES | Text: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the amount I didn't receive?
VAL | [card_acceptance] | YES | Text: Is my credit card accepted for online transactions?
VAL | [pending_top_up] | YES | Text: what's the typical processing time for a pending top-up?
VAL | [virtual_card_not_working] | YES | Text: I'm unable to complete any transactions with this virtual card.
VAL | [pending_transfer] | YES | Text: I'm waiting for an outgoing transfer to be processed
VAL | [top_up_failed] | YES | Text: I'm unable to make a successful top-up.
VAL | [pending_top_up] | YES | Text: I've just received my new card and I'm having trouble topping it up. The transaction I initiated about 30 minutes ago is still pending. Can you help me resolve this issue?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'd like to know the exchange rate used for the conversion of UK pounds to Russian rubles in my recent transaction.
VAL | [top_up_by_cash_or_cheque] | NO | Text: Can I use a cheque to top up my account?
