GEN | [card_not_working] | Orig: Did you deactivate my card it's not working anymore -> Aug: My card stopped working after I think I accidentally deactivated it
GEN | [fiat_currency_support] | Orig: Does my account have the option to hold multiple currencies? -> Aug: Can I have multiple currencies in my account?
GEN | [transfer_fee_charged] | Orig: who charged my card -> Aug: who is responsible for the fee charged to my card
GEN | [exchange_charge] | Orig: What commission do you take for currency exchage? -> Aug: What is the fee for exchanging currencies?
GEN | [top_up_by_card_charge] | Orig: how much does it cost to add money -> Aug: what is the charge for topping up my card?
GEN | [verify_source_of_funds] | Orig: My funds must be verified -> Aug: We need to confirm the origin of your funds
GEN | [getting_spare_card] | Orig: Can my daughter also have a card issued in her name, but linked to my account? -> Aug: Can I request a spare card in my daughter's name, which will be linked to my existing account?
GEN | [top_up_by_card_charge] | Orig: is it free to add money to my card -> Aug: Is there a fee associated with topping up my card balance using my card?
GEN | [pin_blocked] | Orig: When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored? -> Aug: I accidentally entered my PIN incorrectly while trying to make a transaction and now my card is blocked. Can you please help me unblock it?
GEN | [fiat_currency_support] | Orig: Do you deal with EUR? -> Aug: Do you support transactions in euros?
GEN | [top_up_by_bank_transfer_charge] | Orig: Does it cost me to add cash? -> Aug: Is there a fee for topping up my account via bank transfer?
GEN | [card_payment_fee_charged] | Orig: Do you have charges now when you pay with a card? -> Aug: Are there any fees associated with using a credit or debit card for payment?
GEN | [why_verify_identity] | Orig: Do you need my birthdate? -> Aug: Can you confirm your identity by providing your birthdate?
GEN | [card_payment_not_recognised] | Orig: I do not recognise the card payment. -> Aug: I'm not familiar with the card payment that was made.
GEN | [direct_debit_payment_not_recognised] | Orig: I have not used my card all day, however, there is an unusual payment showing in my app.  I would like to have that amount reimbursed. -> Aug: I'm showing an unexpected payment in my account, and I didn't make the transaction. Can you help me reverse the charge?
GEN | [topping_up_by_card] | Orig: Hoe do i use my credit card to transfer money? -> Aug: I'd like to know how to use my credit card to add funds to my account.
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've already finished the 3D secure verification process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
GEN | [lost_or_stolen_card] | Orig: My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately? -> Aug: I misplaced my card while traveling and I'm not sure where it is. Can you assist me in resolving this issue as soon as possible?
GEN | [getting_virtual_card] | Orig: I haven't received my virtual card yet, do yo know why? -> Aug: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
GEN | [card_payment_not_recognised] | Orig: I've never been to that store.  That's a fraudulent charge. -> Aug: I'm not familiar with that merchant. This transaction seems suspicious.
GEN | [wrong_amount_of_cash_received] | Orig: My cash received does not match what has been requested -> Aug: The amount of cash I received is not what I was expecting.
GEN | [pending_top_up] | Orig: I already paid to top-up but the funds aren't available yet, where are they? -> Aug: I made a payment to top-up my account, but the funds are still pending, can you please help me track the status?
GEN | [fiat_currency_support] | Orig: What kind of money can I hold? -> Aug: What types of fiat currencies can I store in my account?
GEN | [verify_top_up] | Orig: What can I do to verify my card? -> Aug: How can I confirm my card details for a successful top-up?
GEN | [beneficiary_not_allowed] | Orig: I need to transfer to my account and cant. -> Aug: I'm trying to transfer funds to my account, but it's not allowing me to.
GEN | [order_physical_card] | Orig: Do I get a card to keep in my wallet? -> Aug: Can I request a physical card to carry with me?
GEN | [lost_or_stolen_card] | Orig: My card is lost!  Please help me! -> Aug: I've misplaced my card and I need assistance in replacing it as soon as possible.
GEN | [failed_transfer] | Orig: Is there a problem with your system being down or something? I have already tried 5 times to issue a standard transfer but I'm getting nowhere. -> Aug: I've been trying to initiate a standard transfer for hours, but it keeps failing. Is there an issue with your system or is it a problem on my end?
GEN | [pin_blocked] | Orig: I attempted to enter my pin to many times. -> Aug: I've tried to enter my PIN multiple times, but it's still not accepting it.
GEN | [top_up_by_bank_transfer_charge] | Orig: Will there be a charge when money is added to my account? -> Aug: Are there any fees associated with transferring funds from my bank account to top up my account balance?
GEN | [topping_up_by_card] | Orig: Transferring money using credit card -> Aug: Adding funds to your account using your credit card
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I was overcharged at an ATM while on vacation. I needed cash so I had to use it, but your charges are outregous and I wish I would have known beforehand. -> Aug: I was surprised to find that the exchange rate was incorrect when I withdrew cash from an ATM while traveling abroad. I had to use the service, but I'm disappointed that I wasn't informed about the rate beforehand.
GEN | [passcode_forgotten] | Orig: I can't log in -> Aug: I forgot my passcode and I'm unable to access my account
GEN | [card_not_working] | Orig: Why doesn't my card work for any transactions? -> Aug: Why is my credit card not functioning for any purchases or payments?
VAL | [card_not_working] | YES | Text: My card stopped working after I think I accidentally deactivated it
VAL | [fiat_currency_support] | NO | Text: Can I have multiple currencies in my account?
VAL | [transfer_fee_charged] | YES | Text: who is responsible for the fee charged to my card
VAL | [exchange_charge] | YES | Text: What is the fee for exchanging currencies?
VAL | [top_up_by_card_charge] | YES | Text: what is the charge for topping up my card?
VAL | [verify_source_of_funds] | YES | Text: We need to confirm the origin of your funds
VAL | [getting_spare_card] | YES | Text: Can I request a spare card in my daughter's name, which will be linked to my existing account?
VAL | [top_up_by_card_charge] | YES | Text: Is there a fee associated with topping up my card balance using my card?
VAL | [pin_blocked] | NO | Text: I accidentally entered my PIN incorrectly while trying to make a transaction and now my card is blocked. Can you please help me unblock it?
VAL | [fiat_currency_support] | YES | Text: Do you support transactions in euros?
VAL | [top_up_by_bank_transfer_charge] | YES | Text: Is there a fee for topping up my account via bank transfer?
VAL | [card_payment_fee_charged] | NO | Text: Are there any fees associated with using a credit or debit card for payment?
VAL | [why_verify_identity] | NO | Text: Can you confirm your identity by providing your birthdate?
VAL | [card_payment_not_recognised] | YES | Text: I'm not familiar with the card payment that was made.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm showing an unexpected payment in my account, and I didn't make the transaction. Can you help me reverse the charge?
VAL | [topping_up_by_card] | NO | Text: I'd like to know how to use my credit card to add funds to my account.
VAL | [top_up_reverted] | YES | Text: I've already finished the 3D secure verification process, but the crypto top-up still isn't working for me. I'm also confused about what happened to the funds in my account.
VAL | [lost_or_stolen_card] | YES | Text: I misplaced my card while traveling and I'm not sure where it is. Can you assist me in resolving this issue as soon as possible?
VAL | [getting_virtual_card] | YES | Text: I'm still waiting to receive my virtual card, could you please help me figure out why it hasn't arrived?
VAL | [card_payment_not_recognised] | NO | Text: I'm not familiar with that merchant. This transaction seems suspicious.
VAL | [wrong_amount_of_cash_received] | YES | Text: The amount of cash I received is not what I was expecting.
VAL | [pending_top_up] | YES | Text: I made a payment to top-up my account, but the funds are still pending, can you please help me track the status?
VAL | [fiat_currency_support] | YES | Text: What types of fiat currencies can I store in my account?
VAL | [verify_top_up] | NO | Text: How can I confirm my card details for a successful top-up?
VAL | [beneficiary_not_allowed] | YES | Text: I'm trying to transfer funds to my account, but it's not allowing me to.
VAL | [order_physical_card] | YES | Text: Can I request a physical card to carry with me?
VAL | [lost_or_stolen_card] | YES | Text: I've misplaced my card and I need assistance in replacing it as soon as possible.
VAL | [failed_transfer] | YES | Text: I've been trying to initiate a standard transfer for hours, but it keeps failing. Is there an issue with your system or is it a problem on my end?
VAL | [pin_blocked] | YES | Text: I've tried to enter my PIN multiple times, but it's still not accepting it.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any fees associated with transferring funds from my bank account to top up my account balance?
VAL | [topping_up_by_card] | YES | Text: Adding funds to your account using your credit card
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: I was surprised to find that the exchange rate was incorrect when I withdrew cash from an ATM while traveling abroad. I had to use the service, but I'm disappointed that I wasn't informed about the rate beforehand.
VAL | [passcode_forgotten] | YES | Text: I forgot my passcode and I'm unable to access my account
VAL | [card_not_working] | YES | Text: Why is my credit card not functioning for any purchases or payments?
