GEN | [unable_to_verify_identity] | Orig: I am not recognized by the app. -> Aug: We're having trouble verifying your identity through our system.
GEN | [visa_or_mastercard] | Orig: Please help me get a Visa card. -> Aug: Please assist me in obtaining a Mastercard.
GEN | [terminate_account] | Orig: I would like to invalidate my account.  I am very disappointed with your services. -> Aug: I'm requesting to cancel my account due to dissatisfaction with your services.
GEN | [terminate_account] | Orig: I need to close my account as soon as possible. -> Aug: I'd like to cancel my account immediately.
GEN | [visa_or_mastercard] | Orig: Can I select my card scheme or do you choose it for me? -> Aug: Do you automatically assign the payment method or do I have the option to choose between Visa or Mastercard?
GEN | [beneficiary_not_allowed] | Orig: I cant transfer money into my account -> Aug: I'm trying to add a new payee, but it's not allowing me to do so.
GEN | [age_limit] | Orig: Can I get an account for my son? -> Aug: Can I open an account for my minor child?
GEN | [transfer_not_received_by_recipient] | Orig: I sent money to my family last Friday but they don't have it. -> Aug: I transferred funds to my relative on Friday, but they're still waiting to receive it.
GEN | [card_acceptance] | Orig: How do I know where I can use my card? -> Aug: What are the places where I can use my card for transactions?
GEN | [visa_or_mastercard] | Orig: Can I get the Mastercard? -> Aug: Can I obtain the Visa or Mastercard?
GEN | [balance_not_updated_after_bank_transfer] | Orig: I did a transfer but the balance is the same. -> Aug: I made a transfer, but my account balance hasn't been updated.
GEN | [supported_cards_and_currencies] | Orig: can i use my mastercard to add money to my account -> Aug: We accept Mastercard as a supported payment method for adding funds to your account.
GEN | [failed_transfer] | Orig: I am trying to transfer money and something is going wrong. -> Aug: I'm having trouble completing a transfer and need assistance resolving the issue.
GEN | [declined_transfer] | Orig: How do I make my transfer go through -> Aug: Why was my transfer declined and how can I resolve the issue?
GEN | [exchange_charge] | Orig: Is there any cost to change foreign money to local? -> Aug: Are there any fees associated with exchanging foreign currency for local currency?
GEN | [transfer_not_received_by_recipient] | Orig: I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked. -> Aug: I made a domestic transfer two days ago, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
GEN | [top_up_by_bank_transfer_charge] | Orig: Do I get charged if I am receiving money? -> Aug: Are there any bank transfer charges when I receive a top-up?
GEN | [transfer_not_received_by_recipient] | Orig: I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already. -> Aug: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Can you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
GEN | [card_payment_fee_charged] | Orig: Why do I have to pay extra for using my card? -> Aug: Can you explain why I'm being charged a fee for using my credit/debit card for this transaction?
GEN | [extra_charge_on_statement] | Orig: Why is there a pending hold on one pound on my statement? -> Aug: We noticed a small extra charge on your recent statement, and we'd like to clarify the reason behind it. Can you please review your statement and let us know if you have any questions or concerns about the additional fee?
GEN | [topping_up_by_card] | Orig: Can a credit card be used to transfer money? -> Aug: Can I use my credit card to add funds to my account?
GEN | [compromised_card] | Orig: There's a possibility that my card was compromised. -> Aug: I'm concerned that my credit card might have been compromised.
GEN | [failed_transfer] | Orig: I couldnt transfer money from my account. -> Aug: I attempted to make a transfer from my account, but it didn't go through.
GEN | [top_up_by_cash_or_cheque] | Orig: how do i find top up for cash deposit -> Aug: where can i make a cash deposit to top up my account?
GEN | [card_not_working] | Orig: Need help to get my card to work. -> Aug: Having trouble getting my card to function properly.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is it taking so long for my money to appear in my account? I have been waiting a week! -> Aug: I've deposited a cheque and my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect in my account?
GEN | [atm_support] | Orig: how do I know where I can get money withdrawn? -> Aug: where can I withdraw cash from an ATM near me?
GEN | [terminate_account] | Orig: I no longer want this account, what should I do? -> Aug: I'd like to close my account, please guide me through the process.
GEN | [transfer_into_account] | Orig: Can I withdraw money from another bank and transfer it into my empty account? -> Aug: Can I transfer funds from another bank into my account, which currently has no balance?
GEN | [exchange_charge] | Orig: Exchange fee help? -> Aug: Can you assist me with the exchange fee?
GEN | [card_swallowed] | Orig: I can't get my card out of the ATM -> Aug: I swallowed my card while trying to get it out of the ATM
GEN | [card_payment_fee_charged] | Orig: What are the fees imposed when I make a transaction? -> Aug: Can you tell me about the charges I'll be charged for processing a payment?
GEN | [pending_top_up] | Orig: Is there a problem with the top up system? My transaction hasn't gone through properly -> Aug: Why hasn't my recent top-up been processed? I'm concerned that there might be an issue with the system.
GEN | [failed_transfer] | Orig: please help my transfer go through -> Aug: can you assist me in completing my transfer?
GEN | [card_arrival] | Orig: What's go on, where is my new card? -> Aug: When can I expect to receive my new card?
GEN | [exchange_charge] | Orig: What is the fee for accepting money from a foreign country? -> Aug: Can you please inform me about the exchange charge for receiving an international payment?
GEN | [topping_up_by_card] | Orig: I need to transfer some money, can I use my credit card? -> Aug: I'd like to add some funds to my account using my credit card.
VAL | [unable_to_verify_identity] | YES | Text: We're having trouble verifying your identity through our system.
VAL | [visa_or_mastercard] | NO | Text: Please assist me in obtaining a Mastercard.
VAL | [terminate_account] | YES | Text: I'm requesting to cancel my account due to dissatisfaction with your services.
VAL | [terminate_account] | YES | Text: I'd like to cancel my account immediately.
VAL | [visa_or_mastercard] | NO | Text: Do you automatically assign the payment method or do I have the option to choose between Visa or Mastercard?
VAL | [beneficiary_not_allowed] | NO | Text: I'm trying to add a new payee, but it's not allowing me to do so.
VAL | [age_limit] | YES | Text: Can I open an account for my minor child?
VAL | [transfer_not_received_by_recipient] | YES | Text: I transferred funds to my relative on Friday, but they're still waiting to receive it.
VAL | [card_acceptance] | YES | Text: What are the places where I can use my card for transactions?
VAL | [visa_or_mastercard] | YES | Text: Can I obtain the Visa or Mastercard?
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: I made a transfer, but my account balance hasn't been updated.
VAL | [supported_cards_and_currencies] | YES | Text: We accept Mastercard as a supported payment method for adding funds to your account.
VAL | [failed_transfer] | YES | Text: I'm having trouble completing a transfer and need assistance resolving the issue.
VAL | [declined_transfer] | NO | Text: Why was my transfer declined and how can I resolve the issue?
VAL | [exchange_charge] | YES | Text: Are there any fees associated with exchanging foreign currency for local currency?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer two days ago, but the recipient hasn't received it yet. Can you look into this for me? I've double-checked the account number to ensure it's correct.
VAL | [top_up_by_bank_transfer_charge] | NO | Text: Are there any bank transfer charges when I receive a top-up?
VAL | [transfer_not_received_by_recipient] | YES | Text: I made a domestic transfer a few days ago, but the recipient hasn't received it yet. Can you look into this and let me know what's causing the delay? I've double-checked the account number to ensure it's correct.
VAL | [card_payment_fee_charged] | YES | Text: Can you explain why I'm being charged a fee for using my credit/debit card for this transaction?
VAL | [extra_charge_on_statement] | NO | Text: We noticed a small extra charge on your recent statement, and we'd like to clarify the reason behind it. Can you please review your statement and let us know if you have any questions or concerns about the additional fee?
VAL | [topping_up_by_card] | YES | Text: Can I use my credit card to add funds to my account?
VAL | [compromised_card] | YES | Text: I'm concerned that my credit card might have been compromised.
VAL | [failed_transfer] | YES | Text: I attempted to make a transfer from my account, but it didn't go through.
VAL | [top_up_by_cash_or_cheque] | NO | Text: where can i make a cash deposit to top up my account?
VAL | [card_not_working] | YES | Text: Having trouble getting my card to function properly.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | YES | Text: I've deposited a cheque and my account balance still hasn't been updated. Can you please look into this and let me know when I can expect the funds to reflect in my account?
VAL | [atm_support] | NO | Text: where can I withdraw cash from an ATM near me?
VAL | [terminate_account] | YES | Text: I'd like to close my account, please guide me through the process.
VAL | [transfer_into_account] | YES | Text: Can I transfer funds from another bank into my account, which currently has no balance?
VAL | [exchange_charge] | YES | Text: Can you assist me with the exchange fee?
VAL | [card_swallowed] | YES | Text: I swallowed my card while trying to get it out of the ATM
VAL | [card_payment_fee_charged] | YES | Text: Can you tell me about the charges I'll be charged for processing a payment?
VAL | [pending_top_up] | YES | Text: Why hasn't my recent top-up been processed? I'm concerned that there might be an issue with the system.
VAL | [failed_transfer] | YES | Text: can you assist me in completing my transfer?
VAL | [card_arrival] | NO | Text: When can I expect to receive my new card?
VAL | [exchange_charge] | YES | Text: Can you please inform me about the exchange charge for receiving an international payment?
VAL | [topping_up_by_card] | YES | Text: I'd like to add some funds to my account using my credit card.
