GEN | [top_up_limits] | Orig: Is there any amount in which I would get cut off from topping up? -> Aug: What is the maximum amount I can top up my account before being restricted?
GEN | [top_up_by_card_charge] | Orig: Can I get information on topping up? -> Aug: How do I add funds to my account using my card?
GEN | [direct_debit_payment_not_recognised] | Orig: People are using my debit card - help! -> Aug: We've received a payment attempt from your debit card, but it's not being recognized as a direct debit payment. Can you please check your account and confirm the payment details?
GEN | [top_up_limits] | Orig: I need someone to assist me with explaining how much I can top-up. -> Aug: I'd like to know the maximum amount I can top up my account.
GEN | [atm_support] | Orig: How do I know it is a Mastercard ATM? -> Aug: What are the ways to identify a Mastercard ATM?
GEN | [top_up_limits] | Orig: How can I information on my limit for top-ups? -> Aug: Inquire about the current limit for making top-up transactions?
GEN | [top_up_failed] | Orig: It does not appear that my message went through. -> Aug: It seems that my top-up request was not processed successfully.
GEN | [declined_card_payment] | Orig: I couldn't pay with my card -> Aug: Your payment was declined due to an issue with your card.
GEN | [direct_debit_payment_not_recognised] | Orig: Is there a way for you to find out why my account was deducted from a seller when I didn't approve of it? -> Aug: We're investigating an unusual direct debit payment that was made from your account without your consent. Can you please provide more details about the transaction, such as the date, amount, and the merchant's name, so we can look into this further?
GEN | [topping_up_by_card] | Orig: Can I let other people have access to my account in order to top up? -> Aug: Can I authorize someone else to make a card payment to top up my account?
GEN | [pending_cash_withdrawal] | Orig: My last ATM request did not go through due to a declined card. Please cancel the request on my account. -> Aug: I'm still waiting for the outcome of my previous cash withdrawal request, but it seems it was declined due to a card issue. Could you please cancel the pending request and let me know the status of my account?
GEN | [card_acceptance] | Orig: What kind of businesses will take my card? -> Aug: What types of merchants accept my credit/debit card?
GEN | [get_disposable_virtual_card] | Orig: Please send me a disposable virtual card. -> Aug: Can you provide me with a disposable virtual card?
GEN | [card_not_working] | Orig: Why won't the machine accept my card anymore? -> Aug: Why is my card not being recognized by the payment terminal?
GEN | [disposable_card_limits] | Orig: A friend was telling me about her disposable cards. What would I have to do to be able to get that feature? -> Aug: Can you tell me more about the disposable card limits she mentioned? I'd be happy to help you understand how to set up or use that feature on your account.
GEN | [verify_source_of_funds] | Orig: Where is my top-up generated from? -> Aug: Can you please confirm the source of the funds used for the recent top-up transaction?
GEN | [age_limit] | Orig: What about my children? -> Aug: Are you referring to the age restrictions for minors?
GEN | [card_acceptance] | Orig: Can I tell what business will take this card? -> Aug: Is there a specific merchant or business that accepts this card?
GEN | [getting_spare_card] | Orig: Please tell me if I'm going to be charged for sending out more cards? -> Aug: Can I request a spare card without incurring any additional fees?
GEN | [reverted_card_payment?] | Orig: Hello, I was contacted by a seller who let me know my money didn't come through on their side. It most certainly came out of my account so I need this looked at immediately because now it has been returned to me! -> Aug: I'm concerned about a payment that was deducted from my account but didn't reach the seller's end. They've informed me that the transaction was unsuccessful, and the funds have been reversed back to my account. Can you please investigate this issue as soon as possible?
GEN | [card_payment_not_recognised] | Orig: Is there any way to know how the transaction got on my account? -> Aug: I'm trying to figure out why a recent payment didn't show up on my account statement.
GEN | [virtual_card_not_working] | Orig: Please help me.  My disposable virtual card won't work right. -> Aug: I'm having trouble with my virtual card. It's not functioning properly and I need assistance resolving the issue.
GEN | [atm_support] | Orig: How do I withdraw money? -> Aug: What are the steps to withdraw cash from an ATM?
GEN | [beneficiary_not_allowed] | Orig: I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages. -> Aug: I'm trying to transfer funds to my sister, but I keep getting error messages, and I'm not sure why it's not going through.
GEN | [top_up_limits] | Orig: Do you limit my top-offs? -> Aug: Can I top up my limits?
GEN | [compromised_card] | Orig: My card must have used my card as there are some transactions that I haven't done myself.. -> Aug: I'm concerned that someone has accessed my account because I've noticed transactions on my statement that I didn't authorize.
GEN | [declined_transfer] | Orig: How can I find a way to transfer money without it being rejected? -> Aug: I'm having trouble completing a transfer and it keeps getting declined. Can you help me identify the issue and find an alternative solution?
GEN | [failed_transfer] | Orig: A mortgage payment I'm making is giving me an error message.  This is the first time I'm making this payment and want to know what's wrong. -> Aug: I'm trying to make a mortgage payment for the first time, but I'm getting an error message. Can you help me figure out what's going wrong?
GEN | [card_swallowed] | Orig: I was removing a dollar amount from my account and now don't have access to my card. -> Aug: I accidentally swallowed my card while trying to remove a transaction from my account and now I'm unable to access it.
GEN | [top_up_by_cash_or_cheque] | Orig: I can't find how to top up my account with a check.  Where is that? -> Aug: I'm having trouble finding the option to add funds to my account using a cheque. Can you please guide me on how to do it?
GEN | [card_acceptance] | Orig: Is the card welcomed by everybody? -> Aug: Is the card accepted by all merchants?
GEN | [lost_or_stolen_card] | Orig: I lost my card n need a new one. -> Aug: I misplaced my credit card and would like to report it lost and request a replacement.
GEN | [get_disposable_virtual_card] | Orig: I need a single use card for shopping online -> Aug: I'm looking for a temporary virtual card for a one-time purchase online.
GEN | [reverted_card_payment?] | Orig: Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card? -> Aug: Ive been having issues with my card transactions for the past fortnight, as every time I try to make an online purchase, the payment gets reversed back to my account. Could there be a problem with my card itself?
GEN | [failed_transfer] | Orig: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! -> Aug: I'm having trouble transferring funds to another bank account. Despite having sufficient funds, I've been denied the transfer multiple times. I've tried initiating the transfer five times already, but it keeps getting rejected. Is there an issue with the receiving bank or is there something else I'm missing?
VAL | [top_up_limits] | YES | Text: What is the maximum amount I can top up my account before being restricted?
VAL | [top_up_by_card_charge] | YES | Text: How do I add funds to my account using my card?
VAL | [direct_debit_payment_not_recognised] | YES | Text: We've received a payment attempt from your debit card, but it's not being recognized as a direct debit payment. Can you please check your account and confirm the payment details?
VAL | [top_up_limits] | YES | Text: I'd like to know the maximum amount I can top up my account.
VAL | [atm_support] | NO | Text: What are the ways to identify a Mastercard ATM?
VAL | [top_up_limits] | YES | Text: Inquire about the current limit for making top-up transactions?
VAL | [top_up_failed] | YES | Text: It seems that my top-up request was not processed successfully.
VAL | [declined_card_payment] | YES | Text: Your payment was declined due to an issue with your card.
VAL | [direct_debit_payment_not_recognised] | YES | Text: We're investigating an unusual direct debit payment that was made from your account without your consent. Can you please provide more details about the transaction, such as the date, amount, and the merchant's name, so we can look into this further?
VAL | [topping_up_by_card] | YES | Text: Can I authorize someone else to make a card payment to top up my account?
VAL | [pending_cash_withdrawal] | NO | Text: I'm still waiting for the outcome of my previous cash withdrawal request, but it seems it was declined due to a card issue. Could you please cancel the pending request and let me know the status of my account?
VAL | [card_acceptance] | YES | Text: What types of merchants accept my credit/debit card?
VAL | [get_disposable_virtual_card] | YES | Text: Can you provide me with a disposable virtual card?
VAL | [card_not_working] | YES | Text: Why is my card not being recognized by the payment terminal?
VAL | [disposable_card_limits] | NO | Text: Can you tell me more about the disposable card limits she mentioned? I'd be happy to help you understand how to set up or use that feature on your account.
VAL | [verify_source_of_funds] | YES | Text: Can you please confirm the source of the funds used for the recent top-up transaction?
VAL | [age_limit] | NO | Text: Are you referring to the age restrictions for minors?
VAL | [card_acceptance] | YES | Text: Is there a specific merchant or business that accepts this card?
VAL | [getting_spare_card] | YES | Text: Can I request a spare card without incurring any additional fees?
VAL | [reverted_card_payment?] | YES | Text: I'm concerned about a payment that was deducted from my account but didn't reach the seller's end. They've informed me that the transaction was unsuccessful, and the funds have been reversed back to my account. Can you please investigate this issue as soon as possible?
VAL | [card_payment_not_recognised] | YES | Text: I'm trying to figure out why a recent payment didn't show up on my account statement.
VAL | [virtual_card_not_working] | YES | Text: I'm having trouble with my virtual card. It's not functioning properly and I need assistance resolving the issue.
VAL | [atm_support] | NO | Text: What are the steps to withdraw cash from an ATM?
VAL | [beneficiary_not_allowed] | NO | Text: I'm trying to transfer funds to my sister, but I keep getting error messages, and I'm not sure why it's not going through.
VAL | [top_up_limits] | NO | Text: Can I top up my limits?
VAL | [compromised_card] | YES | Text: I'm concerned that someone has accessed my account because I've noticed transactions on my statement that I didn't authorize.
VAL | [declined_transfer] | YES | Text: I'm having trouble completing a transfer and it keeps getting declined. Can you help me identify the issue and find an alternative solution?
VAL | [failed_transfer] | YES | Text: I'm trying to make a mortgage payment for the first time, but I'm getting an error message. Can you help me figure out what's going wrong?
VAL | [card_swallowed] | NO | Text: I accidentally swallowed my card while trying to remove a transaction from my account and now I'm unable to access it.
VAL | [top_up_by_cash_or_cheque] | YES | Text: I'm having trouble finding the option to add funds to my account using a cheque. Can you please guide me on how to do it?
VAL | [card_acceptance] | YES | Text: Is the card accepted by all merchants?
VAL | [lost_or_stolen_card] | YES | Text: I misplaced my credit card and would like to report it lost and request a replacement.
VAL | [get_disposable_virtual_card] | YES | Text: I'm looking for a temporary virtual card for a one-time purchase online.
VAL | [reverted_card_payment?] | YES | Text: Ive been having issues with my card transactions for the past fortnight, as every time I try to make an online purchase, the payment gets reversed back to my account. Could there be a problem with my card itself?
VAL | [failed_transfer] | YES | Text: I'm having trouble transferring funds to another bank account. Despite having sufficient funds, I've been denied the transfer multiple times. I've tried initiating the transfer five times already, but it keeps getting rejected. Is there an issue with the receiving bank or is there something else I'm missing?
