GEN | [cancel_transfer] | Orig: Help please!  My rent payment is coming out tomorrow and I made a payment mistake yesterday! Can you put in in the correct account? -> Aug: My rent payment is scheduled to go out tomorrow, but I made an error with the payment yesterday. Can you please cancel the incorrect transfer and redirect it to the correct account?
GEN | [reverted_card_payment?] | Orig: Under what condition will my payment revert? -> Aug: What circumstances would cause my payment to be reversed?
GEN | [Refund_not_showing_up] | Orig: how does my statement get updated so i know when a refund will reflect on my balance -> Aug: can you please let me know when my account will be credited with the refund and how I can verify the update on my statement?
GEN | [card_payment_fee_charged] | Orig: Is there a  way to  get around fees -> Aug: Can you help me avoid the payment processing fee on my recent transaction?
GEN | [direct_debit_payment_not_recognised] | Orig: Unusual direct deposit -> Aug: Unidentified direct debit payment
GEN | [card_delivery_estimate] | Orig: Can I have it by a certain date? -> Aug: Can you provide an estimated delivery date for my card?
GEN | [direct_debit_payment_not_recognised] | Orig: What do I do if there is an electronic debit that is not correct? -> Aug: I'm having trouble with an electronic direct debit that's not being recognized. What should I do?
GEN | [failed_transfer] | Orig: Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance. -> Aug: I'm in the process of buying a property and am attempting to complete a payment, but an error is occurring and I require assistance to resolve the issue.
GEN | [topping_up_by_card] | Orig: what happened to the money after i put in the wrong info and it got declined -> Aug: what happens when i enter incorrect details and my card topping-up attempt is declined?
GEN | [card_delivery_estimate] | Orig: how much to get my card in 2 days? -> Aug: Can you please provide an estimate of the delivery time for my card, specifically within a 2-day timeframe?
GEN | [card_payment_wrong_exchange_rate] | Orig: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? -> Aug: I'm concerned that the exchange rate applied to my recent card transaction is incorrect. Could you verify the current interbank exchange rate to ensure it's accurate?
GEN | [disposable_card_limits] | Orig: Help me create several temp cards every day. -> Aug: Can you assist me in generating multiple disposable cards daily?
GEN | [direct_debit_payment_not_recognised] | Orig: I need to dispute a direct debit. -> Aug: I'm trying to resolve an issue with a direct debit payment that wasn't recognized by my account.
GEN | [cancel_transfer] | Orig: How fast can you fix an error in payment?  I made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent. -> Aug: I need to cancel a transfer that was made in error yesterday and it's crucial that it's reversed by tomorrow as it's related to my rent payment.
GEN | [transfer_fee_charged] | Orig: I shouldn't be charged any fee for transferring . -> Aug: I'm surprised to see a fee applied to my transfer.
GEN | [direct_debit_payment_not_recognised] | Orig: I would like to dispute a direct debit transaction -> Aug: I'm trying to resolve an issue with a direct debit payment that was not recognized by my account.
GEN | [request_refund] | Orig: It's been some time ago that I placed an order and it just isn't coming. At this point just give me back my money because I'm not paying them. -> Aug: I've been waiting for a while now and my order still hasn't arrived. Can I get a refund for the amount I paid, as I'm no longer interested in pursuing the purchase.
GEN | [card_payment_not_recognised] | Orig: I didn't make a payment at this business. -> Aug: I attempted to make a payment at this merchant, but it was not successfully processed.
GEN | [direct_debit_payment_not_recognised] | Orig: How long after I receive my statement can I dispute payments on it? -> Aug: We've received your statement, but we're unable to locate a direct debit payment from your account. Can you please confirm the payment details and the date you made the payment, so we can assist you further?
GEN | [get_disposable_virtual_card] | Orig: I have heard about these disposable virtual cards but don't understand how they work. -> Aug: I'm interested in learning more about the process of obtaining a disposable virtual card. Can you explain how it works and how I can get one?
GEN | [reverted_card_payment?] | Orig: Hi, I am facing issue with my card payment while shopping online as payment is getting reverted. I am struggling with this issue around two weeks. Please advise. -> Aug: I'm having trouble with an online purchase, as the payment is being reversed. This has been happening for about two weeks now, and I'd appreciate any guidance on how to resolve this issue.
GEN | [card_delivery_estimate] | Orig: Can I pay more to get it deliver quicker? -> Aug: Is there an expedited shipping option available for a faster delivery of my card?
GEN | [failed_transfer] | Orig: I'm getting an error when trying to make a payment. I want to purchase a flat but my mortgage payment needs to go through. Can you help me? -> Aug: I'm having trouble completing a transaction to buy a property. My mortgage payment is stuck and I need assistance to resolve the issue.
GEN | [card_payment_fee_charged] | Orig: how do i avoid charges in the future -> Aug: what can i do to prevent being charged a fee on my next transaction?
GEN | [direct_debit_payment_not_recognised] | Orig: i would like to dispute a direct debit payment -> Aug: i'm disputing a direct debit payment that was taken from my account without my consent
GEN | [balance_not_updated_after_bank_transfer] | Orig: Balance is not up to date. -> Aug: My account balance is not reflecting the recent transfer I made.
GEN | [pending_cash_withdrawal] | Orig: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. -> Aug: I'm reviewing my account and noticed a pending withdrawal that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't dispense the funds due to a technical issue. Can you investigate this pending transaction and ensure I'm not charged for the amount I didn't receive?
GEN | [Refund_not_showing_up] | Orig: I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week! -> Aug: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I haven't received my refund. I've reached out to the seller, but they haven't taken any action. It's been a week now, and I'm still waiting for my money back.
GEN | [top_up_reverted] | Orig: I refilled my account balance but got an error message. -> Aug: I attempted to add funds to my account, but the transaction was unsuccessful and I received an error notification.
GEN | [card_payment_not_recognised] | Orig: I need to cancel my card.  There are a few charges from a couple days ago that I didn't make.  Can I get credit for these charges? -> Aug: I'm trying to dispute a recent charge on my card. I didn't make the purchase, and I'd like to reverse the transaction and get a refund.
GEN | [declined_card_payment] | Orig: A shop I go to didn't let me pay. -> Aug: Your recent payment attempt at the mentioned shop was declined due to an issue with your card.
GEN | [top_up_by_card_charge] | Orig: I topped off my card is that something you will charge me for? -> Aug: I'm wondering if there's a fee associated with topping up my card using a charge?
GEN | [lost_or_stolen_phone] | Orig: phone is at a hotel, can i still use app -> Aug: I left my phone at a hotel and was wondering if I can still access the app.
GEN | [top_up_failed] | Orig: My money I added isn't on my card. -> Aug: The funds I attempted to add are not showing up on my card.
GEN | [card_payment_fee_charged] | Orig: I had to pay money for paying with my card. -> Aug: I was charged a fee for using my credit card for the transaction.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: My rate is not right when I used my card in a different country's money. -> Aug: The exchange rate I got when I withdrew cash with my card in a foreign country is incorrect.
VAL | [cancel_transfer] | YES | Text: My rent payment is scheduled to go out tomorrow, but I made an error with the payment yesterday. Can you please cancel the incorrect transfer and redirect it to the correct account?
VAL | [reverted_card_payment?] | YES | Text: What circumstances would cause my payment to be reversed?
VAL | [Refund_not_showing_up] | NO | Text: can you please let me know when my account will be credited with the refund and how I can verify the update on my statement?
VAL | [card_payment_fee_charged] | YES | Text: Can you help me avoid the payment processing fee on my recent transaction?
VAL | [direct_debit_payment_not_recognised] | NO | Text: Unidentified direct debit payment
VAL | [card_delivery_estimate] | YES | Text: Can you provide an estimated delivery date for my card?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm having trouble with an electronic direct debit that's not being recognized. What should I do?
VAL | [failed_transfer] | YES | Text: I'm in the process of buying a property and am attempting to complete a payment, but an error is occurring and I require assistance to resolve the issue.
VAL | [topping_up_by_card] | NO | Text: what happens when i enter incorrect details and my card topping-up attempt is declined?
VAL | [card_delivery_estimate] | YES | Text: Can you please provide an estimate of the delivery time for my card, specifically within a 2-day timeframe?
VAL | [card_payment_wrong_exchange_rate] | YES | Text: I'm concerned that the exchange rate applied to my recent card transaction is incorrect. Could you verify the current interbank exchange rate to ensure it's accurate?
VAL | [disposable_card_limits] | YES | Text: Can you assist me in generating multiple disposable cards daily?
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to resolve an issue with a direct debit payment that wasn't recognized by my account.
VAL | [cancel_transfer] | NO | Text: I need to cancel a transfer that was made in error yesterday and it's crucial that it's reversed by tomorrow as it's related to my rent payment.
VAL | [transfer_fee_charged] | NO | Text: I'm surprised to see a fee applied to my transfer.
VAL | [direct_debit_payment_not_recognised] | YES | Text: I'm trying to resolve an issue with a direct debit payment that was not recognized by my account.
VAL | [request_refund] | YES | Text: I've been waiting for a while now and my order still hasn't arrived. Can I get a refund for the amount I paid, as I'm no longer interested in pursuing the purchase.
VAL | [card_payment_not_recognised] | YES | Text: I attempted to make a payment at this merchant, but it was not successfully processed.
VAL | [direct_debit_payment_not_recognised] | YES | Text: We've received your statement, but we're unable to locate a direct debit payment from your account. Can you please confirm the payment details and the date you made the payment, so we can assist you further?
VAL | [get_disposable_virtual_card] | YES | Text: I'm interested in learning more about the process of obtaining a disposable virtual card. Can you explain how it works and how I can get one?
VAL | [reverted_card_payment?] | NO | Text: I'm having trouble with an online purchase, as the payment is being reversed. This has been happening for about two weeks now, and I'd appreciate any guidance on how to resolve this issue.
VAL | [card_delivery_estimate] | YES | Text: Is there an expedited shipping option available for a faster delivery of my card?
VAL | [failed_transfer] | YES | Text: I'm having trouble completing a transaction to buy a property. My mortgage payment is stuck and I need assistance to resolve the issue.
VAL | [card_payment_fee_charged] | YES | Text: what can i do to prevent being charged a fee on my next transaction?
VAL | [direct_debit_payment_not_recognised] | YES | Text: i'm disputing a direct debit payment that was taken from my account without my consent
VAL | [balance_not_updated_after_bank_transfer] | YES | Text: My account balance is not reflecting the recent transfer I made.
VAL | [pending_cash_withdrawal] | YES | Text: I'm reviewing my account and noticed a pending withdrawal that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't dispense the funds due to a technical issue. Can you investigate this pending transaction and ensure I'm not charged for the amount I didn't receive?
VAL | [Refund_not_showing_up] | YES | Text: I'm extremely disappointed and frustrated because I've fulfilled all the requirements, yet I haven't received my refund. I've reached out to the seller, but they haven't taken any action. It's been a week now, and I'm still waiting for my money back.
VAL | [top_up_reverted] | YES | Text: I attempted to add funds to my account, but the transaction was unsuccessful and I received an error notification.
VAL | [card_payment_not_recognised] | NO | Text: I'm trying to dispute a recent charge on my card. I didn't make the purchase, and I'd like to reverse the transaction and get a refund.
VAL | [declined_card_payment] | NO | Text: Your recent payment attempt at the mentioned shop was declined due to an issue with your card.
VAL | [top_up_by_card_charge] | YES | Text: I'm wondering if there's a fee associated with topping up my card using a charge?
VAL | [lost_or_stolen_phone] | NO | Text: I left my phone at a hotel and was wondering if I can still access the app.
VAL | [top_up_failed] | YES | Text: The funds I attempted to add are not showing up on my card.
VAL | [card_payment_fee_charged] | YES | Text: I was charged a fee for using my credit card for the transaction.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | YES | Text: The exchange rate I got when I withdrew cash with my card in a foreign country is incorrect.
