GEN | [declined_card_payment] | Orig: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? -> Aug: I'm frustrated because my recently issued card was repeatedly declined when I tried to use it. Can you please explain why this is happening and what steps I can take to resolve the issue and avoid future declines?
GEN | [declined_card_payment] | Orig: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. -> Aug: I'm having trouble with my card, as it's consistently being declined whenever I attempt to use it. Despite trying multiple times, it's still being rejected, and I'm unsure why this is happening.
GEN | [topping_up_by_card] | Orig: If I want a friend to top off my account, can they? -> Aug: If someone wants to add funds to my account, can they do so using my card?
GEN | [card_linking] | Orig: How do I link a new payment card? -> Aug: What are the steps to connect a new payment card to my account?
GEN | [top_up_failed] | Orig: Can I tell if my top off didn't work?  It doesn't seem to have. -> Aug: Can you confirm if my top-up was unsuccessful? It appears it didn't go through.
GEN | [automatic_top_up] | Orig: Can I add money in intervals to my account?  I will be traveling. -> Aug: Can I set up recurring deposits to my account, so I can maintain a steady balance while I'm away on my trip?
GEN | [top_up_failed] | Orig: It does not appear that my message went through. -> Aug: It seems that my request to top up was unsuccessful.
GEN | [top_up_by_card_charge] | Orig: how much does it cost to add money -> Aug: what is the charge for topping up my account using my card?
GEN | [failed_transfer] | Orig: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! -> Aug: Why is the transfer to the other bank being rejected? Is my account balance not sufficient? I've tried initiating the transfer five times, but it keeps getting declined.
GEN | [pending_top_up] | Orig: Help, I don't see my money i just added. -> Aug: I'm having trouble locating the funds I recently deposited.
GEN | [getting_spare_card] | Orig: How much is it to buy another card? I was hoping to buy another one. -> Aug: Can I get a new card? I'd like to purchase an additional one.
GEN | [cash_withdrawal_not_recognised] | Orig: A WD was just made on my account, but it was not me and I still have my card.  What to do? -> Aug: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
GEN | [card_payment_fee_charged] | Orig: I am angry that I got charged for using my card. -> Aug: I'm upset because I was unexpectedly charged a fee for making a transaction with my credit card.
GEN | [receiving_money] | Orig: Is it possible for a friend to personally send me a payment? -> Aug: Can a friend make a personal payment on my behalf?
GEN | [top_up_reverted] | Orig: Reasons for top up cancellation. -> Aug: Reasons for reversal of top-up transaction.
GEN | [card_about_to_expire] | Orig: Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one. -> Aug: Is there a fee associated with obtaining a replacement card, as mine is nearing its expiration date, and I'd also appreciate knowing how long it takes to receive the new one?
GEN | [top_up_limits] | Orig: I need someone to assist me with explaining how much I can top-up. -> Aug: I require guidance on the maximum amount I can increase my limits.
GEN | [unable_to_verify_identity] | Orig: I am not recognized by the app. -> Aug: We're having trouble verifying your identity through our system.
GEN | [reverted_card_payment?] | Orig: I have cancelled payments to this card. -> Aug: I've stopped making payments on this card.
GEN | [contactless_not_working] | Orig: Any charges applicable for new card? -> Aug: Are there any fees associated with a new card?
GEN | [declined_transfer] | Orig: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening. -> Aug: I'm confused, I've been making transfers without any issues, but just now, when I tried to make another one, it got declined. I've tried a few times, but the result is the same. Can you help me figure out what's going on?
GEN | [card_not_working] | Orig: What do I do if the machine rejects my card? -> Aug: If the ATM or payment terminal declines my card, what should I do next?
GEN | [card_payment_not_recognised] | Orig: I need to know where this charge is coming from? -> Aug: I'm trying to figure out where this payment is coming from.
GEN | [top_up_reverted] | Orig: I didn't cancel my top-up. -> Aug: I didn't reverse my top-up.
GEN | [transfer_into_account] | Orig: Can I use my bank account to send me more money? -> Aug: Can I transfer funds from my bank account to add more money to it?
GEN | [beneficiary_not_allowed] | Orig: I cant transfer money into my account -> Aug: I'm unable to add funds to my account.
GEN | [transfer_into_account] | Orig: I need to deposit money to my account -> Aug: I'd like to transfer funds into my account.
GEN | [card_delivery_estimate] | Orig: how much to get my card in 2 days? -> Aug: Can you provide an estimate for the delivery of my card within a 2-day timeframe?
GEN | [compromised_card] | Orig: It looks like someone besides me ordered something with my card, what should I do? -> Aug: It appears that an unauthorized party has used my card to make a purchase, what steps can I take?
GEN | [transfer_not_received_by_recipient] | Orig: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. -> Aug: Why haven't my friend received the transfer I sent her? Is there a way to expedite the transfer process, as she's in urgent need of the funds?
GEN | [receiving_money] | Orig: How can my boss pay me directly to the card? -> Aug: How can my boss deposit funds directly to my card?
GEN | [top_up_limits] | Orig: Do you limit my top-offs? -> Aug: Are you limiting my limit increases?
GEN | [cash_withdrawal_not_recognised] | Orig: There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though. -> Aug: I'm experiencing an issue with an unauthorized cash withdrawal that was made on my account. I still have my card in my possession, but the transaction doesn't seem to be recognized by the system.
GEN | [receiving_money] | Orig: Can i get payed through this system? -> Aug: Can I receive payment through this system?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined? | Augmented: I'm frustrated because my recently issued card was repeatedly declined when I tried to use it. Can you please explain why this is happening and what steps I can take to resolve the issue and avoid future declines?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why. | Augmented: I'm having trouble with my card, as it's consistently being declined whenever I attempt to use it. Despite trying multiple times, it's still being rejected, and I'm unsure why this is happening.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: If I want a friend to top off my account, can they? | Augmented: If someone wants to add funds to my account, can they do so using my card?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: How do I link a new payment card? | Augmented: What are the steps to connect a new payment card to my account?
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: Can I tell if my top off didn't work?  It doesn't seem to have. | Augmented: Can you confirm if my top-up was unsuccessful? It appears it didn't go through.
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I add money in intervals to my account?  I will be traveling. | Augmented: Can I set up recurring deposits to my account, so I can maintain a steady balance while I'm away on my trip?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: It does not appear that my message went through. | Augmented: It seems that my request to top up was unsuccessful.
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: how much does it cost to add money | Augmented: what is the charge for topping up my account using my card?
VAL | [failed_transfer] | ACCEPT | Reason: N/A | Original: Why wont the other bank take my money?? Is it not good enough?? There's sufficient funds but I keep getting denied a standard transfer. Ive tried 5 times! | Augmented: Why is the transfer to the other bank being rejected? Is my account balance not sufficient? I've tried initiating the transfer five times, but it keeps getting declined.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Help, I don't see my money i just added. | Augmented: I'm having trouble locating the funds I recently deposited.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: How much is it to buy another card? I was hoping to buy another one. | Augmented: Can I get a new card? I'd like to purchase an additional one.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: A WD was just made on my account, but it was not me and I still have my card.  What to do? | Augmented: A withdrawal was processed on my account, but I didn't initiate it and I still have my card in my possession. What should I do?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I am angry that I got charged for using my card. | Augmented: I'm upset because I was unexpectedly charged a fee for making a transaction with my credit card.
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Is it possible for a friend to personally send me a payment? | Augmented: Can a friend make a personal payment on my behalf?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Reasons for top up cancellation. | Augmented: Reasons for reversal of top-up transaction.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Does it cost anything to get a new card? Mine's about to expire and I'd also like to know how long it takes to get the new one. | Augmented: Is there a fee associated with obtaining a replacement card, as mine is nearing its expiration date, and I'd also appreciate knowing how long it takes to receive the new one?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: I need someone to assist me with explaining how much I can top-up. | Augmented: I require guidance on the maximum amount I can increase my limits.
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: I am not recognized by the app. | Augmented: We're having trouble verifying your identity through our system.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: I have cancelled payments to this card. | Augmented: I've stopped making payments on this card.
VAL | [contactless_not_working] | REVIEW | Reason: N/A | Original: Any charges applicable for new card? | Augmented: Are there any fees associated with a new card?
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: Why do you keep declining my transfers? it's always been working really well so far but when I tried to buy something just now the card got declined, I tried couple of times already  but same thing is happening. | Augmented: I'm confused, I've been making transfers without any issues, but just now, when I tried to make another one, it got declined. I've tried a few times, but the result is the same. Can you help me figure out what's going on?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: What do I do if the machine rejects my card? | Augmented: If the ATM or payment terminal declines my card, what should I do next?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I need to know where this charge is coming from? | Augmented: I'm trying to figure out where this payment is coming from.
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I didn't cancel my top-up. | Augmented: I didn't reverse my top-up.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: Can I use my bank account to send me more money? | Augmented: Can I transfer funds from my bank account to add more money to it?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I cant transfer money into my account | Augmented: I'm unable to add funds to my account.
VAL | [transfer_into_account] | ACCEPT | Reason: N/A | Original: I need to deposit money to my account | Augmented: I'd like to transfer funds into my account.
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: how much to get my card in 2 days? | Augmented: Can you provide an estimate for the delivery of my card within a 2-day timeframe?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: It looks like someone besides me ordered something with my card, what should I do? | Augmented: It appears that an unauthorized party has used my card to make a purchase, what steps can I take?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately. | Augmented: Why haven't my friend received the transfer I sent her? Is there a way to expedite the transfer process, as she's in urgent need of the funds?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How can my boss pay me directly to the card? | Augmented: How can my boss deposit funds directly to my card?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Do you limit my top-offs? | Augmented: Are you limiting my limit increases?
