GEN | [card_payment_wrong_exchange_rate] | Orig: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? -> Aug: I think there's an error with the exchange rate applied to my card transaction. Could you verify the current interbank exchange rate for me, please?
GEN | [pending_transfer] | Orig: I have a trasnger that is pending and wondered about it. -> Aug: I have a transfer that's currently pending and I'd like some information about it.
GEN | [supported_cards_and_currencies] | Orig: How can I get funds into my account from my American Express? -> Aug: What methods are available for depositing funds into my account using my American Express card?
GEN | [change_pin] | Orig: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. -> Aug: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
GEN | [fiat_currency_support] | Orig: Does my account have the option to hold multiple currencies? -> Aug: Can I hold multiple types of fiat currencies in my account?
GEN | [getting_spare_card] | Orig: Is a new debit card free? -> Aug: Can I get a new debit card without any additional charges?
GEN | [lost_or_stolen_card] | Orig: I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card? -> Aug: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card?
GEN | [top_up_limits] | Orig: I need to add a serious amount of cash to my card, how do I do that? -> Aug: I'd like to increase the available balance on my card, could you guide me on how to do that?
GEN | [pending_cash_withdrawal] | Orig: Explain pending transactions. -> Aug: Describe outstanding cash withdrawal requests.
GEN | [change_pin] | Orig: While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain? -> Aug: As I'm currently in Spain, I'm concerned that someone might have seen my PIN and I'd like to change it; can I do so at an ATM here or is there another option available?
GEN | [card_linking] | Orig: Will I need a new card or can I put my old card back into the app? -> Aug: Can I reactivate my existing card or do I need to request a new one for use with the app?
GEN | [card_acceptance] | Orig: Can I use my card for online payments? -> Aug: Is my credit card accepted for online transactions?
GEN | [pending_cash_withdrawal] | Orig: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. -> Aug: I've noticed a pending cash withdrawal on my account that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't go through due to a technical issue. I'd appreciate it if you could investigate this matter and ensure I'm not charged for the attempted withdrawal that didn't actually process.
GEN | [Refund_not_showing_up] | Orig: Why hasn't my return cleared my account? -> Aug: Why isn't my refund showing up in my account?
GEN | [change_pin] | Orig: I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM? -> Aug: I'm currently traveling in Spain and I'm concerned that someone might have noticed my PIN. Can I modify it at a nearby ATM?
GEN | [change_pin] | Orig: I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM? -> Aug: I'm concerned that someone may have discovered my PIN and I'm currently in Spain, can I modify it at a local ATM?
GEN | [extra_charge_on_statement] | Orig: Is the 1 pound charge going to be reimbursed on my card? -> Aug: Will the extra charge that appears on my statement be credited back to my card?
GEN | [compromised_card] | Orig: Should I order a new card before I freeze my original one? -> Aug: Should I request a replacement card before securing my compromised card?
GEN | [top_up_by_card_charge] | Orig: I topped off my card is that something you will charge me for? -> Aug: I'm wondering if there's a fee associated with adding funds to my card?
GEN | [atm_support] | Orig: Where can I get money from my card? -> Aug: How can I access funds from my card?
GEN | [terminate_account] | Orig: i'm not satisfied with the services and no longer want to be a customer -> Aug: I'm unhappy with the services and would like to discontinue my account.
GEN | [getting_spare_card] | Orig: I have left my card at my parents house. Can you send me a spare one please to use in the meantime? -> Aug: I've misplaced my card at my parents' residence. Could you kindly provide me with a replacement card until I can retrieve the original one?
GEN | [cash_withdrawal_not_recognised] | Orig: I am seeing unathorized transactions in the app, on my account. -> Aug: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
GEN | [card_acceptance] | Orig: Where do I pay with my card? -> Aug: How can I use my card for payment?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Balance is not up to date. -> Aug: Your account balance has not been updated after the recent bank transfer.
GEN | [declined_transfer] | Orig: How can I check for an unsupported merchant for my transfer request? -> Aug: What steps can I take to verify if the merchant is not supported for my transfer attempt?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: what are weekend rates for getting cash -> Aug: what is the exchange rate for a cash withdrawal on a weekend?
GEN | [transfer_timing] | Orig: If I need to transfer something quick from China, how long does that take? -> Aug: How quickly can I initiate a transfer from China, and what's the estimated processing time?
GEN | [card_delivery_estimate] | Orig: i need to expedite my card -> Aug: I'd like to request an expedited delivery for my card.
GEN | [transfer_fee_charged] | Orig: I shouldn't be charged any fee for transferring . -> Aug: I'm surprised to see a fee applied to my transfer.
GEN | [pending_card_payment] | Orig: When is a payment I made with my card going to clear> -> Aug: When will the payment I made using my card be processed and cleared?
GEN | [order_physical_card] | Orig: What do I owe for a new card? -> Aug: How much will I need to pay for a physical credit card?
GEN | [supported_cards_and_currencies] | Orig: What are the currencies and cards that are supported with my account? -> Aug: What types of payment methods and currencies are accepted with my account?
GEN | [transaction_charged_twice] | Orig: My card is showing the same transaction over and over again. -> Aug: I'm seeing the same transaction repeatedly on my card statement.
GEN | [transaction_charged_twice] | Orig: Why does my statement show various transaction times? -> Aug: Why do I see multiple transaction dates on my statement?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me? | Augmented: I think there's an error with the exchange rate applied to my card transaction. Could you verify the current interbank exchange rate for me, please?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: I have a trasnger that is pending and wondered about it. | Augmented: I have a transfer that's currently pending and I'd like some information about it.
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: How can I get funds into my account from my American Express? | Augmented: What methods are available for depositing funds into my account using my American Express card?
VAL | [change_pin] | ACCEPT | Reason: N/A | Original: Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation. | Augmented: Can I modify my PIN at a nearby ATM while I'm in Spain? I'm concerned someone may have observed my PIN and I'd like to update it, but I'm currently on vacation.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Does my account have the option to hold multiple currencies? | Augmented: Can I hold multiple types of fiat currencies in my account?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: Is a new debit card free? | Augmented: Can I get a new debit card without any additional charges?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: I misplaced my card and I dont know where the last place is where I used the card last. Can you look at my account and tell me the last place I used the card? | Augmented: I'm not sure where I last used my card, but I think I might have misplaced it. Can you check my account activity to see the last transaction made with my card?
VAL | [top_up_limits] | ACCEPT | Reason: ... | Original: I need to add a serious amount of cash to my card, how do I do that? | Augmented: I'd like to increase the available balance on my card, could you guide me on how to do that?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Explain pending transactions. | Augmented: Describe outstanding cash withdrawal requests.
VAL | [change_pin] | ACCEPT | Reason: ... | Original: While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain? | Augmented: As I'm currently in Spain, I'm concerned that someone might have seen my PIN and I'd like to change it; can I do so at an ATM here or is there another option available?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: Will I need a new card or can I put my old card back into the app? | Augmented: Can I reactivate my existing card or do I need to request a new one for use with the app?
VAL | [card_acceptance] | ACCEPT | Reason: ... | Original: Can I use my card for online payments? | Augmented: Is my credit card accepted for online transactions?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received. | Augmented: I've noticed a pending cash withdrawal on my account that seems to be stuck. I tried to withdraw cash from an ATM earlier, but it didn't go through due to a technical issue. I'd appreciate it if you could investigate this matter and ensure I'm not charged for the attempted withdrawal that didn't actually process.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: ... | Original: Why hasn't my return cleared my account? | Augmented: Why isn't my refund showing up in my account?
VAL | [change_pin] | ACCEPT | Reason: The augmented text does not introduce any new or unsupported information. It simply rephrases the original text with slightly different wording but retains the essential banking intent of changing the PIN. | Original: I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM? | Augmented: I'm currently traveling in Spain and I'm concerned that someone might have noticed my PIN. Can I modify it at a nearby ATM?
VAL | [change_pin] | ACCEPT | Reason: ... | Original: I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM? | Augmented: I'm concerned that someone may have discovered my PIN and I'm currently in Spain, can I modify it at a local ATM?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: Is the 1 pound charge going to be reimbursed on my card? | Augmented: Will the extra charge that appears on my statement be credited back to my card?
VAL | [compromised_card] | ACCEPT | Reason: N/A | Original: Should I order a new card before I freeze my original one? | Augmented: Should I request a replacement card before securing my compromised card?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: I topped off my card is that something you will charge me for? | Augmented: I'm wondering if there's a fee associated with adding funds to my card?
VAL | [atm_support] | ACCEPT | Reason: Both texts are seeking information on accessing funds from a card, which aligns with the 'atm_support' intent. | Original: Where can I get money from my card? | Augmented: How can I access funds from my card?
VAL | [terminate_account] | ACCEPT | Reason: ... | Original: i'm not satisfied with the services and no longer want to be a customer | Augmented: I'm unhappy with the services and would like to discontinue my account.
VAL | [getting_spare_card] | ACCEPT | Reason: The augmented text preserves the intent of requesting a spare card due to the loss of the original one. It uses slightly different wording but conveys the same request. | Original: I have left my card at my parents house. Can you send me a spare one please to use in the meantime? | Augmented: I've misplaced my card at my parents' residence. Could you kindly provide me with a replacement card until I can retrieve the original one?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I am seeing unathorized transactions in the app, on my account. | Augmented: I'm noticing some suspicious activity on my account, showing up in the app without my permission.
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Where do I pay with my card? | Augmented: How can I use my card for payment?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: N/A | Original: Balance is not up to date. | Augmented: Your account balance has not been updated after the recent bank transfer.
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: How can I check for an unsupported merchant for my transfer request? | Augmented: What steps can I take to verify if the merchant is not supported for my transfer attempt?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | UNKNOWN | Reason: N/A | Original: what are weekend rates for getting cash | Augmented: what is the exchange rate for a cash withdrawal on a weekend?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: If I need to transfer something quick from China, how long does that take? | Augmented: How quickly can I initiate a transfer from China, and what's the estimated processing time?
VAL | [card_delivery_estimate] | ACCEPT | Reason: ... | Original: i need to expedite my card | Augmented: I'd like to request an expedited delivery for my card.
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I shouldn't be charged any fee for transferring . | Augmented: I'm surprised to see a fee applied to my transfer.
