GEN | [extra_charge_on_statement] | Orig: What is the dollar that I have pending on my statement there? -> Aug: What is the additional charge that I see on my statement?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this -> Aug: I recently made a deposit, but my account balance hasn't been updated yet. Could you please help me with this issue?
GEN | [card_arrival] | Orig: I don't have my card after 1 week. What are my next steps? -> Aug: I haven't received my card yet, and it's been a week. What should I do now?
GEN | [pending_cash_withdrawal] | Orig: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. -> Aug: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the funds I haven't received?
GEN | [card_not_working] | Orig: Please help me!  My physical card isn't working right. -> Aug: Can you assist me? My physical bank card is malfunctioning.
GEN | [card_linking] | Orig: How can I make my card show up in the app? -> Aug: Why isn't my card visible in the app?
GEN | [pending_cash_withdrawal] | Orig: I have a withdrawal waiting to go through. -> Aug: A pending cash withdrawal is awaiting processing.
GEN | [pending_cash_withdrawal] | Orig: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. -> Aug: I tried to withdraw some cash from the ATM earlier, but it didn't go through. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could investigate this and let me know what's happening. I don't want to be charged for cash I never got.
GEN | [wrong_amount_of_cash_received] | Orig: i did not get any money but still was charged -> Aug: I was expecting to receive some cash, but instead, I was debited without any funds being transferred.
GEN | [card_linking] | Orig: If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it? -> Aug: If I locate a lost card, do I need to destroy it or can I reactivate it and continue using it?
GEN | [card_not_working] | Orig: I am having problems with my physical card. -> Aug: I'm experiencing issues with my physical credit card.
GEN | [order_physical_card] | Orig: Is a physical charge extra -> Aug: Is there an additional fee for a physical card?
GEN | [card_linking] | Orig: What do I do if I already had a card with you guys? -> Aug: What should I do if I already have an existing card linked with your bank?
GEN | [order_physical_card] | Orig: Can you tell me exactly what fees I will expect to see in regards to your cards? -> Aug: What charges can I anticipate when ordering a physical card from your institution?
GEN | [top_up_failed] | Orig: I didn't see the money I added to my card. -> Aug: I didn't receive the funds I attempted to add to my card.
GEN | [exchange_charge] | Orig: Do I pay extra for exchange? -> Aug: Is there an additional fee for exchanging funds?
GEN | [receiving_money] | Orig: How do I know what my account is set to, I am paid in GBP? -> Aug: How can I confirm my account's default currency, as I receive payments in British Pounds?
GEN | [card_not_working] | Orig: How do I check security settings using the app? -> Aug: What steps can I take to verify the security settings on my card through the mobile app?
GEN | [top_up_by_cash_or_cheque] | Orig: Will a cheque suffice? -> Aug: Can I use a cheque to make a payment?
GEN | [card_payment_not_recognised] | Orig: i disagree with a charge -> Aug: I'm disputing a transaction
GEN | [supported_cards_and_currencies] | Orig: Do you have a list of the cards and currencies supported? -> Aug: We'd be happy to provide you with a list of the payment cards and currencies we currently support.
GEN | [card_about_to_expire] | Orig: Are there any express fees if i want my new card faster? -> Aug: Can I expect any additional charges if I opt for expedited delivery of my new card?
GEN | [reverted_card_payment?] | Orig: Hello,  I noticed the money for an item I purchased online and have already received has been returned to my checking account. Was there an issue with the merchant accepting my payment? Or, possibly, with the bank sending it? -> Aug: Hi, I've noticed that the payment for an item I bought online has been reversed and credited back to my checking account. Could you help me understand if there was a problem with the merchant accepting my payment or if the bank had an issue processing the transaction?
GEN | [cash_withdrawal_not_recognised] | Orig: I see cash in my app but I did not get it. -> Aug: I'm showing a cash withdrawal in my app, but it's not reflecting in my account.
GEN | [Refund_not_showing_up] | Orig: why cant you just refund me instead of a merchant -> Aug: why can't you simply process a refund for me instead of waiting for the merchant to initiate it?
GEN | [verify_source_of_funds] | Orig: What kind of security protects my money? -> Aug: We want to ensure the origin of your funds is legitimate and secure.
GEN | [atm_support] | Orig: How do I know it is a Mastercard ATM? -> Aug: What are the ways to identify a Mastercard ATM?
GEN | [card_about_to_expire] | Orig: Are there restrictions on new cards in China? -> Aug: Are there any limitations on issuing new cards in China?
GEN | [declined_transfer] | Orig: What do I do with my "decline" message on a transfer? -> Aug: What can I do about the transfer that was declined?
GEN | [card_linking] | Orig: How do I make my card show up in the app? -> Aug: Why isn't my card visible in the app?
GEN | [order_physical_card] | Orig: What do I do to get ahold of my own card? -> Aug: How can I obtain my physical credit card?
GEN | [card_acceptance] | Orig: Is my card accepted anywhere? -> Aug: Can I use my card at any location?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I tried using a check to update my balance, but it isn't work? Is something wrong? -> Aug: I made a cash deposit, but my account balance hasn't been updated yet. Is there an issue with the transaction?
GEN | [pending_card_payment] | Orig: How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move -> Aug: How long does it typically take for a pending card payment to clear? I have one that's been pending for a few days now and it's not showing any progress.
GEN | [card_linking] | Orig: how do I get my card to show in the app? -> Aug: why isn't my card visible in the app?
VAL | [extra_charge_on_statement] | ACCEPT | Reason: N/A | Original: What is the dollar that I have pending on my statement there? | Augmented: What is the additional charge that I see on my statement?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: Both texts convey the same issue of a deposit being made but the account balance not updating, and the user requesting help. This preserves the original intent without adding any unsupported information or becoming ambiguous. | Original: I made a deposit a couple of days back it's, as of yet, not gone in! It would be ideal if you assist me with this | Augmented: I recently made a deposit, but my account balance hasn't been updated yet. Could you please help me with this issue?
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: I don't have my card after 1 week. What are my next steps? | Augmented: I haven't received my card yet, and it's been a week. What should I do now?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got. | Augmented: I attempted to withdraw cash earlier, but the ATM appears to be malfunctioning. Upon checking, I noticed that the transaction is still pending. Can you investigate this issue and ensure I'm not charged for the funds I haven't received?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Please help me!  My physical card isn't working right. | Augmented: Can you assist me? My physical bank card is malfunctioning.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: How can I make my card show up in the app? | Augmented: Why isn't my card visible in the app?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I have a withdrawal waiting to go through. | Augmented: A pending cash withdrawal is awaiting processing.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received. | Augmented: I tried to withdraw some cash from the ATM earlier, but it didn't go through. Now, when I check the transaction, it still shows as pending. I'd appreciate it if someone could investigate this and let me know what's happening. I don't want to be charged for cash I never got.
VAL | [wrong_amount_of_cash_received] | ACCEPT | Reason: N/A | Original: i did not get any money but still was charged | Augmented: I was expecting to receive some cash, but instead, I was debited without any funds being transferred.
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it? | Augmented: If I locate a lost card, do I need to destroy it or can I reactivate it and continue using it?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: I am having problems with my physical card. | Augmented: I'm experiencing issues with my physical credit card.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Is a physical charge extra | Augmented: Is there an additional fee for a physical card?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: What do I do if I already had a card with you guys? | Augmented: What should I do if I already have an existing card linked with your bank?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: Can you tell me exactly what fees I will expect to see in regards to your cards? | Augmented: What charges can I anticipate when ordering a physical card from your institution?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I didn't see the money I added to my card. | Augmented: I didn't receive the funds I attempted to add to my card.
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Do I pay extra for exchange? | Augmented: Is there an additional fee for exchanging funds?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: How do I know what my account is set to, I am paid in GBP? | Augmented: How can I confirm my account's default currency, as I receive payments in British Pounds?
VAL | [card_not_working] | UNKNOWN | Reason: N/A | Original: How do I check security settings using the app? | Augmented: What steps can I take to verify the security settings on my card through the mobile app?
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: Both texts are asking about the acceptability of using a cheque for a payment, which aligns with the target intent of topping up by cash or cheque. | Original: Will a cheque suffice? | Augmented: Can I use a cheque to make a payment?
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: i disagree with a charge | Augmented: I'm disputing a transaction
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: ... | Original: Do you have a list of the cards and currencies supported? | Augmented: We'd be happy to provide you with a list of the payment cards and currencies we currently support.
VAL | [card_about_to_expire] | ACCEPT | Reason: N/A | Original: Are there any express fees if i want my new card faster? | Augmented: Can I expect any additional charges if I opt for expedited delivery of my new card?
VAL | [reverted_card_payment?] | ACCEPT | Reason: The augmented text maintains the focus on a reversed payment and seeks clarification on potential issues with the merchant or the bank's processing. This preserves the original intent without introducing any contradictions or unsupported information. | Original: Hello,  I noticed the money for an item I purchased online and have already received has been returned to my checking account. Was there an issue with the merchant accepting my payment? Or, possibly, with the bank sending it? | Augmented: Hi, I've noticed that the payment for an item I bought online has been reversed and credited back to my checking account. Could you help me understand if there was a problem with the merchant accepting my payment or if the bank had an issue processing the transaction?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text maintains the core issue of a cash withdrawal being recognized in the app but not reflected in the account, which is consistent with the original intent. | Original: I see cash in my app but I did not get it. | Augmented: I'm showing a cash withdrawal in my app, but it's not reflecting in my account.
VAL | [Refund_not_showing_up] | ACCEPT | Reason: N/A | Original: why cant you just refund me instead of a merchant | Augmented: why can't you simply process a refund for me instead of waiting for the merchant to initiate it?
VAL | [verify_source_of_funds] | UNKNOWN | Reason: N/A | Original: What kind of security protects my money? | Augmented: We want to ensure the origin of your funds is legitimate and secure.
VAL | [atm_support] | ACCEPT | Reason: The augmented text preserves the same banking intent of seeking information on how to identify a Mastercard ATM. It does not add any unsupported information or become ambiguous. The intent remains focused on the target intent of 'atm_support'. | Original: How do I know it is a Mastercard ATM? | Augmented: What are the ways to identify a Mastercard ATM?
