GEN | [card_linking] | Orig: In the app, how can I make it show the new card that arrived? -> Aug: In the app, how can I access the recently added card?
GEN | [apple_pay_or_google_pay] | Orig: Can I add funds directly from my Apple Watch? -> Aug: Can I make a payment using my Apple Watch?
GEN | [fiat_currency_support] | Orig: What types of foreign money can be used with this service.? -> Aug: What currencies are accepted for international transactions with this service?
GEN | [transaction_charged_twice] | Orig: I have multiple of the same transaction -> Aug: I've noticed duplicate transactions on my account.
GEN | [cash_withdrawal_not_recognised] | Orig: there is money in my account that i didnt put there -> Aug: I'm showing an unexpected cash withdrawal in my account, but I'm not sure where it came from.
GEN | [pending_top_up] | Orig: Is there a problem with the top up system? My transaction hasn't gone through properly -> Aug: Why hasn't my top-up request been processed successfully?
GEN | [top_up_reverted] | Orig: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. -> Aug: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can you check the exchange rate on a cash transaction I did overseas -> Aug: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
GEN | [topping_up_by_card] | Orig: Can a credit card be used to transfer money? -> Aug: Can I use my credit card to add funds to my account?
GEN | [pending_top_up] | Orig: It's been some time since refilled the top-up. -> Aug: It's been a while since the top-up was replenished.
GEN | [apple_pay_or_google_pay] | Orig: Can you explain why my Google Pay Top isn't working? -> Aug: Why isn't my Apple Pay account functioning properly?
GEN | [transaction_charged_twice] | Orig: Transaction showing up many times. -> Aug: Duplicate transaction appearing on my account statement.
GEN | [reverted_card_payment?] | Orig: The money is still in my account even though I already paid -- I don't understand what happened. -> Aug: The payment I made hasn't been processed, and the funds are still in my account. Can you help me figure out what's going on?
GEN | [cash_withdrawal_not_recognised] | Orig: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? -> Aug: I'm having an issue with a recent transaction on my account. When I tried to make a purchase, my card was declined, and upon further investigation, I noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this matter?
GEN | [supported_cards_and_currencies] | Orig: can i use my mastercard to add money to my account -> Aug: Can I use my Mastercard to fund my account?
GEN | [exchange_charge] | Orig: Is there any cost to change foreign money to local? -> Aug: Are there any fees associated with exchanging foreign currency for local currency?
GEN | [exchange_via_app] | Orig: I need to get some Euros for my holiday. Am I able to exchange some of my money? -> Aug: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
GEN | [direct_debit_payment_not_recognised] | Orig: I have an unknown charge. -> Aug: We've detected an unfamiliar payment.
GEN | [fiat_currency_support] | Orig: Is my country's currency supported by your system? -> Aug: Does your bank support transactions in my local currency?
GEN | [pending_top_up] | Orig: When will my top up be approved? -> Aug: When will my pending top-up be processed?
GEN | [card_linking] | Orig: Is there any way to see my card in the app? -> Aug: Can I access my card information within the app?
GEN | [cash_withdrawal_not_recognised] | Orig: There is money missing from my account. -> Aug: I'm missing a withdrawal from my account.
GEN | [card_delivery_estimate] | Orig: What is the length of time for one of these items to come to the U.S? -> Aug: How long does it typically take for one of these items to arrive in the United States?
GEN | [top_up_reverted] | Orig: top up cancellation -> Aug: reversal of a top-up request
GEN | [card_payment_not_recognised] | Orig: I think there's a purchase at a store that I didn't go to. -> Aug: We're having trouble verifying a payment made at a store I didn't visit.
GEN | [topping_up_by_card] | Orig: I need to transfer some money, can I use my credit card? -> Aug: I'd like to add funds to my account using my credit card.
GEN | [transaction_charged_twice] | Orig: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? -> Aug: I accidentally used a duplicate credit card to make a purchase, and it was reflected on my account twice. I've since cancelled the card, but I'd like to know how to recover the extra charge.
GEN | [pending_top_up] | Orig: How long do top-ups take to go through -> Aug: How long does it typically take for pending top-ups to be processed?
GEN | [topping_up_by_card] | Orig: What do I need to do to transfer money with my credit card? -> Aug: How can I use my credit card to add funds to my account?
GEN | [declined_cash_withdrawal] | Orig: Why did the ATM cancel my transaction -> Aug: Why was my cash withdrawal declined at the ATM?
GEN | [transfer_timing] | Orig: I need to make a transfer from Europe, how many days does this take? -> Aug: What is the typical timeframe for processing international transfers from Europe?
GEN | [transfer_fee_charged] | Orig: A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened? -> Aug: A transfer I initiated was short by a certain amount, and I need to make an additional payment to complete the full transfer. What's going on?
GEN | [failed_transfer] | Orig: Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on? -> Aug: I'm attempting to finalize the purchase of a property and the initial mortgage payment is stuck. I'm encountering an issue with the transfer, and I'd appreciate it if you could help resolve this problem. What's causing the delay?
VAL | [card_linking] | ACCEPT | Reason: N/A | Original: In the app, how can I make it show the new card that arrived? | Augmented: In the app, how can I access the recently added card?
VAL | [apple_pay_or_google_pay] | REVIEW | Reason: N/A | Original: Can I add funds directly from my Apple Watch? | Augmented: Can I make a payment using my Apple Watch?
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What types of foreign money can be used with this service.? | Augmented: What currencies are accepted for international transactions with this service?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: I have multiple of the same transaction | Augmented: I've noticed duplicate transactions on my account.
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: there is money in my account that i didnt put there | Augmented: I'm showing an unexpected cash withdrawal in my account, but I'm not sure where it came from.
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Is there a problem with the top up system? My transaction hasn't gone through properly | Augmented: Why hasn't my top-up request been processed successfully?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system. | Augmented: Hello, I've successfully made a top-up payment, but my account hasn't been credited. Could you assist me in resolving this issue, as I suspect there might be a technical glitch in the system.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Can you check the exchange rate on a cash transaction I did overseas | Augmented: Can you verify the exchange rate used for a recent cash withdrawal I made while traveling abroad?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: Can a credit card be used to transfer money? | Augmented: Can I use my credit card to add funds to my account?
VAL | [pending_top_up] | ACCEPT | Reason: N/A | Original: It's been some time since refilled the top-up. | Augmented: It's been a while since the top-up was replenished.
VAL | [apple_pay_or_google_pay] | REJECT | Reason: N/A | Original: Can you explain why my Google Pay Top isn't working? | Augmented: Why isn't my Apple Pay account functioning properly?
VAL | [transaction_charged_twice] | ACCEPT | Reason: N/A | Original: Transaction showing up many times. | Augmented: Duplicate transaction appearing on my account statement.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: The money is still in my account even though I already paid -- I don't understand what happened. | Augmented: The payment I made hasn't been processed, and the funds are still in my account. Can you help me figure out what's going on?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: The augmented text preserves the user's experience of a declined transaction followed by discovering an unauthorized cash withdrawal, which is consistent with the original intent. | Original: I was trying to use my card and it was declined, when I tried to find out what happened I found cash withdraw for $500 that I didn't do.  Can you please help figure this out? | Augmented: I'm having an issue with a recent transaction on my account. When I tried to make a purchase, my card was declined, and upon further investigation, I noticed a cash withdrawal of $500 that I didn't authorize. Can you assist me in resolving this matter?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: can i use my mastercard to add money to my account | Augmented: Can I use my Mastercard to fund my account?
VAL | [exchange_charge] | ACCEPT | Reason: Both texts are asking about the cost of converting one currency to another, which is a clear example of an exchange charge. | Original: Is there any cost to change foreign money to local? | Augmented: Are there any fees associated with exchanging foreign currency for local currency?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: I need to get some Euros for my holiday. Am I able to exchange some of my money? | Augmented: I'm planning a trip and need to convert some currency. Can I exchange my money for Euros through the app?
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I have an unknown charge. | Augmented: We've detected an unfamiliar payment.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: Is my country's currency supported by your system? | Augmented: Does your bank support transactions in my local currency?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: When will my top up be approved? | Augmented: When will my pending top-up be processed?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: Is there any way to see my card in the app? | Augmented: Can I access my card information within the app?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: There is money missing from my account. | Augmented: I'm missing a withdrawal from my account.
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: What is the length of time for one of these items to come to the U.S? | Augmented: How long does it typically take for one of these items to arrive in the United States?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: top up cancellation | Augmented: reversal of a top-up request
VAL | [card_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I think there's a purchase at a store that I didn't go to. | Augmented: We're having trouble verifying a payment made at a store I didn't visit.
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I need to transfer some money, can I use my credit card? | Augmented: I'd like to add funds to my account using my credit card.
VAL | [transaction_charged_twice] | ACCEPT | Reason: ... | Original: I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back? | Augmented: I accidentally used a duplicate credit card to make a purchase, and it was reflected on my account twice. I've since cancelled the card, but I'd like to know how to recover the extra charge.
VAL | [pending_top_up] | ACCEPT | Reason: The augmented text preserves the core question about the processing time of top-ups, and the addition of "pending" clarifies the state of the top-up, making it more specific but not changing the intent. | Original: How long do top-ups take to go through | Augmented: How long does it typically take for pending top-ups to be processed?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: What do I need to do to transfer money with my credit card? | Augmented: How can I use my credit card to add funds to my account?
