GEN | [top_up_reverted] | Orig: Why did my money disappear when I topped up?? -> Aug: Why did my funds revert when I made a top-up attempt??
GEN | [pin_blocked] | Orig: How to unblock my PIN? -> Aug: What steps can I take to remove the block on my PIN?
GEN | [card_payment_fee_charged] | Orig: I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this? -> Aug: I'm wondering if I was incorrectly charged a fee for using my card. Could you help me verify this? It seems like there are instances where I'm being charged for fees. Can you provide more information on this?
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: I deposited some money, but the balance has not changed. -> Aug: The deposit I made hasn't been reflected in my account balance yet.
GEN | [age_limit] | Orig: Do you have any accounts for children ? -> Aug: Are there any accounts available for minors?
GEN | [get_disposable_virtual_card] | Orig: I have heard about these disposable virtual cards but don't understand how they work. -> Aug: I'm curious about the temporary virtual cards I've heard about, but I'm not sure how they function.
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate was incorrect for an item I bought. -> Aug: The rate used for the transaction was not the correct one for the item I purchased.
GEN | [balance_not_updated_after_cheque_or_cash_deposit] | Orig: Why is my check still not showing up on my account? It's been a week already -> Aug: Why hasn't my account balance been updated after a cash deposit? It's been a few days now.
GEN | [exchange_via_app] | Orig: Where can i exchange between GBP and USD -> Aug: How can I make an exchange between British Pounds and US Dollars through the app?
GEN | [why_verify_identity] | Orig: Why does it matter that I prove my identity? -> Aug: What's the purpose of verifying my identity?
GEN | [getting_spare_card] | Orig: My daughter need a card from this account. Is that possible? -> Aug: Can I request a replacement card for my daughter's account?
GEN | [getting_spare_card] | Orig: I would like to get a few more physical cards. -> Aug: I'd like to obtain additional physical debit/credit cards.
GEN | [cancel_transfer] | Orig: Is there a way to undo a transaction? -> Aug: Can I reverse a transfer I made recently?
GEN | [top_up_by_card_charge] | Orig: How much does it cost to us US cards? -> Aug: What is the charge for topping up using a US-issued card?
GEN | [pin_blocked] | Orig: I entered my pin wrong  too many times. -> Aug: I've entered my PIN incorrectly multiple times.
GEN | [top_up_reverted] | Orig: Please explain why the funds I added were returned to my account. -> Aug: Please clarify the reason behind the reversal of the recent top-up transaction.
GEN | [reverted_card_payment?] | Orig: Why was a payment cancelled on my account? -> Aug: What happened to the payment that was reversed on my account?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Why is the exchange rate different than expected on my transaction? -> Aug: The exchange rate used for my cash withdrawal seems to be incorrect.
GEN | [verify_top_up] | Orig: What's up with verifying top-ups? -> Aug: What's going on with confirming top-up transactions?
GEN | [cancel_transfer] | Orig: Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account. -> Aug: I'd like to cancel the transfer I initiated yesterday and redirect the funds to a different account instead.
GEN | [top_up_failed] | Orig: I wanted to top up my account and it doesn't look like it worked -> Aug: I attempted to add funds to my account, but it appears the transaction was unsuccessful
GEN | [cancel_transfer] | Orig: I need to cancel a transfer -> Aug: I'd like to stop a transfer in progress
GEN | [country_support] | Orig: Which countries do you currently support? -> Aug: We currently offer services in which nations?
GEN | [edit_personal_details] | Orig: I need to update my address. -> Aug: I'd like to modify my personal information to reflect a new address.
GEN | [balance_not_updated_after_bank_transfer] | Orig: It has been a couple of hours but I do not see my balance updated, can you help? -> Aug: I've been waiting for a bit, but my account balance still hasn't reflected the recent transfer, could you assist me with this issue?
GEN | [beneficiary_not_allowed] | Orig: Why is allowance not being given to my beneficiary? -> Aug: Why is the beneficiary not eligible to receive the allowance?
GEN | [declined_card_payment] | Orig: My card payment wasn't accepted. -> Aug: Your payment attempt using your card was declined.
GEN | [top_up_failed] | Orig: Was there a problem with topping up? -> Aug: Did the top-up process fail for some reason?
GEN | [country_support] | Orig: What countries do you operate in? -> Aug: In which regions or nations does your bank provide its services?
GEN | [card_linking] | Orig: You sent me a card and now I want to link it. -> Aug: You've already received a card and I'd like to proceed with linking it.
GEN | [direct_debit_payment_not_recognised] | Orig: I don't know where this debit transaction on my statement came from. -> Aug: I'm confused about the direct debit payment on my statement, as I didn't authorise it.
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: I noticed my exchange rate was incorrect when I got cash. -> Aug: I was surprised to find that the exchange rate was off when I withdrew cash.
GEN | [card_arrival] | Orig: Can I track the card you sent to me? -> Aug: Can I check the status of the card that was mailed to me?
GEN | [passcode_forgotten] | Orig: Can someone please help assist me by explaining to me why my pass-code is not working? -> Aug: I'm having trouble remembering my passcode and was wondering if you could help me figure out why it's not accepting my attempts.
GEN | [compromised_card] | Orig: I think someone stole my card number and brought stuff in different places that I have never been to. I need to suspend any further purchase on my credit card. -> Aug: I believe my credit card information has been compromised, and I'm concerned that unauthorized transactions have been made at locations I've never visited. I'd like to prevent any further transactions on my credit card account.
GEN | [verify_my_identity] | Orig: What do I need to do to perform identity checks? -> Aug: To confirm your identity, what steps can I take to verify your information?
GEN | [why_verify_identity] | Orig: Can I already use my account although the identity verification has not passed yet? -> Aug: Can I access my account before the identity verification process is completed?
GEN | [direct_debit_payment_not_recognised] | Orig: I just found a payment from a while back in my account that I didn't make.  Can I still dispute it even though it was a couple of months ago? -> Aug: I recently noticed an old payment in my account that I didn't initiate. Can I still contest it, even though it's been a while since it was made?
GEN | [direct_debit_payment_not_recognised] | Orig: Please help my find out why there is an odd direct debit in my records. -> Aug: We're happy to assist you in investigating the unusual direct debit payment that appears in your account records.
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: Why did my money disappear when I topped up?? | Augmented: Why did my funds revert when I made a top-up attempt??
VAL | [pin_blocked] | ACCEPT | Reason: ... | Original: How to unblock my PIN? | Augmented: What steps can I take to remove the block on my PIN?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: ... | Original: I was charged a fee for using my card. Can I check that in any way? It seems like there are occasions that I am charge for fees. Can you elaborate this? | Augmented: I'm wondering if I was incorrectly charged a fee for using my card. Could you help me verify this? It seems like there are instances where I'm being charged for fees. Can you provide more information on this?
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | ACCEPT | Reason: N/A | Original: I deposited some money, but the balance has not changed. | Augmented: The deposit I made hasn't been reflected in my account balance yet.
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: Do you have any accounts for children ? | Augmented: Are there any accounts available for minors?
VAL | [get_disposable_virtual_card] | ACCEPT | Reason: ... | Original: I have heard about these disposable virtual cards but don't understand how they work. | Augmented: I'm curious about the temporary virtual cards I've heard about, but I'm not sure how they function.
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: The exchange rate was incorrect for an item I bought. | Augmented: The rate used for the transaction was not the correct one for the item I purchased.
VAL | [balance_not_updated_after_cheque_or_cash_deposit] | REVIEW | Reason: N/A | Original: Why is my check still not showing up on my account? It's been a week already | Augmented: Why hasn't my account balance been updated after a cash deposit? It's been a few days now.
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: Where can i exchange between GBP and USD | Augmented: How can I make an exchange between British Pounds and US Dollars through the app?
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: Why does it matter that I prove my identity? | Augmented: What's the purpose of verifying my identity?
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: My daughter need a card from this account. Is that possible? | Augmented: Can I request a replacement card for my daughter's account?
VAL | [getting_spare_card] | ACCEPT | Reason: ... | Original: I would like to get a few more physical cards. | Augmented: I'd like to obtain additional physical debit/credit cards.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: Is there a way to undo a transaction? | Augmented: Can I reverse a transfer I made recently?
VAL | [top_up_by_card_charge] | ACCEPT | Reason: N/A | Original: How much does it cost to us US cards? | Augmented: What is the charge for topping up using a US-issued card?
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: I entered my pin wrong  too many times. | Augmented: I've entered my PIN incorrectly multiple times.
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: Please explain why the funds I added were returned to my account. | Augmented: Please clarify the reason behind the reversal of the recent top-up transaction.
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: Why was a payment cancelled on my account? | Augmented: What happened to the payment that was reversed on my account?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: Why is the exchange rate different than expected on my transaction? | Augmented: The exchange rate used for my cash withdrawal seems to be incorrect.
VAL | [verify_top_up] | ACCEPT | Reason: ... | Original: What's up with verifying top-ups? | Augmented: What's going on with confirming top-up transactions?
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account. | Augmented: I'd like to cancel the transfer I initiated yesterday and redirect the funds to a different account instead.
VAL | [top_up_failed] | ACCEPT | Reason: ... | Original: I wanted to top up my account and it doesn't look like it worked | Augmented: I attempted to add funds to my account, but it appears the transaction was unsuccessful
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I need to cancel a transfer | Augmented: I'd like to stop a transfer in progress
VAL | [country_support] | ACCEPT | Reason: ... | Original: Which countries do you currently support? | Augmented: We currently offer services in which nations?
VAL | [edit_personal_details] | ACCEPT | Reason: ... | Original: I need to update my address. | Augmented: I'd like to modify my personal information to reflect a new address.
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: It has been a couple of hours but I do not see my balance updated, can you help? | Augmented: I've been waiting for a bit, but my account balance still hasn't reflected the recent transfer, could you assist me with this issue?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why is allowance not being given to my beneficiary? | Augmented: Why is the beneficiary not eligible to receive the allowance?
VAL | [declined_card_payment] | ACCEPT | Reason: ... | Original: My card payment wasn't accepted. | Augmented: Your payment attempt using your card was declined.
VAL | [top_up_failed] | ACCEPT | Reason: Both texts are inquiring about a failure in the top-up process, maintaining the same intent. | Original: Was there a problem with topping up? | Augmented: Did the top-up process fail for some reason?
VAL | [country_support] | ACCEPT | Reason: The augmented text preserves the same banking intent of understanding where the bank operates. It is not contradictory to the original intent and is specific enough to belong to the target intent of country support. | Original: What countries do you operate in? | Augmented: In which regions or nations does your bank provide its services?
VAL | [card_linking] | ACCEPT | Reason: ... | Original: You sent me a card and now I want to link it. | Augmented: You've already received a card and I'd like to proceed with linking it.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: I don't know where this debit transaction on my statement came from. | Augmented: I'm confused about the direct debit payment on my statement, as I didn't authorise it.
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: ... | Original: I noticed my exchange rate was incorrect when I got cash. | Augmented: I was surprised to find that the exchange rate was off when I withdrew cash.
VAL | [card_arrival] | ACCEPT | Reason: N/A | Original: Can I track the card you sent to me? | Augmented: Can I check the status of the card that was mailed to me?
VAL | [passcode_forgotten] | ACCEPT | Reason: ... | Original: Can someone please help assist me by explaining to me why my pass-code is not working? | Augmented: I'm having trouble remembering my passcode and was wondering if you could help me figure out why it's not accepting my attempts.
