GEN | [atm_support] | Orig: Can I use my card in another institutions ATM? -> Aug: Can I use my card at an ATM belonging to a different bank or financial institution?
GEN | [verify_top_up] | Orig: I just want to top-up, why do I need to verify anything? -> Aug: I'm trying to add funds, but I'm being asked to confirm some information before I can proceed. Can you help me with that?
GEN | [top_up_limits] | Orig: What are the rules for a top-up? -> Aug: How do the rules work for increasing my credit limit?
GEN | [apple_pay_or_google_pay] | Orig: Can I use my Apple Watch to pay for gas? -> Aug: Can I use my smartwatch to make a payment for fuel?
GEN | [card_acceptance] | Orig: Do you have a list of businesses that accept this card? -> Aug: Can you provide a list of merchants that accept this particular card?
GEN | [cash_withdrawal_not_recognised] | Orig: I am confused why there is cash I did not accept in my account -> Aug: I'm puzzled as to why there's a cash withdrawal that I didn't initiate showing up in my account.
GEN | [age_limit] | Orig: I need to set up an account for my daughter, how would I do that? -> Aug: I'd like to open an account for my child, what's the process for doing so?
GEN | [automatic_top_up] | Orig: I have a trip coming up and want to add money automatically. -> Aug: I'm planning a trip and would like to set up automatic top-ups to ensure I have sufficient funds.
GEN | [card_acceptance] | Orig: Who accepts the card? -> Aug: What financial institutions or merchants accept the card?
GEN | [cash_withdrawal_not_recognised] | Orig: I believe my card has been compromised as there are funds showing that I did not receive. -> Aug: I'm concerned that my card has been compromised because I'm seeing transactions that I didn't authorize.
GEN | [verify_top_up] | Orig: I just tried to top-up and now I'm getting an additional verification message, why? -> Aug: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
GEN | [cancel_transfer] | Orig: My morning transaction needs to be canceled. -> Aug: I'd like to cancel the transfer I initiated this morning.
GEN | [declined_transfer] | Orig: I think there has been a mistake with my transfer -> Aug: I believe there's been an error with the transfer I initiated
GEN | [automatic_top_up] | Orig: I want to add money automatically when I travel. -> Aug: I'd like to set up an automatic transfer to top up my account whenever I'm abroad.
GEN | [automatic_top_up] | Orig: Can I add money to my card automatically during a trip? -> Aug: Can I set up automatic top-ups for my card while I'm traveling?
GEN | [top_up_limits] | Orig: Is the top-up amount unlimited? -> Aug: Can the top-up limit be increased without any restrictions?
GEN | [activate_my_card] | Orig: How can my new card be renewed? -> Aug: How can I reactivate my new card?
GEN | [declined_cash_withdrawal] | Orig: I could not access my money at the ATM -> Aug: I was unable to withdraw cash from the ATM.
GEN | [activate_my_card] | Orig: How do I active this card? -> Aug: How can I activate this card?
GEN | [terminate_account] | Orig: What's the process for terminating an account? -> Aug: How do I go about closing my account?
GEN | [get_physical_card] | Orig: In regards to the PIN of the card? -> Aug: Regarding the physical card's PIN information?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Do international transfers take longer?? I made a transfer from France 2 days ago but it's still not there yet... -> Aug: Why hasn't my international transfer from France been reflected in my account yet? I initiated the transfer two days ago, but my balance still hasn't been updated.
GEN | [exchange_charge] | Orig: Exchange fee help? -> Aug: Need assistance with the exchange fee?
GEN | [declined_cash_withdrawal] | Orig: I tried to withdraw some funds from my card, but was declined. How can I get my money? -> Aug: I attempted to make a cash withdrawal using my card, but it was unsuccessful. What are my options for retrieving my funds?
GEN | [get_physical_card] | Orig: Can you deliver the PIN separately? -> Aug: Can you provide the physical card separately?
GEN | [card_arrival] | Orig: Where is my credit card that was to be mailed? -> Aug: When can I expect to receive my credit card, which was supposed to be sent to me?
GEN | [card_linking] | Orig: Card has been received, how will it show up on the app? -> Aug: How will the newly received card be reflected in the app?
GEN | [supported_cards_and_currencies] | Orig: Can you accept my other card from the U.S.?  It is the only other one I have. -> Aug: Can you accept my other credit card issued in the United States? It's the only other one I possess.
GEN | [getting_spare_card] | Orig: What steps do I need to get another card? -> Aug: How can I obtain a replacement card?
GEN | [apple_pay_or_google_pay] | Orig: Can I pay for my gas using my Apple watch? -> Aug: Can I use Apple Pay or Google Pay to pay for my gas?
GEN | [unable_to_verify_identity] | Orig: I dont have identification -> Aug: We're having trouble confirming your identity.
GEN | [visa_or_mastercard] | Orig: I need a Visa card -> Aug: I require a Mastercard
GEN | [compromised_card] | Orig: I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended. -> Aug: I recently received an email confirming a purchase made with my card, but when I checked my account on the mobile app, I discovered several unauthorized transactions. It appears that someone has compromised my card information and made these fraudulent purchases. I would like to have these transactions reversed and my card temporarily suspended.
GEN | [direct_debit_payment_not_recognised] | Orig: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. -> Aug: We've noticed an unusual payment on your account, made by a merchant you don't have a record of. Could you please confirm if this is a direct debit payment that was not recognized by our system?
GEN | [transfer_not_received_by_recipient] | Orig: Two days ago I did a transfer to another account within the country.  It doesn't appear the transfer went through.  I have verified the account number several times.  Could you please check on this for me? -> Aug: I made a domestic transfer two days ago, but it seems the recipient hasn't received the funds. I've double-checked the account number to ensure it's correct. Could you look into this matter for me?
GEN | [pin_blocked] | Orig: I attempted to enter my pin to many times. -> Aug: I tried to enter my PIN multiple times.
GEN | [visa_or_mastercard] | Orig: Please help me get a Visa card. -> Aug: Please assist me in obtaining a Mastercard.
VAL | [atm_support] | ACCEPT | Reason: N/A | Original: Can I use my card in another institutions ATM? | Augmented: Can I use my card at an ATM belonging to a different bank or financial institution?
VAL | [verify_top_up] | ACCEPT | Reason: N/A | Original: I just want to top-up, why do I need to verify anything? | Augmented: I'm trying to add funds, but I'm being asked to confirm some information before I can proceed. Can you help me with that?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: What are the rules for a top-up? | Augmented: How do the rules work for increasing my credit limit?
VAL | [apple_pay_or_google_pay] | UNKNOWN | Reason: N/A | Original: Can I use my Apple Watch to pay for gas? | Augmented: Can I use my smartwatch to make a payment for fuel?
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Do you have a list of businesses that accept this card? | Augmented: Can you provide a list of merchants that accept this particular card?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I am confused why there is cash I did not accept in my account | Augmented: I'm puzzled as to why there's a cash withdrawal that I didn't initiate showing up in my account.
VAL | [age_limit] | ACCEPT | Reason: N/A | Original: I need to set up an account for my daughter, how would I do that? | Augmented: I'd like to open an account for my child, what's the process for doing so?
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: I have a trip coming up and want to add money automatically. | Augmented: I'm planning a trip and would like to set up automatic top-ups to ensure I have sufficient funds.
VAL | [card_acceptance] | ACCEPT | Reason: N/A | Original: Who accepts the card? | Augmented: What financial institutions or merchants accept the card?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I believe my card has been compromised as there are funds showing that I did not receive. | Augmented: I'm concerned that my card has been compromised because I'm seeing transactions that I didn't authorize.
VAL | [verify_top_up] | ACCEPT | Reason: The augmented text preserves the user's need for verification regarding a top-up process, which aligns with the original intent. | Original: I just tried to top-up and now I'm getting an additional verification message, why? | Augmented: I'm experiencing an extra verification step after attempting to make a top-up, can you help me understand why?
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: My morning transaction needs to be canceled. | Augmented: I'd like to cancel the transfer I initiated this morning.
VAL | [declined_transfer] | ACCEPT | Reason: N/A | Original: I think there has been a mistake with my transfer | Augmented: I believe there's been an error with the transfer I initiated
VAL | [automatic_top_up] | ACCEPT | Reason: ... | Original: I want to add money automatically when I travel. | Augmented: I'd like to set up an automatic transfer to top up my account whenever I'm abroad.
VAL | [automatic_top_up] | ACCEPT | Reason: N/A | Original: Can I add money to my card automatically during a trip? | Augmented: Can I set up automatic top-ups for my card while I'm traveling?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: Is the top-up amount unlimited? | Augmented: Can the top-up limit be increased without any restrictions?
VAL | [activate_my_card] | ACCEPT | Reason: N/A | Original: How can my new card be renewed? | Augmented: How can I reactivate my new card?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: N/A | Original: I could not access my money at the ATM | Augmented: I was unable to withdraw cash from the ATM.
VAL | [activate_my_card] | ACCEPT | Reason: ... | Original: How do I active this card? | Augmented: How can I activate this card?
VAL | [terminate_account] | ACCEPT | Reason: Both texts are asking about the process to end an account, which is consistent with the target intent of 'terminate_account'. There is no contradiction or ambiguity introduced. | Original: What's the process for terminating an account? | Augmented: How do I go about closing my account?
VAL | [get_physical_card] | ACCEPT | Reason: N/A | Original: In regards to the PIN of the card? | Augmented: Regarding the physical card's PIN information?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Do international transfers take longer?? I made a transfer from France 2 days ago but it's still not there yet... | Augmented: Why hasn't my international transfer from France been reflected in my account yet? I initiated the transfer two days ago, but my balance still hasn't been updated.
VAL | [exchange_charge] | ACCEPT | Reason: ... | Original: Exchange fee help? | Augmented: Need assistance with the exchange fee?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: Both texts convey the same core issue of a failed cash withdrawal attempt and the user's need for further assistance. The wording is slightly different but does not change the intent. | Original: I tried to withdraw some funds from my card, but was declined. How can I get my money? | Augmented: I attempted to make a cash withdrawal using my card, but it was unsuccessful. What are my options for retrieving my funds?
VAL | [get_physical_card] | UNKNOWN | Reason: N/A | Original: Can you deliver the PIN separately? | Augmented: Can you provide the physical card separately?
VAL | [card_arrival] | ACCEPT | Reason: ... | Original: Where is my credit card that was to be mailed? | Augmented: When can I expect to receive my credit card, which was supposed to be sent to me?
VAL | [card_linking] | ACCEPT | Reason: Both texts are asking about the reflection of a newly received card in the app, which is directly related to the card linking process. | Original: Card has been received, how will it show up on the app? | Augmented: How will the newly received card be reflected in the app?
VAL | [supported_cards_and_currencies] | ACCEPT | Reason: N/A | Original: Can you accept my other card from the U.S.?  It is the only other one I have. | Augmented: Can you accept my other credit card issued in the United States? It's the only other one I possess.
VAL | [getting_spare_card] | ACCEPT | Reason: N/A | Original: What steps do I need to get another card? | Augmented: How can I obtain a replacement card?
VAL | [apple_pay_or_google_pay] | ACCEPT | Reason: N/A | Original: Can I pay for my gas using my Apple watch? | Augmented: Can I use Apple Pay or Google Pay to pay for my gas?
VAL | [unable_to_verify_identity] | ACCEPT | Reason: N/A | Original: I dont have identification | Augmented: We're having trouble confirming your identity.
VAL | [visa_or_mastercard] | REVIEW | Reason: N/A | Original: I need a Visa card | Augmented: I require a Mastercard
VAL | [compromised_card] | ACCEPT | Reason: The augmented text clearly conveys the same issue of unauthorized transactions and the need for action, which aligns with the 'compromised_card' intent. There are no contradictions or unsupported details added. | Original: I just got an email in confirming my purchase with my card. I login to the mobile app on the card and found out there are several purchase were made without me aware of it. Evidently someone had stole my card information and made these fraudulent purchase. I need the transaction to be reverse and have my card suspended. | Augmented: I recently received an email confirming a purchase made with my card, but when I checked my account on the mobile app, I discovered several unauthorized transactions. It appears that someone has compromised my card information and made these fraudulent purchases. I would like to have these transactions reversed and my card temporarily suspended.
VAL | [direct_debit_payment_not_recognised] | ACCEPT | Reason: N/A | Original: There was a strange transaction made on my account a couple weeks ago by a seller I don't recognize. May you please check on this transaction for me. | Augmented: We've noticed an unusual payment on your account, made by a merchant you don't have a record of. Could you please confirm if this is a direct debit payment that was not recognized by our system?
