GEN | [beneficiary_not_allowed] | Orig: Why can't I buy cryptocurrency on the app? -> Aug: Why am I unable to purchase cryptocurrency through the mobile application?
GEN | [card_not_working] | Orig: HOW LONG TO TAKE THE TIME TO SOLVE -> Aug: How long will it take to resolve the issue with my card not working?
GEN | [lost_or_stolen_card] | Orig: Could you please freeze my card immediately? -> Aug: Can you put a hold on my card right away?
GEN | [fiat_currency_support] | Orig: Do you have a problem with EUR exchanges? -> Aug: Are you experiencing an issue with converting or exchanging euros?
GEN | [transfer_timing] | Orig: How long do I have to wait for Europe transfers? -> Aug: What is the typical timeframe for international transfers to Europe?
GEN | [passcode_forgotten] | Orig: I can't log in with this passocde -> Aug: I'm having trouble accessing my account because I've forgotten my passcode.
GEN | [terminate_account] | Orig: Your company is lame. Shut down all my account services right now. -> Aug: Close my account immediately, as I'm extremely dissatisfied with your company's services.
GEN | [pending_cash_withdrawal] | Orig: I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. -> Aug: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction appears to be pending, and I'm concerned that I might be charged for a transaction I didn't authorize.
GEN | [getting_virtual_card] | Orig: what is a virtual and how do i get one -> Aug: How do I obtain a virtual card, and what is its purpose?
GEN | [pending_cash_withdrawal] | Orig: Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me? -> Aug: I'm having some issues with my card, I'm not sure what's going on, I attempted to use the ATM earlier but it didn't work, and it appears that the cash withdrawal is still pending, could you please assist me in canceling it?
GEN | [transfer_not_received_by_recipient] | Orig: How long will my transaction take? -> Aug: When can I expect my transfer to reach the recipient?
GEN | [lost_or_stolen_card] | Orig: Can you provide information for freezing my card immediately? -> Aug: Can you assist me in putting a hold on my card right away?
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the Notting Hill ATM, but the transaction was unsuccessful. Could there be a problem with my card? This is the first time I've tried using it.
GEN | [declined_cash_withdrawal] | Orig: I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it. -> Aug: I attempted to withdraw cash from the Notting Hill ATM, but the transaction was unsuccessful. Is my card functioning properly, as this is my first attempt to use it.
GEN | [transfer_not_received_by_recipient] | Orig: How long do I have  to wait for my transaction to be completed? -> Aug: When can I expect my transfer to be successfully delivered to the recipient's account?
GEN | [request_refund] | Orig: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! -> Aug: I've been waiting for over a month and my order still hasn't arrived. I'm extremely frustrated, as it's a simple pencil I ordered. I've had enough of this company's poor service, and I demand a refund right away. I'll take my business elsewhere and find a reliable supplier for my Japanese exclusive pencil needs.
GEN | [card_payment_not_recognised] | Orig: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? -> Aug: I'm having trouble identifying some charges on my account that I don't recall making. The transaction descriptions seem unfamiliar, and I'm unsure if the merchant names are just different or if there's something more going on. Should I have my card temporarily suspended while you investigate this issue to ensure my account's security, or is it safe to leave it active?
GEN | [declined_cash_withdrawal] | Orig: I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong? -> Aug: I attempted to withdraw cash using my ATM card at your Notting Hill branch, but it was unsuccessful. Is there an issue with my card or the machine?
GEN | [pending_top_up] | Orig: Can you tell me why my pop-up is still pending? -> Aug: Can you explain why my top-up request is still pending?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. -> Aug: I'm trying to make sense of a recent bank transfer from France, but my account balance hasn't been updated yet. Can you give me an estimate of how long it usually takes for these transactions to reflect in my account?
GEN | [top_up_by_bank_transfer_charge] | Orig: Am I going to see a charge for a SEPA transfer? -> Aug: Will I be charged a fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
GEN | [declined_cash_withdrawal] | Orig: I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working? -> Aug: I attempted to make a cash withdrawal at an ATM in Notting Hill using my card, but it was unsuccessful. This is my first attempt to use it. Is my card functional?
GEN | [top_up_failed] | Orig: I'm not sure if my pop-up went through. -> Aug: I'm unsure if my top-up was successfully processed.
GEN | [transfer_not_received_by_recipient] | Orig: i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer. -> Aug: I've been waiting for two days for a transfer to be credited to a retailer's account, and I'm starting to worry that it might take even longer.
GEN | [beneficiary_not_allowed] | Orig: I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong? -> Aug: I'm having trouble completing a crypto purchase through the app. Can you help me figure out what's preventing it from processing?
GEN | [pending_card_payment] | Orig: How long does it take for a new purchase to stop being considered pending? -> Aug: When will a recent purchase be marked as complete and no longer pending?
GEN | [beneficiary_not_allowed] | Orig: I wanted to purchase some crypto. The app will not let me. What's going on here? I really want to make this exchange. -> Aug: I'm trying to buy some cryptocurrency, but the app won't allow me to proceed. Can you help me figure out why this is happening? I'm eager to complete this transaction.
GEN | [card_swallowed] | Orig: Who do I talk to about the ATM swallowing my card? -> Aug: Whom should I contact regarding the ATM consuming my card?
GEN | [top_up_by_bank_transfer_charge] | Orig: How much will it cost me for a SEPA transfer? -> Aug: What is the fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
GEN | [transfer_not_received_by_recipient] | Orig: I am just waiting on the completion of the transaction. -> Aug: I'm still waiting for the transfer to be successfully delivered to the recipient.
GEN | [card_swallowed] | Orig: What should I do with my stuck ATM? -> Aug: What should I do about my jammed ATM card?
GEN | [declined_cash_withdrawal] | Orig: Is my card working? It's the first time I tried using it I tried to get money out of an ATM, but got nothing. -> Aug: Can I use my card to withdraw cash from an ATM? I've never tried it before, but when I attempted to do so, the transaction was declined.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why can't I buy cryptocurrency on the app? | Augmented: Why am I unable to purchase cryptocurrency through the mobile application?
VAL | [card_not_working] | ACCEPT | Reason: N/A | Original: HOW LONG TO TAKE THE TIME TO SOLVE | Augmented: How long will it take to resolve the issue with my card not working?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Could you please freeze my card immediately? | Augmented: Can you put a hold on my card right away?
VAL | [fiat_currency_support] | ACCEPT | Reason: Both texts are asking about problems with exchanging euros, which is consistent with the fiat_currency_support intent. | Original: Do you have a problem with EUR exchanges? | Augmented: Are you experiencing an issue with converting or exchanging euros?
VAL | [transfer_timing] | ACCEPT | Reason: ... | Original: How long do I have to wait for Europe transfers? | Augmented: What is the typical timeframe for international transfers to Europe?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't log in with this passocde | Augmented: I'm having trouble accessing my account because I've forgotten my passcode.
VAL | [terminate_account] | ACCEPT | Reason: N/A | Original: Your company is lame. Shut down all my account services right now. | Augmented: Close my account immediately, as I'm extremely dissatisfied with your company's services.
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: The augmented text preserves the intent of a pending cash withdrawal and the user's concern about the transaction status and potential unauthorized charges. There are no contradictions or unsupported details. | Original: I tried to get some with-drawls but the machine didn't work. The transaction still seems in progress.Seems like  something is wrong,I don't want to be charged for Transaction i did not make. | Augmented: I attempted to initiate a cash withdrawal, but the ATM malfunctioned. The transaction appears to be pending, and I'm concerned that I might be charged for a transaction I didn't authorize.
VAL | [getting_virtual_card] | ACCEPT | Reason: While the wording has changed, the core question about obtaining a virtual card is preserved. | Original: what is a virtual and how do i get one | Augmented: How do I obtain a virtual card, and what is its purpose?
VAL | [pending_cash_withdrawal] | ACCEPT | Reason: ... | Original: Hello, I'm having trouble with my card, I don't understand what's happening, I tried using the ATM machine earlier but it wasn't working but seems like the transactions is still in progress, can you cancel it for me? | Augmented: I'm having some issues with my card, I'm not sure what's going on, I attempted to use the ATM earlier but it didn't work, and it appears that the cash withdrawal is still pending, could you please assist me in canceling it?
VAL | [transfer_not_received_by_recipient] | UNKNOWN | Reason: N/A | Original: How long will my transaction take? | Augmented: When can I expect my transfer to reach the recipient?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Can you provide information for freezing my card immediately? | Augmented: Can you assist me in putting a hold on my card right away?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it. | Augmented: I attempted to withdraw cash from the Notting Hill ATM, but the transaction was unsuccessful. Could there be a problem with my card? This is the first time I've tried using it.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to get money out of the Notting Hill ATM earlier, but wasn't able to. Is my card working okay? It's the first time I tried using it. | Augmented: I attempted to withdraw cash from the Notting Hill ATM, but the transaction was unsuccessful. Is my card functioning properly, as this is my first attempt to use it.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: How long do I have  to wait for my transaction to be completed? | Augmented: When can I expect my transfer to be successfully delivered to the recipient's account?
VAL | [request_refund] | ACCEPT | Reason: ... | Original: It's been over a month and i still haven't received my goods! I ordered a pencil for crying out loud, it's not that hard to deliver that! I'm done with these people, give me a refund immediately! I'll search for my Japanese exclusive pencil elsewhere! | Augmented: I've been waiting for over a month and my order still hasn't arrived. I'm extremely frustrated, as it's a simple pencil I ordered. I've had enough of this company's poor service, and I demand a refund right away. I'll take my business elsewhere and find a reliable supplier for my Japanese exclusive pencil needs.
VAL | [card_payment_not_recognised] | ACCEPT | Reason: The augmented text preserves the core issue of unrecognized transactions and the need for assistance, which aligns with the original intent. It does not introduce any contradictory information or unrelated details. | Original: I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok? | Augmented: I'm having trouble identifying some charges on my account that I don't recall making. The transaction descriptions seem unfamiliar, and I'm unsure if the merchant names are just different or if there's something more going on. Should I have my card temporarily suspended while you investigate this issue to ensure my account's security, or is it safe to leave it active?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong? | Augmented: I attempted to withdraw cash using my ATM card at your Notting Hill branch, but it was unsuccessful. Is there an issue with my card or the machine?
VAL | [pending_top_up] | ACCEPT | Reason: ... | Original: Can you tell me why my pop-up is still pending? | Augmented: Can you explain why my top-up request is still pending?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Can you tell me how long it would take, to make a transfer from France? I made one 2 days ago and its not there yet. | Augmented: I'm trying to make sense of a recent bank transfer from France, but my account balance hasn't been updated yet. Can you give me an estimate of how long it usually takes for these transactions to reflect in my account?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Am I going to see a charge for a SEPA transfer? | Augmented: Will I be charged a fee for a bank transfer using the Single Euro Payments Area (SEPA) system?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: I tried to use my card to withdrawal money from the ATM in Notting Hill but it didn't work. This is the first time I've tried using it. Is my card working? | Augmented: I attempted to make a cash withdrawal at an ATM in Notting Hill using my card, but it was unsuccessful. This is my first attempt to use it. Is my card functional?
VAL | [top_up_failed] | ACCEPT | Reason: N/A | Original: I'm not sure if my pop-up went through. | Augmented: I'm unsure if my top-up was successfully processed.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer. | Augmented: I've been waiting for two days for a transfer to be credited to a retailer's account, and I'm starting to worry that it might take even longer.
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I'm trying to purchase crypto via the app. I haven't been able to get it to go through. Am I doing something wrong? | Augmented: I'm having trouble completing a crypto purchase through the app. Can you help me figure out what's preventing it from processing?
VAL | [pending_card_payment] | ACCEPT | Reason: N/A | Original: How long does it take for a new purchase to stop being considered pending? | Augmented: When will a recent purchase be marked as complete and no longer pending?
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: I wanted to purchase some crypto. The app will not let me. What's going on here? I really want to make this exchange. | Augmented: I'm trying to buy some cryptocurrency, but the app won't allow me to proceed. Can you help me figure out why this is happening? I'm eager to complete this transaction.
