GEN | [declined_transfer] | Orig: How do I make sure my transfer isn't goin to an unsupported merchant? -> Aug: How can I guarantee that my transfer won't be declined due to an unsupported merchant?
GEN | [top_up_reverted] | Orig: I refilled my account balance but got an error message. -> Aug: I attempted to replenish my account balance, but an error occurred.
GEN | [top_up_by_cash_or_cheque] | Orig: Can I use a check to get gas? -> Aug: Can I use a cheque to top up my account?
GEN | [transfer_into_account] | Orig: I have no more money in my account.  Is there a way to do a bank transfer to put money into my account? -> Aug: I'm running low on funds in my account. Can I initiate a transfer to replenish my account balance?
GEN | [top_up_by_bank_transfer_charge] | Orig: Does this program take SWIFT transfers? -> Aug: Can I use a bank transfer to top up my account through this program?
GEN | [card_payment_fee_charged] | Orig: how do i avoid charges in the future -> Aug: what can I do to prevent being charged a fee on my card in the future?
GEN | [top_up_reverted] | Orig: I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go?? -> Aug: I'm having an issue with a recent transaction, I'm certain your bank allows cryptocurrency deposits, but I'm unable to complete the process. After adding funds to my account, the amount seems to have vanished, and I'm unsure what happened to it.
GEN | [verify_my_identity] | Orig: why do I need to show ID -> Aug: what's the purpose of verifying my identity
GEN | [topping_up_by_card] | Orig: I need my card topped up, -> Aug: I'd like to add funds to my card.
GEN | [transfer_into_account] | Orig: show me how to transfer to my account -> Aug: display the process for transferring funds into my account
GEN | [receiving_money] | Orig: I need my payment in another currency -> Aug: I require my funds in a different currency
GEN | [cash_withdrawal_charge] | Orig: Please help!  There was an extra fee when I got cash. -> Aug: Please assist me, I was charged an unexpected fee when I withdrew cash.
GEN | [top_up_by_cash_or_cheque] | Orig: How can I fill up my gas tank using a check? -> Aug: How can I replenish my account balance using a cheque or cash?
GEN | [pending_card_payment] | Orig: Why aren't my payment funds available to me? -> Aug: Why haven't my card payment cleared yet?
GEN | [transfer_not_received_by_recipient] | Orig: The app isn't showing my transactions -> Aug: The app is not displaying my recent transactions
GEN | [transfer_not_received_by_recipient] | Orig: I dont see my reciept -> Aug: I'm unable to locate the transfer receipt.
GEN | [why_verify_identity] | Orig: Is the identity check part of bank policy? -> Aug: What's the reason behind verifying identities at our bank?
GEN | [exchange_via_app] | Orig: Can I use this app to change money? -> Aug: Can I make a currency exchange using this mobile app?
GEN | [exchange_rate] | Orig: What's the process for exchanges? -> Aug: How do I initiate an exchange?
GEN | [top_up_reverted] | Orig: What if my top up is reverted? -> Aug: What happens if my top-up transaction is reversed?
GEN | [topping_up_by_card] | Orig: How do I to up by card? -> Aug: How can I add funds to my account using my card?
GEN | [top_up_by_bank_transfer_charge] | Orig: Are SWIFT transfers supported? -> Aug: Can I use a bank transfer to top up my account?
GEN | [transfer_not_received_by_recipient] | Orig: What happens when I money transaction doesn't show up on the receiving side? -> Aug: Why hasn't the money transfer been credited to the recipient's account?
GEN | [top_up_limits] | Orig: It seems I need to get information on limits for top-ups. -> Aug: Can you provide details about the limits for making deposits or adding funds to my account?
GEN | [card_payment_wrong_exchange_rate] | Orig: The exchange rate used on your app is really bad. I'm considering closing my account because of it. -> Aug: The rate you're using for currency conversion is quite inaccurate. It's making me think about canceling my account.
GEN | [fiat_currency_support] | Orig: What currencies can I not hold many in, if so what are they? -> Aug: Which fiat currencies are restricted for holding a large amount, and what are the limitations?
GEN | [topping_up_by_card] | Orig: Why was my card charged when topping off my balance but it's not showing up in my wallet balance? -> Aug: Why did my card get debited when I used it to add funds to my account, but the updated balance isn't reflecting in my wallet?
GEN | [why_verify_identity] | Orig: Why are you asking so many questions about me? -> Aug: We're verifying your identity to ensure the security and integrity of your account.
GEN | [top_up_by_bank_transfer_charge] | Orig: Do you process SWIFT transfers? -> Aug: Can you facilitate bank transfers via SWIFT or other international payment methods?
GEN | [cash_withdrawal_not_recognised] | Orig: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? -> Aug: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
GEN | [pending_transfer] | Orig: I have an outgoing transaction -> Aug: I have a pending transfer
GEN | [beneficiary_not_allowed] | Orig: Why is my beneficiary not being allowed to get payment services? -> Aug: Why is my designated recipient unable to access payment services?
GEN | [transfer_not_received_by_recipient] | Orig: Why can't the recepient of my money transaction see it? -> Aug: The recipient of my money transfer is unable to view the transaction.
GEN | [visa_or_mastercard] | Orig: Does it matter which card I use -> Aug: Is the type of credit card I use significant?
GEN | [top_up_reverted] | Orig: Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account -> Aug: I've successfully completed the 3D secure authentication process, but the crypto top-up still isn't functioning for me. I'm also confused about what happened to the funds in my account.
GEN | [card_linking] | Orig: May I reactivate my card? I previously reported it lost, but have now found it safe and sound. -> Aug: Can I reissue my card? I previously reported it lost, but I've since located it and would like to reactivate it.
GEN | [request_refund] | Orig: It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people. -> Aug: I've been waiting for an eternity for my online order to arrive, but it's nowhere to be found. I'd like to request a refund as I'm not willing to continue holding onto my payment.
GEN | [top_up_failed] | Orig: I can't add any more money. -> Aug: I'm unable to make a successful top-up.
VAL | [declined_transfer] | ACCEPT | Reason: ... | Original: How do I make sure my transfer isn't goin to an unsupported merchant? | Augmented: How can I guarantee that my transfer won't be declined due to an unsupported merchant?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: I refilled my account balance but got an error message. | Augmented: I attempted to replenish my account balance, but an error occurred.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: Can I use a check to get gas? | Augmented: Can I use a cheque to top up my account?
VAL | [transfer_into_account] | ACCEPT | Reason: The augmented text preserves the intent of transferring money into the account to address a low balance situation, which is consistent with the original intent. | Original: I have no more money in my account.  Is there a way to do a bank transfer to put money into my account? | Augmented: I'm running low on funds in my account. Can I initiate a transfer to replenish my account balance?
VAL | [top_up_by_bank_transfer_charge] | ACCEPT | Reason: N/A | Original: Does this program take SWIFT transfers? | Augmented: Can I use a bank transfer to top up my account through this program?
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: how do i avoid charges in the future | Augmented: what can I do to prevent being charged a fee on my card in the future?
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go?? | Augmented: I'm having an issue with a recent transaction, I'm certain your bank allows cryptocurrency deposits, but I'm unable to complete the process. After adding funds to my account, the amount seems to have vanished, and I'm unsure what happened to it.
VAL | [verify_my_identity] | REVIEW | Reason: N/A | Original: why do I need to show ID | Augmented: what's the purpose of verifying my identity
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: I need my card topped up, | Augmented: I'd like to add funds to my card.
VAL | [transfer_into_account] | ACCEPT | Reason: ... | Original: show me how to transfer to my account | Augmented: display the process for transferring funds into my account
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: I need my payment in another currency | Augmented: I require my funds in a different currency
VAL | [cash_withdrawal_charge] | ACCEPT | Reason: ... | Original: Please help!  There was an extra fee when I got cash. | Augmented: Please assist me, I was charged an unexpected fee when I withdrew cash.
VAL | [top_up_by_cash_or_cheque] | ACCEPT | Reason: N/A | Original: How can I fill up my gas tank using a check? | Augmented: How can I replenish my account balance using a cheque or cash?
VAL | [pending_card_payment] | ACCEPT | Reason: ... | Original: Why aren't my payment funds available to me? | Augmented: Why haven't my card payment cleared yet?
VAL | [transfer_not_received_by_recipient] | UNKNOWN | Reason: N/A | Original: The app isn't showing my transactions | Augmented: The app is not displaying my recent transactions
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: N/A | Original: I dont see my reciept | Augmented: I'm unable to locate the transfer receipt.
VAL | [why_verify_identity] | ACCEPT | Reason: ... | Original: Is the identity check part of bank policy? | Augmented: What's the reason behind verifying identities at our bank?
VAL | [exchange_via_app] | ACCEPT | Reason: ... | Original: Can I use this app to change money? | Augmented: Can I make a currency exchange using this mobile app?
VAL | [exchange_rate] | ACCEPT | Reason: N/A | Original: What's the process for exchanges? | Augmented: How do I initiate an exchange?
VAL | [top_up_reverted] | ACCEPT | Reason: N/A | Original: What if my top up is reverted? | Augmented: What happens if my top-up transaction is reversed?
VAL | [topping_up_by_card] | ACCEPT | Reason: N/A | Original: How do I to up by card? | Augmented: How can I add funds to my account using my card?
VAL | [top_up_by_bank_transfer_charge] | REVIEW | Reason: N/A | Original: Are SWIFT transfers supported? | Augmented: Can I use a bank transfer to top up my account?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: Both texts are asking about a situation where a money transfer did not reach the intended recipient, preserving the same intent. | Original: What happens when I money transaction doesn't show up on the receiving side? | Augmented: Why hasn't the money transfer been credited to the recipient's account?
VAL | [top_up_limits] | ACCEPT | Reason: N/A | Original: It seems I need to get information on limits for top-ups. | Augmented: Can you provide details about the limits for making deposits or adding funds to my account?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: ... | Original: The exchange rate used on your app is really bad. I'm considering closing my account because of it. | Augmented: The rate you're using for currency conversion is quite inaccurate. It's making me think about canceling my account.
VAL | [fiat_currency_support] | ACCEPT | Reason: N/A | Original: What currencies can I not hold many in, if so what are they? | Augmented: Which fiat currencies are restricted for holding a large amount, and what are the limitations?
VAL | [topping_up_by_card] | UNKNOWN | Reason: N/A | Original: Why was my card charged when topping off my balance but it's not showing up in my wallet balance? | Augmented: Why did my card get debited when I used it to add funds to my account, but the updated balance isn't reflecting in my wallet?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Why are you asking so many questions about me? | Augmented: We're verifying your identity to ensure the security and integrity of your account.
VAL | [top_up_by_bank_transfer_charge] | UNKNOWN | Reason: N/A | Original: Do you process SWIFT transfers? | Augmented: Can you facilitate bank transfers via SWIFT or other international payment methods?
VAL | [cash_withdrawal_not_recognised] | ACCEPT | Reason: N/A | Original: I hope you can help me. My account has been compromised from a different town that I haven't been to. Can you please place a hold on my account until I can make it to the bank? | Augmented: I'm experiencing an issue with a cash withdrawal that's not being recognized. I'm concerned about unauthorized activity on my account from a location I've never visited. Could you please place a temporary hold on my account until I can visit the bank in person?
VAL | [pending_transfer] | ACCEPT | Reason: N/A | Original: I have an outgoing transaction | Augmented: I have a pending transfer
VAL | [beneficiary_not_allowed] | ACCEPT | Reason: N/A | Original: Why is my beneficiary not being allowed to get payment services? | Augmented: Why is my designated recipient unable to access payment services?
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: ... | Original: Why can't the recepient of my money transaction see it? | Augmented: The recipient of my money transfer is unable to view the transaction.
VAL | [visa_or_mastercard] | UNKNOWN | Reason: N/A | Original: Does it matter which card I use | Augmented: Is the type of credit card I use significant?
