GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Whats wrong with my currency exchange? -> Aug: The exchange rate for my cash withdrawal seems to be incorrect.
GEN | [cancel_transfer] | Orig: Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. -> Aug: I mistakenly sent a payment to the wrong account for my rent yesterday and would like to rectify the situation as soon as possible, with the funds being transferred to the correct account by tomorrow at the latest.
GEN | [cancel_transfer] | Orig: I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account? -> Aug: I accidentally set up a rent payment from an incorrect account, and I'd like to switch it to the correct one as soon as possible. Can I modify the transfer to ensure timely payment?
GEN | [declined_cash_withdrawal] | Orig: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. -> Aug: I'm having trouble withdrawing cash from the ATM and I'm certain I entered my PIN correctly. Can you assist me with this issue?
GEN | [balance_not_updated_after_bank_transfer] | Orig: Can you check if my money has reached my account since it is not showing up yet? -> Aug: Can you investigate why my account balance is not reflecting the recent bank transfer I made, as it's not updating yet?
GEN | [wrong_exchange_rate_for_cash_withdrawal] | Orig: Can the exchange rate change while I am in the process of making a withdrawal? -> Aug: Is the exchange rate adjusted while I'm in the middle of a cash withdrawal?
GEN | [receiving_money] | Orig: Can my friend send me money if it is not in US dollars? -> Aug: Can my friend transfer funds to me in a currency other than US dollars?
GEN | [receiving_money] | Orig: Do you support direct deposits from my employer? -> Aug: Can you accept direct deposits from my employer's payroll department?
GEN | [pending_transfer] | Orig: Why is the transaction not posting? -> Aug: Why is the transfer still pending?
GEN | [verify_my_identity] | Orig: Can I use my social security card as a form of identity? -> Aug: May I confirm my identity using my social security card?
GEN | [order_physical_card] | Orig: I still don't have a card. How do I get one? -> Aug: I'm missing my physical card. Can you help me obtain a new one?
GEN | [card_payment_wrong_exchange_rate] | Orig: Does the exchange rate change each day for purchases? There is a different rate on my purchase. -> Aug: Is the exchange rate adjusted daily for transactions? I've noticed a discrepancy in the rate applied to my recent purchase.
GEN | [pin_blocked] | Orig: How do I unblock my card? -> Aug: What steps can I take to reactivate my blocked card?
GEN | [receiving_money] | Orig: Do I need to convert my currency from GBP before transferring? -> Aug: Do I need to exchange my British pounds for another currency before making a transfer?
GEN | [card_about_to_expire] | Orig: Tell me what I should do after my card expires. -> Aug: What steps should I take once my credit card's expiration date has passed?
GEN | [transfer_fee_charged] | Orig: I need to know how much it costs to transfer funds. -> Aug: I'd like to inquire about the transfer fee associated with moving funds.
GEN | [order_physical_card] | Orig: I would like to request a card. -> Aug: I'd like to place an order for a physical card.
GEN | [transfer_not_received_by_recipient] | Orig: Why is my transaction taking so long to complete? -> Aug: Why hasn't my transfer been received by the recipient yet?
GEN | [reverted_card_payment?] | Orig: What should I do if my card payment was cancelled? -> Aug: What happens if my card payment was reversed?
GEN | [card_not_working] | Orig: Need help to get my card to work. -> Aug: Can you assist me in resolving the issue with my card not functioning properly?
GEN | [passcode_forgotten] | Orig: Can my password be reset if I do not have it? -> Aug: Can I recover my passcode if I've forgotten it?
GEN | [card_delivery_estimate] | Orig: can I choose delivery times to suite me? -> Aug: Can I select a delivery time that fits my schedule?
GEN | [why_verify_identity] | Orig: Do you think you're asking for too much information about me? -> Aug: Are you feeling overwhelmed by the amount of personal details we're asking you to provide?
GEN | [order_physical_card] | Orig: I need to order a new card. -> Aug: I'd like to request a new physical card.
GEN | [top_up_reverted] | Orig: I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on? -> Aug: I attempted to perform a crypto top-up using your service, but it appears to have been unsuccessful. The funds have been debited from my account, and I'd appreciate it if you could investigate this issue.
GEN | [order_physical_card] | Orig: What are the places that you deliver cards to? -> Aug: Where do you typically deliver physical cards to customers?
GEN | [lost_or_stolen_card] | Orig: Who can I speak with regarding a lost card? -> Aug: I'd like to report a missing credit card.
GEN | [card_payment_fee_charged] | Orig: What can i pay with out  fees -> Aug: How can I make a payment without incurring any charges?
GEN | [top_up_reverted] | Orig: I went to top up my card and it was cancelled. -> Aug: I attempted to add funds to my card, but the transaction was reversed.
GEN | [declined_cash_withdrawal] | Orig: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. -> Aug: This morning, I attempted to make a cash withdrawal, but my card was rejected. Could you kindly verify the issue, as this is the first time it's happened?
GEN | [passcode_forgotten] | Orig: I can't remember my app code, can you reset it? -> Aug: I've forgotten my passcode, could you please reset it for me?
GEN | [card_acceptance] | Orig: Where can I pay with my card? -> Aug: How can I use my card for payment?
GEN | [card_payment_wrong_exchange_rate] | Orig: I noticed an extra charge on the purchase that I made last Saturday on my account. Can you see if I received the correct exchange rate? -> Aug: I'm reviewing my recent transaction history and noticed an unexpected fee. Could you check if the exchange rate was accurate for the purchase I made last weekend?
GEN | [top_up_reverted] | Orig: I got an cancellation error when I was topping up. -> Aug: I encountered an error while attempting to make a top-up, and it was cancelled.
GEN | [card_payment_wrong_exchange_rate] | Orig: Why was I charged extra on my last UK pound to Russian ruble exchange? -> Aug: Why was I overcharged for the conversion of my UK pound to Russian ruble on my recent transaction?
GEN | [edit_personal_details] | Orig: my identity hasn't been verified and i can't edit my details, what's next -> Aug: since my identity has not been confirmed, I'm unable to update my personal information, what are the next steps?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Whats wrong with my currency exchange? | Augmented: The exchange rate for my cash withdrawal seems to be incorrect.
VAL | [cancel_transfer] | ACCEPT | Reason: ... | Original: Yesterday, I made an incorrect payment to the wrong account for my rent payment. I need this addressed as soon as possible and the funds transferred to the correct account by no later than tomorrow. | Augmented: I mistakenly sent a payment to the wrong account for my rent yesterday and would like to rectify the situation as soon as possible, with the funds being transferred to the correct account by tomorrow at the latest.
VAL | [cancel_transfer] | ACCEPT | Reason: N/A | Original: I stupidly initiated a rent payment from the wrong account yesterday. It can't be paid from that account, but it really needs to get paid on time. Am I able to move the payment to the right account? | Augmented: I accidentally set up a rent payment from an incorrect account, and I'd like to switch it to the correct one as soon as possible. Can I modify the transfer to ensure timely payment?
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money. | Augmented: I'm having trouble withdrawing cash from the ATM and I'm certain I entered my PIN correctly. Can you assist me with this issue?
VAL | [balance_not_updated_after_bank_transfer] | ACCEPT | Reason: ... | Original: Can you check if my money has reached my account since it is not showing up yet? | Augmented: Can you investigate why my account balance is not reflecting the recent bank transfer I made, as it's not updating yet?
VAL | [wrong_exchange_rate_for_cash_withdrawal] | ACCEPT | Reason: N/A | Original: Can the exchange rate change while I am in the process of making a withdrawal? | Augmented: Is the exchange rate adjusted while I'm in the middle of a cash withdrawal?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Can my friend send me money if it is not in US dollars? | Augmented: Can my friend transfer funds to me in a currency other than US dollars?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do you support direct deposits from my employer? | Augmented: Can you accept direct deposits from my employer's payroll department?
VAL | [pending_transfer] | ACCEPT | Reason: ... | Original: Why is the transaction not posting? | Augmented: Why is the transfer still pending?
VAL | [verify_my_identity] | ACCEPT | Reason: ... | Original: Can I use my social security card as a form of identity? | Augmented: May I confirm my identity using my social security card?
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: I still don't have a card. How do I get one? | Augmented: I'm missing my physical card. Can you help me obtain a new one?
VAL | [card_payment_wrong_exchange_rate] | ACCEPT | Reason: N/A | Original: Does the exchange rate change each day for purchases? There is a different rate on my purchase. | Augmented: Is the exchange rate adjusted daily for transactions? I've noticed a discrepancy in the rate applied to my recent purchase.
VAL | [pin_blocked] | ACCEPT | Reason: N/A | Original: How do I unblock my card? | Augmented: What steps can I take to reactivate my blocked card?
VAL | [receiving_money] | ACCEPT | Reason: N/A | Original: Do I need to convert my currency from GBP before transferring? | Augmented: Do I need to exchange my British pounds for another currency before making a transfer?
VAL | [card_about_to_expire] | ACCEPT | Reason: Both texts are asking for actions to be taken when a card expires, preserving the original intent. | Original: Tell me what I should do after my card expires. | Augmented: What steps should I take once my credit card's expiration date has passed?
VAL | [transfer_fee_charged] | ACCEPT | Reason: ... | Original: I need to know how much it costs to transfer funds. | Augmented: I'd like to inquire about the transfer fee associated with moving funds.
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I would like to request a card. | Augmented: I'd like to place an order for a physical card.
VAL | [transfer_not_received_by_recipient] | ACCEPT | Reason: The augmented text directly addresses the issue of a transfer not being received by the recipient, which is the same as the original intent. | Original: Why is my transaction taking so long to complete? | Augmented: Why hasn't my transfer been received by the recipient yet?
VAL | [reverted_card_payment?] | ACCEPT | Reason: N/A | Original: What should I do if my card payment was cancelled? | Augmented: What happens if my card payment was reversed?
VAL | [card_not_working] | ACCEPT | Reason: ... | Original: Need help to get my card to work. | Augmented: Can you assist me in resolving the issue with my card not functioning properly?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: Can my password be reset if I do not have it? | Augmented: Can I recover my passcode if I've forgotten it?
VAL | [card_delivery_estimate] | ACCEPT | Reason: N/A | Original: can I choose delivery times to suite me? | Augmented: Can I select a delivery time that fits my schedule?
VAL | [why_verify_identity] | ACCEPT | Reason: N/A | Original: Do you think you're asking for too much information about me? | Augmented: Are you feeling overwhelmed by the amount of personal details we're asking you to provide?
VAL | [order_physical_card] | ACCEPT | Reason: ... | Original: I need to order a new card. | Augmented: I'd like to request a new physical card.
VAL | [top_up_reverted] | ACCEPT | Reason: The augmented text preserves the same banking intent of a top-up that failed and the funds being deducted. It does not introduce any new or unsupported information and remains specific to the target intent. | Original: I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on? | Augmented: I attempted to perform a crypto top-up using your service, but it appears to have been unsuccessful. The funds have been debited from my account, and I'd appreciate it if you could investigate this issue.
VAL | [order_physical_card] | ACCEPT | Reason: N/A | Original: What are the places that you deliver cards to? | Augmented: Where do you typically deliver physical cards to customers?
VAL | [lost_or_stolen_card] | ACCEPT | Reason: N/A | Original: Who can I speak with regarding a lost card? | Augmented: I'd like to report a missing credit card.
VAL | [card_payment_fee_charged] | ACCEPT | Reason: N/A | Original: What can i pay with out  fees | Augmented: How can I make a payment without incurring any charges?
VAL | [top_up_reverted] | ACCEPT | Reason: ... | Original: I went to top up my card and it was cancelled. | Augmented: I attempted to add funds to my card, but the transaction was reversed.
VAL | [declined_cash_withdrawal] | ACCEPT | Reason: ... | Original: This morning I wanted to make a withdrawal before work, but my card was declined! Please double check it for me as this is the first time it was declined. | Augmented: This morning, I attempted to make a cash withdrawal, but my card was rejected. Could you kindly verify the issue, as this is the first time it's happened?
VAL | [passcode_forgotten] | ACCEPT | Reason: N/A | Original: I can't remember my app code, can you reset it? | Augmented: I've forgotten my passcode, could you please reset it for me?
